instance_id,policy_id,run_order,seed,eval_budget,evaluations,candidate_scores,candidate_channel_scores,reference_scores,repair_delta_count,actual_moves,exact_budget,feasible,best_cost,raw_cost,elapsed_seconds,raw_search_elapsed_seconds,terminal_completion_elapsed_seconds,route_count,raw_signature,completed_signature,history_fingerprint,selector_kind,selector_rng_contract,selector_selection_count,selector_count_closed,softmax_sample_count,forced_cross_depot_count,first_temperature,final_temperature,mean_temperature,distinct_destroy_families_used,destroy_selection_counts,pair_selection_counts,score_counts,responsibility_updates,fleet_charge_updates,carbon_time_updates
DEV-INIT-D1-DONOR03-SRC25-N54-DEP2,control_alpha,1,1,100,100,100,100,2,14692,100,True,True,1009.1590409986763,1158.9085844533552,1.565528417006135,1.3462471670354716,0.21710049995454028,7,e95aa034b7f71ca75ce332d16f75cf0d8a26224ee3ac5bd310068b4c5c88d4a5,dfc251dd6e5bb464878b5f18ce0260cc2f67c7940de70e65f53dac155902ad6b,2a8a4f4671af1b0641dfa0506f230660603d2174ca19f5635e76996418229ee9,alpha_ucb,independent_seeded_stream,100,True,0,0,,,,3,"{""random_customer_removal"": 3, ""route_segment_removal"": 0, ""shaw_related_removal"": 94, ""vehicle_type_swap"": 0, ""whole_route_removal"": 0, ""worst_customer_removal"": 3}","{""random_customer_removal+greedy_insert_repair"": 1, ""random_customer_removal+regret2_insert_repair"": 1, ""random_customer_removal+regret3_insert_repair"": 1, ""shaw_related_removal+greedy_insert_repair"": 94, ""worst_customer_removal+greedy_insert_repair"": 1, ""worst_customer_removal+regret2_insert_repair"": 1, ""worst_customer_removal+regret3_insert_repair"": 1}","{""candidate"": 100, ""candidate_channel:destroy_repair"": 100, ""reference"": 2, ""reference_cache_hit"": 18, ""reference_cache_hit:history"": 18, ""reference_phase:final"": 1, ""reference_phase:initial"": 1, ""repair_delta"": 14692}",0,1,1
DEV-INIT-D1-DONOR03-SRC25-N54-DEP2,softmax_linear_1_to_0p1,2,1,100,100,100,100,2,1536,100,True,True,1129.0251593333664,1151.8080285136111,1.0827386250020936,0.4003795830067247,0.678869166993536,7,b2d6bf8934799b25c6569b03749831e3f591d85e7992eae27277f9100daaff40,958440c96d648b86bd877bf10561e85f072db93a6401738928aa30699dc69d59,0b11fab961cc60a079f2d762b8971ae686f9a593d64c29414ea62c29bb8ef9e7,softmax,independent_seeded_stream,100,True,100,0,1.0,0.10899999999999999,0.5545,6,"{""random_customer_removal"": 4, ""route_segment_removal"": 4, ""shaw_related_removal"": 4, ""vehicle_type_swap"": 82, ""whole_route_removal"": 3, ""worst_customer_removal"": 3}","{""random_customer_removal+greedy_insert_repair"": 2, ""random_customer_removal+regret2_insert_repair"": 1, ""random_customer_removal+regret3_insert_repair"": 1, ""route_segment_removal+greedy_insert_repair"": 1, ""route_segment_removal+regret2_insert_repair"": 2, ""route_segment_removal+regret3_insert_repair"": 1, ""shaw_related_removal+greedy_insert_repair"": 1, ""shaw_related_removal+regret2_insert_repair"": 1, ""shaw_related_removal+regret3_insert_repair"": 2, ""vehicle_type_swap+greedy_insert_repair"": 82, ""whole_route_removal+greedy_insert_repair"": 1, ""whole_route_removal+regret2_insert_repair"": 1, ""whole_route_removal+regret3_insert_repair"": 1, ""worst_customer_removal+greedy_insert_repair"": 1, ""worst_customer_removal+regret2_insert_repair"": 1, ""worst_customer_removal+regret3_insert_repair"": 1}","{""candidate"": 100, ""candidate_channel:destroy_repair"": 100, ""reference"": 2, ""reference_cache_hit"": 7, ""reference_cache_hit:history"": 7, ""reference_phase:final"": 1, ""reference_phase:initial"": 1, ""repair_delta"": 1536}",3,0,1
DEV-INIT-D1-DONOR03-SRC25-N54-DEP2,softmax_fixed_1,3,1,100,100,100,100,2,2747,100,True,True,1090.0503380061402,1100.7100463149422,1.1913935829652473,0.7398285419913009,0.4493220830336213,7,ccba458f0c599e87b537dfebc4e20c9712a7eede9cc2978ea40aab436b6fe1c9,e7b98014a225f9ffc96151a3141dfdd156a7670be24c5210db8ea1e02fb42746,461e88cd9394542d50607bab9f9ba0e6389584ca904d8fd3067a8d4fe9cad38f,softmax,independent_seeded_stream,100,True,100,0,1.0,1.0,1.0,6,"{""random_customer_removal"": 8, ""route_segment_removal"": 9, ""shaw_related_removal"": 6, ""vehicle_type_swap"": 58, ""whole_route_removal"": 10, ""worst_customer_removal"": 9}","{""random_customer_removal+greedy_insert_repair"": 4, ""random_customer_removal+regret2_insert_repair"": 1, ""random_customer_removal+regret3_insert_repair"": 3, ""route_segment_removal+greedy_insert_repair"": 5, ""route_segment_removal+regret2_insert_repair"": 2, ""route_segment_removal+regret3_insert_repair"": 2, ""shaw_related_removal+greedy_insert_repair"": 2, ""shaw_related_removal+regret2_insert_repair"": 3, ""shaw_related_removal+regret3_insert_repair"": 1, ""vehicle_type_swap+greedy_insert_repair"": 58, ""whole_route_removal+greedy_insert_repair"": 2, ""whole_route_removal+regret2_insert_repair"": 6, ""whole_route_removal+regret3_insert_repair"": 2, ""worst_customer_removal+greedy_insert_repair"": 2, ""worst_customer_removal+regret2_insert_repair"": 2, ""worst_customer_removal+regret3_insert_repair"": 5}","{""candidate"": 100, ""candidate_channel:destroy_repair"": 100, ""reference"": 2, ""reference_cache_hit"": 9, ""reference_cache_hit:history"": 9, ""reference_phase:final"": 1, ""reference_phase:initial"": 1, ""repair_delta"": 2747}",1,0,1
DEV-INIT-D1-DONOR03-SRC50-N108-DEP2,softmax_fixed_1,1,1,100,100,100,100,2,1395,100,True,True,2966.646148396285,2972.063270442747,2.4999904169817455,0.7291275419993326,1.7668637909810059,15,1901baff855496bd9d6406f7df1c2116060dcaf192df999e5d1762b6fc0e6213,f2b7501aff0971945e7858514cab5908030c2a785d96c7bb884840a46cff0c70,77664433279f7776da074592bfd1ecb7f5ceb3c960224dee35db290b5d34cb13,softmax,independent_seeded_stream,100,True,100,0,1.0,1.0,1.0,6,"{""random_customer_removal"": 6, ""route_segment_removal"": 5, ""shaw_related_removal"": 6, ""vehicle_type_swap"": 74, ""whole_route_removal"": 3, ""worst_customer_removal"": 6}","{""random_customer_removal+greedy_insert_repair"": 3, ""random_customer_removal+regret2_insert_repair"": 1, ""random_customer_removal+regret3_insert_repair"": 2, ""route_segment_removal+greedy_insert_repair"": 3, ""route_segment_removal+regret2_insert_repair"": 1, ""route_segment_removal+regret3_insert_repair"": 1, ""shaw_related_removal+greedy_insert_repair"": 4, ""shaw_related_removal+regret2_insert_repair"": 1, ""shaw_related_removal+regret3_insert_repair"": 1, ""vehicle_type_swap+greedy_insert_repair"": 74, ""whole_route_removal+greedy_insert_repair"": 1, ""whole_route_removal+regret2_insert_repair"": 2, ""worst_customer_removal+greedy_insert_repair"": 2, ""worst_customer_removal+regret2_insert_repair"": 1, ""worst_customer_removal+regret3_insert_repair"": 3}","{""candidate"": 100, ""candidate_channel:destroy_repair"": 100, ""reference"": 2, ""reference_cache_hit"": 12, ""reference_cache_hit:history"": 12, ""reference_phase:final"": 1, ""reference_phase:initial"": 1, ""repair_delta"": 1395}",1,0,1
DEV-INIT-D1-DONOR03-SRC50-N108-DEP2,softmax_linear_1_to_0p1,2,1,100,100,100,100,2,974,100,True,True,2966.646148396285,2972.063270442747,2.262401417014189,0.4644810830359347,1.794066832982935,15,1901baff855496bd9d6406f7df1c2116060dcaf192df999e5d1762b6fc0e6213,f2b7501aff0971945e7858514cab5908030c2a785d96c7bb884840a46cff0c70,77664433279f7776da074592bfd1ecb7f5ceb3c960224dee35db290b5d34cb13,softmax,independent_seeded_stream,100,True,100,0,1.0,0.10899999999999999,0.5545,5,"{""random_customer_removal"": 2, ""route_segment_removal"": 1, ""shaw_related_removal"": 1, ""vehicle_type_swap"": 95, ""whole_route_removal"": 1, ""worst_customer_removal"": 0}","{""random_customer_removal+greedy_insert_repair"": 1, ""random_customer_removal+regret2_insert_repair"": 1, ""route_segment_removal+regret3_insert_repair"": 1, ""shaw_related_removal+greedy_insert_repair"": 1, ""vehicle_type_swap+greedy_insert_repair"": 95, ""whole_route_removal+greedy_insert_repair"": 1}","{""candidate"": 100, ""candidate_channel:destroy_repair"": 100, ""reference"": 2, ""reference_cache_hit"": 12, ""reference_cache_hit:history"": 12, ""reference_phase:final"": 1, ""reference_phase:initial"": 1, ""repair_delta"": 974}",1,0,1
DEV-INIT-D1-DONOR03-SRC50-N108-DEP2,control_alpha,3,1,100,100,100,100,2,2538,100,True,True,2966.646148396285,2972.063270442747,2.4063657500082627,0.5745156250195578,1.8277770420536399,15,1901baff855496bd9d6406f7df1c2116060dcaf192df999e5d1762b6fc0e6213,f2b7501aff0971945e7858514cab5908030c2a785d96c7bb884840a46cff0c70,b2e42e7656d09677ddc7f2eb1ba926cc7734c1c85a48d182480a66664aa8e165,alpha_ucb,independent_seeded_stream,100,True,0,0,,,,6,"{""random_customer_removal"": 3, ""route_segment_removal"": 3, ""shaw_related_removal"": 3, ""vehicle_type_swap"": 85, ""whole_route_removal"": 3, ""worst_customer_removal"": 3}","{""random_customer_removal+greedy_insert_repair"": 1, ""random_customer_removal+regret2_insert_repair"": 1, ""random_customer_removal+regret3_insert_repair"": 1, ""route_segment_removal+greedy_insert_repair"": 1, ""route_segment_removal+regret2_insert_repair"": 1, ""route_segment_removal+regret3_insert_repair"": 1, ""shaw_related_removal+greedy_insert_repair"": 1, ""shaw_related_removal+regret2_insert_repair"": 1, ""shaw_related_removal+regret3_insert_repair"": 1, ""vehicle_type_swap+greedy_insert_repair"": 85, ""whole_route_removal+greedy_insert_repair"": 1, ""whole_route_removal+regret2_insert_repair"": 1, ""whole_route_removal+regret3_insert_repair"": 1, ""worst_customer_removal+greedy_insert_repair"": 1, ""worst_customer_removal+regret2_insert_repair"": 1, ""worst_customer_removal+regret3_insert_repair"": 1}","{""candidate"": 100, ""candidate_channel:destroy_repair"": 100, ""reference"": 2, ""reference_cache_hit"": 12, ""reference_cache_hit:history"": 12, ""reference_phase:final"": 1, ""reference_phase:initial"": 1, ""repair_delta"": 2538}",1,0,1
DEV-DUAL-D2-GROUP456-SRC10-N21-DEP2,control_alpha,1,1,100,100,100,100,2,9867,100,True,True,628.0856551294905,715.5885233475825,0.4858048749738373,0.4572224589646794,0.027381333988159895,3,b7cf9ff7656bf1e6a9cbd362395387b9c8406cbb35205643ee312051781ca498,504398b1c8725a242681c2be7893eb92bb1027e12fc63ce0932229951f2a4271,9602052af5689e19694709d78c1ec87da8d4d9ac7eb606b62490a46c0db83dcb,alpha_ucb,independent_seeded_stream,100,True,0,0,,,,1,"{""random_customer_removal"": 100, ""route_segment_removal"": 0, ""shaw_related_removal"": 0, ""vehicle_type_swap"": 0, ""whole_route_removal"": 0, ""worst_customer_removal"": 0}","{""random_customer_removal+greedy_insert_repair"": 1, ""random_customer_removal+regret2_insert_repair"": 1, ""random_customer_removal+regret3_insert_repair"": 98}","{""candidate"": 100, ""candidate_channel:destroy_repair"": 100, ""reference"": 2, ""reference_cache_hit"": 9, ""reference_cache_hit:history"": 9, ""reference_phase:final"": 1, ""reference_phase:initial"": 1, ""repair_delta"": 9867}",0,1,1
DEV-DUAL-D2-GROUP456-SRC10-N21-DEP2,softmax_fixed_1,2,1,100,100,100,100,2,2155,100,True,True,666.5705902087475,671.5082278839837,0.5583840410108678,0.4714413750334643,0.08559704199433327,3,0b580bd30d508e22fa8b0826fc5d99c111f6b05096c9aad949aa28058cd0d1d5,421d6b09180198415a272a7ebd47ed263a72b2d417df592283910ec989584575,430f5d134d3861c1ffc3e539849356a63f1ab265e18a013cf38737e9f25a7f34,softmax,independent_seeded_stream,100,True,100,0,1.0,1.0,1.0,6,"{""random_customer_removal"": 8, ""route_segment_removal"": 9, ""shaw_related_removal"": 37, ""vehicle_type_swap"": 29, ""whole_route_removal"": 9, ""worst_customer_removal"": 8}","{""random_customer_removal+greedy_insert_repair"": 4, ""random_customer_removal+regret2_insert_repair"": 1, ""random_customer_removal+regret3_insert_repair"": 3, ""route_segment_removal+greedy_insert_repair"": 4, ""route_segment_removal+regret2_insert_repair"": 3, ""route_segment_removal+regret3_insert_repair"": 2, ""shaw_related_removal+greedy_insert_repair"": 23, ""shaw_related_removal+regret2_insert_repair"": 10, ""shaw_related_removal+regret3_insert_repair"": 4, ""vehicle_type_swap+greedy_insert_repair"": 29, ""whole_route_removal+greedy_insert_repair"": 4, ""whole_route_removal+regret2_insert_repair"": 2, ""whole_route_removal+regret3_insert_repair"": 3, ""worst_customer_removal+greedy_insert_repair"": 4, ""worst_customer_removal+regret2_insert_repair"": 3, ""worst_customer_removal+regret3_insert_repair"": 1}","{""candidate"": 100, ""candidate_channel:destroy_repair"": 100, ""reference"": 2, ""reference_cache_hit"": 6, ""reference_cache_hit:history"": 6, ""reference_phase:final"": 1, ""reference_phase:initial"": 1, ""repair_delta"": 2155}",1,0,1
DEV-DUAL-D2-GROUP456-SRC10-N21-DEP2,softmax_linear_1_to_0p1,3,1,100,100,100,100,2,2219,100,True,True,666.5705902087475,671.5082278839837,0.5541715000290424,0.46746008400805295,0.08531954197678715,3,0b580bd30d508e22fa8b0826fc5d99c111f6b05096c9aad949aa28058cd0d1d5,421d6b09180198415a272a7ebd47ed263a72b2d417df592283910ec989584575,329b5b57b7b7caa581a04ca9f313ad41e492353b74b49653fdfba2ad86fbaf0b,softmax,independent_seeded_stream,100,True,100,0,1.0,0.10899999999999999,0.5545,6,"{""random_customer_removal"": 5, ""route_segment_removal"": 9, ""shaw_related_removal"": 42, ""vehicle_type_swap"": 36, ""whole_route_removal"": 4, ""worst_customer_removal"": 4}","{""random_customer_removal+greedy_insert_repair"": 2, ""random_customer_removal+regret2_insert_repair"": 2, ""random_customer_removal+regret3_insert_repair"": 1, ""route_segment_removal+greedy_insert_repair"": 5, ""route_segment_removal+regret2_insert_repair"": 1, ""route_segment_removal+regret3_insert_repair"": 3, ""shaw_related_removal+greedy_insert_repair"": 2, ""shaw_related_removal+regret2_insert_repair"": 39, ""shaw_related_removal+regret3_insert_repair"": 1, ""vehicle_type_swap+greedy_insert_repair"": 36, ""whole_route_removal+greedy_insert_repair"": 1, ""whole_route_removal+regret2_insert_repair"": 1, ""whole_route_removal+regret3_insert_repair"": 2, ""worst_customer_removal+greedy_insert_repair"": 2, ""worst_customer_removal+regret2_insert_repair"": 1, ""worst_customer_removal+regret3_insert_repair"": 1}","{""candidate"": 100, ""candidate_channel:destroy_repair"": 100, ""reference"": 2, ""reference_cache_hit"": 5, ""reference_cache_hit:history"": 5, ""reference_phase:final"": 1, ""reference_phase:initial"": 1, ""repair_delta"": 2219}",1,0,1
DEV-DUAL-D2-GROUP789-SRC15-N34-DEP2,softmax_linear_1_to_0p1,1,1,100,100,100,100,2,4133,100,True,True,905.8468188432313,905.9531849543969,0.8982348749996163,0.8112279589986429,0.08550883299903944,5,5636a56702dd624ec487714a1b55f30d77d7230c537b004560139bae3a6ef0f7,cdae01f33ee60fbce6de77145d8b3e9c0eb830e6e83c5c954a8209b40c34aa1e,b2a3d2a3df47a38485af717ba91b1229de2fdabd47fe0c5ca582a150cdfe0e77,softmax,independent_seeded_stream,100,True,100,0,1.0,0.10899999999999999,0.5545,5,"{""random_customer_removal"": 23, ""route_segment_removal"": 21, ""shaw_related_removal"": 27, ""vehicle_type_swap"": 28, ""whole_route_removal"": 1, ""worst_customer_removal"": 0}","{""random_customer_removal+greedy_insert_repair"": 1, ""random_customer_removal+regret2_insert_repair"": 1, ""random_customer_removal+regret3_insert_repair"": 21, ""route_segment_removal+greedy_insert_repair"": 20, ""route_segment_removal+regret3_insert_repair"": 1, ""shaw_related_removal+regret2_insert_repair"": 27, ""vehicle_type_swap+greedy_insert_repair"": 28, ""whole_route_removal+regret3_insert_repair"": 1}","{""candidate"": 100, ""candidate_channel:destroy_repair"": 100, ""reference"": 2, ""reference_cache_hit"": 11, ""reference_cache_hit:history"": 11, ""reference_phase:final"": 1, ""reference_phase:initial"": 1, ""repair_delta"": 4133}",0,0,1
