instance,size,seed,algorithm,battery_kwh,runtime_cap_seconds,eval_budget,seed_mode,checkpoint_path
e2-threeshift-200c-01,200,1,alns_e2_carbon,280.0,3600.0,16000,neutral,baselines/e2_alns/ev_heavy_findability_gate_small_200c01_seed1_data/checkpoints/neutral/e2-threeshift-200c-01__alns_e2_carbon__seed1.json
e2-threeshift-200c-01,200,1,alns_e2_carbon_ablation,280.0,3600.0,16000,neutral,baselines/e2_alns/ev_heavy_findability_gate_small_200c01_seed1_data/checkpoints/neutral/e2-threeshift-200c-01__alns_e2_carbon_ablation__seed1.json
e2-threeshift-200c-01,200,1,alns_e2_throughput,280.0,3600.0,16000,neutral,baselines/e2_alns/ev_heavy_findability_gate_small_200c01_seed1_data/checkpoints/neutral/e2-threeshift-200c-01__alns_e2_throughput__seed1.json
e2-threeshift-200c-01,200,1,LNS,280.0,3600.0,16000,neutral,baselines/e2_alns/ev_heavy_findability_gate_small_200c01_seed1_data/checkpoints/neutral/e2-threeshift-200c-01__LNS__seed1.json
e2-threeshift-200c-01,200,1,GA,280.0,3600.0,16000,neutral,baselines/e2_alns/ev_heavy_findability_gate_small_200c01_seed1_data/checkpoints/neutral/e2-threeshift-200c-01__GA__seed1.json
e2-threeshift-200c-01,200,1,PSO,280.0,3600.0,16000,neutral,baselines/e2_alns/ev_heavy_findability_gate_small_200c01_seed1_data/checkpoints/neutral/e2-threeshift-200c-01__PSO__seed1.json
e2-threeshift-200c-01,200,1,VNS,280.0,3600.0,16000,neutral,baselines/e2_alns/ev_heavy_findability_gate_small_200c01_seed1_data/checkpoints/neutral/e2-threeshift-200c-01__VNS__seed1.json
