instance_id,arm,seed,requested_iterations,actual_iterations,runtime_seconds,initial_cost,best_cost,cost_change_pct,feasible,customers_served,customers_total,demand_served,demand_total,total_emissions_kg,used_cv,used_ev,mechanism_calls,mechanism_improvements,decoded_candidates,rejected_candidates
cn-cy-50c-01-V2-LOCATIONS,FULL_PROBLEM_COMPONENTS_NO_CHARGE,11,1,1,0.007393666950520128,2483.638643547911,2483.638643547911,0.0,True,50,50,13266.0,13266.0,232.69399794615575,5,2,0,0,2,0
cn-cy-50c-01-V2-LOCATIONS,FULL_PROBLEM_COMPONENTS_WITH_CHARGE,11,1,1,0.007570000016130507,2483.638643547911,2483.638643547911,0.0,True,50,50,13266.0,13266.0,232.69399794615575,5,2,0,0,2,0
