task_id,instance_id,region,tier,seed,HGS-F_cost,HGS-F_cpu_seconds,HGS-E_cost,HGS-E_cpu_seconds,HGS-M_cost,HGS-M_cpu_seconds,MV-HGS-SP_cost,MV-HGS-SP_cpu_seconds,HGS-F_emissions_kg,HGS-E_emissions_kg,HGS-M_emissions_kg,MV-HGS-SP_emissions_kg,complete_candidate_attempts,wallclock_safety_triggered,mip_status,mip_status_class,mip_message,mip_incumbent_available,mip_objective,mip_dual_bound,mip_gap,mip_node_count,mip_time_limit_seconds,mip_optimality_proven,selected_source,witness_sha256,input_manifest_sha256,responsibility_map_sha256,status
D6-E2__cn-prd-100c-02-V2-LOCATIONS__seed3,cn-prd-100c-02-V2-LOCATIONS,prd,100,3,5061.216199949858,52.57069879199844,5018.49639834418,52.28486395798973,5028.340761681334,54.98391383400303,5015.143689751088,161.47585516699473,388.158250450955,365.0525193025948,362.65399737116115,367.1002361803863,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,5015.143689751087,5015.143689751087,0.0,1,5.0,True,time_limited_mip_recombination,f037d5ff9f6d2ecf873d1c48038c53ac790382a6a03ac0d698d24834c1dfff39,898ece71357c95b58be0aea2ee462e2474ebcbee22956f2e5254c2037360fad0,2f7cee3a8ffcbd326fa48bf5c5bbc15a41020898221d3b621b03504d4961f33f,PASS
