package_path,source_file,solution_locator,instance_id,solution_status,prefilter_pass,prefilter_groups,total_charging_kwh,overlap_action_count,overlap_energy_kwh,overlap_midday_12_15_kwh,overlap_details,unable_reason
baselines/algorithm_prototypes/china81_mechanism_hybrid_20260720/g2_three_case_diagnostic,baselines/algorithm_prototypes/china81_mechanism_hybrid_20260720/g2_three_case_diagnostic/solution_witnesses.json,cn-jjj-25c-01-V2-LOCATIONS::pyvrp_hgs_cv_only/solution,cn-jjj-25c-01-V2-LOCATIONS,SKIPPED_NO_MULTITRIP,false,"{""CH81-0001"": [""CH81-0001""], ""CH81-0002"": [""CH81-0002""], ""CH81-0003"": [""CH81-0003""], ""CH81-0004"": [""CH81-0004""]}",0.000000000000,0,0.000000000000,0.000000000000,[],
baselines/algorithm_prototypes/china81_mechanism_hybrid_20260720/g2_three_case_diagnostic,baselines/algorithm_prototypes/china81_mechanism_hybrid_20260720/g2_three_case_diagnostic/solution_witnesses.json,cn-jjj-25c-01-V2-LOCATIONS::pyvrp_hgs_naive_ev/solution,cn-jjj-25c-01-V2-LOCATIONS,SKIPPED_NO_MULTITRIP,false,"{""CH81-0001"": [""CH81-0001""], ""CH81-0002"": [""CH81-0002""], ""CH81-0003"": [""CH81-0003""], ""CH81-0004"": [""CH81-0004""]}",40.077717211059,0,0.000000000000,0.000000000000,[],
baselines/algorithm_prototypes/china81_mechanism_hybrid_20260720/g2_three_case_diagnostic,baselines/algorithm_prototypes/china81_mechanism_hybrid_20260720/g2_three_case_diagnostic/solution_witnesses.json,cn-jjj-25c-01-V2-LOCATIONS::project_alns/solution,cn-jjj-25c-01-V2-LOCATIONS,SKIPPED_NO_MULTITRIP,false,"{""CH81-0001"": [""CH81-0001""], ""CH81-0002"": [""CH81-0002""], ""CH81-0003"": [""CH81-0003""], ""CH81-0004"": [""CH81-0004""]}",0.000000000000,0,0.000000000000,0.000000000000,[],
baselines/algorithm_prototypes/china81_mechanism_hybrid_20260720/g2_three_case_diagnostic,baselines/algorithm_prototypes/china81_mechanism_hybrid_20260720/g2_three_case_diagnostic/solution_witnesses.json,cn-jjj-25c-01-V2-LOCATIONS::pma_hgs_alns_vns/solution,cn-jjj-25c-01-V2-LOCATIONS,SKIPPED_NO_MULTITRIP,false,"{""CH81-0001"": [""CH81-0001""], ""CH81-0002"": [""CH81-0002""], ""CH81-0003"": [""CH81-0003""], ""CH81-0004"": [""CH81-0004""]}",40.077717211059,0,0.000000000000,0.000000000000,[],
baselines/algorithm_prototypes/china81_mechanism_hybrid_20260720/g2_three_case_diagnostic,baselines/algorithm_prototypes/china81_mechanism_hybrid_20260720/g2_three_case_diagnostic/solution_witnesses.json,cn-jjj-25c-01-V2-LOCATIONS::pma_plus_mechanism_split_diagnostic/solution,cn-jjj-25c-01-V2-LOCATIONS,SKIPPED_NO_MULTITRIP,false,"{""CH81-0001"": [""CH81-0001""], ""CH81-0002"": [""CH81-0002""], ""CH81-0003"": [""CH81-0003""], ""CH81-0004"": [""CH81-0004""]}",40.077717211059,0,0.000000000000,0.000000000000,[],
baselines/algorithm_prototypes/china81_mechanism_hybrid_20260720/g2_three_case_diagnostic,baselines/algorithm_prototypes/china81_mechanism_hybrid_20260720/g2_three_case_diagnostic/solution_witnesses.json,cn-prd-75c-01-V2-LOCATIONS::pyvrp_hgs_cv_only/solution,cn-prd-75c-01-V2-LOCATIONS,SKIPPED_NO_MULTITRIP,false,"{""CH81-0001"": [""CH81-0001""], ""CH81-0002"": [""CH81-0002""], ""CH81-0003"": [""CH81-0003""], ""CH81-0004"": [""CH81-0004""], ""CH81-0005"": [""CH81-0005""], ""CH81-0006"": [""CH81-0006""], ""CH81-0007"": [""CH81-0007""], ""CH81-0008"": [""CH81-0008""], ""CH81-0009"": [""CH81-0009""], ""CH81-0010"": [""CH81-0010""], ""CH81-0011"": [""CH81-0011""], ""CH81-0012"": [""CH81-0012""], ""CH81-0013"": [""CH81-0013""]}",0.000000000000,0,0.000000000000,0.000000000000,[],
baselines/algorithm_prototypes/china81_mechanism_hybrid_20260720/g2_three_case_diagnostic,baselines/algorithm_prototypes/china81_mechanism_hybrid_20260720/g2_three_case_diagnostic/solution_witnesses.json,cn-prd-75c-01-V2-LOCATIONS::pyvrp_hgs_naive_ev/solution,cn-prd-75c-01-V2-LOCATIONS,SKIPPED_NO_MULTITRIP,false,"{""CH81-0001"": [""CH81-0001""], ""CH81-0002"": [""CH81-0002""], ""CH81-0003"": [""CH81-0003""], ""CH81-0004"": [""CH81-0004""], ""CH81-0005"": [""CH81-0005""], ""CH81-0006"": [""CH81-0006""], ""CH81-0007"": [""CH81-0007""], ""CH81-0008"": [""CH81-0008""], ""CH81-0009"": [""CH81-0009""], ""CH81-0010"": [""CH81-0010""], ""CH81-0011"": [""CH81-0011""], ""CH81-0012"": [""CH81-0012""], ""CH81-0013"": [""CH81-0013""], ""CH81-0014"": [""CH81-0014""]}",82.273721075712,0,0.000000000000,0.000000000000,[],
baselines/algorithm_prototypes/china81_mechanism_hybrid_20260720/g2_three_case_diagnostic,baselines/algorithm_prototypes/china81_mechanism_hybrid_20260720/g2_three_case_diagnostic/solution_witnesses.json,cn-prd-75c-01-V2-LOCATIONS::project_alns/solution,cn-prd-75c-01-V2-LOCATIONS,SKIPPED_NO_MULTITRIP,false,"{""CH81-0001"": [""CH81-0001""], ""CH81-0002"": [""CH81-0002""], ""CH81-0003"": [""CH81-0003""], ""CH81-0004"": [""CH81-0004""], ""CH81-0005"": [""CH81-0005""], ""CH81-0006"": [""CH81-0006""], ""CH81-0007"": [""CH81-0007""], ""CH81-0008"": [""CH81-0008""], ""CH81-0009"": [""CH81-0009""], ""CH81-0010"": [""CH81-0010""], ""CH81-0011"": [""CH81-0011""], ""CH81-0012"": [""CH81-0012""], ""CH81-0013"": [""CH81-0013""]}",20.770274940641,0,0.000000000000,0.000000000000,[],
baselines/algorithm_prototypes/china81_mechanism_hybrid_20260720/g2_three_case_diagnostic,baselines/algorithm_prototypes/china81_mechanism_hybrid_20260720/g2_three_case_diagnostic/solution_witnesses.json,cn-prd-75c-01-V2-LOCATIONS::pma_hgs_alns_vns/solution,cn-prd-75c-01-V2-LOCATIONS,SKIPPED_NO_MULTITRIP,false,"{""CH81-0001"": [""CH81-0001""], ""CH81-0002"": [""CH81-0002""], ""CH81-0003"": [""CH81-0003""], ""CH81-0004"": [""CH81-0004""], ""CH81-0005"": [""CH81-0005""], ""CH81-0006"": [""CH81-0006""], ""CH81-0007"": [""CH81-0007""], ""CH81-0008"": [""CH81-0008""], ""CH81-0009"": [""CH81-0009""], ""CH81-0010"": [""CH81-0010""], ""CH81-0011"": [""CH81-0011""], ""CH81-0012"": [""CH81-0012""], ""CH81-0013"": [""CH81-0013""]}",22.000076245376,0,0.000000000000,0.000000000000,[],
baselines/algorithm_prototypes/china81_mechanism_hybrid_20260720/g2_three_case_diagnostic,baselines/algorithm_prototypes/china81_mechanism_hybrid_20260720/g2_three_case_diagnostic/solution_witnesses.json,cn-prd-75c-01-V2-LOCATIONS::pma_plus_mechanism_split_diagnostic/solution,cn-prd-75c-01-V2-LOCATIONS,SKIPPED_NO_MULTITRIP,false,"{""CH81-0001"": [""CH81-0001""], ""CH81-0002"": [""CH81-0002""], ""CH81-0003"": [""CH81-0003""], ""CH81-0004"": [""CH81-0004""], ""CH81-0005"": [""CH81-0005""], ""CH81-0006"": [""CH81-0006""], ""CH81-0007"": [""CH81-0007""], ""CH81-0008"": [""CH81-0008""], ""CH81-0009"": [""CH81-0009""], ""CH81-0010"": [""CH81-0010""], ""CH81-0011"": [""CH81-0011""], ""CH81-0012"": [""CH81-0012""], ""CH81-0013"": [""CH81-0013""]}",22.000076245376,0,0.000000000000,0.000000000000,[],
