implementation,instance,seed,compound_mode,refined_admission,refinement_scope,iterations,runtime_seconds,cost,complete,feasible,completed_clients,total_clients,completed_delivery,total_delivery,no_duplicate_clients
independent,PR17A,11,copied,dual,new_incumbent,11868,110.61014825000893,6316228,True,True,360,360,4814000,4814000,True
