task_id,instance_id,region,arm,charge_timing_policy,seed,depot_id,slot_index,slot_start_second,slot_end_second,charging_energy_kwh,electricity_cost_cny,charging_emissions_kgco2e
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,D_chengdu,0,0,1800,22.0,8.380042,0.8293999999999999
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,D_chengdu,1,1800,3600,17.096514524337273,6.512250443979836,0.6445385975675153
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,D_chengdu,2,3600,5400,0.0,0.0,0.0
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,D_chengdu,3,5400,7200,0.0,0.0,0.0
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,D_chengdu,4,7200,9000,0.0,0.0,0.0
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,D_chengdu,5,9000,10800,0.0,0.0,0.0
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,D_chengdu,6,10800,12600,0.0,0.0,0.0
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,D_chengdu,7,12600,14400,0.0,0.0,0.0
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,D_chengdu,8,14400,16200,0.0,0.0,0.0
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,D_chengdu,9,16200,18000,0.0,0.0,0.0
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,D_chengdu,10,18000,19800,0.0,0.0,0.0
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,D_chengdu,11,19800,21600,0.0,0.0,0.0
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,D_chengdu,12,21600,23400,0.0,0.0,0.0
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,D_chengdu,13,23400,25200,0.0,0.0,0.0
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,D_chengdu,14,25200,27000,0.0,0.0,0.0
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,D_chengdu,15,27000,28800,0.0,0.0,0.0
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,D_chengdu,16,28800,30600,0.0,0.0,0.0
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,D_chengdu,17,30600,32400,0.0,0.0,0.0
T26__CY__ASAP__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080201,D_chengdu,18,32400,34200,0.0,0.0,0.0
