task_id,instance_id,region,arm,charge_timing_policy,seed,solver,mip_invoked,initial_time_limit_seconds,final_time_limit_seconds,actual_elapsed_seconds,time_limit_reached,finished_before_time_limit,incumbent_available,status,status_class,optimality_proven,extended,extension_count,extension_supported,incumbent_trace_supported,extension_unavailable_reason
T26__CY__COST_CARBON__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080201,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.16121079199911,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__CY__COST_CARBON__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080202,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.020673083001384,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.12486191700009,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.049195790999875,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__CY__COST_CARBON__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080205,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.079698957999426,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__CY__COST_CARBON__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080206,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.030674584000735,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__CY__COST_CARBON__S2026080207,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080207,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.039836999998442,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__CY__COST_CARBON__S2026080208,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080208,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.068435999999565,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__CY__COST_CARBON__S2026080209,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080209,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.024794834000204,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__CY__COST_CARBON__S2026080210,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080210,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.023002875001112,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__CY__COST__S2026080201,cn-cy-100c-01-V2-LOCATIONS,CY,COST,cost_min,2026080201,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.013900666000154,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__CY__COST__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,COST,cost_min,2026080202,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.031177000000753,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__CY__COST__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST,cost_min,2026080203,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.016279666000628,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__CY__COST__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST,cost_min,2026080204,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.254494916999647,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__CY__COST__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,COST,cost_min,2026080205,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.100076083000204,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__CY__COST__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,COST,cost_min,2026080206,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.022486458000458,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__CY__COST__S2026080207,cn-cy-100c-01-V2-LOCATIONS,CY,COST,cost_min,2026080207,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.052099708999776,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__CY__COST__S2026080208,cn-cy-100c-01-V2-LOCATIONS,CY,COST,cost_min,2026080208,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.039028500000313,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__CY__COST__S2026080209,cn-cy-100c-01-V2-LOCATIONS,CY,COST,cost_min,2026080209,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.015012709000075,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__CY__COST__S2026080210,cn-cy-100c-01-V2-LOCATIONS,CY,COST,cost_min,2026080210,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.027701457999683,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__ASAP__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,ASAP,asap,2026080201,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.01077483300105,True,False,False,1,NO_INCUMBENT,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__ASAP__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,ASAP,asap,2026080202,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.008536417000869,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__ASAP__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,ASAP,asap,2026080203,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.006024417001754,True,False,False,1,NO_INCUMBENT,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__ASAP__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,ASAP,asap,2026080204,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.007895624999946,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__ASAP__S2026080205,cn-jjj-100c-01-V2-LOCATIONS,JJJ,ASAP,asap,2026080205,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.009018124999784,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__ASAP__S2026080206,cn-jjj-100c-01-V2-LOCATIONS,JJJ,ASAP,asap,2026080206,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.009141915999862,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__ASAP__S2026080207,cn-jjj-100c-01-V2-LOCATIONS,JJJ,ASAP,asap,2026080207,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.006841542000984,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__ASAP__S2026080208,cn-jjj-100c-01-V2-LOCATIONS,JJJ,ASAP,asap,2026080208,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.007485707999876,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__ASAP__S2026080209,cn-jjj-100c-01-V2-LOCATIONS,JJJ,ASAP,asap,2026080209,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.007355833000474,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__ASAP__S2026080210,cn-jjj-100c-01-V2-LOCATIONS,JJJ,ASAP,asap,2026080210,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.007245083999806,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__COST_CARBON__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080201,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.070835250000528,True,False,False,1,NO_INCUMBENT,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__COST_CARBON__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080202,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.0380232910029,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__COST_CARBON__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080203,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.049944124999456,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__COST_CARBON__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080204,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.052935499999876,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__COST_CARBON__S2026080205,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080205,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.011351417000697,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__COST_CARBON__S2026080206,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080206,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.064543415999651,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__COST_CARBON__S2026080207,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080207,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.075816083000973,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__COST_CARBON__S2026080208,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080208,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.046632082998258,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__COST_CARBON__S2026080209,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080209,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.020088749999559,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__COST_CARBON__S2026080210,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080210,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.01032049999776,True,False,False,1,NO_INCUMBENT,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__COST__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST,cost_min,2026080201,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.00726854200002,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__COST__S2026080202,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST,cost_min,2026080202,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.037924000000203,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__COST__S2026080203,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST,cost_min,2026080203,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.033881332999954,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__COST__S2026080204,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST,cost_min,2026080204,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.031320375001087,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__COST__S2026080205,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST,cost_min,2026080205,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.00957954200203,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__COST__S2026080206,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST,cost_min,2026080206,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.03061450000314,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__COST__S2026080207,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST,cost_min,2026080207,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.013089333002426,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__COST__S2026080208,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST,cost_min,2026080208,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.033821583001554,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__COST__S2026080209,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST,cost_min,2026080209,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.012774500002706,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__JJJ__COST__S2026080210,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST,cost_min,2026080210,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.009348666000733,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__PRD__ASAP__S2026080201,cn-prd-100c-01-V2-LOCATIONS,PRD,ASAP,asap,2026080201,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.009315250001237,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__PRD__ASAP__S2026080202,cn-prd-100c-01-V2-LOCATIONS,PRD,ASAP,asap,2026080202,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.01510183299979,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__PRD__ASAP__S2026080203,cn-prd-100c-01-V2-LOCATIONS,PRD,ASAP,asap,2026080203,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.0098908330001,True,False,True,1,LIMIT_WITH_INCUMBENT,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__PRD__ASAP__S2026080204,cn-prd-100c-01-V2-LOCATIONS,PRD,ASAP,asap,2026080204,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.007932084001368,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__PRD__ASAP__S2026080205,cn-prd-100c-01-V2-LOCATIONS,PRD,ASAP,asap,2026080205,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.009654875000706,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__PRD__ASAP__S2026080206,cn-prd-100c-01-V2-LOCATIONS,PRD,ASAP,asap,2026080206,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.00955754199822,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__PRD__ASAP__S2026080207,cn-prd-100c-01-V2-LOCATIONS,PRD,ASAP,asap,2026080207,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.008655208999699,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__PRD__ASAP__S2026080208,cn-prd-100c-01-V2-LOCATIONS,PRD,ASAP,asap,2026080208,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.02784445799989,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__PRD__ASAP__S2026080209,cn-prd-100c-01-V2-LOCATIONS,PRD,ASAP,asap,2026080209,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.010031582998636,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__PRD__ASAP__S2026080210,cn-prd-100c-01-V2-LOCATIONS,PRD,ASAP,asap,2026080210,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.022449625001173,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__PRD__COST__S2026080201,cn-prd-100c-01-V2-LOCATIONS,PRD,COST,cost_min,2026080201,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.0235650839968,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__PRD__COST__S2026080202,cn-prd-100c-01-V2-LOCATIONS,PRD,COST,cost_min,2026080202,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.023085374999937,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
T26__PRD__COST__S2026080203,cn-prd-100c-01-V2-LOCATIONS,PRD,COST,cost_min,2026080203,scipy.optimize.milp/HiGHS,True,10.0,10.0,10.023510874998465,True,False,True,1,REJECTED_COMPLETE_MODEL_VIOLATIONS,False,False,0,False,False,scipy.optimize.milp exposes neither an incumbent callback nor a resumable solver handle
