instance_id,region,seed,baseline_arm,comparison_arm,baseline_actual_carbon_intensity,comparison_actual_carbon_intensity,intensity_layer_reduction_pct,charging_emissions_reduction_pct,system_emissions_reduction_pct,outcome
cn-cy-100c-01-V2-LOCATIONS,CY,2026080201,ASAP,COST_CARBON,0.2173537990156696,0.19757942677139753,9.097780822706703,12.345636450428726,-4.846612552712026,improved
cn-cy-100c-01-V2-LOCATIONS,CY,2026080201,COST,COST_CARBON,0.1826602271744,0.19757942677139753,-8.16773296945098,-0.708925880821091,-5.483834283657276,worsened
cn-cy-100c-01-V2-LOCATIONS,CY,2026080202,ASAP,COST_CARBON,0.21739670961076907,0.1797116881398076,17.334678863554746,12.915604716703141,3.123727509054548,improved
cn-cy-100c-01-V2-LOCATIONS,CY,2026080202,COST,COST_CARBON,0.2140834516047288,0.1797116881398076,16.055310771232907,16.055310771232904,0.8506984302470739,improved
cn-cy-100c-01-V2-LOCATIONS,CY,2026080203,ASAP,COST_CARBON,0.1887221064949104,0.18810566596726253,0.32663927883005606,-17.031703290423245,3.0906657945547296,improved
cn-cy-100c-01-V2-LOCATIONS,CY,2026080203,COST,COST_CARBON,0.20742851309071728,0.18810566596726253,9.3154247868537,9.315424786853697,0.7554469939156708,improved
cn-cy-100c-01-V2-LOCATIONS,CY,2026080204,ASAP,COST_CARBON,0.21921159278587604,0.19074107890879816,12.987686241980658,12.987686241980663,0.6781809436990841,improved
cn-cy-100c-01-V2-LOCATIONS,CY,2026080204,COST,COST_CARBON,0.22867854727397072,0.19074107890879816,16.589867662453347,16.589867662453358,0.9016549256467973,improved
cn-cy-100c-01-V2-LOCATIONS,CY,2026080205,ASAP,COST_CARBON,0.22246759627668572,0.19803752104089914,10.981408368975494,10.981408368975494,0.6662185498315404,improved
cn-cy-100c-01-V2-LOCATIONS,CY,2026080205,COST,COST_CARBON,0.22196714057638225,0.19803752104089914,10.780703609257232,10.780703609257223,0.6526599825602941,improved
cn-cy-100c-01-V2-LOCATIONS,CY,2026080206,ASAP,COST_CARBON,0.20274258446379598,0.1881263447763043,7.209259823804664,8.562521905563042,1.4111495174032094,improved
cn-cy-100c-01-V2-LOCATIONS,CY,2026080206,COST,COST_CARBON,0.21514194749926394,0.1881263447763043,12.557106151068966,12.557106151068972,0.965670761036141,improved
cn-cy-100c-01-V2-LOCATIONS,CY,2026080207,ASAP,COST_CARBON,0.19904077074842316,0.17877393077382933,10.182255574266252,5.7643591487047425,2.4999295929584036,improved
cn-cy-100c-01-V2-LOCATIONS,CY,2026080207,COST,COST_CARBON,0.20375842444045406,0.17877393077382933,12.261821191067435,12.261821191067439,0.8656434408546827,improved
cn-cy-100c-01-V2-LOCATIONS,CY,2026080208,ASAP,COST_CARBON,0.2080237765725547,0.18055780016398604,13.203287076652533,-31.146815024996187,14.30482295789934,improved
cn-cy-100c-01-V2-LOCATIONS,CY,2026080208,COST,COST_CARBON,0.1857744266727627,0.18055780016398604,2.8080433901516635,-22.658956185273023,4.670947350458375,improved
cn-cy-100c-01-V2-LOCATIONS,CY,2026080209,ASAP,COST_CARBON,0.20250836599941704,0.17323826780715199,14.453772340619903,14.453772340619903,0.710804357797374,improved
cn-cy-100c-01-V2-LOCATIONS,CY,2026080209,COST,COST_CARBON,0.20294960629695932,0.17323826780715199,14.639761580189123,14.639761580189134,0.7214422731543105,improved
cn-cy-100c-01-V2-LOCATIONS,CY,2026080210,ASAP,COST_CARBON,0.20449894949394345,0.18352084547542954,10.258294270179226,10.258294270179222,0.7653880084480411,improved
cn-cy-100c-01-V2-LOCATIONS,CY,2026080210,COST,COST_CARBON,0.2057490402661675,0.18352084547542954,10.803547254452521,10.803547254452516,0.810627957731621,improved
cn-jjj-100c-01-V2-LOCATIONS,JJJ,2026080201,ASAP,COST_CARBON,0.6648884303164929,0.6236251007131447,6.206053184548045,4.577766676973336,-5.391160882847238,improved
cn-jjj-100c-01-V2-LOCATIONS,JJJ,2026080201,COST,COST_CARBON,0.6586315141473796,0.6236251007131447,5.315022540266981,-3.033359008803965,-6.0080947177077,improved
cn-jjj-100c-01-V2-LOCATIONS,JJJ,2026080202,ASAP,COST_CARBON,0.5661681039299028,0.6341596085622531,-12.0090665935445,-0.8541218106174869,-1.2687113858915675,worsened
