task_id,instance_id,region,arm,charge_timing_policy,seed,view,improvement_sequence,iteration,global_iteration,elapsed_seconds,global_elapsed_seconds,objective_before,objective_after,improvement_absolute,improvement_relative,timer_reset,timer_reset_threshold_relative,objective_type
T26__CY__COST_CARBON__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,9,146,9304,2.375499249999848,430.02920950000043,1843499,1767913,75586,0.04100137835713499,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,10,460,9618,8.281123916999604,435.9348341670002,1767913,1752169,15744,0.008905415594545659,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,11,500,9658,8.631899041999532,436.2856092920001,1752169,1742986,9183,0.005240932809563461,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,12,736,9894,13.74519254200004,441.3989027920006,1742986,1740244,2742,0.0015731623776668315,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,13,1220,10378,22.944404541999575,450.59811479200016,1740244,1728404,11840,0.006803643626985641,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,14,2835,11993,53.74491487500018,481.39862512500076,1728404,1726106,2298,0.001329550267182904,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080202,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080202,mechanism_ev,15,4501,13659,84.90939091699966,512.5631011670002,1726106,1724499,1607,0.0009309972852188684,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,cv_only,1,2,2,0.01829479200023343,0.018294917000275746,9223372036854775807,2592901,9223372036852182906,0.9999999999997189,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,cv_only,2,3,3,0.025541625000187196,0.025541750000229513,2592901,2528824,64077,0.024712474560347655,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,cv_only,3,16,16,0.1376802079994377,0.13768033299948002,2528824,2480282,48542,0.019195483750549663,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,cv_only,4,26,26,0.22251883299941255,0.22251895799945487,2480282,2443664,36618,0.014763643811469825,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,cv_only,5,42,42,0.3579725829995368,0.35797270799957914,2443664,2431633,12031,0.00492334461693588,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,cv_only,6,148,148,2.4184589999995296,2.418459124999572,2431633,2410504,21129,0.00868922242789105,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,cv_only,7,236,236,4.269848750000165,4.269848875000207,2410504,2410319,185,7.674743539110493e-05,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,cv_only,8,294,294,4.658722874999512,4.658722999999554,2410319,2399860,10459,0.00433925965816143,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,cv_only,9,826,826,89.11873562500023,89.11873575000027,2399860,2398209,1651,0.000687956797479853,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,cv_only,10,1114,1114,94.16119258300023,94.16119270800027,2398209,2386368,11841,0.004937434560540804,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,cv_only,11,2611,2611,119.36490649999996,119.364906625,2386368,2385863,505,0.000211618660659211,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,cv_only,12,3006,3006,125.78902062499947,125.78902074999951,2385863,2381015,4848,0.002031969144917374,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,cv_only,13,3520,3520,133.88393562500005,133.8839357500001,2381015,2378717,2298,0.000965134616959574,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,cv_only,14,5754,5754,169.01216470799955,169.0121648329996,2378717,2378517,200,8.407893835206122e-05,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,1,4,6437,0.06149579100019764,341.4589804160005,9223372036854775807,3110748,9223372036851665059,0.9999999999996627,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,2,7,6440,0.10932766599944443,341.50681229099973,3110748,2029736,1081012,0.34750870208708645,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,3,44,6477,0.5099095830000806,341.90739420800037,2029736,1985806,43930,0.02164320877197823,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,4,66,6499,0.6897289580001598,342.08721358300045,1985806,1958877,26929,0.013560740575866927,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,5,89,6522,0.8733125829994606,342.27079720799975,1958877,1932183,26694,0.013627195581958438,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,6,93,6526,0.903902707999805,342.3013873330001,1932183,1888257,43926,0.02273387148111747,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,7,168,6601,2.8014022500001374,344.1988868750004,1888257,1878866,9391,0.004973369620766665,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,8,623,7056,13.267689999999675,354.66517462499996,1878866,1866970,11896,0.006331478668516009,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,9,696,7129,13.942274457999702,355.339759083,1866970,1834787,32183,0.01723809166724693,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,10,1867,8300,36.77926145799938,378.17674608299967,1834787,1826010,8777,0.004783661536734237,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,11,3733,10166,72.40117845799978,413.79866308300006,1826010,1823139,2871,0.0015722805461087289,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,12,5468,11901,104.25667291599984,445.65415754100013,1823139,1818368,4771,0.002616915111793451,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,naive_ev,13,6930,13363,132.1175670829998,473.5150517080001,1818368,1814528,3840,0.0021117837533436577,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,1,3,14236,0.03795637499933946,652.062185249999,9223372036854775807,2403396,9223372036852372411,0.9999999999997394,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,2,7,14240,0.09841112499998417,652.1226399999996,2403396,1876090,527306,0.2194003817930961,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,3,49,14282,0.5317641250003362,652.555993,1876090,1864632,11458,0.006107382908069442,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,4,213,14446,4.183749457999511,656.2079783329991,1864632,1800003,64629,0.034660458471162135,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,5,234,14467,4.38644637499965,656.4106752499993,1800003,1781436,18567,0.010314982808361985,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,6,244,14477,4.475776125000266,656.5000049999999,1781436,1763584,17852,0.010021129021755483,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,7,370,14603,6.56273954199969,658.5869684169993,1763584,1759069,4515,0.002560127558426477,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,8,410,14643,7.9496501670000725,659.9738790419997,1759069,1744272,14797,0.00841183603372011,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,9,570,14803,10.323061041999608,662.3472899169992,1744272,1713471,30801,0.017658369795536477,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,10,2366,16599,44.3982213750005,696.4224502500001,1713471,1710687,2784,0.0016247721729752064,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080203,mechanism_ev,11,4759,18992,89.5116174169998,741.5358462919994,1710687,1699370,11317,0.006615470860537316,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,cv_only,1,1,1,0.009211415999743622,0.009211665999828256,9223372036854775807,3417683,9223372036851358124,0.9999999999996294,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,cv_only,2,8,8,0.06469033299981675,0.06469058299990138,3417683,2473236,944447,0.27634131076521723,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,cv_only,3,47,47,0.38312608300111606,0.3831263330012007,2473236,2456892,16344,0.006608346312280753,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,cv_only,4,113,113,1.861906750000344,1.8619070000004285,2456892,2451547,5345,0.0021755128023535427,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,cv_only,5,126,126,1.9476924580012565,1.947692708001341,2451547,2437246,14301,0.005833459444179533,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,cv_only,6,168,168,2.2263276660014526,2.2263279160015372,2437246,2430032,7214,0.002959898180159081,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,cv_only,7,192,192,2.4879737080009363,2.487973958001021,2430032,2407761,22271,0.009164899886092035,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,cv_only,8,754,754,12.571308874999886,12.57130912499997,2407761,2399265,8496,0.0035285894239503006,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,cv_only,9,1107,1107,18.833019333000266,18.83301958300035,2399265,2396238,3027,0.001261636376140193,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,cv_only,10,1167,1167,19.256491333000668,19.256491583000752,2396238,2388099,8139,0.0033965741299486945,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,cv_only,11,2417,2417,39.698326499999894,39.69832674999998,2388099,2381762,6337,0.002653575082105055,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,cv_only,12,2802,2802,46.24077316600051,46.24077341600059,2381762,2372403,9359,0.003929443831919394,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,cv_only,13,4606,4606,74.93850395800109,74.93850420800118,2372403,2367383,5020,0.002115997998653686,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,cv_only,14,10158,10158,163.71572954099975,163.71572979099983,2367383,2366813,570,0.00024077219444424498,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,naive_ev,1,1,11045,0.010154125000553904,210.28405591700175,9223372036854775807,2644791,9223372036852131016,0.9999999999997132,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,naive_ev,2,8,11052,0.0932037919992581,210.36710558400046,2644791,2610349,34442,0.01302257909982301,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,naive_ev,3,40,11084,0.4285675419996551,210.70246933400085,2610349,2582426,27923,0.010697037062860177,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,naive_ev,4,45,11089,0.4808962919996702,210.75479808400087,2582426,2420389,162037,0.06274603802780795,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,naive_ev,5,46,11090,0.491790874999424,210.76569266700062,2420389,2004387,416002,0.1718740252083446,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,naive_ev,6,87,11131,0.8258637090002594,211.09976550100146,2004387,1975179,29208,0.014572036238510826,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,naive_ev,7,224,11268,4.0163190420007595,214.29022083400196,1975179,1868105,107074,0.05420977035499061,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,naive_ev,8,590,11634,9.877565250000771,220.15146704200197,1868105,1859899,8206,0.0043926867065823385,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,naive_ev,9,668,11712,11.508075916999587,221.78197770900078,1859899,1840846,19053,0.010244104652994598,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,naive_ev,10,2126,13170,38.28442787499989,248.5583296670011,1840846,1829885,10961,0.0059543275211506016,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,naive_ev,11,3870,14914,76.43662179199964,286.71052358400084,1829885,1823283,6602,0.0036078769977348304,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,naive_ev,12,4309,15353,85.06656129200019,295.3404630840014,1823283,1816530,6753,0.003703758549824684,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,mechanism_ev,1,3,20181,0.042980375001206994,474.25211733400283,9223372036854775807,3217485,9223372036851558322,0.9999999999996512,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,mechanism_ev,2,10,20188,0.13691683300021396,474.34605379200184,3217485,1866678,1350807,0.41983319269553704,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,mechanism_ev,3,36,20214,0.4286095410006965,474.6377465000023,1866678,1830491,36187,0.019385775157793685,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,mechanism_ev,4,147,20325,2.522222708001209,476.73135966700283,1830491,1825220,5271,0.002879555266865557,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,mechanism_ev,5,179,20357,2.798876000000746,477.0080129590024,1825220,1778163,47057,0.0257815496214155,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,mechanism_ev,6,302,20480,6.161362500000905,480.37049945900253,1778163,1760862,17301,0.009729704194722306,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,mechanism_ev,7,425,20603,8.143830208000509,482.35296716700213,1760862,1754772,6090,0.0034585333774026584,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,mechanism_ev,8,707,20885,14.241615625000122,488.45075258400175,1754772,1750883,3889,0.0022162423380359384,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,mechanism_ev,9,1025,21203,20.053693791000114,494.26283075000174,1750883,1742513,8370,0.00478044506686055,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,mechanism_ev,10,1297,21475,24.8779519159998,499.0870888750014,1742513,1741611,902,0.0005176431969230646,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,mechanism_ev,11,1387,21565,26.620589957999982,500.8297269170016,1741611,1738985,2626,0.0015077993880378568,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,mechanism_ev,12,1733,21911,33.57465941600094,507.78379637500257,1738985,1732070,6915,0.003976457531261052,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,mechanism_ev,13,1864,22042,35.632785040999806,509.84192200000143,1732070,1730673,1397,0.0008065493888815117,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,mechanism_ev,14,2611,22789,49.976429165999434,524.1855661250011,1730673,1723831,6842,0.003953375363225751,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080204,mechanism_ev,15,5971,26149,164.34092220800085,638.5500591670025,1723831,1712910,10921,0.006335307811496603,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080205,cv_only,1,1,1,0.009925583999574883,0.009925792999638361,9223372036854775807,3344670,9223372036851431137,0.9999999999996374,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080205,cv_only,2,6,6,0.05826229200101807,0.058262501001081546,3344670,2560778,783892,0.23437050590940212,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080205,cv_only,3,10,10,0.09087487500073621,0.09087508400079969,2560778,2442518,118260,0.04618127772106758,True,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080205,cv_only,4,48,48,0.40631191700049385,0.4063121260005573,2442518,2437497,5021,0.002055665505842741,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080205,cv_only,5,63,63,0.5163678749995597,0.5163680839996232,2437497,2428461,9036,0.0037070814856387515,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080205,cv_only,6,113,113,1.8448671669993928,1.8448673759994563,2428461,2424095,4366,0.0017978464550182194,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080205,cv_only,7,404,404,7.291148874999635,7.291149083999699,2424095,2419934,4161,0.0017165168856831106,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080205,cv_only,8,655,655,10.997787917000096,10.99778812600016,2419934,2414781,5153,0.002129396917436591,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080205,cv_only,9,846,846,14.336134541999854,14.336134750999918,2414781,2391747,23034,0.009538753203706672,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080205,cv_only,10,1381,1381,22.820997917000568,22.82099812600063,2391747,2389596,2151,0.0008993426144153207,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080205,cv_only,11,1555,1555,26.02008329199998,26.020083501000045,2389596,2388974,622,0.00026029504568973163,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080205,cv_only,12,1596,1596,26.26359025000056,26.263590459000625,2388974,2374917,14057,0.005884115942659904,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080205,cv_only,13,3632,3632,60.205745958999614,60.20574616799968,2374917,2372618,2299,0.0009680338302349092,False,0.01,PyVRP integer proxy objective
T26__CY__COST_CARBON__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,COST_CARBON,cost_plus_carbon,2026080205,cv_only,14,4589,4589,74.9918161250007,74.99181633400076,2372618,2368284,4334,0.0018266741633082106,False,0.01,PyVRP integer proxy objective
