profile,rows,ok_rows,fail_rows,infeasible_rows,under_eval_rows,mean_best_cost,mean_gap_vs_lns,unchanged_rate,best_improved_rate,normalized_pair_entropy,top1_pair_share,top2_pair_share
A0_MAIN_LOCAL_SEARCH,48,48,0,0,0,1886.9758195362608,-0.004385253026182812,0.5219023910633224,0.011338200531347405,0.5479450509066646,0.5102399430998055,0.7646329728259733
A4_BALANCED_SELECTOR_LOCAL_SEARCH,48,48,0,0,0,1878.2385059139972,0.00048527397136235187,0.5528592198989571,0.009241341798897525,0.8227620351716587,0.24319320523414537,0.4628254343482945
LNS_TRACE_REFERENCE,48,48,0,0,0,1897.9023840670818,0.0,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN
