run_id,phase,category,instance,profile,algorithm,seed,status,failure_reason,eval_budget,actual_evals,best_cost,best_signature,feasible,violation_count,route_count
BALANCED_SELECTOR_PROBE__multidepot__e2-multidepot-20c-01__A4_BALANCED_SELECTOR_LOCAL_SEARCH__seed3,BALANCED_SELECTOR_PROBE,multidepot,e2-multidepot-20c-01,A4_BALANCED_SELECTOR_LOCAL_SEARCH,alns_e2_throughput,3,OK,,4000,4000,707.2366001999801,645dac0b41f697b1b47dcfcdec2e059f954a7515228e1154617ddf64ff05775d,True,0,3
BALANCED_SELECTOR_PROBE__multidepot__e2-multidepot-20c-01__LNS_TRACE_REFERENCE__seed3,BALANCED_SELECTOR_PROBE,multidepot,e2-multidepot-20c-01,LNS_TRACE_REFERENCE,LNS,3,OK,,4000,4000,707.2366001999801,645dac0b41f697b1b47dcfcdec2e059f954a7515228e1154617ddf64ff05775d,True,0,3
BALANCED_SELECTOR_PROBE__multidepot__e2-multidepot-50c-01__A0_MAIN_LOCAL_SEARCH__seed1,BALANCED_SELECTOR_PROBE,multidepot,e2-multidepot-50c-01,A0_MAIN_LOCAL_SEARCH,alns_e2_throughput,1,OK,,4000,4000,1192.7479646155844,d247b7e82a83edeca977b3daf626571df33cb530cc0bb3344187d62c050760b6,True,0,7
BALANCED_SELECTOR_PROBE__multidepot__e2-multidepot-50c-01__A4_BALANCED_SELECTOR_LOCAL_SEARCH__seed1,BALANCED_SELECTOR_PROBE,multidepot,e2-multidepot-50c-01,A4_BALANCED_SELECTOR_LOCAL_SEARCH,alns_e2_throughput,1,OK,,4000,4000,1231.3448018430404,55a1e81a1c5b7611e1d6c670d99add821d1f1299040d11a8f0861beb0644d4c7,True,0,7
BALANCED_SELECTOR_PROBE__multidepot__e2-multidepot-50c-01__LNS_TRACE_REFERENCE__seed1,BALANCED_SELECTOR_PROBE,multidepot,e2-multidepot-50c-01,LNS_TRACE_REFERENCE,LNS,1,OK,,4000,4000,1288.1390712046432,a7e3d651d928a11f24458ae50a60ece796a61fc1954ec26a8cc524c982deae87,True,0,7
BALANCED_SELECTOR_PROBE__multidepot__e2-multidepot-50c-01__A0_MAIN_LOCAL_SEARCH__seed2,BALANCED_SELECTOR_PROBE,multidepot,e2-multidepot-50c-01,A0_MAIN_LOCAL_SEARCH,alns_e2_throughput,2,OK,,4000,4000,1227.4789826420586,84abde2b3eaea600043ba738f487c650fdb41c73c9a3b474870ee0a616fbae49,True,0,7
BALANCED_SELECTOR_PROBE__multidepot__e2-multidepot-50c-01__A4_BALANCED_SELECTOR_LOCAL_SEARCH__seed2,BALANCED_SELECTOR_PROBE,multidepot,e2-multidepot-50c-01,A4_BALANCED_SELECTOR_LOCAL_SEARCH,alns_e2_throughput,2,OK,,4000,4000,1195.1262109990166,88212436671f03000c0fa9e55934002ec95bd606505ab86515e82723a4317481,True,0,7
BALANCED_SELECTOR_PROBE__multidepot__e2-multidepot-50c-01__LNS_TRACE_REFERENCE__seed2,BALANCED_SELECTOR_PROBE,multidepot,e2-multidepot-50c-01,LNS_TRACE_REFERENCE,LNS,2,OK,,4000,4000,1192.7479646155844,97137feb3044f66a4648312f564c0e86ef5121c2fd9050f6ef716eec93cf2021,True,0,7
BALANCED_SELECTOR_PROBE__multidepot__e2-multidepot-50c-01__A0_MAIN_LOCAL_SEARCH__seed3,BALANCED_SELECTOR_PROBE,multidepot,e2-multidepot-50c-01,A0_MAIN_LOCAL_SEARCH,alns_e2_throughput,3,OK,,4000,4000,1192.938027839612,af7fef74e0b469af65a16a1bbedc22a7d2fe3f564669b13ae00a7b35f688dacf,True,0,7
BALANCED_SELECTOR_PROBE__multidepot__e2-multidepot-50c-01__A4_BALANCED_SELECTOR_LOCAL_SEARCH__seed3,BALANCED_SELECTOR_PROBE,multidepot,e2-multidepot-50c-01,A4_BALANCED_SELECTOR_LOCAL_SEARCH,alns_e2_throughput,3,OK,,4000,4000,1193.2792568119037,df8a67d8f20ff2f1525fb5cfc387573f0205db25af236af36764fc2fc68c3a97,True,0,7
BALANCED_SELECTOR_PROBE__multidepot__e2-multidepot-50c-01__LNS_TRACE_REFERENCE__seed3,BALANCED_SELECTOR_PROBE,multidepot,e2-multidepot-50c-01,LNS_TRACE_REFERENCE,LNS,3,OK,,4000,4000,1219.7934346230413,ab39baa8d7c8e940998c9656a7a11aac1d1bc6f435fc513f423e5ee6ab4237a5,True,0,7
BALANCED_SELECTOR_PROBE__multidepot__e2-multidepot-75c-01__A0_MAIN_LOCAL_SEARCH__seed1,BALANCED_SELECTOR_PROBE,multidepot,e2-multidepot-75c-01,A0_MAIN_LOCAL_SEARCH,alns_e2_throughput,1,OK,,4000,4000,2048.558721815465,47ca3a512080eb5f6a1629a9df8dc73010ba2dbc4dec06c78bed0b220b283f54,True,0,11
BALANCED_SELECTOR_PROBE__multidepot__e2-multidepot-75c-01__A4_BALANCED_SELECTOR_LOCAL_SEARCH__seed1,BALANCED_SELECTOR_PROBE,multidepot,e2-multidepot-75c-01,A4_BALANCED_SELECTOR_LOCAL_SEARCH,alns_e2_throughput,1,OK,,4000,4000,2012.078494053403,ff367d531efcd9639aac3182d3c4bb0f22d7ca4cef0018f858b048db8c16b41d,True,0,11
BALANCED_SELECTOR_PROBE__multidepot__e2-multidepot-75c-01__LNS_TRACE_REFERENCE__seed1,BALANCED_SELECTOR_PROBE,multidepot,e2-multidepot-75c-01,LNS_TRACE_REFERENCE,LNS,1,OK,,4000,4000,2031.5906719071968,d0f3131d9dbd31f33040ad1465d941189e14de8d13614598c70872c45f2e2b3b,True,0,11
BALANCED_SELECTOR_PROBE__multidepot__e2-multidepot-75c-01__A0_MAIN_LOCAL_SEARCH__seed2,BALANCED_SELECTOR_PROBE,multidepot,e2-multidepot-75c-01,A0_MAIN_LOCAL_SEARCH,alns_e2_throughput,2,OK,,4000,4000,2105.681103176144,78b651a060a7168e30ec8a0da7f8445087a90a9cfd4846ded54a1ecc685349cf,True,0,12
BALANCED_SELECTOR_PROBE__multidepot__e2-multidepot-75c-01__A4_BALANCED_SELECTOR_LOCAL_SEARCH__seed2,BALANCED_SELECTOR_PROBE,multidepot,e2-multidepot-75c-01,A4_BALANCED_SELECTOR_LOCAL_SEARCH,alns_e2_throughput,2,OK,,4000,4000,2038.3584256008262,a685121c9ff5f1a140b899db1fb4bdc9fb797db2bd4edb7389c7c864ac7ef3db,True,0,11
BALANCED_SELECTOR_PROBE__multidepot__e2-multidepot-75c-01__LNS_TRACE_REFERENCE__seed2,BALANCED_SELECTOR_PROBE,multidepot,e2-multidepot-75c-01,LNS_TRACE_REFERENCE,LNS,2,OK,,4000,4000,2019.5553444161362,26f50ea8d00a72e52008f55273e070cf5539c4dde39ab5983fd526b518d01c6d,True,0,11
BALANCED_SELECTOR_PROBE__multidepot__e2-multidepot-75c-01__A0_MAIN_LOCAL_SEARCH__seed3,BALANCED_SELECTOR_PROBE,multidepot,e2-multidepot-75c-01,A0_MAIN_LOCAL_SEARCH,alns_e2_throughput,3,OK,,4000,4000,2085.5026899963696,fc4612431607b8d8c46de85ca348001519d04bef187187528ed6703c05cdd133,True,0,11
BALANCED_SELECTOR_PROBE__multidepot__e2-multidepot-75c-01__A4_BALANCED_SELECTOR_LOCAL_SEARCH__seed3,BALANCED_SELECTOR_PROBE,multidepot,e2-multidepot-75c-01,A4_BALANCED_SELECTOR_LOCAL_SEARCH,alns_e2_throughput,3,OK,,4000,4000,2038.1444125766943,ac45bd388c300faa58d3c2953ac7f44f6c7b1336a18580a46aaafd013cfe427b,True,0,11
BALANCED_SELECTOR_PROBE__multidepot__e2-multidepot-75c-01__LNS_TRACE_REFERENCE__seed3,BALANCED_SELECTOR_PROBE,multidepot,e2-multidepot-75c-01,LNS_TRACE_REFERENCE,LNS,3,OK,,4000,4000,2062.1369385235994,ace0eee4d94da3a2a0dab7fce0296ef756592fe9f8a407221da9e0b7f8a9e545,True,0,11
BALANCED_SELECTOR_PROBE__threeshift__e2-threeshift-100c-01__A0_MAIN_LOCAL_SEARCH__seed1,BALANCED_SELECTOR_PROBE,threeshift,e2-threeshift-100c-01,A0_MAIN_LOCAL_SEARCH,alns_e2_throughput,1,OK,,4000,4000,2787.3343603866006,9f67477f5b9521d037ea5b24c6d4b974d6a4a3f1aa9b15b00432a52fa4f4dd55,True,0,14
BALANCED_SELECTOR_PROBE__threeshift__e2-threeshift-100c-01__A4_BALANCED_SELECTOR_LOCAL_SEARCH__seed1,BALANCED_SELECTOR_PROBE,threeshift,e2-threeshift-100c-01,A4_BALANCED_SELECTOR_LOCAL_SEARCH,alns_e2_throughput,1,OK,,4000,4000,2678.214304447217,ab8346c388cb8aa08400a3d140f862b8d389cc3344da491ca8ad02da15bbca35,True,0,13
BALANCED_SELECTOR_PROBE__threeshift__e2-threeshift-100c-01__LNS_TRACE_REFERENCE__seed1,BALANCED_SELECTOR_PROBE,threeshift,e2-threeshift-100c-01,LNS_TRACE_REFERENCE,LNS,1,OK,,4000,4000,2702.079682384095,26171b8713055551da9c2300906495349e9834dcc5ed0e53a771f7817ee889cd,True,0,13
BALANCED_SELECTOR_PROBE__threeshift__e2-threeshift-100c-01__A0_MAIN_LOCAL_SEARCH__seed2,BALANCED_SELECTOR_PROBE,threeshift,e2-threeshift-100c-01,A0_MAIN_LOCAL_SEARCH,alns_e2_throughput,2,OK,,4000,4000,2831.401041853692,5b18fed432fa128c539828f4e6ba3911da87ca78b4af5fe03ab741a8993d787d,True,0,14
BALANCED_SELECTOR_PROBE__threeshift__e2-threeshift-100c-01__A4_BALANCED_SELECTOR_LOCAL_SEARCH__seed2,BALANCED_SELECTOR_PROBE,threeshift,e2-threeshift-100c-01,A4_BALANCED_SELECTOR_LOCAL_SEARCH,alns_e2_throughput,2,OK,,4000,4000,2802.2526204599462,63a695b8828801de1cf467cc0dce7dc8e1b5c6ee92dd4a4f959f4fb2f3e333be,True,0,13
BALANCED_SELECTOR_PROBE__threeshift__e2-threeshift-100c-01__LNS_TRACE_REFERENCE__seed2,BALANCED_SELECTOR_PROBE,threeshift,e2-threeshift-100c-01,LNS_TRACE_REFERENCE,LNS,2,OK,,4000,4000,2768.271074957225,310aa7cc506470dc83c9a1c0b25c4ae6890f379945b7daee0198f8880fc0e6ae,True,0,14
BALANCED_SELECTOR_PROBE__threeshift__e2-threeshift-100c-01__A0_MAIN_LOCAL_SEARCH__seed3,BALANCED_SELECTOR_PROBE,threeshift,e2-threeshift-100c-01,A0_MAIN_LOCAL_SEARCH,alns_e2_throughput,3,OK,,4000,4000,2664.9289531046097,625cd210e072bb6b377815d4c5406e61f77430385a3f1585b1651ab5855151df,True,0,13
