instance,seed,budget,algorithm,cost,recomputed_cost,cost_match,evaluations,budget_exact,elapsed_seconds,route_count,feasible,mechanism_activity
L-main-multidepot-10c-01,1,100,pure_alns,371.9993673208387,371.9993673208387,True,100,True,0.3761452909675427,2,True,"{""alns_actual_moves"": 0}"
L-main-multidepot-10c-01,1,100,pure_hgs_style_outer,424.6341437940481,424.6341437940481,True,100,True,0.028328957967460155,2,True,"{""diversity_rejections"": 24, ""improvements"": 3, ""order_mutations"": 54, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-multidepot-10c-01,1,100,mechanism_hgs_alns_memetic,392.4763002561505,392.4763002561505,True,100,True,0.12821487500332296,2,True,"{""educated_offspring"": 20, ""educator_evaluations"": 80, ""educator_improvements"": 20, ""offspring_candidates"": 20, ""order_mutations"": 6, ""population_improvements"": 4, ""route_block_crossovers"": 19, ""type_hint_mutations"": 20}"
L-main-multidepot-10c-01,2,100,pure_alns,371.9993673208387,371.9993673208387,True,100,True,0.3180165420053527,2,True,"{""alns_actual_moves"": 0}"
L-main-multidepot-10c-01,2,100,pure_hgs_style_outer,407.20180642217866,407.20180642217866,True,100,True,0.022201540996320546,2,True,"{""diversity_rejections"": 15, ""improvements"": 7, ""order_mutations"": 42, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-multidepot-10c-01,2,100,mechanism_hgs_alns_memetic,391.87309561681593,391.87309561681593,True,100,True,0.10609054198721424,2,True,"{""educated_offspring"": 20, ""educator_evaluations"": 80, ""educator_improvements"": 20, ""offspring_candidates"": 20, ""order_mutations"": 7, ""population_improvements"": 5, ""route_block_crossovers"": 19, ""type_hint_mutations"": 20}"
L-main-multidepot-10c-01,3,100,pure_alns,371.9993673208387,371.9993673208387,True,100,True,0.29337924998253584,2,True,"{""alns_actual_moves"": 0}"
L-main-multidepot-10c-01,3,100,pure_hgs_style_outer,402.39340045874883,402.39340045874883,True,100,True,0.030336333031300455,2,True,"{""diversity_rejections"": 20, ""improvements"": 7, ""order_mutations"": 58, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-multidepot-10c-01,3,100,mechanism_hgs_alns_memetic,392.77403749331353,392.77403749331353,True,100,True,0.16734208399429917,2,True,"{""educated_offspring"": 20, ""educator_evaluations"": 80, ""educator_improvements"": 20, ""offspring_candidates"": 20, ""order_mutations"": 8, ""population_improvements"": 3, ""route_block_crossovers"": 19, ""type_hint_mutations"": 20}"
L-main-multidepot-15c-01,1,100,pure_alns,649.9158635778574,649.9158635778574,True,100,True,0.2046181249897927,3,True,"{""alns_actual_moves"": 0}"
