run_id,size,instance,layer,seed,fee,budget
E3__200c__M0__seed1__fee0__eval200,200c,L-main-threeshift-200c-01,M0,1,0.0,200
E3__200c__M5__seed1__fee0__eval200,200c,L-main-threeshift-200c-01,M5,1,0.0,200
E3__200c__M5__seed1__fee95__eval200,200c,L-main-threeshift-200c-01,M5,1,95.0,200
