implementation,instance,seed,iterations,runtime_seconds,cost,complete,feasible,completed_clients,total_clients,completed_delivery,total_delivery,no_duplicate_clients
independent,PR11B,11,16618,147.72469991701655,4867253,True,True,360,360,4700000,4700000,True
