stage,trigger_second,trigger_cause,revealed_in_batch,active_customers,committed_customers,future_customers,iterations,runtime_seconds,population_size,initial_feasible_candidates,best_cost,best_emissions_kg,history_preserved,completed_customers,total_active_customers,termination_status,readiness_charging_kwh_cumulative
1,25200.0,fixed_interval,1,41,0,41,42,5.029998500016518,25,11,1663.5013954206775,104.75277549982779,True,41,41,INTEGRATED_HGS_STOPPED_BY_CALLER,0
2,32400.0,fixed_interval,1,42,0,42,207,5.013491209014319,25,13,1511.7754922646693,107.53505035087886,True,42,42,INTEGRATED_HGS_STOPPED_BY_CALLER,0
3,34200.0,fixed_interval,3,45,0,45,0,5.06723545800196,12,10,1537.5941245717256,113.04006806970358,True,45,45,INTEGRATED_HGS_STOPPED_BY_CALLER,0
4,37800.0,fixed_interval,1,46,0,46,495,5.0129608329734765,25,11,1609.3186765274625,128.43868756796246,True,46,46,INTEGRATED_HGS_STOPPED_BY_CALLER,0
5,43200.0,fixed_interval,1,47,6,41,435,5.007056791975629,25,17,1615.7405233253087,129.78156886874118,True,47,47,INTEGRATED_HGS_STOPPED_BY_CALLER,0
6,45000.0,fixed_interval,1,48,20,28,849,5.0047002080245875,25,16,1889.2259152348431,149.48848603647508,True,48,48,INTEGRATED_HGS_STOPPED_BY_CALLER,0
7,48600.0,fixed_interval,1,49,38,11,857,5.008301499998197,25,22,1895.5422744069417,150.5483847989203,True,49,49,INTEGRATED_HGS_STOPPED_BY_CALLER,0
8,55800.0,fixed_interval,1,50,38,12,1805,5.006571166974027,25,22,2082.9757067210085,154.07189063470733,True,50,50,INTEGRATED_HGS_STOPPED_BY_CALLER,0
