actual_evaluations,algorithm,best_cost,best_ev_routes,best_routes,dominant_pair_share,elapsed_seconds,eval_budget,feasible,hidden_local_search_scores,instance,scale,seed,selected_pair_count,vehicle_type_attempts,violation_count
400,CHAIN_UCB,1094.819050250419,5,6,0.7286821705426356,2.242326374995173,400,True,0,L-main-threeshift-20c-01,small,1,16,42,0
400,CHAIN_UCB,1223.1334538506026,3,6,0.7242268041237113,1.8910618329973659,400,True,0,L-main-threeshift-20c-01,small,2,16,17,0
400,CHAIN_UCB,1169.9195075248479,5,6,0.8615384615384616,2.2036570839991327,400,True,0,L-main-threeshift-20c-01,small,3,16,23,0
400,CHAIN_UCB,2690.4875011563936,12,16,0.7164948453608248,8.165738125004282,400,True,0,L-main-threeshift-50c-01,medium,1,16,84,0
400,CHAIN_UCB,3186.783671901313,10,16,0.45384615384615384,4.690941207998549,400,True,0,L-main-threeshift-50c-01,medium,2,16,132,0
400,CHAIN_UCB,2634.2483898086434,11,16,0.44871794871794873,4.271369084002799,400,True,0,L-main-threeshift-50c-01,medium,3,16,77,0
400,CHAIN_UCB,5120.097617356661,28,31,0.3850129198966408,17.418997957996908,400,True,0,L-main-threeshift-100c-01,large,1,16,149,0
400,CHAIN_UCB,4829.004736213922,24,29,0.7391304347826086,43.35226395900099,400,True,0,L-main-threeshift-100c-01,large,2,16,81,0
400,CHAIN_UCB,6271.021974344264,25,34,0.4652956298200514,11.464222875001724,400,True,0,L-main-threeshift-100c-01,large,3,16,181,0
