chain_cost,chain_seconds,clean,gain_vs_lns_pct,lns_cost,lns_seconds,runtime_delta_vs_lns,scale,seed
1094.819050250419,2.242326374995173,True,12.4802077614434,1250.9388130929538,5.446055083000829,-3.203728708005656,small,1
1223.1334538506026,1.8910618329973659,True,-1.2911669589156618,1207.5420696325014,6.565874207997695,-4.674812375000329,small,2
1169.9195075248479,2.2036570839991327,True,2.527432562034448,1200.2551469360028,5.5064148340024985,-3.302757750003366,small,3
2690.4875011563936,8.165738125004282,True,8.547492533947558,2941.950500542715,14.37001550000059,-6.204277374996309,medium,1
3186.783671901313,4.690941207998549,True,-9.904885938135811,2899.5832575588283,14.184059833001811,-9.493118625003262,medium,2
2634.2483898086434,4.271369084002799,True,6.905968193027396,2829.66409196958,14.607604749999155,-10.336235665996355,medium,3
5120.097617356661,17.418997957996908,True,20.017919547916875,6401.555934049611,22.02225570799783,-4.603257750000921,large,1
4829.004736213922,43.35226395900099,True,23.968723722295614,6351.339833591604,23.396279125001456,19.955984833999537,large,2
6271.021974344264,11.464222875001724,True,9.694599593806712,6944.238047932056,24.248619624999264,-12.78439674999754,large,3
