instance_id,arm,seed,requested_iterations,actual_iterations,runtime_seconds,initial_cost,best_cost,cost_change_pct,feasible,customers_served,customers_total,demand_served,demand_total,total_emissions_kg,used_cv,used_ev,mechanism_calls,mechanism_improvements,decoded_candidates,rejected_candidates
cn-prd-50c-01-V2-LOCATIONS,ROUTE_ONLY,11,100,100,30.585977707989514,2020.7252944015852,1823.0960890821723,-9.780112411466524,True,50,50,12223.0,12223.0,174.85000502255718,4,1,0,0,30,38
cn-prd-50c-01-V2-LOCATIONS,FULL_PROBLEM_COMPONENTS,11,100,100,25.5080906249932,2020.7252944015852,1823.0960890821723,-9.780112411466524,True,50,50,12223.0,12223.0,174.85000502255718,4,1,3,0,30,38
