instance_id,region,customer_count,replicate,route_index,source_vehicle_id,route_energy_kwh,route_soc_pct,route_exceeds_85_pct,selected_as_ev_by_default_completion,just_enough_public_stops,just_enough_action_count,just_enough_route,max_coverage_public_stops,max_coverage_action_count,max_coverage_route,max_coverage_reduces_public_stop
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,29,FLEET-CV-0030,29.27189029268422,37.877704830077924,False,False,0,1,D_chongqing|C170|C194|C097|C141|D_chongqing,0,1,D_chongqing|C170|C194|C097|C141|D_chongqing,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,30,FLEET-CV-0031,39.660717064052434,51.32080365431215,False,True,0,1,D_chongqing|C176|C108|C109|C153|C199|C100|D_chongqing,0,1,D_chongqing|C176|C108|C109|C153|C199|C100|D_chongqing,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,31,FLEET-CV-0032,34.89630756354582,45.155677489060324,False,False,0,1,D_chongqing|C186|C115|C195|C105|C172|C169|C165|D_chongqing,0,1,D_chongqing|C186|C115|C195|C105|C172|C169|C165|D_chongqing,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,32,FLEET-CV-0033,29.916925388347103,38.71237757291292,False,False,0,1,D_chongqing|C191|C091|C129|C114|C102|D_chongqing,0,1,D_chongqing|C191|C091|C129|C114|C102|D_chongqing,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,33,FLEET-CV-0034,43.88669343826341,56.78919958367418,False,True,0,1,D_chongqing|C138|C110|C139|C173|C156|D_chongqing,0,1,D_chongqing|C138|C110|C139|C173|C156|D_chongqing,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,34,FLEET-CV-0035,26.769607405409808,34.63976113536466,False,False,0,1,D_chongqing|C197|C112|D_chongqing,0,1,D_chongqing|C197|C112|D_chongqing,False
cn-cy-20c-01-V2-LOCATIONS,cy,20,1,0,FLEET-CV-0001,34.083743180324134,44.1042225418273,False,False,0,1,D_chongqing|C010|C009|C011|C020|C005|D_chongqing,0,1,D_chongqing|C010|C009|C011|C020|C005|D_chongqing,False
cn-cy-20c-01-V2-LOCATIONS,cy,20,1,1,FLEET-CV-0002,41.612642381847735,53.84658693303278,False,True,0,1,D_chongqing|C002|C004|C008|C013|C006|C012|C019|D_chongqing,0,1,D_chongqing|C002|C004|C008|C013|C006|C012|C019|D_chongqing,False
cn-cy-20c-01-V2-LOCATIONS,cy,20,1,2,FLEET-CV-0003,38.276686160288044,49.529873395817866,False,False,0,1,D_chongqing|C014|C001|C018|C017|C016|C003|D_chongqing,0,1,D_chongqing|C014|C001|C018|C017|C016|C003|D_chongqing,False
cn-cy-20c-01-V2-LOCATIONS,cy,20,1,3,FLEET-CV-0004,26.065144343464578,33.72818885023884,False,False,0,1,D_chongqing|C007|C015|D_chongqing,0,1,D_chongqing|C007|C015|D_chongqing,False
cn-cy-20c-02-V2-LOCATIONS,cy,20,2,0,FLEET-CV-0001,39.63381810190782,51.28599650867989,False,False,0,1,D_chongqing|C002|C006|C003|C001|C011|C008|D_chongqing,0,1,D_chongqing|C002|C006|C003|C001|C011|C008|D_chongqing,False
cn-cy-20c-02-V2-LOCATIONS,cy,20,2,1,FLEET-CV-0002,66.29088100604332,85.78012552541837,True,True,0,1,D_chongqing|C007|C004|C019|C015|C020|C010|C012|C016|D_chongqing,0,1,D_chongqing|C007|C004|C019|C015|C020|C010|C012|C016|D_chongqing,False
cn-cy-20c-02-V2-LOCATIONS,cy,20,2,2,FLEET-CV-0003,38.67148858714595,50.040746101379334,False,False,0,1,D_chongqing|C014|C013|C005|C018|C017|D_chongqing,0,1,D_chongqing|C014|C013|C005|C018|C017|D_chongqing,False
cn-cy-20c-02-V2-LOCATIONS,cy,20,2,3,FLEET-CV-0004,24.038306744068205,31.10546938932221,False,False,0,1,D_chongqing|C009|D_chongqing,0,1,D_chongqing|C009|D_chongqing,False
cn-cy-20c-03-V2-LOCATIONS,cy,20,3,0,FLEET-CV-0001,39.40031652781649,50.98384643868594,False,True,0,1,D_chongqing|C017|C002|C004|C012|C008|C015|C013|D_chongqing,0,1,D_chongqing|C017|C002|C004|C012|C008|C015|C013|D_chongqing,False
cn-cy-20c-03-V2-LOCATIONS,cy,20,3,1,FLEET-CV-0002,37.01619955780967,47.89880895161706,False,False,0,1,D_chongqing|C009|C007|C005|C011|C010|D_chongqing,0,1,D_chongqing|C009|C007|C005|C011|C010|D_chongqing,False
cn-cy-20c-03-V2-LOCATIONS,cy,20,3,2,FLEET-CV-0003,37.92608584426472,49.07619803864482,False,False,0,1,D_chongqing|C020|C006|C019|C001|C014|C003|D_chongqing,0,1,D_chongqing|C020|C006|C019|C001|C014|C003|D_chongqing,False
cn-cy-20c-03-V2-LOCATIONS,cy,20,3,3,FLEET-CV-0004,22.609190091323036,29.25619835833726,False,False,0,1,D_chongqing|C018|C016|D_chongqing,0,1,D_chongqing|C018|C016|D_chongqing,False
cn-cy-25c-01-V2-LOCATIONS,cy,25,1,0,FLEET-CV-0001,42.7498984784447,55.31819161289428,False,False,0,1,D_chongqing|C023|C016|C015|C019|C013|C012|C011|D_chongqing,0,1,D_chongqing|C023|C016|C015|C019|C013|C012|C011|D_chongqing,False
cn-cy-25c-01-V2-LOCATIONS,cy,25,1,1,FLEET-CV-0002,45.59349457654233,58.99779318910756,False,False,0,1,D_chongqing|C018|C008|C009|C004|C022|C005|C014|D_chongqing,0,1,D_chongqing|C018|C008|C009|C004|C022|C005|C014|D_chongqing,False
cn-cy-25c-01-V2-LOCATIONS,cy,25,1,2,FLEET-CV-0003,50.51571409755823,65.36712486744078,False,True,0,1,D_chongqing|C021|C020|C001|C017|C006|C024|D_chongqing,0,1,D_chongqing|C021|C020|C001|C017|C006|C024|D_chongqing,False
cn-cy-25c-01-V2-LOCATIONS,cy,25,1,3,FLEET-CV-0004,38.35837955433522,49.63558430943999,False,False,0,1,D_chongqing|C007|C002|C025|C003|C010|D_chongqing,0,1,D_chongqing|C007|C002|C025|C003|C010|D_chongqing,False
cn-cy-25c-02-V2-LOCATIONS,cy,25,2,0,FLEET-CV-0001,45.06232726297729,58.31046488480498,False,True,0,1,D_chongqing|C016|C006|C014|C001|C011|C020|C025|D_chongqing,0,1,D_chongqing|C016|C006|C014|C001|C011|C020|C025|D_chongqing,False
cn-cy-25c-02-V2-LOCATIONS,cy,25,2,1,FLEET-CV-0002,43.869017058210666,56.76632642108005,False,True,0,1,D_chongqing|C018|C022|C007|C009|C010|C023|D_chongqing,0,1,D_chongqing|C018|C022|C007|C009|C010|C023|D_chongqing,False
cn-cy-25c-02-V2-LOCATIONS,cy,25,2,2,FLEET-CV-0003,34.15355401611425,44.19455747426792,False,False,0,1,D_chongqing|C008|C017|C019|C003|C024|C013|D_chongqing,0,1,D_chongqing|C008|C017|C019|C003|C024|C013|D_chongqing,False
cn-cy-25c-02-V2-LOCATIONS,cy,25,2,3,FLEET-CV-0004,35.924783246429165,46.486520764012894,False,False,0,1,D_chongqing|C021|C005|C012|C002|C015|D_chongqing,0,1,D_chongqing|C021|C005|C012|C002|C015|D_chongqing,False
cn-cy-25c-02-V2-LOCATIONS,cy,25,2,4,FLEET-CV-0005,23.767857750014663,30.75550951088854,False,False,0,1,D_chongqing|C004|D_chongqing,0,1,D_chongqing|C004|D_chongqing,False
cn-cy-25c-03-V2-LOCATIONS,cy,25,3,0,FLEET-CV-0001,35.61031010520306,46.07959382143253,False,True,0,1,D_chongqing|C003|C008|C007|C020|C002|D_chongqing,0,1,D_chongqing|C003|C008|C007|C020|C002|D_chongqing,False
cn-cy-25c-03-V2-LOCATIONS,cy,25,3,1,FLEET-CV-0002,33.91378863034592,43.88430205790104,False,False,0,1,D_chongqing|C023|C018|C014|C015|C016|C012|D_chongqing,0,1,D_chongqing|C023|C018|C014|C015|C016|C012|D_chongqing,False
cn-cy-25c-03-V2-LOCATIONS,cy,25,3,2,FLEET-CV-0003,29.327765133892512,37.95000664323565,False,False,0,1,D_chongqing|C011|C005|C019|C001|C025|D_chongqing,0,1,D_chongqing|C011|C005|C019|C001|C025|D_chongqing,False
cn-cy-25c-03-V2-LOCATIONS,cy,25,3,3,FLEET-CV-0004,45.79183567400828,59.25444574794032,False,True,0,1,D_chongqing|C024|C021|C022|C004|C010|C009|D_chongqing,0,1,D_chongqing|C024|C021|C022|C004|C010|C009|D_chongqing,False
cn-cy-25c-03-V2-LOCATIONS,cy,25,3,4,FLEET-CV-0005,27.48326583446439,35.56323218745392,False,False,0,1,D_chongqing|C013|C017|C006|D_chongqing,0,1,D_chongqing|C013|C017|C006|D_chongqing,False
cn-cy-50c-01-V2-LOCATIONS,cy,50,1,0,FLEET-CV-0001,29.56909823274737,38.26229067384494,False,True,0,1,D_chengdu|C014|C009|C003|C013|C016|C005|C012|D_chengdu,0,1,D_chengdu|C014|C009|C003|C013|C016|C005|C012|D_chengdu,False
cn-cy-50c-01-V2-LOCATIONS,cy,50,1,1,FLEET-CV-0002,17.78302284774882,23.0111579292816,False,False,0,1,D_chengdu|C017|C006|C010|C015|D_chengdu,0,1,D_chengdu|C017|C006|C010|C015|D_chengdu,False
cn-cy-50c-01-V2-LOCATIONS,cy,50,1,2,FLEET-CV-0003,21.190828886536153,27.420844832474316,False,False,0,1,D_chengdu|C001|C021|C007|C020|C002|D_chengdu,0,1,D_chengdu|C001|C021|C007|C020|C002|D_chengdu,False
cn-cy-50c-01-V2-LOCATIONS,cy,50,1,3,FLEET-CV-0004,24.016647982746413,31.077443041856124,False,False,0,1,D_chengdu|C018|C019|C011|C008|C004|D_chengdu,0,1,D_chengdu|C018|C019|C011|C008|C004|D_chengdu,False
cn-cy-50c-01-V2-LOCATIONS,cy,50,1,4,FLEET-CV-0005,42.797702006861456,55.38004918072134,False,True,0,1,D_chongqing|C048|C050|C043|C049|C034|C038|C044|D_chongqing,0,1,D_chongqing|C048|C050|C043|C049|C034|C038|C044|D_chongqing,False
cn-cy-50c-01-V2-LOCATIONS,cy,50,1,5,FLEET-CV-0006,31.83720155467538,41.197206980687604,False,False,0,1,D_chongqing|C023|C036|C042|C025|C027|C022|D_chongqing,0,1,D_chongqing|C023|C036|C042|C025|C027|C022|D_chongqing,False
cn-cy-50c-01-V2-LOCATIONS,cy,50,1,6,FLEET-CV-0007,35.38502179786979,45.78807168461412,False,True,0,1,D_chongqing|C028|C035|C024|C040|C029|C026|C033|D_chongqing,0,1,D_chongqing|C028|C035|C024|C040|C029|C026|C033|D_chongqing,False
cn-cy-50c-01-V2-LOCATIONS,cy,50,1,7,FLEET-CV-0008,27.033825019002137,34.98165763328434,False,False,0,1,D_chongqing|C045|C039|C041|C046|C030|C047|D_chongqing,0,1,D_chongqing|C045|C039|C041|C046|C030|C047|D_chongqing,False
cn-cy-50c-01-V2-LOCATIONS,cy,50,1,8,FLEET-CV-0009,38.3525963959963,49.62810092649625,False,False,0,1,D_chongqing|C037|C032|C031|D_chongqing,0,1,D_chongqing|C037|C032|C031|D_chongqing,False
cn-cy-50c-02-V2-LOCATIONS,cy,50,2,0,FLEET-CV-0001,26.07562682940923,33.74175314364548,False,True,0,1,D_chengdu|C007|C001|C003|C005|C008|C009|C006|D_chengdu,0,1,D_chengdu|C007|C001|C003|C005|C008|C009|C006|D_chengdu,False
cn-cy-50c-02-V2-LOCATIONS,cy,50,2,1,FLEET-CV-0002,22.700495773105306,29.374347532486166,False,False,0,1,D_chengdu|C020|C013|C012|C017|C018|C011|C004|C002|D_chengdu,0,1,D_chengdu|C020|C013|C012|C017|C018|C011|C004|C002|D_chengdu,False
cn-cy-50c-02-V2-LOCATIONS,cy,50,2,2,FLEET-CV-0003,20.053132454229264,25.948670360027517,False,False,0,1,D_chengdu|C016|C015|C019|C010|D_chengdu,0,1,D_chengdu|C016|C015|C019|C010|D_chengdu,False
cn-cy-50c-02-V2-LOCATIONS,cy,50,2,3,FLEET-CV-0004,16.25322626733546,21.031607488788122,False,False,0,1,D_chengdu|C021|C014|D_chengdu,0,1,D_chengdu|C021|C014|D_chengdu,False
cn-cy-50c-02-V2-LOCATIONS,cy,50,2,4,FLEET-CV-0005,47.24626444061989,61.13647054945638,False,True,0,1,D_chongqing|C040|C043|C027|C037|C028|C032|C048|D_chongqing,0,1,D_chongqing|C040|C043|C027|C037|C028|C032|C048|D_chongqing,False
cn-cy-50c-02-V2-LOCATIONS,cy,50,2,5,FLEET-CV-0006,41.690233660096474,53.946989725797714,False,False,0,1,D_chongqing|C042|C049|C031|C033|C029|C030|C046|C050|C047|D_chongqing,0,1,D_chongqing|C042|C049|C031|C033|C029|C030|C046|C050|C047|D_chongqing,False
cn-cy-50c-02-V2-LOCATIONS,cy,50,2,6,FLEET-CV-0007,45.02241135876338,58.258813870035425,False,False,0,1,D_chongqing|C034|C044|C025|C023|C039|C035|D_chongqing,0,1,D_chongqing|C034|C044|C025|C023|C039|C035|D_chongqing,False
cn-cy-50c-02-V2-LOCATIONS,cy,50,2,7,FLEET-CV-0008,40.311903570321796,52.16343629700025,False,True,0,1,D_chongqing|C022|C024|C036|C041|C026|C038|D_chongqing,0,1,D_chongqing|C022|C024|C036|C041|C026|C038|D_chongqing,False
cn-cy-50c-02-V2-LOCATIONS,cy,50,2,8,FLEET-CV-0009,29.03402820402267,37.56991227228606,False,False,0,1,D_chongqing|C045|D_chongqing,0,1,D_chongqing|C045|D_chongqing,False
cn-cy-50c-03-V2-LOCATIONS,cy,50,3,0,FLEET-CV-0001,21.322568996244065,27.59131598892866,False,False,0,1,D_chengdu|C021|C011|C009|C017|C008|D_chengdu,0,1,D_chengdu|C021|C011|C009|C017|C008|D_chengdu,False
cn-cy-50c-03-V2-LOCATIONS,cy,50,3,1,FLEET-CV-0002,24.468195884762448,31.661744157301307,False,False,0,1,D_chengdu|C014|C013|C006|C007|C010|C004|D_chengdu,0,1,D_chengdu|C014|C013|C006|C007|C010|C004|D_chengdu,False
cn-cy-50c-03-V2-LOCATIONS,cy,50,3,2,FLEET-CV-0003,25.988533776569568,33.62905509390472,False,True,0,1,D_chengdu|C019|C012|C003|C020|C018|C016|C002|D_chengdu,0,1,D_chengdu|C019|C012|C003|C020|C018|C016|C002|D_chengdu,False
cn-cy-50c-03-V2-LOCATIONS,cy,50,3,3,FLEET-CV-0004,18.782520291223953,24.30450348243265,False,False,0,1,D_chengdu|C015|C001|C005|D_chengdu,0,1,D_chengdu|C015|C001|C005|D_chengdu,False
cn-cy-50c-03-V2-LOCATIONS,cy,50,3,4,FLEET-CV-0005,35.645805533401436,46.12552475854223,False,False,0,1,D_chongqing|C043|C050|C047|C032|C025|D_chongqing,0,1,D_chongqing|C043|C050|C047|C032|C025|D_chongqing,False
cn-cy-50c-03-V2-LOCATIONS,cy,50,3,5,FLEET-CV-0006,40.61311219601516,52.553199011406775,False,False,0,1,D_chongqing|C022|C046|C039|C031|C038|D_chongqing,0,1,D_chongqing|C022|C046|C039|C031|C038|D_chongqing,False
cn-cy-50c-03-V2-LOCATIONS,cy,50,3,6,FLEET-CV-0007,44.61362556961576,57.72984675157319,False,True,0,1,D_chongqing|C045|C048|C027|C036|C024|C049|C026|D_chongqing,0,1,D_chongqing|C045|C048|C027|C036|C024|C049|C026|D_chongqing,False
cn-cy-50c-03-V2-LOCATIONS,cy,50,3,7,FLEET-CV-0008,38.93509659319287,50.38185376965951,False,False,0,1,D_chongqing|C037|C033|C040|C035|C029|C028|D_chongqing,0,1,D_chongqing|C037|C033|C040|C035|C029|C028|D_chongqing,False
cn-cy-50c-03-V2-LOCATIONS,cy,50,3,8,FLEET-CV-0009,39.902797201715096,51.63405435004542,False,True,0,1,D_chongqing|C041|C034|C044|C023|C042|D_chongqing,0,1,D_chongqing|C041|C034|C044|C023|C042|D_chongqing,False
cn-cy-50c-03-V2-LOCATIONS,cy,50,3,9,FLEET-CV-0010,18.172314280121398,23.51489943079891,False,False,0,1,D_chongqing|C030|D_chongqing,0,1,D_chongqing|C030|D_chongqing,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,0,FLEET-CV-0001,26.100655414032225,33.774140028509606,False,True,0,1,D_chengdu|C027|C022|C015|C031|C017|C013|C030|D_chengdu,0,1,D_chengdu|C027|C022|C015|C031|C017|C013|C030|D_chengdu,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,1,FLEET-CV-0002,24.116990276626986,31.207285554641544,False,False,0,1,D_chengdu|C004|C001|C029|C021|C005|C014|C009|D_chengdu,0,1,D_chengdu|C004|C001|C029|C021|C005|C014|C009|D_chengdu,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,2,FLEET-CV-0003,23.879879991738306,30.90046582781872,False,True,0,1,D_chengdu|C019|C006|C011|C023|C026|C024|C010|D_chengdu,0,1,D_chengdu|C019|C006|C011|C023|C026|C024|C010|D_chengdu,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,3,FLEET-CV-0004,20.618228724749887,26.679902594138053,False,False,0,1,D_chengdu|C025|C003|C008|C020|C032|C028|D_chengdu,0,1,D_chengdu|C025|C003|C008|C020|C032|C028|D_chengdu,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,4,FLEET-CV-0005,24.769404289649074,32.051506585984825,False,False,0,1,D_chengdu|C002|C007|C016|C012|C018|D_chengdu,0,1,D_chengdu|C002|C007|C016|C012|C018|D_chengdu,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,5,FLEET-CV-0006,38.364653027048085,49.64370215715332,False,True,0,1,D_chongqing|C055|C041|C058|C060|C056|C042|C035|C039|D_chongqing,0,1,D_chongqing|C055|C041|C058|C060|C056|C042|C035|C039|D_chongqing,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,6,FLEET-CV-0007,41.36491986690385,53.5260350244615,False,False,0,1,D_chongqing|C050|C067|C074|C037|C036|C070|D_chongqing,0,1,D_chongqing|C050|C067|C074|C037|C036|C070|D_chongqing,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,7,FLEET-CV-0008,37.6844417639367,48.76351159929697,False,False,0,1,D_chongqing|C063|C073|C045|C048|C040|C043|C064|D_chongqing,0,1,D_chongqing|C063|C073|C045|C048|C040|C043|C064|D_chongqing,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,8,FLEET-CV-0009,42.122468629201734,54.50629998602708,False,True,0,1,D_chongqing|C033|C062|C047|C069|C065|C052|C034|D_chongqing,0,1,D_chongqing|C033|C062|C047|C069|C065|C052|C034|D_chongqing,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,9,FLEET-CV-0010,31.283177216393945,40.48030178104807,False,False,0,1,D_chongqing|C059|C051|C049|C053|C068|D_chongqing,0,1,D_chongqing|C059|C051|C049|C053|C068|D_chongqing,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,10,FLEET-CV-0011,30.441537524397724,39.391223504655436,False,False,0,1,D_chongqing|C046|C075|C061|C071|C044|D_chongqing,0,1,D_chongqing|C046|C075|C061|C071|C044|D_chongqing,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,11,FLEET-CV-0012,34.12410797121477,44.15645441409779,False,False,0,1,D_chongqing|C038|C054|C057|C072|C066|D_chongqing,0,1,D_chongqing|C038|C054|C057|C072|C066|D_chongqing,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,0,FLEET-CV-0001,22.410145611514245,28.99863562566543,False,False,0,1,D_chengdu|C014|C017|C015|C022|C002|C001|D_chengdu,0,1,D_chengdu|C014|C017|C015|C022|C002|C001|D_chengdu,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,1,FLEET-CV-0002,23.91997171227898,30.952344348187086,False,False,0,1,D_chengdu|C003|C020|C004|C012|C028|C031|C027|D_chengdu,0,1,D_chengdu|C003|C020|C004|C012|C028|C031|C027|D_chengdu,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,2,FLEET-CV-0003,24.573488336480402,31.797992153830744,False,True,0,1,D_chengdu|C018|C030|C019|C016|C032|C013|D_chengdu,0,1,D_chengdu|C018|C030|C019|C016|C032|C013|D_chengdu,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,3,FLEET-CV-0004,21.934229522070922,28.382802176592808,False,False,0,1,D_chengdu|C010|C006|C029|C023|D_chengdu,0,1,D_chengdu|C010|C006|C029|C023|D_chengdu,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,4,FLEET-CV-0005,26.44871063837793,34.22452204759049,False,True,0,1,D_chengdu|C021|C008|C005|C009|C024|C011|D_chengdu,0,1,D_chengdu|C021|C008|C005|C009|C024|C011|D_chengdu,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,5,FLEET-CV-0006,19.9885995688004,25.865165073499483,False,False,0,1,D_chengdu|C007|C026|C025|D_chengdu,0,1,D_chengdu|C007|C026|C025|D_chengdu,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,6,FLEET-CV-0007,48.82390182693352,63.177926794686236,False,True,0,1,D_chongqing|C066|C036|C043|C039|C072|C042|C055|C033|D_chongqing,0,1,D_chongqing|C066|C036|C043|C039|C072|C042|C055|C033|D_chongqing,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,7,FLEET-CV-0008,43.19348929624686,55.8921962943153,False,False,0,1,D_chongqing|C063|C051|C062|C071|C040|C075|C049|C064|C044|D_chongqing,0,1,D_chongqing|C063|C051|C062|C071|C040|C075|C049|C064|C044|D_chongqing,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,8,FLEET-CV-0009,47.75355892531514,61.79290751205375,False,True,0,1,D_chongqing|C061|C038|C035|C034|C068|C052|D_chongqing,0,1,D_chongqing|C061|C038|C035|C034|C068|C052|D_chongqing,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,9,FLEET-CV-0010,29.520320190781455,38.199172089520516,False,False,0,1,D_chongqing|C073|C045|C070|C060|C054|D_chongqing,0,1,D_chongqing|C073|C045|C070|C060|C054|D_chongqing,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,10,FLEET-CV-0011,42.843778759064236,55.43967230727774,False,False,0,1,D_chongqing|C053|C069|C065|C037|C056|C046|C047|D_chongqing,0,1,D_chongqing|C053|C069|C065|C037|C056|C046|C047|D_chongqing,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,11,FLEET-CV-0012,44.39986280980923,57.453238625529536,False,False,0,1,D_chongqing|C058|C048|C074|C059|C057|D_chongqing,0,1,D_chongqing|C058|C048|C074|C059|C057|D_chongqing,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,12,FLEET-CV-0013,26.45008827834574,34.22630470800432,False,False,0,1,D_chongqing|C050|C067|C041|D_chongqing,0,1,D_chongqing|C050|C067|C041|D_chongqing,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,0,FLEET-CV-0001,22.107712950605713,28.607289014758948,False,False,0,1,D_chengdu|C020|C005|C023|C012|C019|C013|C028|D_chengdu,0,1,D_chengdu|C020|C005|C023|C012|C019|C013|C028|D_chengdu,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,1,FLEET-CV-0002,23.392702912768875,30.27006070492867,False,False,0,1,D_chengdu|C022|C010|C006|C027|C001|C026|C018|D_chengdu,0,1,D_chengdu|C022|C010|C006|C027|C001|C026|C018|D_chengdu,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,2,FLEET-CV-0003,23.97651910104718,31.025516435102457,False,True,0,1,D_chengdu|C007|C016|C017|C015|C032|C031|C009|C002|D_chengdu,0,1,D_chengdu|C007|C016|C017|C015|C032|C031|C009|C002|D_chengdu,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,3,FLEET-CV-0004,27.54729004282928,35.6460792479675,False,True,0,1,D_chengdu|C025|C021|C004|C029|C008|D_chengdu,0,1,D_chengdu|C025|C021|C004|C029|C008|D_chengdu,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,4,FLEET-CV-0005,21.74351780263966,28.136022001345314,False,False,0,1,D_chengdu|C024|C030|C003|C014|D_chengdu,0,1,D_chengdu|C024|C030|C003|C014|D_chengdu,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,5,FLEET-CV-0006,13.953472527708144,18.055735672500184,False,False,0,1,D_chengdu|C011|D_chengdu,0,1,D_chengdu|C011|D_chengdu,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,6,FLEET-CV-0007,33.69426624733173,43.600241003276054,False,False,0,1,D_chongqing|C075|C047|C044|C043|C040|C060|C073|D_chongqing,0,1,D_chongqing|C075|C047|C044|C043|C040|C060|C073|D_chongqing,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,7,FLEET-CV-0008,41.554412954750504,53.77123829548461,False,False,0,1,D_chongqing|C055|C062|C049|C051|C042|C035|D_chongqing,0,1,D_chongqing|C055|C062|C049|C051|C042|C035|D_chongqing,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,8,FLEET-CV-0009,47.96256118217616,62.06335556699813,False,False,0,1,D_chongqing|C068|C063|C069|C052|C041|C036|D_chongqing,0,1,D_chongqing|C068|C063|C069|C052|C041|C036|D_chongqing,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,9,FLEET-CV-0010,48.45527307642215,62.700922717937566,False,True,0,1,D_chongqing|C061|C037|C065|C071|C066|C053|D_chongqing,0,1,D_chongqing|C061|C037|C065|C071|C066|C053|D_chongqing,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,10,FLEET-CV-0011,53.4798843322317,69.2027488771114,False,True,0,1,D_chongqing|C074|C067|C070|C046|C058|C054|C072|D_chongqing,0,1,D_chongqing|C074|C067|C070|C046|C058|C054|C072|D_chongqing,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,11,FLEET-CV-0012,34.64860262554897,44.835148324985724,False,False,0,1,D_chongqing|C056|C045|C038|C033|C050|C048|D_chongqing,0,1,D_chongqing|C056|C045|C038|C033|C050|C048|D_chongqing,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,12,FLEET-CV-0013,32.98337285677151,42.680347899549055,False,False,0,1,D_chongqing|C059|C039|C057|C034|D_chongqing,0,1,D_chongqing|C059|C039|C057|C034|D_chongqing,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,13,FLEET-CV-0014,22.520423603394622,29.141334890520994,False,False,0,1,D_chongqing|C064|D_chongqing,0,1,D_chongqing|C064|D_chongqing,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,0,FLEET-CV-0001,39.66021648256799,51.320155903944084,False,True,0,1,D_beijing|C044|C006|C019|C048|C060|D_beijing,0,1,D_beijing|C044|C006|C019|C048|C060|D_beijing,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,1,FLEET-CV-0002,40.16100074267699,51.9681686628843,False,False,0,1,D_beijing|C023|C027|C072|C009|C058|C067|C021|C056|D_beijing,0,1,D_beijing|C023|C027|C072|C009|C058|C067|C021|C056|D_beijing,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,2,FLEET-CV-0003,34.11635166309381,44.146417783506486,False,False,0,1,D_beijing|C016|C012|C071|C040|C002|C001|D_beijing,0,1,D_beijing|C016|C012|C071|C040|C002|C001|D_beijing,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,3,FLEET-CV-0004,39.71769267336042,51.39452985683283,False,False,0,1,D_beijing|C066|C004|C041|C020|C005|C031|C047|D_beijing,0,1,D_beijing|C066|C004|C041|C020|C005|C031|C047|D_beijing,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,4,FLEET-CV-0005,33.49452316525959,43.3417742821682,False,False,0,1,D_beijing|C064|C037|C065|C032|C046|C055|C022|D_beijing,0,1,D_beijing|C064|C037|C065|C032|C046|C055|C022|D_beijing,False
