instance,size,seed,algorithm,battery_kwh,runtime_cap_seconds,eval_budget,seed_mode,checkpoint_path
e2-threeshift-150c-01,150,1,alns_e2_throughput,280.0,180.0,3000,neutral,baselines/e2_alns/ev_heavy_findability_gate_policy_fix_probe_data/checkpoints/neutral/e2-threeshift-150c-01__alns_e2_throughput__seed1.json
e2-threeshift-150c-01,150,1,alns_e2_carbon_ablation,280.0,180.0,3000,neutral,baselines/e2_alns/ev_heavy_findability_gate_policy_fix_probe_data/checkpoints/neutral/e2-threeshift-150c-01__alns_e2_carbon_ablation__seed1.json
e2-threeshift-150c-01,150,2,alns_e2_throughput,280.0,180.0,3000,neutral,baselines/e2_alns/ev_heavy_findability_gate_policy_fix_probe_data/checkpoints/neutral/e2-threeshift-150c-01__alns_e2_throughput__seed2.json
e2-threeshift-150c-01,150,2,alns_e2_carbon_ablation,280.0,180.0,3000,neutral,baselines/e2_alns/ev_heavy_findability_gate_policy_fix_probe_data/checkpoints/neutral/e2-threeshift-150c-01__alns_e2_carbon_ablation__seed2.json
