network,responsibility_condition,stream_seed,arm,stage_start_second,customer_id,customer_owner,eligible_asset_count,processed_customer_count,total_customer_count,status,reason
N322,historical_mixed,5,full,21600.0,N_S5_003,D1,13,0,175,HALT,greedy_customer_has_no_asset_placement
