instance_id,sample_role,seed,arm,budget,complete_candidate_evaluations_S,last_strict_improvement_evaluation_L,last_strict_improvement_fraction_L_over_S,starved_L_over_S_gt_0_5,wallclock_safety_triggered,elapsed_wall_seconds,elapsed_cpu_seconds,status
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,1,L100_control,56,56,19,0.3392857142857143,0,False,168.8105021250085,140.638987,PASS
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,2,L100_control,56,56,55,0.9821428571428571,1,False,166.35511058400152,138.419213,PASS
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,3,L100_control,56,56,55,0.9821428571428571,1,False,151.36466404201929,135.29596400000003,PASS
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,4,L100_control,56,56,47,0.8392857142857143,1,False,156.8830690839677,140.75645300000002,PASS
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,5,L100_control,56,56,37,0.6607142857142857,1,False,133.65564020804595,124.30877899999996,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,1,L100_control,56,56,27,0.48214285714285715,0,False,61.56841483403696,59.164595000000006,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,L100_control,56,56,55,0.9821428571428571,1,False,61.04682879202301,58.639248,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,L100_control,56,56,26,0.4642857142857143,0,False,61.9686890830053,59.430321,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,L100_control,56,56,55,0.9821428571428571,1,False,63.20943695900496,60.63565,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,L100_control,56,56,55,0.9821428571428571,1,False,66.52624495798955,62.049222,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,L100_control,56,56,55,0.9821428571428571,1,False,65.96819479204714,61.68185799999999,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,L100_control,56,56,31,0.5535714285714286,1,False,70.74340799998026,65.91665600000002,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,L100_control,56,56,55,0.9821428571428571,1,False,70.75724449998233,65.93363299999999,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,L100_control,56,56,47,0.8392857142857143,1,False,74.62185612495523,68.10732900000002,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,L100_control,56,56,26,0.4642857142857143,0,False,75.23453545896336,68.656329,PASS
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,1,NL90_mild,56,56,19,0.3392857142857143,0,False,170.0378186670132,141.47497900000002,PASS
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,2,NL90_mild,56,56,55,0.9821428571428571,1,False,167.40961924998555,139.40444200000002,PASS
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,3,NL90_mild,56,56,55,0.9821428571428571,1,False,151.05069429200375,135.07698800000003,PASS
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,4,NL90_mild,56,56,47,0.8392857142857143,1,False,156.75029799999902,140.76895000000002,PASS
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,5,NL90_mild,56,56,37,0.6607142857142857,1,False,134.2069952909951,124.98864700000001,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,1,NL90_mild,56,56,27,0.48214285714285715,0,False,61.835977041046135,59.422979,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,NL90_mild,56,56,55,0.9821428571428571,1,False,61.41284879203886,58.977251,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,NL90_mild,56,56,26,0.4642857142857143,0,False,62.2262899170164,59.66454,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,NL90_mild,56,56,55,0.9821428571428571,1,False,63.65602075000061,60.936699,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,NL90_mild,56,56,55,0.9821428571428571,1,False,66.89742912497604,62.41527900000001,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,NL90_mild,56,56,55,0.9821428571428571,1,False,66.94288983399747,62.35015200000001,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,NL90_mild,56,56,31,0.5535714285714286,1,False,71.21011124999495,66.39819800000001,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,NL90_mild,56,56,55,0.9821428571428571,1,False,70.11384437500965,65.58005299999999,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,NL90_mild,56,56,47,0.8392857142857143,1,False,74.74758533400018,68.22365899999997,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,NL90_mild,56,56,26,0.4642857142857143,0,False,74.85044187499443,68.36883,PASS
