task_id,instance_id,region,tier,seed,HGS-F_cost,HGS-F_cpu_seconds,HGS-E_cost,HGS-E_cpu_seconds,HGS-M_cost,HGS-M_cpu_seconds,MV-HGS-SP_cost,MV-HGS-SP_cpu_seconds,HGS-F_emissions_kg,HGS-E_emissions_kg,HGS-M_emissions_kg,MV-HGS-SP_emissions_kg,protected_stage_1_cost,improvement_over_protected_stage_1,best_current_single_view_cost,route_fusion_incremental_improvement,selected_source,base_source,stage_1_iterations_per_view,stage_2_iterations_per_view,total_iterations_per_view,search_complete_candidate_attempts,budget_padding_rechecks,budget_padding_reference_arm,complete_candidate_attempts,historical_population_snapshot_count,historical_population_candidate_references,historical_quality_selected_count,historical_diversity_selected_count,historical_selected_count,historical_capacity_exhausted_stage_count,historical_archive_selection_complete,base_route_pool_size,expanded_route_pool_size,base_mip_status,base_mip_incumbent_available,base_mip_objective,base_mip_dual_bound,base_mip_gap,expanded_mip_status,expanded_mip_incumbent_available,expanded_mip_objective,expanded_mip_dual_bound,expanded_mip_gap,mip_time_limit_seconds_per_stage,HGS-F_curve_points,HGS-F_strict_decreases,HGS-E_curve_points,HGS-E_strict_decreases,HGS-M_curve_points,HGS-M_strict_decreases,MV-HGS-SP_curve_points,MV-HGS-SP_strict_decreases,wallclock_safety_triggered,all_charging_on_registered_date,all_depot_charging_finishes_before_departure,all_depot_fleet_caps_respected,warm_route_types_preserved,history_archive_ledger_complete,all_independently_feasible,witness_sha256,trajectory_sha256,input_manifest_sha256,responsibility_map_sha256,status
D6-E2-STAGED__cn-cy-10c-01-V2-LOCATIONS__seed1,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,578.370724365676,21.17094854201423,561.6747307384467,21.676510208984837,560.9997483144829,22.008291208010633,560.9997483144829,64.94500500001595,45.14606675351621,41.35334959703107,40.87719489168091,40.87719489168091,560.9997483144829,0.0,560.9997483144829,0.0,protected_stage_1,stage_1_parent,5000,20000,25000,276,4,HGS-F,280,120,5073,80,60,140,1,True,24,24,OPTIMAL,True,560.999748314483,560.999748314483,0.0,OPTIMAL,True,560.999748314483,560.999748314483,0.0,30.0,2,1,2,1,2,1,4,3,False,True,True,True,True,True,True,651b3063b73b41941ce0d70bccaa122ec5b215996451eeee8d2d98cab96fea8f,1346574fac09e02605c62d7f45ed469521b54b75f353cb152ecd4bff26e18aa1,afa0f77a0bc01e2fee39ed52825fbc49dc17792567c775e2adc32a47d8344a18,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed1,cn-cy-100c-01-V2-LOCATIONS,cy,100,1,5285.201519052848,122.2470669580216,5175.207397764388,141.4740666669677,5176.793270565394,148.11228045803728,5175.207397764388,414.97704412500025,430.7372877216446,394.75122443607387,394.98374075960464,394.75122443607387,5175.458124198396,0.2507264340083566,5175.207397764388,0.0,two_stage_best_parent,stage_1_base_pool_mip,5000,20000,25000,280,0,HGS-F,280,120,5162,72,72,144,0,True,173,346,OPTIMAL,True,5175.458124198396,5175.458124198396,0.0,OPTIMAL,True,5175.207397764392,5175.207397764392,0.0,30.0,8,7,13,12,16,15,18,17,False,True,True,True,True,True,True,a4128c0fd29bae679961b7ea536848d8d6a4aaa81a03ab55f70e5a56dc34aa16,d44d3fc896571613454962e6f208f81cab43ca9cd522ca3ca1cbbfd85a609b78,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,PASS
D6-E2-STAGED__cn-cy-200c-01-V2-LOCATIONS__seed1,cn-cy-200c-01-V2-LOCATIONS,cy,200,1,9567.764571462794,238.65539233302115,9573.381053284034,307.26684641701286,9575.869949586462,326.79488045800827,9567.764571462794,910.1420945000136,821.1795768275958,821.8481418360078,822.5287429550782,821.1795768275958,9567.938463854334,0.1738923915399937,9567.764571462794,0.0,two_stage_best_parent,stage_1_parent,5000,20000,25000,280,0,HGS-F,280,120,5161,72,72,144,0,True,317,1010,OPTIMAL,True,9567.938463854334,9567.938463854334,0.0,LIMIT_WITH_INCUMBENT,True,9570.930857582634,9543.915946949875,0.0028226001247680355,30.0,17,16,32,31,21,20,17,16,False,True,True,True,True,True,True,c1ec2cb7014ff1d55c99e7b0fa0cd0d5fcbf6c427c6177d059bd2950162281e9,9d33db4bbd6f1242a10c27ec37a15edcc6a7d3320e4cc09cd05f4d354e6e9b52,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,4d72c39c4e355bd36d58906a542a0221d20f2ab037236c85c35fe092b4e60abe,PASS
