instance_id,arm,seed,requested_iterations,actual_iterations,runtime_seconds,initial_cost,best_cost,cost_change_pct,feasible,customers_served,customers_total,demand_served,demand_total,total_emissions_kg,used_cv,used_ev,mechanism_calls,mechanism_improvements,decoded_candidates,rejected_candidates
cn-jjj-50c-01-V2-LOCATIONS,ROUTE_ONLY,11,100,100,7.448023458011448,2675.9848226463887,2267.4671191562,-15.266069524497114,True,50,50,13264.0,13264.0,221.40913222730063,5,2,0,0,82,118
cn-jjj-50c-01-V2-LOCATIONS,FULL_PROBLEM_COMPONENTS,11,100,100,112.53210362500977,2675.9848226463887,2172.946570767111,-18.798247569349176,True,50,50,13264.0,13264.0,202.91804146903485,5,2,57,14,59,142
