task_id,instance_id,region,tier,seed,HGS-F_cost,HGS-F_cpu_seconds,HGS-E_cost,HGS-E_cpu_seconds,HGS-M_cost,HGS-M_cpu_seconds,MV-HGS-SP_cost,MV-HGS-SP_cpu_seconds,HGS-F_emissions_kg,HGS-E_emissions_kg,HGS-M_emissions_kg,MV-HGS-SP_emissions_kg,complete_candidate_attempts,wallclock_safety_triggered,all_charging_on_registered_date,all_depot_charging_finishes_before_departure,all_depot_fleet_caps_respected,mip_status,mip_status_class,mip_message,mip_incumbent_available,mip_objective,mip_dual_bound,mip_gap,mip_node_count,mip_time_limit_seconds,mip_optimality_proven,selected_source,witness_sha256,input_manifest_sha256,responsibility_map_sha256,status
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed1,cn-cy-100c-03-V2-LOCATIONS,cy,100,1,4848.9493719384445,32.416939916991396,4795.412777682567,35.983686916995794,4796.398681744391,37.11066233398742,4794.345946818103,106.77117225000984,423.12314156649916,402.171396756049,402.40939255277107,401.88443218872743,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,4794.345946818104,4794.345946818104,0.0,1,5.0,True,time_limited_mip_recombination,063fc34667d086fa9bec92bf1a2587e1938725d5d36d68dd074fa1b9152024ca,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,PASS
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed2,cn-cy-100c-03-V2-LOCATIONS,cy,100,2,4850.01620280291,30.352050500005134,4794.220004846885,37.97379016599734,4794.332203231027,37.52122962499561,4793.265372366562,107.05309112500981,423.4101061338207,402.1521851317107,402.4735963088247,402.1866317415031,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,4793.265372366562,4793.265372366562,0.0,1,5.0,True,time_limited_mip_recombination,743b49e9630e5faf269caea01fba9d352a4c8bf1fe2bfd72f0c8f2d84a311bf5,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,PASS
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed3,cn-cy-100c-03-V2-LOCATIONS,cy,100,3,4848.9493719384445,29.691464999996242,4794.332203231027,35.062672458007,4794.216481917615,36.25976479098608,4793.265372366562,102.87839966700994,423.12314156649916,402.4735963088247,402.1509480885235,402.1866317415031,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,4793.265372366562,4793.265372366563,0.0,1,5.0,True,time_limited_mip_recombination,75ef2cff920f0894f67da0768ddc8c9ee7d8d5ad942e738153fcb677c886910d,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,PASS
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed4,cn-cy-100c-03-V2-LOCATIONS,cy,100,4,4848.9493719384445,34.50426154100569,4794.332203231027,37.28869799998938,4795.412777682567,35.050142624997534,4793.265372366562,108.21778195799561,423.12314156649916,402.4735963088247,402.171396756049,402.1866317415031,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,4793.265372366562,4793.265372366562,0.0,1,5.0,True,time_limited_mip_recombination,f74dbeabebd6559653ef76039979c8da408f8d53ae5c5c85f66d2f09cac30776,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,PASS
D6-E2__cn-cy-100c-03-V2-LOCATIONS__seed5,cn-cy-100c-03-V2-LOCATIONS,cy,100,5,4848.9493719384445,33.11057362500287,4794.345946818103,38.56658695799706,4794.345946818103,36.68922791699879,4794.345946818103,109.92511104200094,423.12314156649916,401.88443218872743,401.88443218872743,401.88443218872743,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,4794.345946818104,4794.345946818104,0.0,1,5.0,True,best_exact_hgs_parent,f8689132ce9e40516fa057e7c4e96e5d6057c39d258b135eb65565c458fbf36b,af774e74f237207e091e4226c4e082c5d5288365a99fecbb6e5bcf1392152616,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,PASS
D6-E2__cn-cy-10c-01-V2-LOCATIONS__seed1,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,578.370724365676,5.757156167004723,561.6747307384467,5.781090874996153,560.9997483144829,6.019107625004835,560.9997483144829,17.59061012500024,45.14606675351621,41.35334959703107,40.87719489168091,40.87719489168091,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,560.999748314483,560.999748314483,0.0,0,5.0,True,best_exact_hgs_parent,651b3063b73b41941ce0d70bccaa122ec5b215996451eeee8d2d98cab96fea8f,afa0f77a0bc01e2fee39ed52825fbc49dc17792567c775e2adc32a47d8344a18,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-01-V2-LOCATIONS__seed2,cn-cy-10c-01-V2-LOCATIONS,cy,10,2,578.370724365676,5.636780582994106,561.6747307384467,5.7538480420043925,560.9997483144829,6.588032457992085,560.9997483144829,18.02290270900994,45.14606675351621,41.35334959703107,40.87719489168091,40.87719489168091,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,560.999748314483,560.999748314483,0.0,0,5.0,True,best_exact_hgs_parent,651b3063b73b41941ce0d70bccaa122ec5b215996451eeee8d2d98cab96fea8f,afa0f77a0bc01e2fee39ed52825fbc49dc17792567c775e2adc32a47d8344a18,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-01-V2-LOCATIONS__seed3,cn-cy-10c-01-V2-LOCATIONS,cy,10,3,578.370724365676,5.69745745799446,561.6747307384467,5.7568369999935385,560.9997483144829,6.66346591700858,560.9997483144829,18.15905187500175,45.14606675351621,41.35334959703107,40.87719489168091,40.87719489168091,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,560.999748314483,560.999748314483,0.0,0,5.0,True,best_exact_hgs_parent,6b623ab299a1ff87f2f33d25332970bfdf0340294aba0d7c0027178ca15c5e05,afa0f77a0bc01e2fee39ed52825fbc49dc17792567c775e2adc32a47d8344a18,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-01-V2-LOCATIONS__seed4,cn-cy-10c-01-V2-LOCATIONS,cy,10,4,578.370724365676,6.265964124992024,561.6747307384467,6.041551208007149,560.9997483144829,5.880314415990142,560.9997483144829,18.22059954100405,45.14606675351621,41.35334959703107,40.87719489168091,40.87719489168091,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,560.999748314483,560.999748314483,0.0,0,5.0,True,best_exact_hgs_parent,651b3063b73b41941ce0d70bccaa122ec5b215996451eeee8d2d98cab96fea8f,afa0f77a0bc01e2fee39ed52825fbc49dc17792567c775e2adc32a47d8344a18,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-01-V2-LOCATIONS__seed5,cn-cy-10c-01-V2-LOCATIONS,cy,10,5,578.370724365676,5.920032541005639,561.6747307384467,5.873787375006941,560.9997483144829,6.56627120799385,560.9997483144829,18.4012875000044,45.14606675351621,41.35334959703107,40.87719489168091,40.87719489168091,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,560.999748314483,560.999748314483,0.0,0,5.0,True,best_exact_hgs_parent,651b3063b73b41941ce0d70bccaa122ec5b215996451eeee8d2d98cab96fea8f,afa0f77a0bc01e2fee39ed52825fbc49dc17792567c775e2adc32a47d8344a18,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-02-V2-LOCATIONS__seed1,cn-cy-10c-02-V2-LOCATIONS,cy,10,1,647.2193703672735,5.927865542005748,647.2193703672735,5.931157958999393,647.2193703672735,6.365437082989956,647.2193703672735,18.248443875010707,60.333917548725715,60.333917548725715,60.333917548725715,60.333917548725715,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,647.2193703672738,647.2193703672738,0.0,1,5.0,True,best_exact_hgs_parent,73d2ccecfdebb6c7af142463d357adb0fc028ebc4419e1725c53687da24b2595,a3e062f109a757759b05d08521a92bb4e79f76d24cce1d975075f50e62c085d0,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-02-V2-LOCATIONS__seed2,cn-cy-10c-02-V2-LOCATIONS,cy,10,2,647.2193703672735,6.426073707989417,647.2193703672735,5.645296083006542,647.2193703672735,6.2643010830070125,647.2193703672735,18.3572605419904,60.333917548725715,60.333917548725715,60.333917548725715,60.333917548725715,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,647.2193703672738,647.2193703672738,0.0,1,5.0,True,best_exact_hgs_parent,72154df7bbbb8c2a5c8625c2559456d4ea981d2ed84b4391197b4fa697ceaa2e,a3e062f109a757759b05d08521a92bb4e79f76d24cce1d975075f50e62c085d0,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-02-V2-LOCATIONS__seed3,cn-cy-10c-02-V2-LOCATIONS,cy,10,3,647.2193703672735,5.717656749999151,647.2193703672735,6.235258083004737,647.2193703672735,5.7344163749949075,647.2193703672735,17.719484250003006,60.333917548725715,60.333917548725715,60.333917548725715,60.333917548725715,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,647.2193703672738,647.2193703672738,0.0,1,5.0,True,best_exact_hgs_parent,72154df7bbbb8c2a5c8625c2559456d4ea981d2ed84b4391197b4fa697ceaa2e,a3e062f109a757759b05d08521a92bb4e79f76d24cce1d975075f50e62c085d0,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-02-V2-LOCATIONS__seed4,cn-cy-10c-02-V2-LOCATIONS,cy,10,4,647.2193703672735,5.815086290996987,647.2193703672735,6.328866250012652,647.2193703672735,5.938140792000922,647.2193703672735,18.115375334004057,60.333917548725715,60.333917548725715,60.333917548725715,60.333917548725715,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,647.2193703672738,647.2193703672738,0.0,1,5.0,True,best_exact_hgs_parent,73d2ccecfdebb6c7af142463d357adb0fc028ebc4419e1725c53687da24b2595,a3e062f109a757759b05d08521a92bb4e79f76d24cce1d975075f50e62c085d0,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-02-V2-LOCATIONS__seed5,cn-cy-10c-02-V2-LOCATIONS,cy,10,5,647.2193703672735,5.96109958300076,647.2193703672735,5.980833499997971,647.2193703672735,6.165534875006415,647.2193703672735,18.130556457996136,60.333917548725715,60.333917548725715,60.333917548725715,60.333917548725715,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,647.2193703672738,647.2193703672738,0.0,1,5.0,True,best_exact_hgs_parent,73d2ccecfdebb6c7af142463d357adb0fc028ebc4419e1725c53687da24b2595,a3e062f109a757759b05d08521a92bb4e79f76d24cce1d975075f50e62c085d0,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-03-V2-LOCATIONS__seed1,cn-cy-10c-03-V2-LOCATIONS,cy,10,1,672.3824651586395,5.360950375004904,672.3824651586395,5.71198400000867,672.3824651586395,5.66097870800877,672.3824651586395,16.763876166005502,65.36386778333312,65.36386778333312,65.36386778333312,65.36386778333312,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,672.3824651586395,672.3824651586395,0.0,0,5.0,True,best_exact_hgs_parent,02baf1ef06601f5c9abd9748a4527fa195c76657c6d987b4f18fa1848517e7c2,9e85479ad70cae26abafd3b55a19f18680f482a24c22db0f3d450c8d1b67016f,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-03-V2-LOCATIONS__seed2,cn-cy-10c-03-V2-LOCATIONS,cy,10,2,672.3824651586395,5.252255540995975,672.3824651586395,5.651912000001175,672.3824651586395,5.61987708300876,672.3824651586395,16.559292624995578,65.36386778333312,65.36386778333312,65.36386778333312,65.36386778333312,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,672.3824651586395,672.3824651586395,0.0,0,5.0,True,best_exact_hgs_parent,616613bf2e78698b0b7bb5312a5e712100c6216df9f3d931110b4837972d4741,9e85479ad70cae26abafd3b55a19f18680f482a24c22db0f3d450c8d1b67016f,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-03-V2-LOCATIONS__seed3,cn-cy-10c-03-V2-LOCATIONS,cy,10,3,672.3824651586395,6.097056917002192,672.3824651586395,5.4565138750040205,672.3824651586395,6.176764624993666,672.3824651586395,17.759585874999175,65.36386778333312,65.36386778333312,65.36386778333312,65.36386778333312,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,672.3824651586395,672.3824651586395,0.0,0,5.0,True,best_exact_hgs_parent,616613bf2e78698b0b7bb5312a5e712100c6216df9f3d931110b4837972d4741,9e85479ad70cae26abafd3b55a19f18680f482a24c22db0f3d450c8d1b67016f,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-03-V2-LOCATIONS__seed4,cn-cy-10c-03-V2-LOCATIONS,cy,10,4,672.3824651586395,6.296172457994544,672.3824651586395,5.569646457995987,672.3824651586395,6.229331250011455,672.3824651586395,18.128962499991758,65.36386778333312,65.36386778333312,65.36386778333312,65.36386778333312,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,672.3824651586395,672.3824651586395,0.0,0,5.0,True,best_exact_hgs_parent,616613bf2e78698b0b7bb5312a5e712100c6216df9f3d931110b4837972d4741,9e85479ad70cae26abafd3b55a19f18680f482a24c22db0f3d450c8d1b67016f,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-03-V2-LOCATIONS__seed5,cn-cy-10c-03-V2-LOCATIONS,cy,10,5,672.3824651586395,5.986974249986815,672.3824651586395,5.471238749989425,672.3824651586395,6.141140249994351,672.3824651586395,17.62394899998617,65.36386778333312,65.36386778333312,65.36386778333312,65.36386778333312,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,672.3824651586395,672.3824651586395,0.0,0,5.0,True,best_exact_hgs_parent,616613bf2e78698b0b7bb5312a5e712100c6216df9f3d931110b4837972d4741,9e85479ad70cae26abafd3b55a19f18680f482a24c22db0f3d450c8d1b67016f,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-150c-01-V2-LOCATIONS__seed1,cn-cy-150c-01-V2-LOCATIONS,cy,150,1,7410.763946137751,52.67873908299953,7367.979896406133,63.07568695799273,7382.8546740811,63.12974775000475,7359.422252470205,182.0154432499985,620.5641906124292,602.4170311660085,604.9477149585306,600.2470808250791,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,7359.422252470206,7359.422252470206,0.0,1,5.0,True,time_limited_mip_recombination,94d4c88b788b00b704da20fba08c8a60ec1890bd19daf0256c6e8e1f6621fb0f,237326a4bb19874572756fe341a4cb0d2886d7593b25856f9a1d13ab8933d5a3,2e58d04148bf8a2d51d180b54db8bc84098014c7cf56f1a5710739d748873a76,PASS
D6-E2__cn-cy-150c-01-V2-LOCATIONS__seed2,cn-cy-150c-01-V2-LOCATIONS,cy,150,2,7446.485570227615,48.09944049999467,7368.089738190217,64.8113249589951,7376.3528310172305,66.10652808299346,7360.942385566824,181.79193870798917,635.1253409182241,602.521257224672,604.9181685624334,601.2746726534972,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,7360.942385566824,7360.942385566824,0.0,1,5.0,True,time_limited_mip_recombination,2e1f850fceb10d26541d108fb38cd5f6fe90d4512d692303e0762813359a6ca2,237326a4bb19874572756fe341a4cb0d2886d7593b25856f9a1d13ab8933d5a3,2e58d04148bf8a2d51d180b54db8bc84098014c7cf56f1a5710739d748873a76,PASS
D6-E2__cn-cy-150c-01-V2-LOCATIONS__seed3,cn-cy-150c-01-V2-LOCATIONS,cy,150,3,7407.993760273571,54.60775020800065,7376.809670984561,62.499416082995594,7377.789873517043,66.07083870800852,7363.391951181358,186.11744916699536,618.9171673184399,605.1978915300863,604.6911127729085,601.8597297609714,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,7363.391951181359,7363.391951181359,0.0,1,5.0,True,time_limited_mip_recombination,96d85ba95d431984461d5cd404dd2e078ab859e003ebe3c4ff685cf79b67a7c9,237326a4bb19874572756fe341a4cb0d2886d7593b25856f9a1d13ab8933d5a3,2e58d04148bf8a2d51d180b54db8bc84098014c7cf56f1a5710739d748873a76,PASS
D6-E2__cn-cy-150c-01-V2-LOCATIONS__seed4,cn-cy-150c-01-V2-LOCATIONS,cy,150,4,7414.529508156407,52.97601141700579,7390.056120508166,67.31069020900759,7373.4666909782045,65.57308624999132,7368.494233489633,188.68251916700683,622.3209147753252,606.940259891164,602.9372460900579,601.9583276903512,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,7368.494233489633,7368.494233489633,0.0,1,5.0,True,time_limited_mip_recombination,622547ef509e1a4dc37b8eb87ec98eba3cbf1922aa8fea4db8506e94fafac8b2,237326a4bb19874572756fe341a4cb0d2886d7593b25856f9a1d13ab8933d5a3,2e58d04148bf8a2d51d180b54db8bc84098014c7cf56f1a5710739d748873a76,PASS
D6-E2__cn-cy-150c-01-V2-LOCATIONS__seed5,cn-cy-150c-01-V2-LOCATIONS,cy,150,5,7455.618562096085,51.44795095799782,7366.14646997125,63.19078404198808,7398.589642755355,67.61047904199222,7363.651177946708,185.64645999998902,637.2938540658799,603.1885577725044,608.6978125745468,601.4902112462116,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,7363.651177946709,7363.651177946709,0.0,1,5.0,True,time_limited_mip_recombination,e2d167ceda588b866587a684ce777bc37991f390c640bf1fde5380969b498812,237326a4bb19874572756fe341a4cb0d2886d7593b25856f9a1d13ab8933d5a3,2e58d04148bf8a2d51d180b54db8bc84098014c7cf56f1a5710739d748873a76,PASS
