status,detail,instance_id,seed,arm,customer_count,initial_solution_signature,initial_objective,best_solution_signature,best_objective,replay_objective,replay_total_emissions_kg,direct_violation_count,exact_violation_count,complete_evaluation_budget,complete_evaluations_consumed,feasible_evaluations,infeasible_evaluations,duplicate_evaluations,hgs_iterations,rr_trace_iterations,elapsed_seconds,peak_rss_mb,stop_reason,wallclock_safety_triggered,lineage_transfer_count,cooperative_gain_evidence_count
PASS,,cn-cy-150c-03-V2-LOCATIONS,1,AB_COOP_HGS_RR,150,905f2d1e4caa3957a3155cd30108b2cb07cb3992b967a0db47b3e12bed20645d,8886.621089737959,c0597c49432b42af80d0d95e482c95b661175e14845af7e0aad2e6bfe5ed308a,7418.531107995391,7418.531107995391,609.5356632749251,0,0,80,80,78,2,8,45000,14,362.666979792004,97.515625,PASS_GENUINE_BIDIRECTIONAL_COOPERATION,False,4,0
PASS,,cn-cy-150c-03-V2-LOCATIONS,1,A_HGS,150,905f2d1e4caa3957a3155cd30108b2cb07cb3992b967a0db47b3e12bed20645d,8886.621089737959,f85864b1122edb9c982043b7e0b7f4b91ef351400556090c36494d5dd547b027,7485.462937716153,7485.462937716153,622.1816940868716,0,0,80,80,80,0,0,75000,0,591.1877923750144,96.203125,COMPLETE_EVALUATION_BUDGET,False,0,0
PASS,,cn-cy-150c-03-V2-LOCATIONS,1,B_RR,150,905f2d1e4caa3957a3155cd30108b2cb07cb3992b967a0db47b3e12bed20645d,8886.621089737959,905f2d1e4caa3957a3155cd30108b2cb07cb3992b967a0db47b3e12bed20645d,8886.621089737959,8886.621089737959,870.9766346411014,0,0,80,80,73,7,15,0,37,1.1877092919894494,86.25,COMPLETE_EVALUATION_BUDGET,False,0,0
PASS,,cn-jjj-25c-02-V2-LOCATIONS,1,AB_COOP_HGS_RR,25,ade1195dd81baba63b8787a20d78607dd8b7bc740ca948ed25047f42c8239938,1641.3275017740052,3308112f89210b23924a9646589a077a731014dfb560bbc86505c0e9ec173009,1426.643032749301,1426.643032749301,130.20831188552341,0,0,80,80,75,5,43,45000,22,76.30615562500316,73.65625,PASS_GENUINE_BIDIRECTIONAL_COOPERATION,False,3,0
PASS,,cn-jjj-25c-02-V2-LOCATIONS,1,A_HGS,25,ade1195dd81baba63b8787a20d78607dd8b7bc740ca948ed25047f42c8239938,1641.3275017740052,3308112f89210b23924a9646589a077a731014dfb560bbc86505c0e9ec173009,1426.643032749301,1426.643032749301,130.20831188552341,0,0,80,80,80,0,55,75000,0,119.97309641697211,74.453125,COMPLETE_EVALUATION_BUDGET,False,0,0
PASS,,cn-jjj-25c-02-V2-LOCATIONS,1,B_RR,25,ade1195dd81baba63b8787a20d78607dd8b7bc740ca948ed25047f42c8239938,1641.3275017740052,5ee760e929e26ecec84ab234ef163e27a7fa4258b45d6d0166c903e0b985ca9f,1581.7500293767298,1581.7500293767298,151.97141026262335,0,0,80,80,51,29,46,0,61,0.29896966699743643,73.8125,COMPLETE_EVALUATION_BUDGET,False,0,0
PASS,,cn-prd-100c-03-V2-LOCATIONS,1,AB_COOP_HGS_RR,100,2155cc2d13c3420429eb0a1ecd22906fa3b466cea0d514a1f8c16dd8d0f8ea99,5304.280211048351,3b4a2b33a9905988f49895df5323ea10c52605af10b269f3559d2348489d136b,4616.183683334074,4616.183683334074,380.31073904645103,0,0,80,80,78,2,39,45000,12,208.1086289169907,77.453125,PASS_GENUINE_BIDIRECTIONAL_COOPERATION,False,3,0
PASS,,cn-prd-100c-03-V2-LOCATIONS,1,A_HGS,100,2155cc2d13c3420429eb0a1ecd22906fa3b466cea0d514a1f8c16dd8d0f8ea99,5304.280211048351,3b4a2b33a9905988f49895df5323ea10c52605af10b269f3559d2348489d136b,4616.183683334074,4616.183683334074,380.31073904645103,0,0,80,80,80,0,58,75000,0,322.95836024999153,78.640625,COMPLETE_EVALUATION_BUDGET,False,0,0
PASS,,cn-prd-100c-03-V2-LOCATIONS,1,B_RR,100,2155cc2d13c3420429eb0a1ecd22906fa3b466cea0d514a1f8c16dd8d0f8ea99,5304.280211048351,2f6d07419aa5eda97ed3354895d008d13097593d0f3db3a13158748869e0f5da,5242.724250972025,5242.724250972025,469.2512823942773,0,0,80,80,74,6,12,0,37,1.1813555000117049,78.3125,COMPLETE_EVALUATION_BUDGET,False,0,0
