#{"t_start": 1781772232.67264, "env_id": "None"}
r,l,t,actual_evals,candidate_scores,repair_delta_count,best_obj,violation_count
240.0972,256,91.124976,256,256,212191,3678.0711147913917,0
244.40198,256,91.127537,256,256,204358,3863.025078308866,0
241.85043,256,91.127555,256,256,172838,3899.7753457101044,0
232.24713,256,91.127564,256,256,211396,3810.9657093884944,0
229.6387,256,91.127573,256,256,191751,3745.7924420871495,0
207.03699,256,91.127581,256,256,209102,3861.8395087240765,0
179.11362,256,91.127588,256,256,212088,3759.6353693762035,0
257.1355,256,91.127593,256,256,196745,3754.797923762776,0
