instance_id,sample_role,seed,state_I,state_U,system_cost_I_cny,system_cost_U_cny,system_saving_delta_cny,profit_I_D_guangzhou_cny,profit_U_D_guangzhou_cny,profit_change_U_vs_I_D_guangzhou_cny,profit_I_D_shenzhen_cny,profit_U_D_shenzhen_cny,profit_change_U_vs_I_D_shenzhen_cny,damaged_member_A,paying_member_B,transfer_direction,core_transfer_lower_cny,core_transfer_upper_cny,core_interval_nonempty,shapley_transfer_B_to_A_cny,shapley_reference_settled_profit_D_guangzhou_cny,shapley_reference_settled_profit_D_shenzhen_cny,shapley_reference_net_gain_vs_I_D_guangzhou_cny,shapley_reference_net_gain_vs_I_D_shenzhen_cny,delta_member_profit_closure_residual_cny,budget_balance_residual_cny,profit_conservation_residual_cny,participation_feasible_with_transfer,infeasibility_reason,source_status_I,source_status_U,source_solution_sha256_I,source_solution_sha256_U,search_reruns
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,1,I,U,2341.446789956353,2289.318598837748,52.128191118605,6917.233079222592,6051.035457687183,-866.197621535409,9075.820130821055,9994.145943475069,918.325812654014,D_guangzhou,D_shenzhen,D_shenzhen_TO_D_guangzhou,866.197621535409,918.325812654014,true,892.261717094712,6943.297174781894,9101.884226380358,26.064095559302,26.064095559302,0.000000000000,0.000000000000,0.000000000000,true,,PASS_REUSED_SEALED_E3_ZONE,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,159dc8289888437ac1e1e3e7264d06641d933941b307ca488ee526e0dacf3985,0
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,I,U,2341.446789956353,2288.011934963607,53.434854992746,6917.233079222592,5950.233747267041,-966.999331955551,9075.820130821055,10096.254317769351,1020.434186948296,D_guangzhou,D_shenzhen,D_shenzhen_TO_D_guangzhou,966.999331955551,1020.434186948296,true,993.716759451924,6943.950506718965,9102.537558317427,26.717427496373,26.717427496372,0.000000000001,0.000000000000,0.000000000000,true,,PASS_REUSED_SEALED_E3_ZONE,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,e95ab508d344fd37d7dd5f07fc8582764d99812a0b7fc7057c622380fa545a1f,5b31423d4edeb8568a6e6485df9bcdabcd375fe444feabbd8f363f652091d0df,0
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,I,U,2341.446789956353,2288.011934963607,53.434854992746,6917.233079222592,5950.233747267041,-966.999331955551,9075.820130821055,10096.254317769351,1020.434186948296,D_guangzhou,D_shenzhen,D_shenzhen_TO_D_guangzhou,966.999331955551,1020.434186948296,true,993.716759451924,6943.950506718965,9102.537558317427,26.717427496373,26.717427496372,0.000000000001,0.000000000000,0.000000000000,true,,PASS_REUSED_SEALED_E3_ZONE,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,5b31423d4edeb8568a6e6485df9bcdabcd375fe444feabbd8f363f652091d0df,0
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,I,U,2341.446789956353,2288.011934963607,53.434854992746,6917.233079222592,5950.233747267041,-966.999331955551,9075.820130821055,10096.254317769351,1020.434186948296,D_guangzhou,D_shenzhen,D_shenzhen_TO_D_guangzhou,966.999331955551,1020.434186948296,true,993.716759451924,6943.950506718965,9102.537558317427,26.717427496373,26.717427496372,0.000000000001,0.000000000000,0.000000000000,true,,PASS_REUSED_SEALED_E3_ZONE,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,8d22c7d6dcdee06c2b780447228695e5482a4f936515cc8f963485a60026515a,0
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,I,U,2341.446789956353,2288.888404443811,52.558385512542,6917.233079222592,5950.233747267041,-966.999331955551,9075.820130821055,10095.377848289148,1019.557717468093,D_guangzhou,D_shenzhen,D_shenzhen_TO_D_guangzhou,966.999331955551,1019.557717468093,true,993.278524711822,6943.512271978863,9102.099323577326,26.279192756271,26.279192756271,0.000000000000,0.000000000000,0.000000000000,true,,PASS_REUSED_SEALED_E3_ZONE,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,49dc7da8c1bf85e68c38e8cbdef42893daaf56f6ca10fbcfca301a0c369451e9,0
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,I,U,2341.446789956353,2288.022828139054,53.423961817299,6917.233079222592,6768.716453619469,-148.516625603123,9075.820130821055,9277.760718241478,201.940587420423,D_guangzhou,D_shenzhen,D_shenzhen_TO_D_guangzhou,148.516625603123,201.940587420423,true,175.228606511773,6943.945060131242,9102.532111729705,26.711980908650,26.711980908650,-0.000000000001,0.000000000000,0.000000000000,true,,PASS_REUSED_SEALED_E3_ZONE,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,a016adc55ca2a042edcb391f86d9e3dc4ad6c18ec3ec0e9e155ab578b984f695,0
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,I,U,2341.446789956353,2288.011934963607,53.434854992746,6917.233079222592,5950.233747267041,-966.999331955551,9075.820130821055,10096.254317769351,1020.434186948296,D_guangzhou,D_shenzhen,D_shenzhen_TO_D_guangzhou,966.999331955551,1020.434186948296,true,993.716759451924,6943.950506718965,9102.537558317427,26.717427496373,26.717427496372,0.000000000001,0.000000000000,0.000000000000,true,,PASS_REUSED_SEALED_E3_ZONE,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,8d22c7d6dcdee06c2b780447228695e5482a4f936515cc8f963485a60026515a,0
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,I,U,2341.446789956353,2288.011934963607,53.434854992746,6917.233079222592,5950.233747267041,-966.999331955551,9075.820130821055,10096.254317769351,1020.434186948296,D_guangzhou,D_shenzhen,D_shenzhen_TO_D_guangzhou,966.999331955551,1020.434186948296,true,993.716759451924,6943.950506718965,9102.537558317427,26.717427496373,26.717427496372,0.000000000001,0.000000000000,0.000000000000,true,,PASS_REUSED_SEALED_E3_ZONE,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,8d22c7d6dcdee06c2b780447228695e5482a4f936515cc8f963485a60026515a,0
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,I,U,2341.446789956353,2288.011934963607,53.434854992746,6917.233079222592,5950.233747267041,-966.999331955551,9075.820130821055,10096.254317769351,1020.434186948296,D_guangzhou,D_shenzhen,D_shenzhen_TO_D_guangzhou,966.999331955551,1020.434186948296,true,993.716759451924,6943.950506718965,9102.537558317427,26.717427496373,26.717427496372,0.000000000001,0.000000000000,0.000000000000,true,,PASS_REUSED_SEALED_E3_ZONE,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,97331f7596a2cdb3469b2a30709ddc7d43231be4e43d4de69f9ef774234672e4,0
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,I,U,2341.446789956353,2288.011934963607,53.434854992746,6917.233079222592,5950.233747267041,-966.999331955551,9075.820130821055,10096.254317769351,1020.434186948296,D_guangzhou,D_shenzhen,D_shenzhen_TO_D_guangzhou,966.999331955551,1020.434186948296,true,993.716759451924,6943.950506718965,9102.537558317427,26.717427496373,26.717427496372,0.000000000001,0.000000000000,0.000000000000,true,,PASS_REUSED_SEALED_E3_ZONE,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,0180b673c55b3afabfeacecb245ccb42b869169b24cea43ba1b28e637f14abd3,0
