instance_id,sample_role,seed,state_I,state_U,system_cost_I_cny,system_cost_U_cny,system_saving_delta_cny,profit_I_D_guangzhou_cny,profit_U_D_guangzhou_cny,profit_change_U_vs_I_D_guangzhou_cny,profit_I_D_shenzhen_cny,profit_U_D_shenzhen_cny,profit_change_U_vs_I_D_shenzhen_cny,damaged_member_A,paying_member_B,transfer_direction,core_transfer_lower_cny,core_transfer_upper_cny,core_interval_nonempty,shapley_transfer_B_to_A_cny,shapley_reference_settled_profit_D_guangzhou_cny,shapley_reference_settled_profit_D_shenzhen_cny,shapley_reference_net_gain_vs_I_D_guangzhou_cny,shapley_reference_net_gain_vs_I_D_shenzhen_cny,delta_member_profit_closure_residual_cny,budget_balance_residual_cny,profit_conservation_residual_cny,participation_feasible_with_transfer,infeasibility_reason,source_status_I,source_status_U,source_solution_sha256_I,source_solution_sha256_U,search_reruns
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,1,I,U,4739.027502132682,4693.673432887224,45.354069245458,16215.702368149472,15355.402384732348,-860.299983417124,21031.770129717846,21937.424182380426,905.654052662580,D_guangzhou,D_shenzhen,D_shenzhen_TO_D_guangzhou,860.299983417124,905.654052662580,true,882.977018039853,16238.379402772201,21054.447164340573,22.677034622729,22.677034622727,0.000000000002,0.000000000000,0.000000000000,true,,PASS_REUSED_SEALED_E3_ZONE,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,38db8137c0268ce7750717b87394574afab2528f15b4af209ee0000b6f502e82,03a4a55674030f530f647b423ad0c1a754052ba8776f4bdc29f8a9515b0279c8,0
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,2,I,U,4739.258936162315,4699.033142717445,40.225793444870,16215.702368149472,15551.606271593722,-664.096096555750,21031.538695688214,21735.860585688830,704.321890000616,D_guangzhou,D_shenzhen,D_shenzhen_TO_D_guangzhou,664.096096555750,704.321890000616,true,684.208993278185,16235.815264871907,21051.651592410645,20.112896722435,20.112896722431,0.000000000004,0.000000000000,0.000000000000,true,,PASS_REUSED_SEALED_E3_ZONE,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,1693702a7939ff1f7e7fd9a0368624cad12d9eef740a1784f43b13107365c0e9,a2e052b4c5f9933cc80c641c92587236a18be540420a82de4cd9ac0e98ac57d2,0
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,3,I,U,4739.882537462597,4692.922895163610,46.959642298986,16215.190195115074,15544.269409000963,-670.920786114111,21031.427267422330,21749.307695835430,717.880428413100,D_guangzhou,D_shenzhen,D_shenzhen_TO_D_guangzhou,670.920786114111,717.880428413100,true,694.400607263604,16238.670016264567,21054.907088571826,23.479821149493,23.479821149496,-0.000000000002,0.000000000000,0.000000000000,true,,PASS_REUSED_SEALED_E3_ZONE,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,e5678186fd3ce3193e3b6ea47670ca6a37802364d695e1506bcbd34ea69f73c8,ea8463f35b2b3f54095fbb7b3ae55052cd6edc0afb87b4b4b0a417cf9c721527,0
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,4,I,U,4739.956328619760,4741.091706036299,-1.135377416539,16215.702368149472,16215.702368149472,0.000000000000,21030.841303230770,21029.705925814230,-1.135377416540,D_shenzhen,D_guangzhou,D_guangzhou_TO_D_shenzhen,1.135377416540,0.000000000000,false,0.567688708270,16215.134679441202,21030.273614522500,-0.567688708270,-0.567688708270,0.000000000001,0.000000000000,0.000000000000,false,NEGATIVE_SYSTEM_SAVING_EMPTY_CORE_NO_BUDGET_BALANCED_PARTICIPATION_SOLUTION,PASS_REUSED_SEALED_E3_ZONE,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,05c93c65e0b946daf18d9235648985edbb83e38c1842c8c467f1e2646b4fae35,739351dece62fa8303cfc587edd8b3c0787655209d96dc67e70eaf9470a36095,0
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,5,I,U,4740.019957717126,4710.635724956914,29.384232760212,16216.186515444540,17142.884522789194,926.698007344654,21030.293526838333,20132.979752253890,-897.313774584443,D_shenzhen,D_guangzhou,D_guangzhou_TO_D_shenzhen,897.313774584443,926.698007344654,true,912.005890964549,16230.878631824645,21044.985643218439,14.692116380105,14.692116380106,0.000000000001,0.000000000000,0.000000000000,true,,PASS_REUSED_SEALED_E3_ZONE,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,15620fd6749f6033b5123617bf185bea5ca6d9217d268cb6c94123a38a9d869e,1396f181c1288680632430d9821a3bd1ea6d9bf7d399f076139f6a102ed24659,0
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,6,I,U,4741.014925281403,4696.591688616318,44.423236665085,16214.674046589449,15552.542947802056,-662.131098787393,21030.811028129150,21737.365363581626,706.554335452476,D_guangzhou,D_shenzhen,D_shenzhen_TO_D_guangzhou,662.131098787393,706.554335452476,true,684.342717119936,16236.885664921992,21053.022646461690,22.211618332542,22.211618332540,0.000000000002,0.000000000000,0.000000000000,true,,PASS_REUSED_SEALED_E3_ZONE,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,8b8f3178880b9d7cc6ce02eb831dbb0408b1b8a798ed1710aa58d83432fa207f,67eff6c47fbc774740ccacaa2fc5edd0e81fbca5193ffb89ad88b9c68a4d9145,0
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,7,I,U,4739.791127781742,4699.834435688238,39.956692093504,16215.190195115074,15242.048482881155,-973.141712233919,21031.518677103184,22044.617081430606,1013.098404327422,D_guangzhou,D_shenzhen,D_shenzhen_TO_D_guangzhou,973.141712233919,1013.098404327422,true,993.120058280671,16235.168541161826,21051.497023149935,19.978346046752,19.978346046751,0.000000000001,0.000000000000,0.000000000000,true,,PASS_REUSED_SEALED_E3_ZONE,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,d5c2fb570f9bed0e22908f9d87d34d65c77bc41cef5320a28a3a0f8940d150a3,a62922c5664a712925afbbbd5f144d4a07f42f93afc524d4c38606a432b0d1e4,0
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,8,I,U,4738.978549480866,4698.540433212127,40.438116268739,16216.186515444540,15456.849207012126,-759.337308432414,21031.334935074596,21831.110359775746,799.775424701150,D_guangzhou,D_shenzhen,D_shenzhen_TO_D_guangzhou,759.337308432414,799.775424701150,true,779.556366566784,16236.405573578910,21051.553993208962,20.219058134370,20.219058134366,0.000000000003,0.000000000000,0.000000000000,true,,PASS_REUSED_SEALED_E3_ZONE,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,3f4613f6fd7f67fd9fe34eec18121a697570b112a7a048bf70687a7cb57a6a9a,b46e67a3adb10fb96a51839333ca4545a4a0c230127b5f21166035f3f3de9b67,0
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,9,I,U,4738.774788867248,4696.195276193338,42.579512673910,16216.186515444540,15355.402384732348,-860.784130712192,21031.538695688214,21934.902339074313,903.363643386099,D_guangzhou,D_shenzhen,D_shenzhen_TO_D_guangzhou,860.784130712192,903.363643386099,true,882.073887049147,16237.476271781495,21052.828452025166,21.289756336955,21.289756336952,0.000000000002,0.000000000000,0.000000000000,true,,PASS_REUSED_SEALED_E3_ZONE,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,475b56bd3263ba701f1a39b0d1b68c808e8b1ed7448b9ef1b5e7fd81b4104492,fdbed0550f0e34c8ecfc6487b7925f23563a588299ccb38a4ad25d5e21996183,0
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,10,I,U,4740.209563733535,4739.880513734355,0.329049999180,16216.186515444540,16215.702368149472,-0.484147295068,21030.103920821926,21030.917118116173,0.813197294247,D_guangzhou,D_shenzhen,D_shenzhen_TO_D_guangzhou,0.484147295068,0.813197294247,true,0.648672294658,16216.351040444130,21030.268445821515,0.164524999590,0.164524999589,0.000000000001,0.000000000000,0.000000000000,true,,PASS_REUSED_SEALED_E3_ZONE,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,c8e7df3cbd42cf3c1b15df9d314f14bc80e95427b0f0a94efe5adba160eb5218,4918a2e13644b7c747fb1488506ae67ef07a09cfcd4d759604348db6563c1c2a,0
