instance,seed,budget,algorithm,cost,recomputed_cost,cost_match,evaluations,budget_exact,elapsed_seconds,route_count,feasible,mechanism_activity
L-main-multidepot-25c-01,1,100,pure_alns,662.6150117111985,662.6150117111985,True,100,True,1.540726708015427,4,True,"{""alns_actual_moves"": 0}"
L-main-multidepot-25c-01,1,100,pure_hgs_style_outer,695.9676106780545,695.9676106780545,True,100,True,0.12120012502418831,3,True,"{""diversity_rejections"": 18, ""improvements"": 7, ""order_mutations"": 57, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-multidepot-25c-01,1,100,mechanism_hgs_alns_skeleton,625.3895804695559,625.3895804695559,True,100,True,1.0200414580176584,3,True,"{""alns_actual_moves"": 0, ""diversity_rejections"": 0, ""educated_basins"": 2, ""improvements"": 1, ""inner_budget"": 99, ""order_mutations"": 1, ""ordered_crossovers"": 0, ""outer_budget"": 1, ""outer_candidates"": 1}"
L-main-multidepot-25c-01,2,100,pure_alns,658.49749211235,658.49749211235,True,100,True,1.2157793329679407,4,True,"{""alns_actual_moves"": 0}"
L-main-multidepot-25c-01,2,100,pure_hgs_style_outer,703.5849723146455,703.5849723146455,True,100,True,0.07183658296708018,3,True,"{""diversity_rejections"": 20, ""improvements"": 4, ""order_mutations"": 54, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-multidepot-25c-01,2,100,mechanism_hgs_alns_skeleton,646.3837006499514,646.3837006499514,True,100,True,0.6458242920343764,3,True,"{""alns_actual_moves"": 0, ""diversity_rejections"": 0, ""educated_basins"": 2, ""improvements"": 1, ""inner_budget"": 99, ""order_mutations"": 1, ""ordered_crossovers"": 0, ""outer_budget"": 1, ""outer_candidates"": 1}"
L-main-multidepot-25c-01,3,100,pure_alns,638.0338351806475,638.0338351806475,True,100,True,0.7998649170040153,3,True,"{""alns_actual_moves"": 0}"
L-main-multidepot-25c-01,3,100,pure_hgs_style_outer,701.6272315210408,701.6272315210408,True,100,True,0.06974016595631838,3,True,"{""diversity_rejections"": 24, ""improvements"": 5, ""order_mutations"": 57, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-multidepot-25c-01,3,100,mechanism_hgs_alns_skeleton,620.6589572131012,620.6589572131012,True,100,True,0.502999207994435,3,True,"{""alns_actual_moves"": 0, ""diversity_rejections"": 0, ""educated_basins"": 2, ""improvements"": 1, ""inner_budget"": 99, ""order_mutations"": 1, ""ordered_crossovers"": 0, ""outer_budget"": 1, ""outer_candidates"": 1}"
L-main-vanilla-25c-01,1,100,pure_alns,660.4015913899857,660.4015913899857,True,100,True,0.5358828330063261,3,True,"{""alns_actual_moves"": 0}"
L-main-vanilla-25c-01,1,100,pure_hgs_style_outer,812.761045608199,812.761045608199,True,100,True,0.07251604198245332,3,True,"{""diversity_rejections"": 17, ""improvements"": 6, ""order_mutations"": 58, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
