instance_id,arm,seed,requested_iterations,actual_iterations,runtime_seconds,initial_cost,best_cost,cost_change_pct,feasible,customers_served,customers_total,demand_served,demand_total,total_emissions_kg,used_cv,used_ev,mechanism_calls,mechanism_improvements,decoded_candidates,rejected_candidates
cn-jjj-50c-01-V2-LOCATIONS,ROUTE_ONLY,11,100,100,11.618621582980268,2675.9848226463887,2178.7878193350334,-18.579963499929615,True,50,50,13264.0,13264.0,203.650254045859,5,2,0,0,29,30
cn-jjj-50c-01-V2-LOCATIONS,FULL_PROBLEM_COMPONENTS,11,100,100,13.776001707999967,2675.9848226463887,2255.6852653956225,-15.706350562747776,True,50,50,13264.0,13264.0,207.9562232608131,5,2,1,1,33,34
