scenario,instance,source_arm,source_cost,final_cost,objective_delta,improvement_percent,source_cv_routes,final_cv_routes,cv_route_reduction,changed,feasible,enumerated_moves,neutral_feasible_moves,unique_neutral_moves,prescored_moves,prescore_selected_moves,terminal_completion_calls,counterfactual_terminal_completion_calls,total_terminal_completion_calls,terminal_full_solution_replays,terminal_route_local_exact_evaluations,terminal_route_proxy_evaluations,terminal_route_local_schedule_evaluations,terminal_feasibility_checks,counterfactual_full_solution_replays,counterfactual_feasibility_checks,counterfactual_independent_replays,exact_candidate_independent_replays,exact_candidate_feasibility_checks,source_full_solution_replays,source_feasibility_checks,neutral_candidate_attempts,neutral_feasibility_checks,neutral_normalization_failures,final_independent_replays,final_feasibility_checks,total_full_solution_replays,total_feasibility_checks,accepted_move_count,accepted_structure_change_count,accepted_segment_lengths_json,accepted_all_declared_transfer_verified,accepted_all_completed_transfer_verified,accepted_all_source_cv_to_ev,accepted_all_counterfactual_source_stays_cv,accepted_all_beat_source_only_counterfactual,accepted_all_independent_replays_close,candidate_fail_closed_count,enumeration_fail_closed_count,counterfactual_fail_closed_count,nonfinite_prescore_rejections,terminal_activity_record_count,counterfactual_activity_record_count,round_caps_closed,actual_round_caps_closed,activity_ledgers_reconciled,activity_ledger_audit_json,final_validation_failed_closed,runner_proof_audit_passed,runner_proof_audit_json,runner_outer_full_solution_replays,runner_outer_feasibility_checks,runner_proof_full_solution_replays,runner_proof_feasibility_checks,runner_total_validation_replays,runner_total_validation_checks,complete_route_search_evaluations,route_search_guard_attempts,route_search_guard_installed,source_full_content_sha256,final_full_content_sha256,elapsed_seconds,objective_match,activity_json
binding_saved_v7_20c,L-main-threeshift-20c-01,control,621.0831141941019,621.0831141941019,0.0,0.0,1,1,0,False,True,44,10,10,10,10,3,1,4,9,121,32,194,476,4,69,1,3,3,1,1,44,44,0,1,1,18,594,0,0,[],True,True,True,True,True,True,0,0,0,0,3,1,True,True,True,"{""checks"":{""aggregate_feasibility_ledger_closes"":true,""aggregate_full_replay_ledger_closes"":true,""all_record_fields_present"":true,""all_record_values_nonnegative"":true,""candidate_record_count_closes"":true,""candidate_terminal_ledgers_close"":true,""counterfactual_record_count_closes"":true,""counterfactual_terminal_ledgers_close"":true,""independent_candidate_ledgers_close"":true,""independent_counterfactual_ledger_closes"":true,""neutral_ledger_closes"":true,""per_round_caps_closed"":true,""prescore_candidate_summaries_close"":true,""prescore_round_summaries_close"":true,""route_search_ledger_closes"":true,""terminal_call_totals_close"":true},""passed"":true,""per_round"":[{""candidate_records"":3,""counterfactual_records"":1,""passed"":true,""round"":1,""summary_counterfactual_started"":true,""summary_exact_attempted"":3,""summary_prescore_selected"":10,""summary_unique_candidates"":10}]}",False,True,"{""accepted_move_count"":0,""feasibility_checks"":0,""full_solution_replays"":0,""passed"":true,""proof_row_count"":0,""rows"":[],""solution_chain"":{""accepted_completed_full_content_sha256"":[],""accepted_rounds"":[],""accepted_source_full_content_sha256"":[],""checks"":{""accepted_round_snapshots_are_consecutive"":true,""accepted_rounds_are_unique_and_consecutive"":true,""accepted_summaries_match_moves"":true,""activity_changed_flag_closes"":true,""activity_final_cv_count_closes"":true,""activity_source_cv_count_closes"":true,""first_round_starts_at_scenario_source"":true,""last_round_ends_at_scenario_final"":true},""passed"":true,""scenario_final_full_content_sha256"":""475dcde3f24b2b0aa614d427038ee10de85fb00ccdeaafa72bff9add30e721c5"",""scenario_source_full_content_sha256"":""475dcde3f24b2b0aa614d427038ee10de85fb00ccdeaafa72bff9add30e721c5""}}",2,2,0,0,2,2,0,0,True,475dcde3f24b2b0aa614d427038ee10de85fb00ccdeaafa72bff9add30e721c5,475dcde3f24b2b0aa614d427038ee10de85fb00ccdeaafa72bff9add30e721c5,0.2973466250114143,True,"{""accepted_moves"":[],""candidate_fail_closed"":[],""changed"":false,""complete_route_search_evaluations"":0,""config"":{""exact_capacity"":3,""insertion_positions_per_target"":2,""max_rounds"":2,""max_segment_length"":2,""prescore_capacity"":12},""counterfactual_activity_records"":[{""complete_route_search_evaluations"":0,""feasibility_checks"":68,""full_solution_replays"":3,""kind"":""counterfactual"",""round"":1,""route_local_exact_evaluations"":20,""route_local_schedule_evaluations"":76,""route_proxy_evaluations"":10}],""counterfactual_feasibility_checks"":69,""counterfactual_full_solution_replays"":4,""counterfactual_independent_replays"":1,""counterfactual_route_local_exact_evaluations"":20,""counterfactual_route_local_schedule_evaluations"":76,""counterfactual_route_proxy_evaluations"":10,""counterfactual_terminal_completion_calls"":1,""distance_insertion_evaluations"":176,""elapsed_seconds"":0.2973466250114143,""enumerated_moves"":44,""enumeration_fail_closed"":[],""exact_candidate_feasibility_checks"":3,""exact_candidate_independent_replays"":3,""exact_candidates"":[{""candidate_failed_closed"":false,""complete_cost_delta"":0.0,""completed_cost"":621.0831141941019,""completed_full_content_sha256"":""ed0d5db9c7e0e2230d74bb7a78d7d14513ef88e6a630d68f01f8f7810abec504"",""completed_semantic_sha256"":""7d2a557201151d879b9e8a590103a62b961063d0be2dc5bded6947b521343bf7"",""completed_solution_snapshot"":{""charging_actions"":[{""charge_day_offset"":0,""charge_start_second"":55309.447923893276,""energy_kwh"":199.23734894483937,""occupancy_minutes"":543.3745880313801,""station_id"":""D0"",""vehicle_id"":""EV1#T1""},{""charge_day_offset"":0,""charge_start_second"":67943.63051422453,""energy_kwh"":126.15083488573185,""occupancy_minutes"":344.0477315065415,""station_id"":""D1"",""vehicle_id"":""EV1#T2""}],""cross_site_services"":[],""routes"":[{""home_depot_id"":""D0"",""node_sequence"":[""D0"",""C008"",""C009"",""C005"",""C007"",""C020"",""C019"",""D0""],""vehicle_id"":""CV1#T1"",""vehicle_type"":""cv""},{""home_depot_id"":""D0"",""node_sequence"":[""D0"",""C003"",""C011"",""C018"",""C016"",""C010"",""C017"",""C014"",""D0""],""vehicle_id"":""EV1#T1"",""vehicle_type"":""ev""},{""home_depot_id"":""D1"",""node_sequence"":[""D1"",""C001"",""C006"",""C004"",""C002"",""C012"",""C015"",""C013"",""D1""],""vehicle_id"":""EV1#T2"",""vehicle_type"":""ev""}]},""completed_transfer_verified"":false,""completion_claimed_cost"":621.0831141941019,""counterfactual_cost"":621.0831141941019,""counterfactual_cost_delta"":0.0,""counterfactual_cv_routes"":1,""counterfactual_source_route_vehicle_type"":""cv"",""counterfactual_source_stays_cv"":true,""cv_routes_after"":1,""cv_routes_before"":1,""cv_routes_counterfactual"":1,""declared_transfer_verified_before_completion"":true,""eligible"":false,""independent_replay_error"":0.0,""insertion_position"":2,""neutral_full_content_sha256"":""9b1a8b218a7886585237524f17556bdeb2ceddf7f1efc1434634babb483095d0"",""neutral_semantic_sha256"":""3a0bd1d29a5a9b89c499eede6109036138352b66c6990afaacdcd528ebf88756"",""neutral_solution_snapshot"":{""charging_actions"":[{""charge_day_offset"":0,""charge_start_second"":55309.447923893276,""energy_kwh"":199.23734894483937,""occupancy_minutes"":543.3745880313801,""station_id"":""D0"",""vehicle_id"":""EV1#T1""}],""cross_site_services"":[{""customer_id"":""C008"",""served_by_depot_id"":""D1""},{""customer_id"":""C009"",""served_by_depot_id"":""D1""}],""routes"":[{""home_depot_id"":""D0"",""node_sequence"":[""D0"",""C005"",""C007"",""C020"",""C019"",""D0""],""vehicle_id"":""CV1#T1"",""vehicle_type"":""cv""},{""home_depot_id"":""D0"",""node_sequence"":[""D0"",""C003"",""C011"",""C018"",""C016"",""C010"",""C017"",""C014"",""D0""],""vehicle_id"":""EV1#T1"",""vehicle_type"":""ev""},{""home_depot_id"":""D1"",""node_sequence"":[""D1"",""C001"",""C006"",""C008"",""C009"",""C004"",""C002"",""C012"",""C015"",""C013"",""D1""],""vehicle_id"":""CV2#T1"",""vehicle_type"":""cv""}]},""prescore_delta"":3.508773372838334,""round"":1,""route_structure_after_sha256"":""29f50782c4301c84cffbbcebe7cfd7002c645f5ec574dc35557f7d07146f085b"",""route_structure_before_sha256"":""29f50782c4301c84cffbbcebe7cfd7002c645f5ec574dc35557f7d07146f085b"",""route_structure_changed"":false,""segment"":[""C008"",""C009""],""segment_start"":0,""selected_branch"":""responsibility"",""source_full_content_sha256"":""475dcde3f24b2b0aa614d427038ee10de85fb00ccdeaafa72bff9add30e721c5"",""source_index"":0,""source_route_vehicle_type_after"":""cv"",""source_route_vehicle_type_before"":""cv"",""source_semantic_sha256"":""7d2a557201151d879b9e8a590103a62b961063d0be2dc5bded6947b521343bf7"",""source_solution_snapshot"":{""charging_actions"":[{""charge_day_offset"":0,""charge_start_second"":67943.63051422453,""energy_kwh"":126.15083488573185,""occupancy_minutes"":344.0477315065415,""station_id"":""D1"",""vehicle_id"":""EV1#T2""},{""charge_day_offset"":0,""charge_start_second"":55309.447923893276,""energy_kwh"":199.23734894483937,""occupancy_minutes"":543.3745880313801,""station_id"":""D0"",""vehicle_id"":""EV1#T1""}],""cross_site_services"":[],""routes"":[{""home_depot_id"":""D0"",""node_sequence"":[""D0"",""C008"",""C009"",""C005"",""C007"",""C020"",""C019"",""D0""],""vehicle_id"":""CV1#T1"",""vehicle_type"":""cv""},{""home_depot_id"":""D0"",""node_sequence"":[""D0"",""C003"",""C011"",""C018"",""C016"",""C010"",""C017"",""C014"",""D0""],""vehicle_id"":""EV1#T1"",""vehicle_type"":""ev""},{""home_depot_id"":""D1"",""node_sequence"":[""D1"",""C001"",""C006"",""C004"",""C002"",""C012"",""C015"",""C013"",""D1""],""vehicle_id"":""EV1#T2"",""vehicle_type"":""ev""}]},""source_vehicle_types"":[""cv"",""ev"",""ev""],""target_index"":2,""target_route_vehicle_type_after"":""ev"",""target_route_vehicle_type_before"":""ev""},{""candidate_failed_closed"":false,""complete_cost_delta"":0.0,""completed_cost"":621.0831141941019,""completed_full_content_sha256"":""ed0d5db9c7e0e2230d74bb7a78d7d14513ef88e6a630d68f01f8f7810abec504"",""completed_semantic_sha256"":""7d2a557201151d879b9e8a590103a62b961063d0be2dc5bded6947b521343bf7"",""completed_solution_snapshot"":{""charging_actions"":[{""charge_day_offset"":0,""charge_start_second"":55309.447923893276,""energy_kwh"":199.23734894483937,""occupancy_minutes"":543.3745880313801,""station_id"":""D0"",""vehicle_id"":""EV1#T1""},{""charge_day_offset"":0,""charge_start_second"":67943.63051422453,""energy_kwh"":126.15083488573185,""occupancy_minutes"":344.0477315065415,""station_id"":""D1"",""vehicle_id"":""EV1#T2""}],""cross_site_services"":[],""routes"":[{""home_depot_id"":""D0"",""node_sequence"":[""D0"",""C008"",""C009"",""C005"",""C007"",""C020"",""C019"",""D0""],""vehicle_id"":""CV1#T1"",""vehicle_type"":""cv""},{""home_depot_id"":""D0"",""node_sequence"":[""D0"",""C003"",""C011"",""C018"",""C016"",""C010"",""C017"",""C014"",""D0""],""vehicle_id"":""EV1#T1"",""vehicle_type"":""ev""},{""home_depot_id"":""D1"",""node_sequence"":[""D1"",""C001"",""C006"",""C004"",""C002"",""C012"",""C015"",""C013"",""D1""],""vehicle_id"":""EV1#T2"",""vehicle_type"":""ev""}]},""completed_transfer_verified"":false,""completion_claimed_cost"":621.0831141941019,""counterfactual_cost"":621.0831141941019,""counterfactual_cost_delta"":0.0,""counterfactual_cv_routes"":1,""counterfactual_source_route_vehicle_type"":""cv"",""counterfactual_source_stays_cv"":true,""cv_routes_after"":1,""cv_routes_before"":1,""cv_routes_counterfactual"":1,""declared_transfer_verified_before_completion"":true,""eligible"":false,""independent_replay_error"":0.0,""insertion_position"":4,""neutral_full_content_sha256"":""3673f1dfc640b470e8ec46136e45a31d5128c89ab4947f22d9a17b70c834e320"",""neutral_semantic_sha256"":""545361b0ada42b271706950e226f1ffa026653de6bc6d471030b5f934e0f19ee"",""neutral_solution_snapshot"":{""charging_actions"":[{""charge_day_offset"":0,""charge_start_second"":55309.447923893276,""energy_kwh"":199.23734894483937,""occupancy_minutes"":543.3745880313801,""station_id"":""D0"",""vehicle_id"":""EV1#T1""}],""cross_site_services"":[{""customer_id"":""C009"",""served_by_depot_id"":""D1""}],""routes"":[{""home_depot_id"":""D0"",""node_sequence"":[""D0"",""C008"",""C005"",""C007"",""C020"",""C019"",""D0""],""vehicle_id"":""CV1#T1"",""vehicle_type"":""cv""},{""home_depot_id"":""D0"",""node_sequence"":[""D0"",""C003"",""C011"",""C018"",""C016"",""C010"",""C017"",""C014"",""D0""],""vehicle_id"":""EV1#T1"",""vehicle_type"":""ev""},{""home_depot_id"":""D1"",""node_sequence"":[""D1"",""C001"",""C006"",""C004"",""C002"",""C009"",""C012"",""C015"",""C013"",""D1""],""vehicle_id"":""CV2#T1"",""vehicle_type"":""cv""}]},""prescore_delta"":15.398541653421432,""round"":1,""route_structure_after_sha256"":""29f50782c4301c84cffbbcebe7cfd7002c645f5ec574dc35557f7d07146f085b"",""route_structure_before_sha256"":""29f50782c4301c84cffbbcebe7cfd7002c645f5ec574dc35557f7d07146f085b"",""route_structure_changed"":false,""segment"":[""C009""],""segment_start"":1,""selected_branch"":""responsibility"",""source_full_content_sha256"":""475dcde3f24b2b0aa614d427038ee10de85fb00ccdeaafa72bff9add30e721c5"",""source_index"":0,""source_route_vehicle_type_after"":""cv"",""source_route_vehicle_type_before"":""cv"",""source_semantic_sha256"":""7d2a557201151d879b9e8a590103a62b961063d0be2dc5bded6947b521343bf7"",""source_solution_snapshot"":{""charging_actions"":[{""charge_day_offset"":0,""charge_start_second"":67943.63051422453,""energy_kwh"":126.15083488573185,""occupancy_minutes"":344.0477315065415,""station_id"":""D1"",""vehicle_id"":""EV1#T2""},{""charge_day_offset"":0,""charge_start_second"":55309.447923893276,""energy_kwh"":199.23734894483937,""occupancy_minutes"":543.3745880313801,""station_id"":""D0"",""vehicle_id"":""EV1#T1""}],""cross_site_services"":[],""routes"":[{""home_depot_id"":""D0"",""node_sequence"":[""D0"",""C008"",""C009"",""C005"",""C007"",""C020"",""C019"",""D0""],""vehicle_id"":""CV1#T1"",""vehicle_type"":""cv""},{""home_depot_id"":""D0"",""node_sequence"":[""D0"",""C003"",""C011"",""C018"",""C016"",""C010"",""C017"",""C014"",""D0""],""vehicle_id"":""EV1#T1"",""vehicle_type"":""ev""},{""home_depot_id"":""D1"",""node_sequence"":[""D1"",""C001"",""C006"",""C004"",""C002"",""C012"",""C015"",""C013"",""D1""],""vehicle_id"":""EV1#T2"",""vehicle_type"":""ev""}]},""source_vehicle_types"":[""cv"",""ev"",""ev""],""target_index"":2,""target_route_vehicle_type_after"":""ev"",""target_route_vehicle_type_before"":""ev""},{""candidate_failed_closed"":false,""complete_cost_delta"":0.0,""completed_cost"":621.0831141941019,""completed_full_content_sha256"":""ed0d5db9c7e0e2230d74bb7a78d7d14513ef88e6a630d68f01f8f7810abec504"",""completed_semantic_sha256"":""7d2a557201151d879b9e8a590103a62b961063d0be2dc5bded6947b521343bf7"",""completed_solution_snapshot"":{""charging_actions"":[{""charge_day_offset"":0,""charge_start_second"":55309.447923893276,""energy_kwh"":199.23734894483937,""occupancy_minutes"":543.3745880313801,""station_id"":""D0"",""vehicle_id"":""EV1#T1""},{""charge_day_offset"":0,""charge_start_second"":67943.63051422453,""energy_kwh"":126.15083488573185,""occupancy_minutes"":344.0477315065415,""station_id"":""D1"",""vehicle_id"":""EV1#T2""}],""cross_site_services"":[],""routes"":[{""home_depot_id"":""D0"",""node_sequence"":[""D0"",""C008"",""C009"",""C005"",""C007"",""C020"",""C019"",""D0""],""vehicle_id"":""CV1#T1"",""vehicle_type"":""cv""},{""home_depot_id"":""D0"",""node_sequence"":[""D0"",""C003"",""C011"",""C018"",""C016"",""C010"",""C017"",""C014"",""D0""],""vehicle_id"":""EV1#T1"",""vehicle_type"":""ev""},{""home_depot_id"":""D1"",""node_sequence"":[""D1"",""C001"",""C006"",""C004"",""C002"",""C012"",""C015"",""C013"",""D1""],""vehicle_id"":""EV1#T2"",""vehicle_type"":""ev""}]},""completed_transfer_verified"":false,""completion_claimed_cost"":621.0831141941019,""counterfactual_cost"":621.0831141941019,""counterfactual_cost_delta"":0.0,""counterfactual_cv_routes"":1,""counterfactual_source_route_vehicle_type"":""cv"",""counterfactual_source_stays_cv"":true,""cv_routes_after"":1,""cv_routes_before"":1,""cv_routes_counterfactual"":1,""declared_transfer_verified_before_completion"":true,""eligible"":false,""independent_replay_error"":0.0,""insertion_position"":2,""neutral_full_content_sha256"":""84e2ffaf3495644ea54eaf12658e7d60237f35da4c0f71bbe95286f302b11252"",""neutral_semantic_sha256"":""5d7bf81fe9f71c43ae71a87278d078611b381dcef16cd2fbeea0297daabac330"",""neutral_solution_snapshot"":{""charging_actions"":[{""charge_day_offset"":0,""charge_start_second"":55309.447923893276,""energy_kwh"":199.23734894483937,""occupancy_minutes"":543.3745880313801,""station_id"":""D0"",""vehicle_id"":""EV1#T1""}],""cross_site_services"":[{""customer_id"":""C008"",""served_by_depot_id"":""D1""}],""routes"":[{""home_depot_id"":""D0"",""node_sequence"":[""D0"",""C009"",""C005"",""C007"",""C020"",""C019"",""D0""],""vehicle_id"":""CV1#T1"",""vehicle_type"":""cv""},{""home_depot_id"":""D0"",""node_sequence"":[""D0"",""C003"",""C011"",""C018"",""C016"",""C010"",""C017"",""C014"",""D0""],""vehicle_id"":""EV1#T1"",""vehicle_type"":""ev""},{""home_depot_id"":""D1"",""node_sequence"":[""D1"",""C001"",""C006"",""C008"",""C004"",""C002"",""C012"",""C015"",""C013"",""D1""],""vehicle_id"":""CV2#T1"",""vehicle_type"":""cv""}]},""prescore_delta"":18.77675600366871,""round"":1,""route_structure_after_sha256"":""29f50782c4301c84cffbbcebe7cfd7002c645f5ec574dc35557f7d07146f085b"",""route_structure_before_sha256"":""29f50782c4301c84cffbbcebe7cfd7002c645f5ec574dc35557f7d07146f085b"",""route_structure_changed"":false,""segment"":[""C008""],""segment_start"":0,""selected_branch"":""responsibility"",""source_full_content_sha256"":""475dcde3f24b2b0aa614d427038ee10de85fb00ccdeaafa72bff9add30e721c5"",""source_index"":0,""source_route_vehicle_type_after"":""cv"",""source_route_vehicle_type_before"":""cv"",""source_semantic_sha256"":""7d2a557201151d879b9e8a590103a62b961063d0be2dc5bded6947b521343bf7"",""source_solution_snapshot"":{""charging_actions"":[{""charge_day_offset"":0,""charge_start_second"":67943.63051422453,""energy_kwh"":126.15083488573185,""occupancy_minutes"":344.0477315065415,""station_id"":""D1"",""vehicle_id"":""EV1#T2""},{""charge_day_offset"":0,""charge_start_second"":55309.447923893276,""energy_kwh"":199.23734894483937,""occupancy_minutes"":543.3745880313801,""station_id"":""D0"",""vehicle_id"":""EV1#T1""}],""cross_site_services"":[],""routes"":[{""home_depot_id"":""D0"",""node_sequence"":[""D0"",""C008"",""C009"",""C005"",""C007"",""C020"",""C019"",""D0""],""vehicle_id"":""CV1#T1"",""vehicle_type"":""cv""},{""home_depot_id"":""D0"",""node_sequence"":[""D0"",""C003"",""C011"",""C018"",""C016"",""C010"",""C017"",""C014"",""D0""],""vehicle_id"":""EV1#T1"",""vehicle_type"":""ev""},{""home_depot_id"":""D1"",""node_sequence"":[""D1"",""C001"",""C006"",""C004"",""C002"",""C012"",""C015"",""C013"",""D1""],""vehicle_id"":""EV1#T2"",""vehicle_type"":""ev""}]},""source_vehicle_types"":[""cv"",""ev"",""ev""],""target_index"":2,""target_route_vehicle_type_after"":""ev"",""target_route_vehicle_type_before"":""ev""}],""final_cv_route_count"":1,""final_feasibility_checks"":1,""final_independent_replays"":1,""final_recomputed_cost"":621.0831141941019,""neutral_candidate_attempts"":44,""neutral_feasibility_checks"":44,""neutral_feasible_moves"":10,""neutral_normalization_failures"":0,""nonfinite_prescore_rejections"":0,""objective_closure_error"":0.0,""prescore_selected_moves"":10,""prescored_moves"":10,""round_summaries"":[{""accepted"":false,""counterfactual_cost"":621.0831141941019,""counterfactual_cost_delta"":0.0,""counterfactual_cv_routes"":1,""counterfactual_full_content_sha256"":""475dcde3f24b2b0aa614d427038ee10de85fb00ccdeaafa72bff9add30e721c5"",""counterfactual_independent_replay_error"":0.0,""counterfactual_semantic_sha256"":""7d2a557201151d879b9e8a590103a62b961063d0be2dc5bded6947b521343bf7"",""counterfactual_solution_snapshot"":{""charging_actions"":[{""charge_day_offset"":0,""charge_start_second"":67943.63051422453,""energy_kwh"":126.15083488573185,""occupancy_minutes"":344.0477315065415,""station_id"":""D1"",""vehicle_id"":""EV1#T2""},{""charge_day_offset"":0,""charge_start_second"":55309.447923893276,""energy_kwh"":199.23734894483937,""occupancy_minutes"":543.3745880313801,""station_id"":""D0"",""vehicle_id"":""EV1#T1""}],""cross_site_services"":[],""routes"":[{""home_depot_id"":""D0"",""node_sequence"":[""D0"",""C008"",""C009"",""C005"",""C007"",""C020"",""C019"",""D0""],""vehicle_id"":""CV1#T1"",""vehicle_type"":""cv""},{""home_depot_id"":""D0"",""node_sequence"":[""D0"",""C003"",""C011"",""C018"",""C016"",""C010"",""C017"",""C014"",""D0""],""vehicle_id"":""EV1#T1"",""vehicle_type"":""ev""},{""home_depot_id"":""D1"",""node_sequence"":[""D1"",""C001"",""C006"",""C004"",""C002"",""C012"",""C015"",""C013"",""D1""],""vehicle_id"":""EV1#T2"",""vehicle_type"":""ev""}]},""counterfactual_started"":true,""eligible_candidates"":0,""exact_attempted"":3,""nonfinite_prescore_rejections"":0,""prescore_selected"":10,""round"":1,""unique_candidates"":10}],""route_proxy_cache_hits"":0,""route_proxy_evaluations"":38,""source_cv_route_count"":1,""source_feasibility_checks"":1,""source_full_solution_replays"":1,""stop_reason"":""no_strict_cost_and_cv_improvement"",""terminal_activity_records"":[{""complete_route_search_evaluations"":0,""feasibility_checks"":202,""full_solution_replays"":3,""kind"":""candidate"",""round"":1,""route_local_exact_evaluations"":46,""route_local_schedule_evaluations"":63,""route_proxy_evaluations"":11},{""complete_route_search_evaluations"":0,""feasibility_checks"":138,""full_solution_replays"":3,""kind"":""candidate"",""round"":1,""route_local_exact_evaluations"":35,""route_local_schedule_evaluations"":63,""route_proxy_evaluations"":11},{""complete_route_search_evaluations"":0,""feasibility_checks"":136,""full_solution_replays"":3,""kind"":""candidate"",""round"":1,""route_local_exact_evaluations"":40,""route_local_schedule_evaluations"":68,""route_proxy_evaluations"":10}],""terminal_completion_calls"":3,""terminal_feasibility_checks"":476,""terminal_full_solution_replays"":9,""terminal_route_local_exact_evaluations"":121,""terminal_route_local_schedule_evaluations"":194,""terminal_route_proxy_evaluations"":32,""total_feasibility_checks"":594,""total_full_solution_replays"":18,""total_terminal_completion_calls"":4,""unique_neutral_moves"":10}"
nonbinding_saved_v7_25c_all_ev,L-main-threeshift-25c-01,control,603.1548339805785,603.1548339805785,0.0,0.0,0,0,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,2,0,0,[],True,True,True,True,True,True,0,0,0,0,0,0,True,True,True,"{""checks"":{""aggregate_feasibility_ledger_closes"":true,""aggregate_full_replay_ledger_closes"":true,""all_record_fields_present"":true,""all_record_values_nonnegative"":true,""candidate_record_count_closes"":true,""candidate_terminal_ledgers_close"":true,""counterfactual_record_count_closes"":true,""counterfactual_terminal_ledgers_close"":true,""independent_candidate_ledgers_close"":true,""independent_counterfactual_ledger_closes"":true,""neutral_ledger_closes"":true,""per_round_caps_closed"":true,""prescore_candidate_summaries_close"":true,""prescore_round_summaries_close"":true,""route_search_ledger_closes"":true,""terminal_call_totals_close"":true},""passed"":true,""per_round"":[{""candidate_records"":0,""counterfactual_records"":0,""passed"":true,""round"":1,""summary_counterfactual_started"":false,""summary_exact_attempted"":0,""summary_prescore_selected"":0,""summary_unique_candidates"":0}]}",False,True,"{""accepted_move_count"":0,""feasibility_checks"":0,""full_solution_replays"":0,""passed"":true,""proof_row_count"":0,""rows"":[],""solution_chain"":{""accepted_completed_full_content_sha256"":[],""accepted_rounds"":[],""accepted_source_full_content_sha256"":[],""checks"":{""accepted_round_snapshots_are_consecutive"":true,""accepted_rounds_are_unique_and_consecutive"":true,""accepted_summaries_match_moves"":true,""activity_changed_flag_closes"":true,""activity_final_cv_count_closes"":true,""activity_source_cv_count_closes"":true,""first_round_starts_at_scenario_source"":true,""last_round_ends_at_scenario_final"":true},""passed"":true,""scenario_final_full_content_sha256"":""ffc370103793af49f8855b1928d45581f3e904c3b85a5a31def9e74c4aa19b32"",""scenario_source_full_content_sha256"":""ffc370103793af49f8855b1928d45581f3e904c3b85a5a31def9e74c4aa19b32""}}",2,2,0,0,2,2,0,0,True,ffc370103793af49f8855b1928d45581f3e904c3b85a5a31def9e74c4aa19b32,ffc370103793af49f8855b1928d45581f3e904c3b85a5a31def9e74c4aa19b32,0.001524624996818602,True,"{""accepted_moves"":[],""candidate_fail_closed"":[],""changed"":false,""complete_route_search_evaluations"":0,""config"":{""exact_capacity"":3,""insertion_positions_per_target"":2,""max_rounds"":2,""max_segment_length"":2,""prescore_capacity"":12},""counterfactual_activity_records"":[],""counterfactual_feasibility_checks"":0,""counterfactual_full_solution_replays"":0,""counterfactual_independent_replays"":0,""counterfactual_route_local_exact_evaluations"":0,""counterfactual_route_local_schedule_evaluations"":0,""counterfactual_route_proxy_evaluations"":0,""counterfactual_terminal_completion_calls"":0,""distance_insertion_evaluations"":0,""elapsed_seconds"":0.001524624996818602,""enumerated_moves"":0,""enumeration_fail_closed"":[],""exact_candidate_feasibility_checks"":0,""exact_candidate_independent_replays"":0,""exact_candidates"":[],""final_cv_route_count"":0,""final_feasibility_checks"":1,""final_independent_replays"":1,""final_recomputed_cost"":603.1548339805785,""neutral_candidate_attempts"":0,""neutral_feasibility_checks"":0,""neutral_feasible_moves"":0,""neutral_normalization_failures"":0,""nonfinite_prescore_rejections"":0,""objective_closure_error"":0.0,""prescore_selected_moves"":0,""prescored_moves"":0,""round_summaries"":[{""accepted"":false,""counterfactual_started"":false,""eligible_candidates"":0,""exact_attempted"":0,""nonfinite_prescore_rejections"":0,""prescore_selected"":0,""round"":1,""unique_candidates"":0}],""route_proxy_cache_hits"":0,""route_proxy_evaluations"":8,""source_cv_route_count"":0,""source_feasibility_checks"":1,""source_full_solution_replays"":1,""stop_reason"":""no_prescored_candidate"",""terminal_activity_records"":[],""terminal_completion_calls"":0,""terminal_feasibility_checks"":0,""terminal_full_solution_replays"":0,""terminal_route_local_exact_evaluations"":0,""terminal_route_local_schedule_evaluations"":0,""terminal_route_proxy_evaluations"":0,""total_feasibility_checks"":2,""total_full_solution_replays"":2,""total_terminal_completion_calls"":0,""unique_neutral_moves"":0}"
