appearance_second,best_depot_id,best_latest_departure_second,best_slack_at_appearance_seconds,best_vehicle_type,candidate_count,customer_id,demand_kg,depot_type_clocks_json,due_second,event_id,feasible_after_wait_0m,feasible_after_wait_10m,feasible_after_wait_20m,feasible_after_wait_30m,instance_id,margin_after_wait_0m_seconds,margin_after_wait_10m_seconds,margin_after_wait_20m_seconds,margin_after_wait_30m_seconds,ready_second,service_second,stream_seed,stream_sha256
30304.82452914046,D_shenzhen,51713.66266,21408.83813085954,cv,4,C080,417.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":48698.46266,""preferred_departure_second"":45160.60771999999,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":48698.46266,""preferred_departure_second"":45160.60771999999,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":51713.66266,""preferred_departure_second"":48175.80772,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":51713.66266,""preferred_departure_second"":48175.80772,""vehicle_type"":""ev""}]",53078.26266,ADD_018_C080,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,21408.83813085954,20808.83813085954,20208.83813085954,19608.83813085954,49540.407719999996,1080.0,3,f0eca3acc65556721c62e7875e852b03b32079a0795c3b4cf2e6d72c97073d26
31836.468936531382,D_shenzhen,48408.18656,16571.71762346862,cv,4,C065,139.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":45694.58656,""preferred_departure_second"":42260.06068,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":45694.58656,""preferred_departure_second"":42260.06068,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":48408.18656,""preferred_departure_second"":44973.66068,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":48408.18656,""preferred_departure_second"":44973.66068,""vehicle_type"":""ev""}]",49881.28656,ADD_013_C065,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,16571.71762346862,15971.71762346862,15371.71762346862,14771.71762346862,46446.76068,360.0,3,f0eca3acc65556721c62e7875e852b03b32079a0795c3b4cf2e6d72c97073d26
32195.962484243035,D_guangzhou,54399.99332,22204.030835756967,cv,4,C046,278.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":54399.99332,""preferred_departure_second"":52119.41798,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":54399.99332,""preferred_departure_second"":52119.41798,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":50579.693320000006,""preferred_departure_second"":48299.11798,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":50579.693320000006,""preferred_departure_second"":48299.11798,""vehicle_type"":""ev""}]",55675.39332,ADD_007_C046,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,22204.030835756967,21604.030835756967,21004.030835756967,20404.030835756967,53394.81798,720.0,3,f0eca3acc65556721c62e7875e852b03b32079a0795c3b4cf2e6d72c97073d26
32418.651123217813,D_guangzhou,48825.9691,16407.31797678219,cv,4,C013,208.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":48825.9691,""preferred_departure_second"":46891.32334,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":48825.9691,""preferred_departure_second"":46891.32334,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":45018.6691,""preferred_departure_second"":43084.02334,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":45018.6691,""preferred_departure_second"":43084.02334,""vehicle_type"":""ev""}]",50461.1691,ADD_003_C013,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,16407.31797678219,15807.31797678219,15207.31797678219,14607.31797678219,48526.52334,540.0,3,f0eca3acc65556721c62e7875e852b03b32079a0795c3b4cf2e6d72c97073d26
33764.63139182042,D_shenzhen,50159.58908,16394.95768817958,cv,4,C060,139.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":47392.58908,""preferred_departure_second"":45297.138699999996,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":47392.58908,""preferred_departure_second"":45297.138699999996,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":50159.58908,""preferred_departure_second"":48064.138699999996,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":50159.58908,""preferred_departure_second"":48064.138699999996,""vehicle_type"":""ev""}]",51795.88908,ADD_012_C060,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,16394.95768817958,15794.95768817958,15194.95768817958,14594.95768817958,49700.4387,360.0,3,f0eca3acc65556721c62e7875e852b03b32079a0795c3b4cf2e6d72c97073d26
40929.04984514664,D_shenzhen,61564.23632,20635.186474853363,cv,4,C098,208.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":58653.83632,""preferred_departure_second"":55331.97814,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":58653.83632,""preferred_departure_second"":55331.97814,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":61564.23632,""preferred_departure_second"":58242.37814,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":61564.23632,""preferred_departure_second"":58242.37814,""vehicle_type"":""ev""}]",62987.83632,ADD_019_C098,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,20635.186474853363,20035.186474853363,19435.186474853363,18835.186474853363,59665.97814,540.0,3,f0eca3acc65556721c62e7875e852b03b32079a0795c3b4cf2e6d72c97073d26
42986.04047721307,D_guangzhou,48050.58738,5064.546902786926,cv,4,C005,139.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":48050.58738,""preferred_departure_second"":44861.18274,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":48050.58738,""preferred_departure_second"":44861.18274,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":44488.98738,""preferred_departure_second"":41299.58274,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":44488.98738,""preferred_departure_second"":41299.58274,""vehicle_type"":""ev""}]",49998.48738,ADD_001_C005,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,5064.546902786926,4464.546902786926,3864.546902786926,3264.546902786926,46809.08274,360.0,3,f0eca3acc65556721c62e7875e852b03b32079a0795c3b4cf2e6d72c97073d26
44364.352740859686,D_shenzhen,45681.90298,1317.5502391403134,cv,4,C050,417.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":42810.602979999996,""preferred_departure_second"":40553.169879999994,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":42810.602979999996,""preferred_departure_second"":40553.169879999994,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":45681.90298,""preferred_departure_second"":43424.46988,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":45681.90298,""preferred_departure_second"":43424.46988,""vehicle_type"":""ev""}]",47134.40298,ADD_009_C050,True,True,True,False,cn-prd-100c-02-V2-LOCATIONS,1317.5502391403134,717.5502391403134,117.55023914031335,-482.44976085968665,44876.96988,1080.0,3,f0eca3acc65556721c62e7875e852b03b32079a0795c3b4cf2e6d72c97073d26
46289.46429332902,D_shenzhen,51490.72706,5201.262766670974,cv,4,C075,278.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":48385.327059999996,""preferred_departure_second"":46340.86426,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":48385.327059999996,""preferred_departure_second"":46340.86426,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":51490.72706,""preferred_departure_second"":49446.26426,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":51490.72706,""preferred_departure_second"":49446.26426,""vehicle_type"":""ev""}]",52815.327059999996,ADD_017_C075,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,5201.262766670974,4601.262766670974,4001.262766670974,3401.262766670974,50770.86426,720.0,3,f0eca3acc65556721c62e7875e852b03b32079a0795c3b4cf2e6d72c97073d26
47658.57705418287,D_shenzhen,55231.65754,7573.080485817132,cv,4,C100,278.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":52763.05754,""preferred_departure_second"":50060.83928,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":52763.05754,""preferred_departure_second"":50060.83928,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":55231.65754,""preferred_departure_second"":52529.43928,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":55231.65754,""preferred_departure_second"":52529.43928,""vehicle_type"":""ev""}]",56865.65754,ADD_020_C100,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,7573.080485817132,6973.080485817132,6373.080485817132,5773.080485817132,54163.43928,720.0,3,f0eca3acc65556721c62e7875e852b03b32079a0795c3b4cf2e6d72c97073d26
48677.51046136774,D_shenzhen,58528.644140000004,9851.133678632264,cv,4,C052,278.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":55626.144140000004,""preferred_departure_second"":52461.10574,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":55626.144140000004,""preferred_departure_second"":52461.10574,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":58528.644140000004,""preferred_departure_second"":55363.60574,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":58528.644140000004,""preferred_departure_second"":55363.60574,""vehicle_type"":""ev""}]",59994.24414,ADD_010_C052,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,9851.133678632264,9251.133678632264,8651.133678632264,8051.1336786322645,56829.20574,720.0,3,f0eca3acc65556721c62e7875e852b03b32079a0795c3b4cf2e6d72c97073d26
53109.586607717945,D_guangzhou,55418.95646,2309.369852282056,cv,4,C006,208.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":55418.95646,""preferred_departure_second"":53182.24166,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":55418.95646,""preferred_departure_second"":53182.24166,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":51598.65646,""preferred_departure_second"":49361.94166,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":51598.65646,""preferred_departure_second"":49361.94166,""vehicle_type"":""ev""}]",56946.05646,ADD_002_C006,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,2309.369852282056,1709.369852282056,1109.369852282056,509.36985228205594,54709.34166,540.0,3,f0eca3acc65556721c62e7875e852b03b32079a0795c3b4cf2e6d72c97073d26
54020.58833895232,D_shenzhen,58434.74414,4414.15580104768,cv,4,C049,278.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":55950.044140000005,""preferred_departure_second"":52785.00574,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":55950.044140000005,""preferred_departure_second"":52785.00574,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":58434.74414,""preferred_departure_second"":55269.70574,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":58434.74414,""preferred_departure_second"":55269.70574,""vehicle_type"":""ev""}]",59994.24414,ADD_008_C049,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,4414.15580104768,3814.15580104768,3214.15580104768,2614.15580104768,56829.20574,720.0,3,f0eca3acc65556721c62e7875e852b03b32079a0795c3b4cf2e6d72c97073d26
55030.40304319807,D_shenzhen,59857.35384,4826.950796801932,cv,4,C053,417.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":57258.653840000006,""preferred_departure_second"":54835.79576,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":57258.653840000006,""preferred_departure_second"":54835.79576,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":59857.35384,""preferred_departure_second"":57434.49576,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":59857.35384,""preferred_departure_second"":57434.49576,""vehicle_type"":""ev""}]",61553.253840000005,ADD_011_C053,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,4826.950796801932,4226.950796801932,3626.9507968019316,3026.9507968019316,59130.39576,1080.0,3,f0eca3acc65556721c62e7875e852b03b32079a0795c3b4cf2e6d72c97073d26
22887.60833839885,D_guangzhou,42223.31456,19335.706221601147,cv,4,C023,417.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":42223.31456,""preferred_departure_second"":39980.08988,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":42223.31456,""preferred_departure_second"":39980.08988,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":38424.91456,""preferred_departure_second"":36181.68988,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":38424.91456,""preferred_departure_second"":36181.68988,""vehicle_type"":""ev""}]",43692.21456,ADD_004_C023,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,19335.706221601147,18735.706221601147,18135.706221601147,17535.706221601147,41448.98988,1080.0,4,6b6fb882c003646c9422e29339a474da2aa2c259fb17ac28d68ce80b7db4ecf9
23536.55711752438,D_shenzhen,49895.16842,26358.611302475623,cv,4,C069,347.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":46747.76842000001,""preferred_departure_second"":43748.57788,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":46747.76842000001,""preferred_departure_second"":43748.57788,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":49895.16842,""preferred_departure_second"":46895.97787999999,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":49895.16842,""preferred_departure_second"":46895.97787999999,""vehicle_type"":""ev""}]",51190.968420000005,ADD_013_C069,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,26358.611302475623,25758.611302475623,25158.611302475623,24558.611302475623,48191.777879999994,900.0,4,6b6fb882c003646c9422e29339a474da2aa2c259fb17ac28d68ce80b7db4ecf9
25287.148266906966,D_shenzhen,47249.30354,21962.155273093034,cv,4,C073,417.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":44255.30354,""preferred_departure_second"":41743.18058,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":44255.30354,""preferred_departure_second"":41743.18058,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":47249.30354,""preferred_departure_second"":44737.18058,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":47249.30354,""preferred_departure_second"":44737.18058,""vehicle_type"":""ev""}]",48634.50354,ADD_015_C073,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,21962.155273093034,21362.155273093034,20762.155273093034,20162.155273093034,46122.38058,1080.0,4,6b6fb882c003646c9422e29339a474da2aa2c259fb17ac28d68ce80b7db4ecf9
26049.592558802702,D_shenzhen,44333.95004,18284.3574811973,cv,4,C095,417.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":41455.75004,""preferred_departure_second"":38160.17516,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":41455.75004,""preferred_departure_second"":38160.17516,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":44333.95004,""preferred_departure_second"":41038.37516,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":44333.95004,""preferred_departure_second"":41038.37516,""vehicle_type"":""ev""}]",45849.05004,ADD_020_C095,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,18284.3574811973,17684.3574811973,17084.3574811973,16484.3574811973,42553.47516,1080.0,4,6b6fb882c003646c9422e29339a474da2aa2c259fb17ac28d68ce80b7db4ecf9
26227.24785423446,D_shenzhen,49549.19016,23321.942305765537,cv,4,C090,347.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":46714.490159999994,""preferred_departure_second"":44180.76102,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":46714.490159999994,""preferred_departure_second"":44180.76102,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":49549.19016,""preferred_departure_second"":47015.46102,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":49549.19016,""preferred_departure_second"":47015.46102,""vehicle_type"":""ev""}]",51015.29016,ADD_018_C090,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,23321.942305765537,22721.942305765537,22121.942305765537,21521.942305765537,48481.56102,900.0,4,6b6fb882c003646c9422e29339a474da2aa2c259fb17ac28d68ce80b7db4ecf9
29349.610913507237,D_shenzhen,46514.91236,17165.301446492766,cv,4,C051,347.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":43678.81236,""preferred_departure_second"":40699.5555,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":43678.81236,""preferred_departure_second"":40699.5555,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":46514.91236,""preferred_departure_second"":43535.6555,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":46514.91236,""preferred_departure_second"":43535.6555,""vehicle_type"":""ev""}]",47946.01236,ADD_010_C051,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,17165.301446492766,16565.301446492766,15965.301446492766,15365.301446492766,44966.7555,900.0,4,6b6fb882c003646c9422e29339a474da2aa2c259fb17ac28d68ce80b7db4ecf9
30621.42329079432,D_guangzhou,57431.120539999996,26809.697249205678,cv,4,C001,417.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":57431.120539999996,""preferred_departure_second"":54789.3449,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":57431.120539999996,""preferred_departure_second"":54789.3449,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":53610.82054,""preferred_departure_second"":50969.0449,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":53610.82054,""preferred_departure_second"":50969.0449,""vehicle_type"":""ev""}]",58927.92054,ADD_001_C001,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,26809.697249205678,26209.697249205678,25609.697249205678,25009.697249205678,56286.1449,1080.0,4,6b6fb882c003646c9422e29339a474da2aa2c259fb17ac28d68ce80b7db4ecf9
31178.286707411986,D_shenzhen,44605.272079999995,13426.98537258801,cv,4,C081,347.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":41763.07208,""preferred_departure_second"":39369.64628000001,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":41763.07208,""preferred_departure_second"":39369.64628000001,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":44605.272079999995,""preferred_departure_second"":42211.846280000005,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":44605.272079999995,""preferred_departure_second"":42211.846280000005,""vehicle_type"":""ev""}]",46068.772079999995,ADD_016_C081,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,13426.98537258801,12826.98537258801,12226.98537258801,11626.98537258801,43675.346280000005,900.0,4,6b6fb882c003646c9422e29339a474da2aa2c259fb17ac28d68ce80b7db4ecf9
31507.94733470714,D_shenzhen,47726.67924,16218.731905292858,cv,4,C082,139.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":44720.67924,""preferred_departure_second"":41690.299680000004,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":44720.67924,""preferred_departure_second"":41690.299680000004,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":47726.67924,""preferred_departure_second"":44696.299680000004,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":47726.67924,""preferred_departure_second"":44696.299680000004,""vehicle_type"":""ev""}]",49146.57924,ADD_017_C082,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,16218.731905292858,15618.731905292858,15018.731905292858,14418.731905292858,46116.199680000005,360.0,4,6b6fb882c003646c9422e29339a474da2aa2c259fb17ac28d68ce80b7db4ecf9
32985.55954425823,D_shenzhen,50503.001820000005,17517.442275741778,cv,4,C062,278.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":47364.20182,""preferred_departure_second"":43872.74476,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":47364.20182,""preferred_departure_second"":43872.74476,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":50503.001820000005,""preferred_departure_second"":47011.544760000004,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":50503.001820000005,""preferred_departure_second"":47011.544760000004,""vehicle_type"":""ev""}]",51810.10182,ADD_011_C062,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,17517.442275741778,16917.442275741778,16317.442275741778,15717.442275741778,48318.64476,720.0,4,6b6fb882c003646c9422e29339a474da2aa2c259fb17ac28d68ce80b7db4ecf9
34215.8235986966,D_guangzhou,59851.63252,25635.808921303396,cv,4,C035,278.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":59851.63252,""preferred_departure_second"":57672.76642,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":59851.63252,""preferred_departure_second"":57672.76642,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":56031.332519999996,""preferred_departure_second"":53852.46642,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":56031.332519999996,""preferred_departure_second"":53852.46642,""vehicle_type"":""ev""}]",61187.13252,ADD_006_C035,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,25635.808921303396,25035.808921303396,24435.808921303396,23835.808921303396,59008.26642,720.0,4,6b6fb882c003646c9422e29339a474da2aa2c259fb17ac28d68ce80b7db4ecf9
37247.823222521896,D_guangzhou,49461.01846,12213.195237478103,cv,4,C021,417.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":49461.01846,""preferred_departure_second"":46619.00925999999,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":49461.01846,""preferred_departure_second"":46619.00925999999,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":45785.618460000005,""preferred_departure_second"":42943.60926,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":45785.618460000005,""preferred_departure_second"":42943.60926,""vehicle_type"":""ev""}]",51171.81846,ADD_003_C021,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,12213.195237478103,11613.195237478103,11013.195237478103,10413.195237478103,48329.809259999995,1080.0,4,6b6fb882c003646c9422e29339a474da2aa2c259fb17ac28d68ce80b7db4ecf9
37329.13396254387,D_guangzhou,60890.80162,23561.667657456128,cv,4,C027,139.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":60890.80162,""preferred_departure_second"":58105.32868,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":60890.80162,""preferred_departure_second"":58105.32868,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":57070.501619999995,""preferred_departure_second"":54285.028679999996,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":57070.501619999995,""preferred_departure_second"":54285.028679999996,""vehicle_type"":""ev""}]",62345.40162,ADD_005_C027,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,23561.667657456128,22961.667657456128,22361.667657456128,21761.667657456128,59559.92868,360.0,4,6b6fb882c003646c9422e29339a474da2aa2c259fb17ac28d68ce80b7db4ecf9
40059.869457493645,D_guangzhou,54399.99332,14340.123862506356,cv,4,C046,278.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":8,""latest_departure_second"":54399.99332,""preferred_departure_second"":52119.41798,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":2,""latest_departure_second"":54399.99332,""preferred_departure_second"":52119.41798,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":50579.693320000006,""preferred_departure_second"":48299.11798,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":50579.693320000006,""preferred_departure_second"":48299.11798,""vehicle_type"":""ev""}]",55675.39332,ADD_009_C046,True,True,True,True,cn-prd-100c-02-V2-LOCATIONS,14340.123862506356,13740.123862506356,13140.123862506356,12540.123862506356,53394.81798,720.0,4,6b6fb882c003646c9422e29339a474da2aa2c259fb17ac28d68ce80b7db4ecf9
