action_dim,action_dim_name,bundle,entropy,observation_index,probabilities,split,top_index,top_label,top_prob
3,threshold,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.08068106323480606,0,"[2.978496195282787e-05,1.974415499716997e-05,4.0856331906979904e-05,4.667971097660484e-06,3.900245428667404e-05,4.029236879432574e-05,0.00010606971773086116,1.4128716429695487e-05,0.0006282945978455245,1.885134588519577e-05,0.00017015860066749156,3.7951514968881384e-05,1.2085312846465968e-05,3.4868306101998314e-05,0.00011513430217746645,1.5886162145761773e-05,0.00041419247281737626,9.390071227244334e-07,0.00010624274000292644,7.768011528241914e-06,2.1864774680580013e-05,4.303026071283966e-05,7.09954247213318e-06,1.6085168681456707e-05,0.0002278394385939464,1.2518710718723014e-05,1.2257706657692324e-05,0.000599343387875706,8.459559467155486e-05,3.702705271280138e-06,0.0002989037602674216,3.5685756301973015e-05,2.969205343106296e-05,0.990971565246582,3.418305141167366e-06,2.2674617866869085e-05,0.0005188299692235887,0.00021355395438149571,5.0838720198953524e-05,6.43823159407475e-06,2.099450648529455e-05,4.076866389368661e-06,6.308851152425632e-05,0.00103692093398422,3.750330279217451e-06,1.4063718481338583e-05,9.219729690812528e-06,8.424304951404338e-07,1.6845204299897887e-05,2.5084133085329086e-05,6.478494469774887e-06,2.7941025109612383e-05,1.8815665043803165e-06,1.857678944361396e-05,8.337036706507206e-05,5.5552740377606824e-05,7.786172500345856e-05,5.0125054258387536e-05,9.666097321314737e-05,1.015919497149298e-05,1.4476630894932896e-05,6.985946674831212e-05,1.0438936442369595e-05,2.35664083447773e-05,1.5957222785800695e-05,5.791246167063946e-06,2.8788022973458283e-05,1.4849148101347964e-05,7.897274372226093e-06,3.3074888051487505e-05,8.949739822128322e-06,5.231835075392155e-06,3.284370541223325e-05,3.2859807106433436e-05,1.9947767214034684e-05,9.569464054948185e-06,0.00013901641068514436,8.402949788433034e-06,0.0005083700525574386,0.000160026756930165,1.2874731964984676e-06,1.0825758181454148e-05,3.832802576653194e-06,1.1741535672626924e-05,6.204289547895314e-06,1.756087385729188e-06,3.2221396395470947e-06,9.318903721577954e-06,1.513922143203672e-05,2.9868633646401577e-06,6.616526661673561e-05,1.7415733964298852e-05,0.0019182746764272451,3.08957023662515e-05,7.341071750488481e-07,4.894364974461496e-05,1.2739848898490891e-05,9.789242540136911e-06,4.50917286798358e-06,1.3886808119423222e-05]",formal_10001,33,33,0.990971565246582
0,destroy,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.015489194542169571,1,"[2.450108149787411e-05,0.0018578390590846539,0.00011948511382797733,1.659537520026788e-05,2.297382707183715e-05,0.9979586601257324]",formal_10001,5,vehicle_type_swap,0.9979586601257324
1,repair,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.15588025748729706,1,"[0.9677383899688721,0.027579290792346,0.004682375118136406]",formal_10001,0,greedy_insert_repair,0.9677383899688721
2,q_ratio,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.0797325074672699,1,"[0.0010850291000679135,0.0013021337799727917,0.989118218421936,0.0032335161231458187,3.313133856863715e-05,0.0005650735693052411,0.0006597407045774162,2.2386933778761886e-05,0.0024030699860304594,0.0015776711516082287]",formal_10001,2,0.166667,0.989118218421936
3,threshold,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.0742437019944191,1,"[2.616534402477555e-05,1.7512920749140903e-05,3.631617801147513e-05,4.058340437040897e-06,3.493398617138155e-05,3.589687912608497e-05,9.547347144689411e-05,1.2330800927884411e-05,0.0005780496867373586,1.6689444237272255e-05,0.0001546073763165623,3.362876668688841e-05,1.064585376298055e-05,3.123472197330557e-05,0.00010365534399170429,1.4055892279429827e-05,0.00037996197352185845,7.985311754055147e-07,9.492664685240015e-05,6.741171091562137e-06,1.9524613890098408e-05,3.821549398708157e-05,6.256304004637059e-06,1.4235541129892226e-05,0.00020744270295836031,1.09919419628568e-05,1.0744054634415079e-05,0.0005498100072145462,7.570919842692092e-05,3.1797276278666686e-06,0.00027278700144961476,3.1970430427463725e-05,2.6447756681591272e-05,0.9917536973953247,2.9634366001118906e-06,1.997903200390283e-05,0.000474647298688069,0.00019382643222343177,4.519595313468017e-05,5.63794128538575e-06,1.873882138170302e-05,3.5176412893633824e-06,5.643549593514763e-05,0.0009563226485624909,3.250306008339976e-06,1.2429480193532072e-05,8.113007424981333e-06,7.196008482424077e-07,1.4879388800181914e-05,2.2321020878735e-05,5.671960479958216e-06,2.4915578251238912e-05,1.6181851378860301e-06,1.64395387400873e-05,7.46731020626612e-05,4.9567890528123826e-05,6.936714635230601e-05,4.475630703382194e-05,8.654313569422811e-05,8.971276656666305e-06,1.2714192962448578e-05,6.304221460595727e-05,9.10068138182396e-06,2.070820664812345e-05,1.4091405319049954e-05,5.099093414173694e-06,2.579186730145011e-05,1.3144108379492536e-05,6.938662409083918e-06,2.9504322810680605e-05,7.800633284205105e-06,4.559847639029613e-06,2.9530812753364444e-05,2.9218294002930634e-05,1.7734810171532445e-05,8.36381695989985e-06,0.0001265144965145737,7.364665634668199e-06,0.00046996556920930743,0.00014395099424291402,1.106099375647318e-06,9.483557732892223e-06,3.3005214845616138e-06,1.0385872883489355e-05,5.420290108304471e-06,1.51749793531053e-06,2.7784722078649793e-06,8.1687521742424e-06,1.3389707419264596e-05,2.59280864156608e-06,5.914394569117576e-05,1.532733949716203e-05,0.0017838393105193973,2.748443148448132e-05,6.237796696950682e-07,4.391505353851244e-05,1.1254423043283168e-05,8.581696420151275e-06,3.925728378817439e-06,1.2248980056028813e-05]",formal_10001,33,33,0.9917536973953247
0,destroy,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.015924833714962006,2,"[2.5851646569208242e-05,0.0019153158646076918,0.00012391725613269955,1.7378632037434727e-05,2.4085860786726698e-05,0.9978935122489929]",formal_10001,5,vehicle_type_swap,0.9978935122489929
1,repair,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.1579287350177765,2,"[0.9672127366065979,0.028001876547932625,0.00478542922064662]",formal_10001,0,greedy_insert_repair,0.9672127366065979
2,q_ratio,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.08170897513628006,2,"[0.0011222538305446506,0.0013451137347146869,0.9888091683387756,0.0033110519871115685,3.470370938885026e-05,0.0005832174210809171,0.0006831816281192005,2.365463660680689e-05,0.00246679806150496,0.0016208867309615016]",formal_10001,2,0.166667,0.9888091683387756
3,threshold,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.07694196701049805,2,"[2.7679478080244735e-05,1.843965037551243e-05,3.8204529118957e-05,4.309189534978941e-06,3.661183291114867e-05,3.771674892050214e-05,9.987840167013928e-05,1.3077802577754483e-05,0.0005991647485643625,1.7585221939953044e-05,0.0001610060571692884,3.5420827771304175e-05,1.1237370927119628e-05,3.272799585829489e-05,0.00010844645294127986,1.4809216736466624e-05,0.00039410372846759856,8.560701303395035e-07,9.967838559532538e-05,7.167192507040454e-06,2.0482257241383195e-05,4.022507346235216e-05,6.601153017982142e-06,1.4992058822826948e-05,0.0002159563882742077,1.1624530088738538e-05,1.1373249435564503e-05,0.0005706764641217887,7.942871889099479e-05,3.39682583216927e-06,0.000283727771602571,3.349689723108895e-05,2.779091300908476e-05,0.9914265871047974,3.1500617296842393e-06,2.1099025616422296e-05,0.0004932205774821341,0.0002020653337240219,4.7554327466059476e-05,5.9660796978278086e-06,1.966154195542913e-05,3.749011966647231e-06,5.91949064983055e-05,0.0009905381593853235,3.4560480344225653e-06,1.3105769539834e-05,8.567835720896255e-06,7.699140383010672e-07,1.5691761291236617e-05,2.3454220354324207e-05,6.00329804001376e-06,2.6171959689236246e-05,1.7263299696423928e-06,1.7321772247669287e-05,7.829802780179307e-05,5.204930857871659e-05,7.293085946002975e-05,4.698143675341271e-05,9.077777212951332e-05,9.459882676310372e-06,1.3447614946926478e-05,6.582354399142787e-05,9.657876034907531e-06,2.190174018323887e-05,1.485898519604234e-05,5.381346909416607e-06,2.701011544559151e-05,1.3841514373780228e-05,7.333540906984126e-06,3.097404260188341e-05,8.276179869426414e-06,4.83542453366681e-06,3.0882634746376425e-05,3.072496838285588e-05,1.863887155195698e-05,8.86534689925611e-06,0.00013166811550036073,7.792707947373856e-06,0.0004858286411035806,0.00015069873188622296,1.180192043648276e-06,1.004009391181171e-05,3.5212326565670082e-06,1.0941657819785178e-05,5.7423508224019315e-06,1.6150878536791424e-06,2.9623602131323423e-06,8.642572538519744e-06,1.4109237781667616e-05,2.754802608251339e-06,6.206460966495797e-05,1.6192125258385204e-05,0.0018406918970867991,2.8897480660816655e-05,6.688370604024385e-07,4.599046951625496e-05,1.1863347936014179e-05,9.078646144189406e-06,4.166170583630446e-06,1.2922470887133386e-05]",formal_10001,33,33,0.9914265871047974
0,destroy,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.02307119593024254,3,"[5.46748997294344e-05,0.002778460271656513,0.0002508709440007806,4.072334195370786e-05,5.247629087534733e-05,0.9968228340148926]",formal_10001,5,vehicle_type_swap,0.9968228340148926
1,repair,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.19831041991710663,3,"[0.9564457535743713,0.03653641790151596,0.007017835974693298]",formal_10001,0,greedy_insert_repair,0.9564457535743713
2,q_ratio,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.1212858036160469,3,"[0.0018078561406582594,0.002128688618540764,0.9823498129844666,0.005083165597170591,7.729126082267612e-05,0.0010131970047950745,0.0011791372671723366,5.1082894060527906e-05,0.0036562997847795486,0.0026534751523286104]",formal_10001,2,0.166667,0.9823498129844666
3,threshold,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.13223549723625183,3,"[5.8245728723704815e-05,4.343295586295426e-05,8.137011172948405e-05,1.0614428902044892e-05,7.819445454515517e-05,7.904349331511185e-05,0.00019813512335531414,2.9767566957161762e-05,0.0010138459037989378,4.1075287299463525e-05,0.00031014494015835226,7.409264071611688e-05,2.6622979930834845e-05,7.381687464658171e-05,0.00021675138850696385,3.481213570921682e-05,0.0007044535013847053,2.4331811800948344e-06,0.00019014585996046662,1.6801554011180997e-05,4.9184691306436434e-05,8.503938443027437e-05,1.661338137637358e-05,3.48542926076334e-05,0.00040514886495657265,2.6774809157359414e-05,2.6432455342728645e-05,0.0009406540775671601,0.0001571349857840687,8.411050657741725e-06,0.0005162730230949819,7.621826807735488e-05,6.163150101201609e-05,0.9845466017723083,8.018444532353897e-06,4.524969699559733e-05,0.0008438255754299462,0.0003743496199604124,0.00010003369970945641,1.4663216461485717e-05,4.53538159490563e-05,9.279177902499214e-06,0.00012140309991082177,0.0016166653949767351,8.81689993548207e-06,3.1323826988227665e-05,2.0789457266801037e-05,2.240999947389355e-06,3.6611487303161994e-05,5.048642560723238e-05,1.4716984878759831e-05,6.0807084082625806e-05,4.7844350774539635e-06,3.915474735549651e-05,0.00015313163748942316,0.00010916285100392997,0.00014543661382049322,0.00010249474144075066,0.0001773705444065854,2.354541175009217e-05,3.164274676237255e-05,0.00013618977391161025,2.289079020556528e-05,4.7581550461472943e-05,3.4022970794467255e-05,1.3838545783073641e-05,6.056938218534924e-05,3.267784632043913e-05,1.8369864847045392e-05,6.683111132588238e-05,1.9613806216511875e-05,1.2042220078001264e-05,6.939375452930108e-05,6.70089793857187e-05,4.134252594667487e-05,2.1375646610977128e-05,0.00025993824237957597,1.8841215933207422e-05,0.0008572532678954303,0.0002826369891408831,3.4191866689070594e-06,2.3264288756763563e-05,8.919758329284377e-06,2.6538971724221483e-05,1.4372282748809084e-05,4.557852662401274e-06,7.741029548924416e-06,2.057497840723954e-05,3.2962518162094057e-05,7.498128070437815e-06,0.00012684082321356982,3.619716881075874e-05,0.002926559653133154,6.252557068364695e-05,1.8945873989650863e-06,9.563614730723202e-05,2.8755217499565333e-05,2.1655645468854345e-05,1.0864370779017918e-05,3.059535083593801e-05]",formal_10001,33,33,0.9845466017723083
0,destroy,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.015871496871113777,4,"[2.568077798059676e-05,0.0019083297811448574,0.00012335229257587343,1.7277421648032032e-05,2.3944903659867123e-05,0.997901439666748]",formal_10001,5,vehicle_type_swap,0.997901439666748
1,repair,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.15766680240631104,4,"[0.9672800898551941,0.027947520837187767,0.004772354383021593]",formal_10001,0,greedy_insert_repair,0.9672800898551941
2,q_ratio,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.08146090060472488,4,"[0.0011176586849614978,0.0013397388393059373,0.9888479709625244,0.0033011490013450384,3.450251460890286e-05,0.0005809090798720717,0.000680226250551641,2.349508213228546e-05,0.0024588890373706818,0.0016153764445334673]",formal_10001,2,0.166667,0.9888479709625244
3,threshold,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.07659796625375748,4,"[2.7488347768667154e-05,1.831887311709579e-05,3.7962872738717124e-05,4.277205789549043e-06,3.639646092779003e-05,3.748546805582009e-05,9.931320528266951e-05,1.2982644875592086e-05,0.0005964847514405847,1.7469041267759167e-05,0.00016018672613427043,3.519473102642223e-05,1.116137264034478e-05,3.2534288038732484e-05,0.00010783061588881537,1.47118389577372e-05,0.00039230246329680085,8.486788942718704e-07,9.908257197821513e-05,7.113135779945878e-06,2.0357108951429836e-05,3.996720988652669e-05,6.556353582709562e-06,1.4895311323925853e-05,0.0002148690982721746,1.1543975233507808e-05,1.1292540875729173e-05,0.0005680548492819071,7.895619637565687e-05,3.369178102730075e-06,0.00028232645126990974,3.329778337501921e-05,2.761781433946453e-05,0.9914685487747192,3.126133151454269e-06,2.095769377774559e-05,0.0004908686387352645,0.00020102248527109623,4.7251462092390284e-05,5.923917342443019e-06,1.9542674635886215e-05,3.7195050026639365e-06,5.884146594326012e-05,0.000986219965852797,3.4296449484827463e-06,1.3017917808610946e-05,8.509128747391514e-06,7.63405751058599e-07,1.5586798326694407e-05,2.3310421966016293e-05,5.960701855656225e-06,2.600822517706547e-05,1.7123377347161295e-06,1.7208283679792657e-05,7.783817272866145e-05,5.1730537961702794e-05,7.247804751386866e-05,4.669464033213444e-05,9.024212340591475e-05,9.395672350365203e-06,1.3353114809433464e-05,6.546740769408643e-05,9.586450687493198e-06,2.174990549974609e-05,1.476056240790058e-05,5.344616511138156e-06,2.685237632249482e-05,1.3751273399975616e-05,7.282152182597201e-06,3.078595909755677e-05,8.21532648842549e-06,4.799966063728789e-06,3.0706731195095927e-05,3.0530482035828754e-05,1.852316563599743e-05,8.800831892585848e-06,0.00013099894567858428,7.737607120361645e-06,0.00048378619248978794,0.0001498465280747041,1.1706096074703964e-06,9.96911148831714e-06,3.492982159514213e-06,1.0869586731132586e-05,5.700616839021677e-06,1.6023790294639184e-06,2.938568059107638e-06,8.581716429034714e-06,1.4016517525305972e-05,2.7337621304468485e-06,6.16933248238638e-05,1.608209640835412e-05,0.001833450747653842,2.871612014132552e-05,6.630699544984964e-07,4.57238893432077e-05,1.1784633898059838e-05,9.01478051673621e-06,4.134886239626212e-06,1.2835626876039896e-05]",formal_10001,33,33,0.9914685487747192
0,destroy,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.016093313694000244,5,"[2.63941128650913e-05,0.0019373937975615263,0.0001257872354472056,1.7706519429339096e-05,2.4548628061893396e-05,0.9978681802749634]",formal_10001,5,vehicle_type_swap,0.9978681802749634
1,repair,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.15876071155071259,5,"[0.9669989943504333,0.028172537684440613,0.004828393924981356]",formal_10001,0,greedy_insert_repair,0.9669989943504333
2,q_ratio,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.08253578841686249,5,"[0.0011375896865502,0.0013624095590785146,0.9886794686317444,0.0033440962433815002,3.53643081325572e-05,0.0005909419851377606,0.0006928272196091712,2.417549694655463e-05,0.0024938294664025307,0.0016394099220633507]",formal_10001,2,0.166667,0.9886794686317444
3,threshold,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.0780344009399414,5,"[2.8292604838497937e-05,1.8815941075445153e-05,3.8974561903160065e-05,4.4132029870525e-06,3.730615571839735e-05,3.846652907668613e-05,0.0001016784444800578,1.3382642464421224e-05,0.0006076858844608068,1.795088974176906e-05,0.0001636739179957658,3.615912646637298e-05,1.1483113667054567e-05,3.334751818329096e-05,0.00011038943193852901,1.5120893294806592e-05,0.00039997565909288824,8.799761985756049e-07,0.00010159847442992032,7.341570835706079e-06,2.0881363525404595e-05,4.1038612835109234e-05,6.744995062035741e-06,1.530945155536756e-05,0.00021942131570540369,1.1884088053193409e-05,1.162934768217383e-05,0.0005790858995169401,8.093403448583558e-05,3.4853489978559082e-06,0.0002881486725527793,3.412951264181174e-05,2.834175575117115e-05,0.991293728351593,3.227641172998119e-06,2.1558185835601762e-05,0.0005007156287319958,0.0002054217766271904,4.850731056649238e-05,6.102731276769191e-06,2.0048020815011114e-05,3.843919330392964e-06,6.032648161635734e-05,0.001004129066132009,3.5411030694376677e-06,1.3382297765929252e-05,8.75640307640424e-06,7.907751751190517e-07,1.6025451259338297e-05,2.3929165763547644e-05,6.140767254692037e-06,2.6682646421249956e-05,1.7710420934236026e-06,1.7685517377685755e-05,7.977742643561214e-05,5.3066447435412556e-05,7.436670421157032e-05,4.7892921429593116e-05,9.249429422197863e-05,9.661132025939878e-06,1.3744942407356575e-05,6.699896766804159e-05,9.88395004242193e-06,2.238526394648943e-05,1.5177396562648937e-05,5.499625785887474e-06,2.7525627956492826e-05,1.4133108379610348e-05,7.496086254832335e-06,3.1584902899339795e-05,8.471251931041479e-06,4.950034053763375e-06,3.1450304959435016e-05,3.134332291665487e-05,1.9019009414478205e-05,9.068898179975804e-06,0.00013379816664382815,7.969177204358857e-06,0.0004923940869048238,0.00015342433471232653,1.2110837133150198e-06,1.0267925063089933e-05,3.6112758152739843e-06,1.1172865015396383e-05,5.875671376998071e-06,1.6556598438910441e-06,3.037176156794885e-06,8.838438589009456e-06,1.4407432900043204e-05,2.8216174996487098e-06,6.325881986413151e-05,1.6547766790608875e-05,0.0018633833387866616,2.9477396310539916e-05,6.876738893879519e-07,4.684835585067049e-05,1.2116874131606892e-05,9.284360203309916e-06,4.264942162990337e-06,1.3201537512941286e-05]",formal_10001,33,33,0.991293728351593
0,destroy,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.015467667020857334,6,"[2.443605444568675e-05,0.001854919595643878,0.00011927077866857871,1.655840424064081e-05,2.2920023184269667e-05,0.9979618787765503]",formal_10001,5,vehicle_type_swap,0.9979618787765503
1,repair,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.15578220784664154,6,"[0.9677634239196777,0.027559345588088036,0.004677325952798128]",formal_10001,0,greedy_insert_repair,0.9677634239196777
2,q_ratio,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.07963200658559799,6,"[0.0010830980027094483,0.001299958094023168,0.989133894443512,0.003229711903259158,3.3054635423468426e-05,0.000564174959436059,0.0006585678202100098,2.2324606106849387e-05,0.0023997416719794273,0.0015755107160657644]",formal_10001,2,0.166667,0.989133894443512
3,threshold,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.07411367446184158,6,"[2.6091984182130545e-05,1.7469816157245077e-05,3.6225683288648725e-05,4.046193680551369e-06,3.485315392026678e-05,3.5808319807983935e-05,9.526227950118482e-05,1.2294809494051151e-05,0.0005770199350081384,1.664726914896164e-05,0.00015429862833116204,3.354100408614613e-05,1.0617544830893166e-05,3.116425796179101e-05,0.00010342812311137095,1.402002544637071e-05,0.0003792748029809445,7.957859224916319e-07,9.469182259636e-05,6.7204377955931704e-06,1.9479510228848085e-05,3.811899296124466e-05,6.240054062800482e-06,1.419897216692334e-05,0.0002070294285658747,1.0961426596622914e-05,1.0714063137129415e-05,0.0005487792659550905,7.552802708232775e-05,3.1692886750533944e-06,0.00027225964004173875,3.1898489396553487e-05,2.638356454554014e-05,0.9917696714401245,2.9544992230512435e-06,1.9924118532799184e-05,0.00047373148845508695,0.0001934229367179796,4.508372148848139e-05,5.622230219159974e-06,1.8694534446694888e-05,3.5065140764345415e-06,5.6303029850823805e-05,0.0009546659421175718,3.240423211536836e-06,1.2397527825669385e-05,8.091372365015559e-06,7.172241112129996e-07,1.484084077674197e-05,2.226557262474671e-05,5.656105713569559e-06,2.485690674802754e-05,1.6130863969010534e-06,1.6397527360823005e-05,7.449690747307613e-05,4.9449045036453754e-05,6.919469160493463e-05,4.465031815925613e-05,8.63371096784249e-05,8.948649337980896e-06,1.267959760298254e-05,6.29072601441294e-05,9.074048648471944e-06,2.0650675651268102e-05,1.4054670828045346e-05,5.085742031951668e-06,2.573336496425327e-05,1.311113010160625e-05,6.92011917635682e-06,2.9433360396069475e-05,7.777864993840922e-06,4.546698619378731e-06,2.94663586828392e-05,2.914657125074882e-05,1.7690937966108322e-05,8.339960913872346e-06,0.000126270271721296,7.344199275394203e-06,0.0004692008951678872,0.0001436242018826306,1.1026068023056723e-06,9.456642146687955e-06,3.289983851573197e-06,1.0359726729802787e-05,5.405113824963337e-06,1.5129082839848706e-06,2.7698206395143643e-06,8.146050276991446e-06,1.3355234841583297e-05,2.58520617535396e-06,5.900349424337037e-05,1.5285517292795703e-05,0.0017811032012104988,2.7416832381277345e-05,6.216179713192105e-07,4.381519465823658e-05,1.1225553862459492e-05,8.557944966014475e-06,3.914452918252209e-06,1.2216966752021108e-05]",formal_10001,33,33,0.9917696714401245
0,destroy,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.016066420823335648,7,"[2.6279836674802937e-05,0.0019337487174198031,0.00012557320587802678,1.767123285389971e-05,2.4463424779241905e-05,0.9978722333908081]",formal_10001,5,vehicle_type_swap,0.9978722333908081
1,repair,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.15869711339473724,7,"[0.9670149087905884,0.02816096693277359,0.004824128467589617]",formal_10001,0,greedy_insert_repair,0.9670149087905884
2,q_ratio,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.08250031620264053,7,"[0.001136351260356605,0.0013620703248307109,0.9886849522590637,0.0033417094964534044,3.532783011905849e-05,0.000590633659157902,0.0006923082983121276,2.4073435270111077e-05,0.0024933405220508575,0.0016392986290156841]",formal_10001,2,0.166667,0.9886849522590637
3,threshold,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.07790995389223099,7,"[2.8143251256551594e-05,1.8783721316140145e-05,3.886050762957893e-05,4.397695647639921e-06,3.7251371395541355e-05,3.8359194149961695e-05,0.0001014481094898656,1.332260035269428e-05,0.0006068484508432448,1.7919723177328706e-05,0.00016328929632436484,3.6000983527628705e-05,1.145136593549978e-05,3.3293497835984454e-05,0.00011011563765350729,1.5091791283339262e-05,0.00039918094989843667,8.758435683375865e-07,0.0001012422435451299,7.311547051358502e-06,2.086973654513713e-05,4.0954902942758054e-05,6.73215436108876e-06,1.526387859485112e-05,0.0002192079700762406,1.1842463209177367e-05,1.1589886526053306e-05,0.0005780645296908915,8.073475328274071e-05,3.4684019283304224e-06,0.0002878934901673347,3.4100488846888766e-05,2.8305124942562543e-05,0.9913088083267212,3.2158857266040286e-06,2.147503982996568e-05,0.0005001476383768022,0.00020503911946434528,4.8374306061305106e-05,6.085313543735538e-06,2.001311986532528e-05,3.8264506656560116e-06,6.015762846800499e-05,0.0010017947060987353,3.5304306038597133e-06,1.3370828128245194e-05,8.735433766560163e-06,7.881618557803449e-07,1.598795824975241e-05,2.385945845162496e-05,6.124828814790817e-06,2.665911779331509e-05,1.7647735148784705e-06,1.7633310562814586e-05,7.953851309139282e-05,5.2922256145393476e-05,7.412581180687994e-05,4.7798555897315964e-05,9.218897321261466e-05,9.650128049543127e-06,1.370363406749675e-05,6.688003486488014e-05,9.851173672359437e-06,2.229395067843143e-05,1.5133559827518184e-05,5.492476702784188e-06,2.7486697945278138e-05,1.4091628145251889e-05,7.483543413400184e-06,3.151037890347652e-05,8.43676934891846e-06,4.932457159156911e-06,3.144247966702096e-05,3.127464515273459e-05,1.897400761663448e-05,9.0470939539955e-06,0.00013368706277105957,7.951101906655822e-06,0.0004923865781165659,0.00015283784887287766,1.2065369219271815e-06,1.0239087714580819e-05,3.5950290566688636e-06,1.1144504242110997e-05,5.857873020431725e-06,1.6518463326065103e-06,3.028299715879257e-06,8.812615305942018e-06,1.4378690138983075e-05,2.814930212480249e-06,6.302409019554034e-05,1.6487027096445672e-05,0.0018615040462464094,2.9401591746136546e-05,6.841526669632003e-07,4.677575998357497e-05,1.208539106301032e-05,9.254736141883768e-06,4.255272870068438e-06,1.316510224569356e-05]",formal_10001,33,33,0.9913088083267212
0,destroy,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,0.016494637355208397,0,"[2.7713518647942692e-05,0.0019896747544407845,0.0001303243770962581,1.850890475907363e-05,2.5673529307823628e-05,0.9978081583976746]",held_out,5,vehicle_type_swap,0.9978081583976746
1,repair,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,0.1607537716627121,0,"[0.9664855003356934,0.028583310544490814,0.004931207746267319]",held_out,0,greedy_insert_repair,0.9664855003356934
2,q_ratio,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,0.08450565487146378,0,"[0.0011740531772375107,0.0014037592336535454,0.9883691072463989,0.003423341317102313,3.69698645954486e-05,0.0006095166900195181,0.0007160021923482418,2.543832852097694e-05,0.0025579475332051516,0.0016838822048157454]",held_out,2,0.166667,0.9883691072463989
