instance_id,sample_role,seed,full_evaluation_event_count,candidate_pool_size_unique,participation_satisfying_candidate_count,selected_f_candidate_id,selected_f_solution_sha256,f_selection,f_equals_i,I_total_cost_cny,U_total_cost_cny,F_total_cost_cny,fairness_cost_F_minus_U_cny,fairness_cost_pct_F_vs_U,u_weak_member_id,u_weak_member_profit_change_vs_I_cny,u_weak_member_improvement_F_vs_U_cny,rerun_elapsed_wall_seconds,joint_rerun_bitwise_identical,nested_candidate_is_independent_sample
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,1,147,142,0,,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,I_FALLBACK,True,2341.446789956353,2289.318598837748,2341.446789956353,52.12819111860472,2.277017761751003,D_guangzhou,-866.1976215354089,866.1976215354089,58.52299454197055,True,False
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,99,95,0,,e95ab508d344fd37d7dd5f07fc8582764d99812a0b7fc7057c622380fa545a1f,I_FALLBACK,True,2341.446789956353,2288.011934963607,2341.446789956353,53.43485499274584,2.3354272841061805,D_guangzhou,-966.9993319555515,966.9993319555515,54.886128332989756,True,False
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,132,127,0,,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,I_FALLBACK,True,2341.446789956353,2288.011934963607,2341.446789956353,53.43485499274584,2.3354272841061805,D_guangzhou,-966.9993319555515,966.9993319555515,56.06443887500791,True,False
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,133,128,0,,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,I_FALLBACK,True,2341.446789956353,2288.011934963607,2341.446789956353,53.43485499274584,2.3354272841061805,D_guangzhou,-966.9993319555515,966.9993319555515,57.114209415973164,True,False
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,137,132,0,,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,I_FALLBACK,True,2341.446789956353,2288.888404443811,2341.446789956353,52.55838551254192,2.296240629752911,D_guangzhou,-966.9993319555515,966.9993319555515,57.325309541018214,True,False
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,159,154,0,,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,I_FALLBACK,True,2341.446789956353,2288.0228281390537,2341.446789956353,53.42396181729919,2.3349400696649156,D_guangzhou,-148.51662560312343,148.51662560312343,56.247290875006,True,False
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,119,115,0,,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,I_FALLBACK,True,2341.446789956353,2288.011934963607,2341.446789956353,53.43485499274584,2.3354272841061805,D_guangzhou,-966.9993319555515,966.9993319555515,55.11576216702815,True,False
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,143,137,0,,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,I_FALLBACK,True,2341.446789956353,2288.011934963607,2341.446789956353,53.43485499274584,2.3354272841061805,D_guangzhou,-966.9993319555515,966.9993319555515,55.57724408298964,True,False
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,148,144,0,,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,I_FALLBACK,True,2341.446789956353,2288.011934963607,2341.446789956353,53.43485499274584,2.3354272841061805,D_guangzhou,-966.9993319555515,966.9993319555515,58.642090416979045,True,False
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,156,152,0,,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,I_FALLBACK,True,2341.446789956353,2288.011934963607,2341.446789956353,53.43485499274584,2.3354272841061805,D_guangzhou,-966.9993319555515,966.9993319555515,56.9848417500034,True,False
