instance_id,arm,search_mode,seed,iterations,runtime_seconds,initial_total_cost_cny,total_cost_cny,total_emissions_kg,cv_direct_emissions_kg,ev_indirect_emissions_kg,used_cv,used_ev,electricity_kwh,customers_served,customers_total,demand_served,demand_total,caps_by_depot_json,individual_fingerprint
cn-jjj-50c-01-V2-LOCATIONS,BOTH_TYPES_AVAILABLE,FULL_PROBLEM_COMPONENTS,11,100,475.1606186659774,2409.588573273671,1877.3815496267737,150.03858429611697,53.773586646272044,96.26499764984491,1,6,152.54570013469032,50,50,13264.0,13264.0,"{""D_beijing"": {""num_cv"": 6, ""num_ev"": 6, ""total_fleet_cap"": 6}, ""D_tianjin"": {""num_cv"": 3, ""num_ev"": 3, ""total_fleet_cap"": 3}}",6e03c1cc746f432235afa06e3607f18ed0ac0f29e6affe4afa9061ee786c52a4
