instance_id,seed,n_clients,mother_cost,mother_cpu_seconds,mother_iterations,hybrid_cost,hybrid_cpu_seconds,cpu_ratio,hybrid_vs_mother,improvement_percent,epochs_run,mother_gap_to_bks_percent,hybrid_gap_to_bks_percent,percent_of_mother_gap_closed
PR16A,1,960,14657.261,240.21114516700618,3041,14421.845,480.9944482919527,2.0023818959671607,win,1.6061391006136896,4,4.749482961842695,3.067060558301864,35.423274850281544
PR16A,2,960,14648.52,240.2391789999092,3021,14338.388,480.9532471249113,2.0019767347152526,win,2.1171558628448444,4,4.687014589984578,2.470627322955482,47.287825213200136
PR16A,3,960,14599.152,240.30983637506142,3112,14372.44,481.0744873340009,2.0018926174256477,win,1.5529121143474602,4,4.334201572950884,2.7139831173168316,37.38216666584218
PR20B,1,880,10240.207,240.184395790915,4268,10177.481,480.9403966659447,2.0023798593669353,win,0.612546211224056,4,2.2650859174136233,1.6386650082214806,27.655503236160605
PR20B,2,880,10307.885,240.19606450002175,4114,10231.246,480.91059129103087,2.0021584961937933,win,0.7434987875786452,4,2.940960583298669,2.1755957894400324,26.024313219464528
PR20B,3,880,10210.717,240.12434474995825,6308,10187.653,481.0080115420278,2.0031622034946186,win,0.2258803177093274,4,1.9705804075440958,1.74024893654949,11.688509137349252
PR24A,1,960,11997.057,240.14663812506478,3895,11858.919,481.1881800000556,2.003726488769166,win,1.1514323887933584,4,3.0798270721034724,1.8929325568830886,38.537699923838716
PR24A,2,960,12109.716,240.2057671669172,3682,11925.865,481.21005991694983,2.0033243397630853,win,1.5182106665424735,4,4.047803654870068,2.4681388014786614,39.02523412890473
PR24A,3,960,12119.532,240.1348002499435,3763,11957.007,481.1179604579229,2.003532848871354,win,1.3410171283841623,4,4.132143637795852,2.7357137554594106,33.794320932205494
