case,recharge_mode,status,route_count,customer_count,physical_cv,physical_ev,depot_charge_power_kw,charge_energy_kwh,max_trips_per_vehicle,wall_seconds,route_violation_count
solo_business,full,HALT,59,449,14,21,22.0,3656.193279576552,3,29.213726540998323,0
shared_business,full,HALT,59,449,14,21,22.0,3656.193279576552,3,76.56993241701275,0
solo_business,partial,PASS,59,449,14,14,22.0,1506.7375792333253,3,29.71825025000726,0
shared_business,partial,PASS,59,449,14,14,22.0,1506.7375792333253,3,75.87325595802395,0
