instance_id,seed,customer_count,protected_stage_1_cost,candidate_final_cost,candidate_minus_stage_1,strict_improvement_over_stage_1,HGS-F_cost,HGS-E_cost,HGS-M_cost,best_current_single_view_cost,candidate_minus_best_current_single_view,strict_route_fusion_improvement,strict_win_over_HGS-E,strict_win_over_HGS-M,zero_loss_to_all_views,warm_route_types_preserved,complete_candidate_attempts,base_route_pool_size,expanded_route_pool_size,selected_source,base_source,base_mip_status,base_mip_dual_bound,base_mip_gap,expanded_mip_status,expanded_mip_dual_bound,expanded_mip_gap,elapsed_seconds,HGS-F_curve_points,HGS-F_strict_decreases,HGS-E_curve_points,HGS-E_strict_decreases,HGS-M_curve_points,HGS-M_strict_decreases,MV-HGS-SP_curve_points,MV-HGS-SP_strict_decreases,main_curve_gate,all_independently_feasible,status
cn-prd-100c-03-V2-LOCATIONS,15,100,4616.183683334074,4616.183683334074,0.0,False,4616.212092211577,4616.183683334074,4616.183683334074,4616.183683334074,0.0,False,False,False,True,True,279,218,321,protected_stage_1,stage_1_parent,OPTIMAL,4616.183683334075,0.0,OPTIMAL,4616.183683334075,0.0,324.0152627499774,12,11,12,11,13,12,11,10,False,True,PASS
