instance_id,seed,best_parent_objective,final_objective,final_minus_parent,relative_improvement_percent,result,feasible,violation_count,route_pool_size,selected_source,sp_success,sp_mip_gap,elapsed_seconds
cn-jjj-25c-03-V2-LOCATIONS,1,1464.352359919282,1464.352359919282,0.0,0.0,tie,True,0,43,best_exact_hgs_parent,True,0.0,8.492577542026993
cn-prd-75c-03-V2-LOCATIONS,1,3909.873746936919,3904.797552532043,-5.076194404875878,0.12983013604602145,win,True,0,211,set_partitioning_recombination,True,0.0,15.44797550002113
cn-cy-150c-03-V2-LOCATIONS,1,7618.914452289948,7573.340141852353,-45.57431043759516,0.5981732794479311,win,True,0,515,set_partitioning_recombination,True,0.0,37.325906041951384
