actual_evaluations,best_cost,best_ev_routes,best_routes,dominant_pair_share,elapsed_seconds,pair_count,seed,trace_rows,violation_count
400,5214.724359595942,29,32,0.7202072538860104,14.384091165993595,16,1,386,0
400,7076.975422558339,26,35,0.8828125,7.433639167000365,16,2,384,0
400,6699.519630662251,23,34,0.8756476683937824,6.669957874997635,16,3,386,0
