candidate_cost,candidate_gain_vs_lns_pct,candidate_gain_vs_staged_pct,candidate_id,instance,lns_cost,pair_role,seed,staged_cost,staged_gain_vs_lns_pct
1211.743817555197,-8.095663699051325,-0.7705175746559729,proportional_true_lns_middle,L-main-threeshift-20c-01,1120.9920695142848,development,3,1202.478509309506,-7.269136152812264
3214.9217302152238,-22.74313637955182,-7.772595152372388,proportional_true_lns_middle,L-main-threeshift-50c-01,2619.2272945298537,development,5,2983.0605133613635,-13.890860850120196
9596.830831561265,-7.893223267899993,2.7786837415888685,proportional_true_lns_middle,L-main-threeshift-150c-01,8894.748475288605,development,3,9871.117982041302,-10.976920926603459
5331.156479708252,10.70171419957534,11.711707526911336,proportional_true_lns_middle,L-main-threeshift-100c-01,5970.054667816366,development,2,6038.350420394927,-1.1439719797999883
1063.7886084402815,-3.2602352620153603,-0.637287409942212,proportional_true_lns_middle,L-main-threeshift-15c-01,1030.2016122091868,development,2,1057.052148183385,-2.606337988213721
4374.479217504191,-0.8235650111873349,-4.737438182364866,proportional_true_lns_middle,L-main-threeshift-75c-01,4338.746816797046,development,1,4176.614678972302,3.736842564702455
4770.433417057921,23.67721118713418,-0.30723553571743656,proportional_true_lns_middle,L-main-threeshift-100c-01,6250.339500505469,guard,4,4755.8218423428325,23.910983684034665
7680.984931390085,24.02983332104041,-0.2214876012384862,proportional_true_lns_middle,L-main-threeshift-150c-01,10110.52794427708,guard,4,7664.010099262553,24.197725959496942
3868.0832732026283,9.252990208676797,-3.0050643539169117,proportional_true_lns_middle,L-main-threeshift-75c-01,4262.491163177121,guard,5,3755.2360143305314,11.900438720640029
