instance,seed,budget,algorithm,cost,recomputed_cost,cost_match,evaluations,budget_exact,elapsed_seconds,route_count,feasible,mechanism_activity
L-main-multidepot-25c-01,1,100,pure_alns,662.6150117111985,662.6150117111985,True,100,True,1.2828766670427285,4,True,"{""alns_actual_moves"": 0}"
L-main-multidepot-25c-01,1,100,pure_hgs_style_outer,695.9676106780545,695.9676106780545,True,100,True,0.06941008399007842,3,True,"{""diversity_rejections"": 18, ""improvements"": 7, ""order_mutations"": 57, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-multidepot-25c-01,1,100,mechanism_hgs_alns_skeleton,612.4140385124521,612.4140385124521,True,100,True,0.5619643750251271,3,True,"{""alns_actual_moves"": 0, ""diversity_rejections"": 0, ""educated_basins"": 1, ""improvements"": 1, ""inner_budget"": 99, ""order_mutations"": 1, ""ordered_crossovers"": 0, ""outer_budget"": 1, ""outer_candidates"": 1}"
L-main-multidepot-25c-01,2,100,pure_alns,658.49749211235,658.49749211235,True,100,True,1.20541462500114,4,True,"{""alns_actual_moves"": 0}"
L-main-multidepot-25c-01,2,100,pure_hgs_style_outer,703.5849723146455,703.5849723146455,True,100,True,0.07243737496901304,3,True,"{""diversity_rejections"": 20, ""improvements"": 4, ""order_mutations"": 54, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-multidepot-25c-01,2,100,mechanism_hgs_alns_skeleton,604.4024478027854,604.4024478027854,True,100,True,0.5301655840012245,3,True,"{""alns_actual_moves"": 0, ""diversity_rejections"": 0, ""educated_basins"": 1, ""improvements"": 1, ""inner_budget"": 99, ""order_mutations"": 1, ""ordered_crossovers"": 0, ""outer_budget"": 1, ""outer_candidates"": 1}"
L-main-multidepot-25c-01,3,100,pure_alns,638.0338351806475,638.0338351806475,True,100,True,0.8178424169891514,3,True,"{""alns_actual_moves"": 0}"
L-main-multidepot-25c-01,3,100,pure_hgs_style_outer,701.6272315210408,701.6272315210408,True,100,True,0.0731968330219388,3,True,"{""diversity_rejections"": 24, ""improvements"": 5, ""order_mutations"": 57, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-multidepot-25c-01,3,100,mechanism_hgs_alns_skeleton,630.3719790444908,630.3719790444908,True,100,True,0.49456204200396314,3,True,"{""alns_actual_moves"": 0, ""diversity_rejections"": 0, ""educated_basins"": 1, ""improvements"": 1, ""inner_budget"": 99, ""order_mutations"": 1, ""ordered_crossovers"": 0, ""outer_budget"": 1, ""outer_candidates"": 1}"
L-main-vanilla-25c-01,1,100,pure_alns,660.4015913899857,660.4015913899857,True,100,True,0.5536212499719113,3,True,"{""alns_actual_moves"": 0}"
L-main-vanilla-25c-01,1,100,pure_hgs_style_outer,812.761045608199,812.761045608199,True,100,True,0.07316191599238664,3,True,"{""diversity_rejections"": 17, ""improvements"": 6, ""order_mutations"": 58, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-vanilla-25c-01,1,100,mechanism_hgs_alns_skeleton,656.4266228347735,656.4266228347735,True,100,True,0.5479439999908209,3,True,"{""alns_actual_moves"": 0, ""diversity_rejections"": 0, ""educated_basins"": 1, ""improvements"": 1, ""inner_budget"": 99, ""order_mutations"": 1, ""ordered_crossovers"": 0, ""outer_budget"": 1, ""outer_candidates"": 1}"
L-main-vanilla-25c-01,2,100,pure_alns,652.2675833118552,652.2675833118552,True,100,True,0.528474582999479,3,True,"{""alns_actual_moves"": 0}"
L-main-vanilla-25c-01,2,100,pure_hgs_style_outer,803.6721813573489,803.6721813573489,True,100,True,0.07538720802403986,3,True,"{""diversity_rejections"": 8, ""improvements"": 1, ""order_mutations"": 39, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-vanilla-25c-01,2,100,mechanism_hgs_alns_skeleton,673.2797129174658,673.2797129174658,True,100,True,0.5474358749925159,3,True,"{""alns_actual_moves"": 0, ""diversity_rejections"": 0, ""educated_basins"": 1, ""improvements"": 0, ""inner_budget"": 99, ""order_mutations"": 1, ""ordered_crossovers"": 0, ""outer_budget"": 1, ""outer_candidates"": 1}"
L-main-vanilla-25c-01,3,100,pure_alns,671.9240228500956,671.9240228500956,True,100,True,0.48802149994298816,3,True,"{""alns_actual_moves"": 0}"
L-main-vanilla-25c-01,3,100,pure_hgs_style_outer,808.472078389253,808.472078389253,True,100,True,0.07733299996471033,3,True,"{""diversity_rejections"": 11, ""improvements"": 1, ""order_mutations"": 44, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-vanilla-25c-01,3,100,mechanism_hgs_alns_skeleton,646.8267378299003,646.8267378299003,True,100,True,0.5113870420027524,3,True,"{""alns_actual_moves"": 0, ""diversity_rejections"": 0, ""educated_basins"": 1, ""improvements"": 1, ""inner_budget"": 99, ""order_mutations"": 1, ""ordered_crossovers"": 0, ""outer_budget"": 1, ""outer_candidates"": 1}"
L-main-threeshift-25c-01,1,100,pure_alns,674.7712132472758,674.7712132472758,True,100,True,0.9585409999708645,4,True,"{""alns_actual_moves"": 0}"
L-main-threeshift-25c-01,1,100,pure_hgs_style_outer,814.0663070240128,814.0663070240128,True,100,True,0.07566304103238508,4,True,"{""diversity_rejections"": 17, ""improvements"": 5, ""order_mutations"": 56, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-threeshift-25c-01,1,100,mechanism_hgs_alns_skeleton,651.3329887302872,651.3329887302872,True,100,True,0.7261501250322908,3,True,"{""alns_actual_moves"": 0, ""diversity_rejections"": 0, ""educated_basins"": 1, ""improvements"": 1, ""inner_budget"": 99, ""order_mutations"": 1, ""ordered_crossovers"": 0, ""outer_budget"": 1, ""outer_candidates"": 1}"
L-main-threeshift-25c-01,2,100,pure_alns,663.7685298770573,663.7685298770573,True,100,True,0.7687941669719294,4,True,"{""alns_actual_moves"": 0}"
L-main-threeshift-25c-01,2,100,pure_hgs_style_outer,847.3740108687427,847.3740108687427,True,100,True,0.08455341699300334,4,True,"{""diversity_rejections"": 8, ""improvements"": 5, ""order_mutations"": 40, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-threeshift-25c-01,2,100,mechanism_hgs_alns_skeleton,667.1569243679118,667.1569243679118,True,100,True,0.9945202089729719,4,True,"{""alns_actual_moves"": 0, ""diversity_rejections"": 0, ""educated_basins"": 1, ""improvements"": 0, ""inner_budget"": 99, ""order_mutations"": 1, ""ordered_crossovers"": 0, ""outer_budget"": 1, ""outer_candidates"": 1}"
L-main-threeshift-25c-01,3,100,pure_alns,663.7685298770573,663.7685298770573,True,100,True,0.7960877920268103,4,True,"{""alns_actual_moves"": 0}"
L-main-threeshift-25c-01,3,100,pure_hgs_style_outer,754.5665792861931,754.5665792861931,True,100,True,0.07410520798293874,3,True,"{""diversity_rejections"": 17, ""improvements"": 7, ""order_mutations"": 45, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-threeshift-25c-01,3,100,mechanism_hgs_alns_skeleton,667.1569243679118,667.1569243679118,True,100,True,0.7160870840307325,4,True,"{""alns_actual_moves"": 0, ""diversity_rejections"": 0, ""educated_basins"": 1, ""improvements"": 0, ""inner_budget"": 99, ""order_mutations"": 1, ""ordered_crossovers"": 0, ""outer_budget"": 1, ""outer_candidates"": 1}"
