instance_id,seed,mapping_sha256,coalition,coalition_member_count,initial_source,initial_sha256,initial_cost_cny,search_candidate_cost_cny,final_cost_cny,saving_from_initial_cny,selected_source,cross_contractor_customers,cross_contractor_quantity_kg,used_cv,used_ev,route_pool_records,complete_candidate_evaluations,elapsed_seconds,solution_sha256,status,violation_count
cn-prd-150c-03-V2-LOCATIONS,8,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,D_dongguan,1,SINGLETON_COMMON_INITIAL,7b067b35bd24b8c9eac47bd7e7cdad3a2d1128215c1708437e69bfe1f513d9d6,1548.661813606259,1397.1316750456965,1397.1316750456965,151.5301385605626,SEARCH_STRICT_IMPROVEMENT,0,0,2,1,23,32,1.2371349580353126,c6848abeace5750aaec0e799e92c15a067c5cffdf9898dde3e4d38d5d6b7807b,PASS,0
cn-prd-150c-03-V2-LOCATIONS,8,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,D_foshan,1,SINGLETON_COMMON_INITIAL,7424c8d5220a64393fb6e2175ee8abe5873ee1ca4bceee920f65aea4336c208a,1370.069948772527,1178.2791162989874,1178.2791162989874,191.79083247353947,SEARCH_STRICT_IMPROVEMENT,0,0,2,1,9,32,0.8702173340134323,380db2bebda33d75b3745bba8becc2ae3281aa5f970f544c72dce259cefda4a5,PASS,0
cn-prd-150c-03-V2-LOCATIONS,8,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,D_guangzhou,1,SINGLETON_COMMON_INITIAL,ca3ed8de65e0039825b15df9f6373acde74c69502ded0d99f064d587a2da8376,4575.316493868576,3978.26428460659,3978.26428460659,597.0522092619858,SEARCH_STRICT_IMPROVEMENT,0,0,8,2,117,32,3.089042374980636,446176fc80d07b7b0a58865f5e78b386805a2723dbd64ca8e8634bc8bfd836f1,PASS,0
cn-prd-150c-03-V2-LOCATIONS,8,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,D_shenzhen,1,SINGLETON_COMMON_INITIAL,55de42a43624d4062a6b44d0fcc157f8d7f886d3bf22903fb773c63cefb77960,4578.7129380561255,3900.528840583021,3900.528840583021,678.1840974731044,SEARCH_STRICT_IMPROVEMENT,0,0,7,3,157,32,6.3820318329380825,0cfa1a7e941a44a66b00ebcc1386ff4c2c0e14c5291acad9267c16f720cdd267,PASS,0
cn-prd-150c-03-V2-LOCATIONS,8,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,D_dongguan+D_foshan,2,COALITION_COMMON_INITIAL,6a2b2b30b667cf4d21ac52dd881f858f5fee265aa2e24185afd8873cc7e48001,2918.731762378786,1943.0131266533294,1943.0131266533294,975.7186357254564,SEARCH_STRICT_IMPROVEMENT,14,3194.0,3,2,46,32,2.0148124169791117,ad541f960d0c5fb14682f73b080ed2c67bee3b5942a52983defcdcbf36475cda,PASS,0
cn-prd-150c-03-V2-LOCATIONS,8,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,D_dongguan+D_guangzhou,2,COALITION_COMMON_INITIAL,a73814234c428121344cf97bb739804da9b5be7ac8677d9df5d9c9ec432d1dda,6123.978307474833,4373.503107765989,4373.503107765989,1750.4751997088442,SEARCH_STRICT_IMPROVEMENT,25,6876.0,9,3,209,32,5.157484750030562,3f6d91f4dfcde87ffbc1e843f044ff7038559aff5a0ef6d50107bd7fdb38a913,PASS,0
cn-prd-150c-03-V2-LOCATIONS,8,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,D_dongguan+D_shenzhen,2,COALITION_COMMON_INITIAL,28a4db612e38b65fb59a8b26dc544c1b69a695f354263a5c616edbffc8f288d5,6152.663423699041,4215.856350849744,4215.856350849744,1936.8070728492976,SEARCH_STRICT_IMPROVEMENT,40,10418.0,8,4,257,32,6.958415333065204,b8dd932fab1be199e7eee7cd09182a571b2402585e9540e4efb00bf7146d4a5e,PASS,0
cn-prd-150c-03-V2-LOCATIONS,8,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,D_foshan+D_guangzhou,2,COALITION_COMMON_INITIAL,9f27102806cad97da033be191fcba7551b9e783beef067e2e8305c2d0038401e,6091.549657626228,4425.935532290447,4425.935532290447,1665.614125335781,SEARCH_STRICT_IMPROVEMENT,34,9096.0,9,3,241,32,7.454340290976688,b5ac474b58f6ec873de717c1c2b4c301dfe89f2ae34df4de2ff8d98dcbdbafa6,PASS,0
cn-prd-150c-03-V2-LOCATIONS,8,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,D_foshan+D_shenzhen,2,COALITION_COMMON_INITIAL,876e20cbb26125ebc309f420893eeb2396f74e4329af24f30042949a98df2faa,5983.781330521453,3630.786590212502,3630.786590212502,2352.9947403089514,SEARCH_STRICT_IMPROVEMENT,33,8194.0,8,4,147,32,5.527293208986521,da64109e5bb93eeda055a2d7bbfe98f0299849db5758800dc21af3a9797fb953,PASS,0
cn-prd-150c-03-V2-LOCATIONS,8,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,D_guangzhou+D_shenzhen,2,COALITION_COMMON_INITIAL,a88cd8f75072d2e5c8670fabc773ebff13aceba8a9bbefc3961188b67ad9202a,9209.111287947479,5370.428302136301,5370.428302136301,3838.682985811178,SEARCH_STRICT_IMPROVEMENT,59,15695.0,14,5,274,32,9.379949250025675,a92377920a63e9293f77294da7fa2b31178e7c360dd774c8e9046902d13e563f,PASS,0
cn-prd-150c-03-V2-LOCATIONS,8,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,D_dongguan+D_foshan+D_guangzhou,3,COALITION_COMMON_INITIAL,88ea806b58d2f02c3778471f9f5a5b59f240777373caff0191a4f2f7dd1b0634,7640.2114712324865,4977.767176985576,4977.767176985576,2662.4442942469104,SEARCH_STRICT_IMPROVEMENT,52,13749.0,10,4,240,32,8.521917124977335,90cce04ea094e5fff9ef0319f8e62413d9774201d7928e423408ebf1e80067f9,PASS,0
cn-prd-150c-03-V2-LOCATIONS,8,1d9e816fe73a97156f7c45a8b0884cd6059a9b643e241ef774c58c524ada5497,D_dongguan+D_foshan+D_shenzhen,3,COALITION_COMMON_INITIAL,ff1481544c9f549f211f15abd879b4972bb7760bf95c1732c6039639d1167cba,7557.731816164369,4298.528467025077,4298.528467025077,3259.203349139292,SEARCH_STRICT_IMPROVEMENT,59,15070.0,9,5,218,32,6.957521791104227,1e234406a7b3edcf6ab57f6953cb47c49d42c3dfffcfd9951998ba97a4110971,PASS,0
