instance_id,verdict,initial_cost_cny,final_cost_cny,cost_change_percent,initial_emissions_kg,final_emissions_kg,customers_served,customers_total,demand_served_kg,demand_total_kg,education_rounds,incremental_evaluations,sentinel_evaluations,accepted_by_channel_json,status_by_channel_json,initial_observations_json,final_observations_json,initial_minimum_participation_margin_cny,final_minimum_participation_margin_cny,pi0_externally_frozen,truth_sentinel_enabled,failure_reason
cn-prd-50c-01-V2-LOCATIONS,TECHNICAL_EDUCATION_SCOUT_COMPLETE,2020.7254397956153,1868.072748818845,-7.5543509261807635,212.86971418497873,184.11467558395097,50,50,12223.0,12223.0,23,3430,3430,"{""mixed_fleet"": 4, ""relocate"": 4, ""route_order"": 14}","{""depot_collaboration:EVALUATED"": 224, ""depot_collaboration:REJECTED_CHARGING"": 15962, ""depot_collaboration:REJECTED_INTERFACE"": 31792, ""mixed_fleet:EVALUATED"": 1269, ""mixed_fleet:REJECTED_CHARGING"": 8289, ""mixed_fleet:REJECTED_INTERFACE"": 4542, ""multi_trip:EVALUATED"": 163, ""multi_trip:REJECTED_CHARGING"": 4668, ""multi_trip:REJECTED_INTERFACE"": 7663, ""relocate:EVALUATED"": 1212, ""relocate:REJECTED_INTERFACE"": 12054, ""route_order:EVALUATED"": 515, ""route_order:REJECTED_CHARGING"": 851, ""route_order:REJECTED_INTERFACE"": 1702, ""time_varying_carbon_charge:EVALUATED"": 1, ""time_varying_carbon_charge:NO_CHANGE"": 45, ""whole_duty_type_exchange:EVALUATED"": 46, ""whole_duty_type_exchange:REJECTED_CHARGING"": 69}","{""charging_action_count"": 2, ""charging_actions_entering_taper_region"": 0, ""charging_actions_with_known_end_energy"": 2, ""charging_curve_id"": ""NL90_mild"", ""charging_energy_kwh"": 47.131537758702486, ""cross_site_service_count"": 0, ""maximum_trips_per_vehicle"": 2, ""multi_trip_vehicle_count"": 4, ""taper_start_soc"": 0.9, ""trip_count"": 9, ""used_cv"": 4, ""used_ev"": 1, ""used_physical_vehicles"": 5}","{""charging_action_count"": 2, ""charging_actions_entering_taper_region"": 0, ""charging_actions_with_known_end_energy"": 2, ""charging_curve_id"": ""NL90_mild"", ""charging_energy_kwh"": 40.45940276933267, ""cross_site_service_count"": 0, ""maximum_trips_per_vehicle"": 2, ""multi_trip_vehicle_count"": 4, ""taper_start_soc"": 0.9, ""trip_count"": 9, ""used_cv"": 4, ""used_ev"": 1, ""used_physical_vehicles"": 5}",0.0,63.67153532093835,False,True,
