battery_kwh,category,cv_shell_composition,cv_shell_cost,cv_shell_ev_customer_share,cv_shell_ev_demand_share,cv_shell_ev_distance_share,cv_shell_ev_route_share,ev_shell_composition,ev_shell_cost,ev_shell_ev_customer_share,ev_shell_ev_demand_share,ev_shell_ev_distance_share,ev_shell_ev_route_share,free_mixed_composition,free_mixed_cost,free_mixed_ev_customer_share,free_mixed_ev_demand_share,free_mixed_ev_distance_share,free_mixed_ev_route_share,instance,phase,seed,size,winner_composition,winner_cv_route_count,winner_ev_customer_share,winner_ev_demand_share,winner_ev_distance_share,winner_ev_route_count,winner_ev_route_share,winner_route_count,winner_status,winner_total_cost,winner_total_customer_count,winner_total_demand,winner_total_distance_m,winner_variant,structure_instance,family,structure_size,replicate,customers,depots,stations,station_at_depot_count,station_per_customer,depot_per_customer,bbox_diag_km,nearest_depot_p50_km,nearest_depot_p75_km,nearest_depot_p90_km,nearest_depot_max_km,nearest_station_p50_km,nearest_station_p75_km,nearest_station_p90_km,nearest_station_max_km,nearest_customer_p50_km,nearest_customer_p90_km,pairwise_p50_km,pairwise_p90_km,pairwise_max_km,depot_min_separation_km,station_min_separation_km,roundtrip_depot_empty_kwh_p75,roundtrip_depot_empty_kwh_p90,roundtrip_depot_empty_kwh_max,oneway_depot_empty_kwh_p90,customer_demand_mean,customer_demand_p90,time_window_width_mean_h,time_window_width_p25_h,service_time_mean_min,manifest_num_cv,manifest_num_ev,station_strategy,depot_strategy,route_share_in_practical_band,route_share_regime,winner_ev_routes_over_manifest_ev,winner_cv_routes_over_manifest_cv
100.0,threeshift,all_cv,9537.791917774082,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,9096.633853431384,0.87,0.8994872691891419,0.8280045690944647,0.9104477611940298,e2-threeshift-200c-01,stage_a,1,200,ev_heavy_mixed,6,0.87,0.8994872691891419,0.8280045690944647,61,0.9104477611940298,67,OK,9096.633853431384,200.0,91471.0,7219891.6562255155,free_mixed,e2-threeshift-200c-01,threeshift,200,1,200,2,21,1,0.105,0.01,276.64021738668765,36.001695935552775,58.942969595796,78.27376175814945,98.1926208805261,13.700602276516689,19.28346650378627,29.10187496950281,61.08437279054685,5.025004784847583,11.499648027316155,73.76182645680313,123.35775788278775,212.28757180485582,54.447807481667084,6.076986342736012,71.35137206212744,94.75159355232721,118.86367915032135,47.375796776163604,457.355,746.5999999999999,5.522451388888889,5.377777777777778,15.245166666666668,14,14,hybrid_support,scored_candidates,False,ev_heavy,True,False
100.0,threeshift,all_cv,3960.5538278976487,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,4004.341038703461,0.7066666666666667,0.7451765042160926,0.6353608912388302,0.76,e2-threeshift-75c-01,stage_a,1,75,all_cv,26,0.0,0.0,0.0,0,0.0,26,OK,3960.5538278976487,75.0,34985.0,2922079.9653189136,cv_shell,e2-threeshift-75c-01,threeshift,75,1,75,2,8,1,0.10666666666666667,0.02666666666666667,259.68026523333515,36.919979429967185,52.66314959560174,70.45108813987137,109.93897028870016,15.740243156253973,29.92012552764726,51.60579327397696,79.14776869830064,7.07974093795105,14.699695098046602,78.53727223383939,132.87063356311134,207.50547833331484,90.73074574169806,11.642429560126182,63.749553280519805,85.28212671538391,133.0828159318885,42.641063357691955,466.46666666666664,770.6,5.537407407407407,5.377777777777778,15.548888888888888,6,5,hybrid_support,scored_candidates,False,all_cv,False,True
100.0,vanilla,all_cv,5826.874187184658,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,5661.585636666391,0.58,0.6131972991970011,0.5215701234895974,0.6470588235294118,e2-vanilla-100c-01,stage_a,1,100,balanced_mixed,12,0.58,0.6131972991970011,0.5215701234895974,22,0.6470588235294118,34,OK,5661.585636666391,100.0,46949.0,5220860.7361632185,free_mixed,e2-vanilla-100c-01,vanilla,100,1,100,1,11,1,0.11,0.01,265.2690537368918,72.16050482566888,85.44755129272968,92.42449494606201,101.11805599544377,17.683636204331705,30.83521463678035,38.37325466111732,67.35011648235955,7.470743139936593,15.78932518648793,80.2634955653873,143.56160389931176,200.5363384526757,0.0,14.366642462043808,103.43557621705095,111.88127391228413,122.40496339099506,55.940636956142065,469.49,768.4000000000001,5.568877777777778,5.4307638888888885,15.649666666666667,7,7,hybrid_support,scored_candidates,True,practical_mixed,True,True
100.0,vanilla,all_cv,7592.641707650496,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,7048.8116705165585,0.8533333333333334,0.8607017990855945,0.7590575348177492,0.8627450980392157,e2-vanilla-150c-01,stage_a,1,150,ev_heavy_mixed,7,0.8533333333333334,0.8607017990855945,0.7590575348177492,44,0.8627450980392157,51,OK,7048.8116705165585,150.0,70647.0,5712788.327779789,free_mixed,e2-vanilla-150c-01,vanilla,150,1,150,1,16,1,0.10666666666666667,0.006666666666666667,239.23258743020295,49.97690231697672,68.50284299703213,82.0787797982094,97.54690711053068,12.370325736578009,24.110202783408656,38.95660174028026,78.66910777368457,5.372099074325959,11.41721461998503,65.3116129254974,117.81949156879008,185.259190338733,0.0,6.052747088074968,82.92374597874607,99.35762646416049,118.08203269164225,49.678813232080245,470.98,764.2,5.547711111111111,5.376736111111111,15.699333333333334,10,10,hybrid_support,scored_candidates,False,ev_heavy,True,False
100.0,vanilla,all_cv,11164.214856565932,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,11281.993191183377,0.54,0.5930809453227931,0.5538218020385937,0.6301369863013698,e2-vanilla-200c-01,stage_a,1,200,all_cv,67,0.0,0.0,0.0,0,0.0,67,OK,11164.214856565932,200.0,97152.0,9012332.491091257,cv_shell,e2-vanilla-200c-01,vanilla,200,1,200,1,21,1,0.105,0.005,272.0312915023727,61.01570332624734,78.56852411061782,89.46161653803227,103.13978439508831,10.972012667593331,16.31910816286853,26.3031745733443,49.64274291762392,4.914709041795423,12.46617978797317,70.21150838403948,122.96230471960166,199.8552551484511,0.0,6.076986342736012,95.10840791755354,108.29466398889726,124.8522967411949,54.14733199444863,485.76,765.3,5.5473236111111115,5.385347222222222,16.192,14,14,hybrid_support,scored_candidates,False,all_cv,False,True
100.0,vanilla,all_cv,4668.631771653173,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,4645.184974978001,0.5333333333333333,0.559547917464835,0.45504264669902367,0.5925925925925926,e2-vanilla-75c-01,stage_a,1,75,balanced_mixed,11,0.5333333333333333,0.559547917464835,0.45504264669902367,16,0.5925925925925926,27,OK,4645.184974978001,75.0,36542.0,4340881.842692103,free_mixed,e2-vanilla-75c-01,vanilla,75,1,75,1,8,1,0.10666666666666667,0.013333333333333334,252.96483601813372,68.23264309814256,87.75882903043981,96.61614814115248,109.93897028870016,24.39862699004597,38.87200573183574,51.65108370180643,79.14776869830064,8.677359321187524,16.912119764914223,85.00463112986256,143.1304790165299,208.54350696904706,0.0,11.642429560126182,106.23341349829354,116.95533463113254,133.0828159318885,58.47766731556627,487.2266666666667,740.0000000000001,5.537625925925926,5.397916666666666,16.24088888888889,6,5,hybrid_support,scored_candidates,True,practical_mixed,True,True
113.0,multidepot,all_cv,5059.385878752753,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,4824.912072484093,0.84,0.8736927304095934,0.7610208628186008,0.8787878787878788,e2-multidepot-100c-01,stage_a,1,100,ev_heavy_mixed,4,0.84,0.8736927304095934,0.7610208628186008,29,0.8787878787878788,33,OK,4824.912072484093,100.0,46949.0,4227272.05315882,free_mixed,e2-multidepot-100c-01,multidepot,100,1,100,2,11,1,0.11,0.02,265.2690537368918,41.08380150998228,65.31088210103168,85.52469625644268,101.11805599544377,17.683636204331705,30.83521463678035,38.37325466111732,67.35011648235955,7.470743139936593,15.78932518648793,80.2634955653873,143.56160389931176,200.5363384526757,69.72141723857165,14.366642462043808,79.05982817718126,103.52896138319294,122.40496339099506,51.76448069159647,469.49,768.4000000000001,5.568877777777778,5.4307638888888885,15.649666666666667,7,7,hybrid_support,scored_candidates,False,ev_heavy,True,False
113.0,multidepot,all_cv,7270.566593981815,0.0,0.0,0.0,0.0,,,,,,,all_ev,6934.973217770704,1.0,1.0,1.0,1.0,e2-multidepot-150c-01,stage_a,1,150,all_ev,0,1.0,1.0,1.0,53,1.0,53,OK,6934.973217770704,150.0,70647.0,5648425.335994274,free_mixed,e2-multidepot-150c-01,multidepot,150,1,150,2,16,1,0.10666666666666667,0.013333333333333334,239.23258743020295,46.72405179461255,62.051265085883735,78.85397994535512,91.4366227716198,12.370325736578009,24.110202783408656,38.95660174028026,78.66910777368457,5.372099074325959,11.41721461998503,65.3116129254974,117.81949156879008,185.259190338733,11.848703715178923,6.052747088074968,75.114011601892,95.45395659980215,110.68543943784535,47.72697829990108,470.98,764.2,5.547711111111111,5.376736111111111,15.699333333333334,10,10,hybrid_support,scored_candidates,False,all_ev,True,False
113.0,multidepot,all_cv,9549.623080396133,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,9429.221506447071,0.945,0.9537528820816864,0.9066231504691376,0.9594594594594594,e2-multidepot-200c-01,stage_a,1,200,ev_heavy_mixed,3,0.945,0.9537528820816864,0.9066231504691376,71,0.9594594594594594,74,OK,9429.221506447071,200.0,97152.0,7201625.90153255,free_mixed,e2-multidepot-200c-01,multidepot,200,1,200,2,21,1,0.105,0.01,272.0312915023727,35.80715035890783,52.43689180656587,75.72058221609886,103.13978439508831,10.972012667593331,16.31910816286853,26.3031745733443,49.64274291762392,4.914709041795423,12.46617978797317,70.21150838403948,122.96230471960166,199.8552551484511,47.06001195804105,6.076986342736012,63.475664743885844,91.66093041310091,124.8522967411949,45.83046520655046,485.76,765.3,5.5473236111111115,5.385347222222222,16.192,14,14,hybrid_support,scored_candidates,False,ev_heavy,True,False
113.0,multidepot,all_cv,4257.4366557039775,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,3677.1442838362623,0.88,0.9142904055607246,0.8499970626376392,0.9230769230769231,e2-multidepot-75c-01,stage_a,1,75,ev_heavy_mixed,2,0.88,0.9142904055607246,0.8499970626376392,24,0.9230769230769231,26,OK,3677.1442838362623,75.0,36542.0,3193504.207867309,free_mixed,e2-multidepot-75c-01,multidepot,75,1,75,2,8,1,0.10666666666666667,0.02666666666666667,252.96483601813372,46.02140018714636,61.84795879253914,82.09123525358142,109.93897028870016,24.39862699004597,38.87200573183574,51.65108370180643,79.14776869830064,8.677359321187524,16.912119764914223,85.00463112986256,143.1304790165299,208.54350696904706,58.486143877920036,11.642429560126182,74.86790620410702,99.37270398462725,133.0828159318885,49.686351992313625,487.2266666666667,740.0000000000001,5.537625925925926,5.397916666666666,16.24088888888889,6,5,hybrid_support,scored_candidates,False,ev_heavy,True,False
113.0,threeshift,all_cv,5107.53757812103,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,5050.0342271528925,0.82,0.8635892583581148,0.8254766472922592,0.8823529411764706,e2-threeshift-100c-01,stage_a,1,100,ev_heavy_mixed,4,0.82,0.8635892583581148,0.8254766472922592,30,0.8823529411764706,34,OK,5050.0342271528925,100.0,44388.0,4520537.952520827,free_mixed,e2-threeshift-100c-01,threeshift,100,1,100,2,11,1,0.11,0.02,282.52978361417985,46.395007736700485,65.38742817986143,81.49162193243188,101.11805599544377,22.386529446672146,33.470469099128806,39.34456198600218,67.35011648235955,9.105883149668697,19.86562023124373,78.83548401715511,139.18777743328872,208.97975595344397,43.7869277992633,14.366642462043808,79.15248838395287,98.64686282894513,122.40496339099506,49.323431414472566,443.88,735.4000000000001,5.529369444444444,5.398958333333334,14.796,7,7,hybrid_support,scored_candidates,False,ev_heavy,True,False
113.0,threeshift,all_cv,8525.481461998606,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,7092.60866715339,0.8466666666666667,0.8688753293970097,0.7453595751093656,0.8823529411764706,e2-threeshift-150c-01,stage_a,1,150,ev_heavy_mixed,6,0.8466666666666667,0.8688753293970097,0.7453595751093656,45,0.8823529411764706,51,OK,7092.60866715339,150.0,70963.0,5813076.849434855,free_mixed,e2-threeshift-150c-01,threeshift,150,1,150,2,16,1,0.10666666666666667,0.013333333333333334,266.7524945473232,43.63443096518707,67.1393774091851,92.56399402521063,115.20437778732543,15.159617970214605,27.858422182793554,46.857860973687295,93.26224780818924,6.512278449427009,14.058852075251384,71.69094077180185,129.93707516416168,198.50736407748835,22.900872628156232,6.052747088074968,81.27324989550632,112.05013969503844,139.45667276450936,56.02506984751922,473.08666666666664,751.2,5.542831481481481,5.391805555555556,15.769555555555554,10,10,hybrid_support,scored_candidates,False,ev_heavy,True,False
113.0,threeshift,all_cv,9537.791917774082,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,9009.09183974397,0.945,0.9663390582807666,0.9424920572429369,0.9714285714285714,e2-threeshift-200c-01,stage_a,1,200,ev_heavy_mixed,2,0.945,0.9663390582807666,0.9424920572429369,68,0.9714285714285714,70,OK,9009.09183974397,200.0,91471.0,6954586.274841171,free_mixed,e2-threeshift-200c-01,threeshift,200,1,200,2,21,1,0.105,0.01,276.64021738668765,36.001695935552775,58.942969595796,78.27376175814945,98.1926208805261,13.700602276516689,19.28346650378627,29.10187496950281,61.08437279054685,5.025004784847583,11.499648027316155,73.76182645680313,123.35775788278775,212.28757180485582,54.447807481667084,6.076986342736012,71.35137206212744,94.75159355232721,118.86367915032135,47.375796776163604,457.355,746.5999999999999,5.522451388888889,5.377777777777778,15.245166666666668,14,14,hybrid_support,scored_candidates,False,ev_heavy,True,False
113.0,threeshift,all_cv,3960.5538278976487,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,3967.5260962285115,0.6666666666666666,0.7356867228812348,0.647728230114288,0.75,e2-threeshift-75c-01,stage_a,1,75,all_cv,26,0.0,0.0,0.0,0,0.0,26,OK,3960.5538278976487,75.0,34985.0,2922079.9653189136,cv_shell,e2-threeshift-75c-01,threeshift,75,1,75,2,8,1,0.10666666666666667,0.02666666666666667,259.68026523333515,36.919979429967185,52.66314959560174,70.45108813987137,109.93897028870016,15.740243156253973,29.92012552764726,51.60579327397696,79.14776869830064,7.07974093795105,14.699695098046602,78.53727223383939,132.87063356311134,207.50547833331484,90.73074574169806,11.642429560126182,63.749553280519805,85.28212671538391,133.0828159318885,42.641063357691955,466.46666666666664,770.6,5.537407407407407,5.377777777777778,15.548888888888888,6,5,hybrid_support,scored_candidates,False,all_cv,False,True
113.0,vanilla,all_cv,5826.874187184658,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,5445.216107910338,0.53,0.5807578436175425,0.5053668938885907,0.6060606060606061,e2-vanilla-100c-01,stage_a,1,100,balanced_mixed,13,0.53,0.5807578436175425,0.5053668938885907,20,0.6060606060606061,33,OK,5445.216107910338,100.0,46949.0,5020559.100084196,free_mixed,e2-vanilla-100c-01,vanilla,100,1,100,1,11,1,0.11,0.01,265.2690537368918,72.16050482566888,85.44755129272968,92.42449494606201,101.11805599544377,17.683636204331705,30.83521463678035,38.37325466111732,67.35011648235955,7.470743139936593,15.78932518648793,80.2634955653873,143.56160389931176,200.5363384526757,0.0,14.366642462043808,103.43557621705095,111.88127391228413,122.40496339099506,55.940636956142065,469.49,768.4000000000001,5.568877777777778,5.4307638888888885,15.649666666666667,7,7,hybrid_support,scored_candidates,True,practical_mixed,True,True
113.0,vanilla,all_cv,7592.641707650496,0.0,0.0,0.0,0.0,,,,,,,all_ev,7546.7546869138905,1.0,1.0,1.0,1.0,e2-vanilla-150c-01,stage_a,1,150,all_ev,0,1.0,1.0,1.0,57,1.0,57,OK,7546.7546869138905,150.0,70647.0,6209837.349795873,free_mixed,e2-vanilla-150c-01,vanilla,150,1,150,1,16,1,0.10666666666666667,0.006666666666666667,239.23258743020295,49.97690231697672,68.50284299703213,82.0787797982094,97.54690711053068,12.370325736578009,24.110202783408656,38.95660174028026,78.66910777368457,5.372099074325959,11.41721461998503,65.3116129254974,117.81949156879008,185.259190338733,0.0,6.052747088074968,82.92374597874607,99.35762646416049,118.08203269164225,49.678813232080245,470.98,764.2,5.547711111111111,5.376736111111111,15.699333333333334,10,10,hybrid_support,scored_candidates,False,all_ev,True,False
113.0,vanilla,all_cv,11164.214856565932,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,11001.766210692447,0.5,0.5308176877470355,0.5385999119020916,0.5774647887323944,e2-vanilla-200c-01,stage_a,1,200,balanced_mixed,30,0.5,0.5308176877470355,0.5385999119020916,41,0.5774647887323944,71,OK,11001.766210692447,200.0,97152.0,9458315.801987628,free_mixed,e2-vanilla-200c-01,vanilla,200,1,200,1,21,1,0.105,0.005,272.0312915023727,61.01570332624734,78.56852411061782,89.46161653803227,103.13978439508831,10.972012667593331,16.31910816286853,26.3031745733443,49.64274291762392,4.914709041795423,12.46617978797317,70.21150838403948,122.96230471960166,199.8552551484511,0.0,6.076986342736012,95.10840791755354,108.29466398889726,124.8522967411949,54.14733199444863,485.76,765.3,5.5473236111111115,5.385347222222222,16.192,14,14,hybrid_support,scored_candidates,True,practical_mixed,True,True
113.0,vanilla,all_cv,4668.631771653173,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,4569.552312818927,0.6,0.6321493076459964,0.5606510483204922,0.6538461538461539,e2-vanilla-75c-01,stage_a,1,75,balanced_mixed,9,0.6,0.6321493076459964,0.5606510483204922,17,0.6538461538461539,26,OK,4569.552312818927,75.0,36542.0,4455814.525293729,free_mixed,e2-vanilla-75c-01,vanilla,75,1,75,1,8,1,0.10666666666666667,0.013333333333333334,252.96483601813372,68.23264309814256,87.75882903043981,96.61614814115248,109.93897028870016,24.39862699004597,38.87200573183574,51.65108370180643,79.14776869830064,8.677359321187524,16.912119764914223,85.00463112986256,143.1304790165299,208.54350696904706,0.0,11.642429560126182,106.23341349829354,116.95533463113254,133.0828159318885,58.47766731556627,487.2266666666667,740.0000000000001,5.537625925925926,5.397916666666666,16.24088888888889,6,5,hybrid_support,scored_candidates,True,practical_mixed,True,True
123.9,multidepot,all_cv,5059.385878752753,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,4630.697233529552,0.88,0.9162921467975889,0.8214607952396231,0.9090909090909091,e2-multidepot-100c-01,stage_a,1,100,ev_heavy_mixed,3,0.88,0.9162921467975889,0.8214607952396231,30,0.9090909090909091,33,OK,4630.697233529552,100.0,46949.0,3932731.259525945,free_mixed,e2-multidepot-100c-01,multidepot,100,1,100,2,11,1,0.11,0.02,265.2690537368918,41.08380150998228,65.31088210103168,85.52469625644268,101.11805599544377,17.683636204331705,30.83521463678035,38.37325466111732,67.35011648235955,7.470743139936593,15.78932518648793,80.2634955653873,143.56160389931176,200.5363384526757,69.72141723857165,14.366642462043808,79.05982817718126,103.52896138319294,122.40496339099506,51.76448069159647,469.49,768.4000000000001,5.568877777777778,5.4307638888888885,15.649666666666667,7,7,hybrid_support,scored_candidates,False,ev_heavy,True,False
123.9,multidepot,all_cv,7270.566593981815,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,7265.021580096237,0.7933333333333333,0.8110040058318116,0.8397774095702115,0.8363636363636363,e2-multidepot-150c-01,stage_a,1,150,ev_heavy_mixed,9,0.7933333333333333,0.8110040058318116,0.8397774095702115,46,0.8363636363636363,55,OK,7265.021580096237,150.0,70647.0,5774815.211642038,free_mixed,e2-multidepot-150c-01,multidepot,150,1,150,2,16,1,0.10666666666666667,0.013333333333333334,239.23258743020295,46.72405179461255,62.051265085883735,78.85397994535512,91.4366227716198,12.370325736578009,24.110202783408656,38.95660174028026,78.66910777368457,5.372099074325959,11.41721461998503,65.3116129254974,117.81949156879008,185.259190338733,11.848703715178923,6.052747088074968,75.114011601892,95.45395659980215,110.68543943784535,47.72697829990108,470.98,764.2,5.547711111111111,5.376736111111111,15.699333333333334,10,10,hybrid_support,scored_candidates,False,ev_heavy,True,False
123.9,multidepot,all_cv,9549.623080396133,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,9458.988419587635,0.975,0.9840147397891963,0.9713650539235051,0.9864864864864865,e2-multidepot-200c-01,stage_a,1,200,ev_heavy_mixed,1,0.975,0.9840147397891963,0.9713650539235051,73,0.9864864864864865,74,OK,9458.988419587635,200.0,97152.0,7403485.258697772,free_mixed,e2-multidepot-200c-01,multidepot,200,1,200,2,21,1,0.105,0.01,272.0312915023727,35.80715035890783,52.43689180656587,75.72058221609886,103.13978439508831,10.972012667593331,16.31910816286853,26.3031745733443,49.64274291762392,4.914709041795423,12.46617978797317,70.21150838403948,122.96230471960166,199.8552551484511,47.06001195804105,6.076986342736012,63.475664743885844,91.66093041310091,124.8522967411949,45.83046520655046,485.76,765.3,5.5473236111111115,5.385347222222222,16.192,14,14,hybrid_support,scored_candidates,False,ev_heavy,True,False
123.9,multidepot,all_cv,4257.4366557039775,0.0,0.0,0.0,0.0,,,,,,,all_ev,3731.9455940360963,1.0,1.0,1.0,1.0,e2-multidepot-75c-01,stage_a,1,75,all_ev,0,1.0,1.0,1.0,26,1.0,26,OK,3731.9455940360963,75.0,36542.0,3412559.5200489718,free_mixed,e2-multidepot-75c-01,multidepot,75,1,75,2,8,1,0.10666666666666667,0.02666666666666667,252.96483601813372,46.02140018714636,61.84795879253914,82.09123525358142,109.93897028870016,24.39862699004597,38.87200573183574,51.65108370180643,79.14776869830064,8.677359321187524,16.912119764914223,85.00463112986256,143.1304790165299,208.54350696904706,58.486143877920036,11.642429560126182,74.86790620410702,99.37270398462725,133.0828159318885,49.686351992313625,487.2266666666667,740.0000000000001,5.537625925925926,5.397916666666666,16.24088888888889,6,5,hybrid_support,scored_candidates,False,all_ev,True,False
123.9,threeshift,all_cv,5107.53757812103,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,4873.455359174376,0.92,0.9392403352257367,0.923057466800096,0.9393939393939394,e2-threeshift-100c-01,stage_a,1,100,ev_heavy_mixed,2,0.92,0.9392403352257367,0.923057466800096,31,0.9393939393939394,33,OK,4873.455359174376,100.0,44388.0,4435929.829924586,free_mixed,e2-threeshift-100c-01,threeshift,100,1,100,2,11,1,0.11,0.02,282.52978361417985,46.395007736700485,65.38742817986143,81.49162193243188,101.11805599544377,22.386529446672146,33.470469099128806,39.34456198600218,67.35011648235955,9.105883149668697,19.86562023124373,78.83548401715511,139.18777743328872,208.97975595344397,43.7869277992633,14.366642462043808,79.15248838395287,98.64686282894513,122.40496339099506,49.323431414472566,443.88,735.4000000000001,5.529369444444444,5.398958333333334,14.796,7,7,hybrid_support,scored_candidates,False,ev_heavy,True,False
123.9,threeshift,all_cv,8525.481461998606,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,7222.162136037573,0.8866666666666667,0.8908445246114172,0.7903531659525104,0.9038461538461539,e2-threeshift-150c-01,stage_a,1,150,ev_heavy_mixed,5,0.8866666666666667,0.8908445246114172,0.7903531659525104,47,0.9038461538461539,52,OK,7222.162136037573,150.0,70963.0,6045184.225155574,free_mixed,e2-threeshift-150c-01,threeshift,150,1,150,2,16,1,0.10666666666666667,0.013333333333333334,266.7524945473232,43.63443096518707,67.1393774091851,92.56399402521063,115.20437778732543,15.159617970214605,27.858422182793554,46.857860973687295,93.26224780818924,6.512278449427009,14.058852075251384,71.69094077180185,129.93707516416168,198.50736407748835,22.900872628156232,6.052747088074968,81.27324989550632,112.05013969503844,139.45667276450936,56.02506984751922,473.08666666666664,751.2,5.542831481481481,5.391805555555556,15.769555555555554,10,10,hybrid_support,scored_candidates,False,ev_heavy,True,False
123.9,threeshift,all_cv,9537.791917774082,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,9264.623911822773,0.675,0.6972483082069727,0.7773181267880135,0.7323943661971831,e2-threeshift-200c-01,stage_a,1,200,balanced_mixed,19,0.675,0.6972483082069727,0.7773181267880135,52,0.7323943661971831,71,OK,9264.623911822773,200.0,91471.0,6996830.049299148,free_mixed,e2-threeshift-200c-01,threeshift,200,1,200,2,21,1,0.105,0.01,276.64021738668765,36.001695935552775,58.942969595796,78.27376175814945,98.1926208805261,13.700602276516689,19.28346650378627,29.10187496950281,61.08437279054685,5.025004784847583,11.499648027316155,73.76182645680313,123.35775788278775,212.28757180485582,54.447807481667084,6.076986342736012,71.35137206212744,94.75159355232721,118.86367915032135,47.375796776163604,457.355,746.5999999999999,5.522451388888889,5.377777777777778,15.245166666666668,14,14,hybrid_support,scored_candidates,True,practical_mixed,True,True
123.9,threeshift,all_cv,3960.5538278976487,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,3471.0041482283473,0.96,0.9556095469486923,0.921772722022266,0.9615384615384616,e2-threeshift-75c-01,stage_a,1,75,ev_heavy_mixed,1,0.96,0.9556095469486923,0.921772722022266,25,0.9615384615384616,26,OK,3471.0041482283473,75.0,34985.0,2832517.086891236,free_mixed,e2-threeshift-75c-01,threeshift,75,1,75,2,8,1,0.10666666666666667,0.02666666666666667,259.68026523333515,36.919979429967185,52.66314959560174,70.45108813987137,109.93897028870016,15.740243156253973,29.92012552764726,51.60579327397696,79.14776869830064,7.07974093795105,14.699695098046602,78.53727223383939,132.87063356311134,207.50547833331484,90.73074574169806,11.642429560126182,63.749553280519805,85.28212671538391,133.0828159318885,42.641063357691955,466.46666666666664,770.6,5.537407407407407,5.377777777777778,15.548888888888888,6,5,hybrid_support,scored_candidates,False,ev_heavy,True,False
123.9,vanilla,all_cv,5826.874187184658,0.0,0.0,0.0,0.0,,,,,,,ev_heavy_mixed,5467.857027530287,0.8,0.8418709663677607,0.7870334353692988,0.8529411764705882,e2-vanilla-100c-01,stage_a,1,100,ev_heavy_mixed,5,0.8,0.8418709663677607,0.7870334353692988,29,0.8529411764705882,34,OK,5467.857027530287,100.0,46949.0,5365077.516870849,free_mixed,e2-vanilla-100c-01,vanilla,100,1,100,1,11,1,0.11,0.01,265.2690537368918,72.16050482566888,85.44755129272968,92.42449494606201,101.11805599544377,17.683636204331705,30.83521463678035,38.37325466111732,67.35011648235955,7.470743139936593,15.78932518648793,80.2634955653873,143.56160389931176,200.5363384526757,0.0,14.366642462043808,103.43557621705095,111.88127391228413,122.40496339099506,55.940636956142065,469.49,768.4000000000001,5.568877777777778,5.4307638888888885,15.649666666666667,7,7,hybrid_support,scored_candidates,False,ev_heavy,True,False
123.9,vanilla,all_cv,7592.641707650496,0.0,0.0,0.0,0.0,,,,,,,balanced_mixed,7331.7032810754,0.7,0.7605135391453282,0.7861218907091476,0.7924528301886793,e2-vanilla-150c-01,stage_a,1,150,balanced_mixed,11,0.7,0.7605135391453282,0.7861218907091476,42,0.7924528301886793,53,OK,7331.7032810754,150.0,70647.0,6092684.372370857,free_mixed,e2-vanilla-150c-01,vanilla,150,1,150,1,16,1,0.10666666666666667,0.006666666666666667,239.23258743020295,49.97690231697672,68.50284299703213,82.0787797982094,97.54690711053068,12.370325736578009,24.110202783408656,38.95660174028026,78.66910777368457,5.372099074325959,11.41721461998503,65.3116129254974,117.81949156879008,185.259190338733,0.0,6.052747088074968,82.92374597874607,99.35762646416049,118.08203269164225,49.678813232080245,470.98,764.2,5.547711111111111,5.376736111111111,15.699333333333334,10,10,hybrid_support,scored_candidates,True,practical_mixed,True,True
