instance,family,size,replicate,customers,depots,stations,station_at_depot_count,station_per_customer,depot_per_customer,bbox_diag_km,nearest_depot_p50_km,nearest_depot_p75_km,nearest_depot_p90_km,nearest_depot_max_km,nearest_station_p50_km,nearest_station_p75_km,nearest_station_p90_km,nearest_station_max_km,nearest_customer_p50_km,nearest_customer_p90_km,pairwise_p50_km,pairwise_p90_km,pairwise_max_km,depot_min_separation_km,station_min_separation_km,roundtrip_depot_empty_kwh_p75,roundtrip_depot_empty_kwh_p90,roundtrip_depot_empty_kwh_max,oneway_depot_empty_kwh_p90,customer_demand_mean,customer_demand_p90,time_window_width_mean_h,time_window_width_p25_h,service_time_mean_min,manifest_num_cv,manifest_num_ev,station_strategy,depot_strategy
e2-multidepot-15c-02,multidepot,15,2,15,2,2,1,0.13333333333333333,0.13333333333333333,180.04588885034005,23.702571792149474,60.74931015156642,69.33552535903247,74.28723255050022,25.184294911051207,43.47676280315926,53.15059793119327,99.23512064390913,14.709416766877608,33.722655905982656,56.45814997037098,108.43519870916133,171.971663303983,40.21739034110975,62.44736143872373,73.53797511164325,83.93172079623636,89.92583857794932,41.96586039811818,375.1333333333333,611.1999999999999,5.499296296296296,5.3775,12.504444444444443,1,1,hybrid_support,scored_candidates
e2-multidepot-15c-03,multidepot,15,3,15,2,2,1,0.13333333333333333,0.13333333333333333,221.01636231454833,63.96832244706749,75.27024839312314,83.82701814055534,90.03617753297671,45.01578853167186,79.69134170143272,83.7609816218021,90.03617753297671,21.72819400167672,36.759246477559856,94.0920500720571,159.7636313818727,182.4411300655343,76.68233964602967,91.81952698580025,91.1157943879626,101.47389588990215,108.99017891805329,50.736947944951076,471.73333333333335,705.8,5.502944444444444,5.259722222222222,15.724444444444446,2,1,hybrid_support,scored_candidates
e2-multidepot-200c-01,multidepot,200,1,200,2,21,1,0.105,0.01,272.0312915023727,35.80715035890783,52.43689180656587,75.72058221609886,103.13978439508831,10.972012667593331,16.31910816286853,26.3031745733443,49.64274291762392,4.914709041795423,12.46617978797317,70.21150838403948,122.96230471960166,199.8552551484511,47.06001195804105,6.076986342736012,63.475664743885844,91.66093041310091,124.8522967411949,45.83046520655046,485.76,765.3,5.5473236111111115,5.385347222222222,16.192,14,14,hybrid_support,scored_candidates
e2-multidepot-200c-02,multidepot,200,2,200,2,21,1,0.105,0.01,272.7387714197664,31.887992957587375,55.03555199914444,77.28268540691508,104.07674569332863,12.636645355891527,19.711480246979804,27.488971651994298,77.31151053160065,5.037677074972152,13.266424243357537,73.45708603110782,127.67945448166579,205.76990518878534,68.4243790472347,3.593346035660916,66.62138291070413,93.55188037255654,125.98650281627069,46.77594018627827,426.95,737.0,5.510133333333333,5.393611111111111,14.231666666666666,12,12,hybrid_support,scored_candidates
e2-multidepot-200c-03,multidepot,200,3,200,2,21,1,0.105,0.01,251.01322228307754,36.860705826323596,54.959742386975925,78.16491042966703,97.89532344539498,13.9054466348428,21.416499271928963,38.14626130148498,58.25737999164826,4.5750861986931035,12.523263724384812,68.88338363820459,122.0682713483407,197.7194686875468,47.85656778893032,4.7973278458429345,66.5296142081631,94.61982734354496,118.50379602850676,47.30991367177248,479.785,774.0,5.543318055555556,5.402777777777778,15.992833333333333,14,13,hybrid_support,scored_candidates
e2-multidepot-20c-01,multidepot,20,1,20,2,3,1,0.15,0.1,202.41611831897802,41.59530166665074,69.06402966770136,85.20550276074556,101.61190997659673,35.32344261368117,62.498263171860984,81.2403436868146,101.61190997659673,12.390819448572604,33.15505574920284,82.72450571662205,140.47253878018302,173.97926646133126,50.41099787088502,34.62580259150681,83.60307108248301,103.14257274299588,123.00278123755503,51.57128637149794,468.1,709.2,5.5356805555555555,5.421111111111111,15.603333333333333,2,1,hybrid_support,scored_candidates
e2-multidepot-20c-02,multidepot,20,2,20,2,3,1,0.15,0.1,195.0724498832926,46.181213535884496,74.6581603487258,82.75577609915565,90.77111022671475,39.142440044946056,53.12363281672805,79.21681979107221,81.87279330749746,13.582030962422373,31.30714450360193,70.45613283468784,125.09689347537388,156.48389829378996,76.74162532801789,46.325378296888196,90.37485238775346,100.17714090811796,109.87982625735638,50.08857045405898,438.15,726.6,5.4859583333333335,5.367847222222222,14.604999999999999,2,1,hybrid_support,scored_candidates
e2-multidepot-20c-03,multidepot,20,3,20,2,3,1,0.15,0.1,143.66205395454986,29.021827983211494,54.90410389491183,60.130859444570916,65.17142175778122,16.179265130220795,31.730688216236498,54.092881753858144,73.74978516007351,8.905295420179382,20.820401998164957,50.59419067153086,96.77356157002663,135.0943962544446,9.13746842463491,24.3862499392506,66.46226295702215,72.78933101041241,78.89100928482797,36.394665505206206,447.85,771.5,5.5253194444444444,5.344027777777778,14.928333333333335,2,1,hybrid_support,scored_candidates
e2-multidepot-25c-01,multidepot,25,1,25,2,3,1,0.12,0.08,150.2127346256635,25.801308238957937,45.052943143606065,61.71974208452983,84.05974137686422,25.143872296551702,45.052943143606065,61.71974208452983,84.05974137686422,10.660622199351218,22.257214339753663,58.801470122618824,102.85846662494727,124.28579809972216,62.091304318771265,14.506254207230757,54.53728121907493,74.71269790529735,101.75561094998899,37.35634895264867,420.16,738.2,5.509166666666666,5.314722222222223,14.005333333333335,2,1,hybrid_support,scored_candidates
e2-multidepot-25c-02,multidepot,25,2,25,2,3,1,0.12,0.08,203.07035752425142,22.066163228791087,49.29112003338889,63.013790191017875,90.8696665845545,20.680756971566588,37.996924432439265,63.013790191017875,90.8696665845545,8.114266710294899,16.79694328480619,48.77987379484912,96.29720852759982,172.9962365299757,71.05578682373599,27.597582007822712,59.6676595865329,76.27916305874129,109.9991302456952,38.139581529370645,484.12,754.0,5.537911111111111,5.406944444444444,16.137333333333334,2,2,hybrid_support,scored_candidates
e2-multidepot-25c-03,multidepot,25,3,25,2,3,1,0.12,0.08,108.77557094091394,19.82259783553607,26.346017493546135,35.669561109928196,48.77526540063996,20.644155449056278,24.95601384570862,28.85513298714955,30.6667505759968,6.323245410934166,13.734232009653685,37.03521671398379,72.71666846590632,97.66946857468716,40.48047234855568,25.88457347869769,31.89225974579,43.17855281978871,59.04320961253861,21.589276409894357,420.8,715.2,5.486833333333333,5.328055555555555,14.026666666666667,2,1,hybrid_support,scored_candidates
e2-multidepot-50c-01,multidepot,50,1,50,2,6,1,0.12,0.04,209.59336751408168,37.0947292292754,54.96904245506308,72.89689047773743,91.29255830576557,22.56576229200801,35.95412000251635,45.97769311473224,57.73677822327897,8.809130796105823,13.397857859516927,65.9696784110094,115.0143644875239,162.35908734462018,85.8697932306724,19.752419672245217,66.5408720837476,88.2428080959832,110.51104718420446,44.1214040479916,462.52,776.0,5.515394444444444,5.352291666666667,15.417333333333334,4,3,hybrid_support,scored_candidates
e2-multidepot-50c-02,multidepot,50,2,50,2,6,1,0.12,0.04,193.36174633624228,37.23038871601179,59.3617708727699,69.85326085686039,81.07994631178539,20.998572362624554,29.08129731766715,38.22809738304648,58.011590882747726,6.452322663855237,16.77875478171134,66.84313007387746,116.22839107241613,155.08345161260823,85.3187654120179,31.762301419017167,71.85833745491942,84.55844758636273,98.14852315282963,42.279223793181366,447.5,740.3,5.548983333333333,5.396597222222222,14.916666666666666,4,3,hybrid_support,scored_candidates
e2-multidepot-50c-03,multidepot,50,3,50,2,6,1,0.12,0.04,242.1146722781294,31.772572553105686,48.2974057301274,85.38875740115195,93.76475415637637,18.793816956181566,33.058519618718364,38.69630546779263,48.36259399114154,8.16070511798841,16.43927650254509,63.396401933530115,126.74895456500855,185.80626821921484,73.21649256604567,9.225326891991418,58.46475312522482,103.36440530622458,113.50367831828225,51.68220265311229,481.8,742.3,5.583966666666666,5.461597222222222,16.06,4,3,hybrid_support,scored_candidates
e2-multidepot-75c-01,multidepot,75,1,75,2,8,1,0.10666666666666667,0.02666666666666667,252.96483601813372,46.02140018714636,61.84795879253914,82.09123525358142,109.93897028870016,24.39862699004597,38.87200573183574,51.65108370180643,79.14776869830064,8.677359321187524,16.912119764914223,85.00463112986256,143.1304790165299,208.54350696904706,58.486143877920036,11.642429560126182,74.86790620410702,99.37270398462725,133.0828159318885,49.686351992313625,487.2266666666667,740.0000000000001,5.537625925925926,5.397916666666666,16.24088888888889,6,5,hybrid_support,scored_candidates
e2-multidepot-75c-02,multidepot,75,2,75,2,8,1,0.10666666666666667,0.02666666666666667,218.14221623458604,35.90351194430928,55.183147598587354,65.99683844571277,87.59698521532407,16.00502224317417,26.035909023555895,32.6470383387096,85.43180351473917,5.798282049193539,13.191982924252574,68.37878294533547,127.14200556326614,183.83738128647965,37.839300502740436,7.088565665330328,66.80004965591229,79.8901888920104,106.0374990686768,39.9450944460052,495.0,771.8000000000001,5.5562,5.400555555555556,16.5,6,5,hybrid_support,scored_candidates
e2-multidepot-75c-03,multidepot,75,3,75,2,8,1,0.10666666666666667,0.02666666666666667,217.86844404982952,36.54873047868659,56.71165696735235,67.33978964741692,85.27001607867211,23.8213801763206,36.9165740169911,54.74877560833177,85.27001607867211,9.211494698478631,16.380180815767698,70.10858883147843,119.76380120413889,174.44682938114437,65.61529015933559,19.240398317399773,68.65033377663255,81.51585199502632,103.22066710746218,40.75792599751316,436.0,716.0,5.524314814814815,5.378472222222222,14.533333333333333,5,5,hybrid_support,scored_candidates
e2-threeshift-100c-01,threeshift,100,1,100,2,11,1,0.11,0.02,282.52978361417985,46.395007736700485,65.38742817986143,81.49162193243188,101.11805599544377,22.386529446672146,33.470469099128806,39.34456198600218,67.35011648235955,9.105883149668697,19.86562023124373,78.83548401715511,139.18777743328872,208.97975595344397,43.7869277992633,14.366642462043808,79.15248838395287,98.64686282894513,122.40496339099506,49.323431414472566,443.88,735.4000000000001,5.529369444444444,5.398958333333334,14.796,7,7,hybrid_support,scored_candidates
e2-threeshift-100c-02,threeshift,100,2,100,2,11,1,0.11,0.02,276.5121721679467,35.839908325768974,56.75954751887427,77.61623540101529,120.6991359247157,24.02347452408342,32.78596783553564,50.73749715573923,90.1688895603273,6.742747411196722,20.063917332204362,70.65674931845939,124.17905379533462,207.71154104560608,73.8744224331755,8.436395170480104,68.70830602647564,93.95564777507407,146.10816207597253,46.977823887537035,436.25,713.5,5.495422222222222,5.379722222222222,14.541666666666666,7,6,hybrid_support,scored_candidates
e2-threeshift-100c-03,threeshift,100,3,100,2,11,1,0.11,0.02,279.58215205438273,36.608902876607246,57.07265175601882,79.69078481748205,130.67150898361697,16.672865729366695,25.011047582775063,48.11718602711417,80.81908705421509,6.862237620401524,19.436736006683308,72.82435966629966,125.97458763656118,205.68036366992962,78.25200088243,6.928202654729437,69.08732352545692,96.46692177926246,158.17987317820294,48.23346088963123,469.03,758.9000000000001,5.544186111111111,5.41125,15.634333333333332,7,6,hybrid_support,scored_candidates
e2-threeshift-150c-01,threeshift,150,1,150,2,16,1,0.10666666666666667,0.013333333333333334,266.7524945473232,43.63443096518707,67.1393774091851,92.56399402521063,115.20437778732543,15.159617970214605,27.858422182793554,46.857860973687295,93.26224780818924,6.512278449427009,14.058852075251384,71.69094077180185,129.93707516416168,198.50736407748835,22.900872628156232,6.052747088074968,81.27324989550632,112.05013969503844,139.45667276450936,56.02506984751922,473.08666666666664,751.2,5.542831481481481,5.391805555555556,15.769555555555554,10,10,hybrid_support,scored_candidates
e2-threeshift-150c-02,threeshift,150,2,150,2,16,1,0.10666666666666667,0.013333333333333334,249.94514590669368,38.23358410225413,54.86225459861318,80.3465299381571,100.54457979785933,15.503214019777403,20.352186835442094,31.162794128782384,59.16085398592976,5.5452716852286645,11.467747825769674,66.6158833735649,120.35770093307073,194.1630409217524,59.121150307323596,17.316697342651686,66.41160373962572,97.26071134236157,121.71076162574265,48.63035567118079,458.1,726.3,5.521235185185185,5.399305555555555,15.270000000000001,10,10,hybrid_support,scored_candidates
e2-threeshift-150c-03,threeshift,150,3,150,2,16,1,0.10666666666666667,0.013333333333333334,244.4290661620524,32.32694425385625,51.24008150110076,69.08413758309088,97.73236750342897,14.62863717147366,25.155368200016476,35.48064265910404,57.64055600304008,5.1271166807398,13.215766821711304,63.26049386176177,114.9282301220205,197.53591457253972,69.79872785733899,1.2560984677962201,62.026907445456146,83.6274120236027,118.30653535221772,41.81370601180135,446.28,735.0,5.544138888888889,5.391666666666667,14.876,10,9,hybrid_support,scored_candidates
e2-threeshift-200c-01,threeshift,200,1,200,2,21,1,0.105,0.01,276.64021738668765,36.001695935552775,58.942969595796,78.27376175814945,98.1926208805261,13.700602276516689,19.28346650378627,29.10187496950281,61.08437279054685,5.025004784847583,11.499648027316155,73.76182645680313,123.35775788278775,212.28757180485582,54.447807481667084,6.076986342736012,71.35137206212744,94.75159355232721,118.86367915032135,47.375796776163604,457.355,746.5999999999999,5.522451388888889,5.377777777777778,15.245166666666668,14,14,hybrid_support,scored_candidates
e2-threeshift-200c-02,threeshift,200,2,200,2,21,1,0.105,0.01,270.06372070156516,33.71599203812259,53.374694555348434,73.83086758503643,105.05973951060272,12.93693902484433,19.07025744458549,27.087229750259716,57.19150653067464,4.36252311686231,11.156371423816971,73.13446856923427,126.21724576629828,201.1105729684986,67.67621133121425,3.593346035660916,64.61088940779628,89.37340176198593,127.17643196426017,44.686700880992966,467.005,746.2,5.5311972222222225,5.392013888888889,15.566833333333333,12,12,hybrid_support,scored_candidates
e2-threeshift-200c-03,threeshift,200,3,200,2,21,1,0.105,0.01,278.36633794810984,35.569776101415144,55.26895277663004,72.20877028277219,102.25412509123863,14.448749865570004,21.83954679466686,33.78230948784185,74.37203396776034,4.887360030096714,12.529464539015423,68.50944985963173,118.58824989955473,208.01270357043893,49.41580481443891,4.7973278458429345,66.90391814481544,87.40982800707484,123.78019252007046,43.70491400353742,483.77,761.1,5.534765277777778,5.384375,16.125666666666667,14,13,hybrid_support,scored_candidates
e2-threeshift-50c-01,threeshift,50,1,50,2,6,1,0.12,0.04,198.20921248457856,37.797941474518666,55.43721984006998,64.77151259602391,86.08068680502555,25.165284477331458,36.265276295314116,45.95603352064612,72.08010579827143,9.557975768797846,18.433794690105987,70.55907773090645,116.6710476769781,160.90052985825312,79.64400960282167,19.752419672245217,67.10760801540793,78.40691308833037,104.20199650115536,39.203456544165185,448.66,754.3000000000001,5.4892055555555554,5.332777777777777,14.955333333333334,4,3,hybrid_support,scored_candidates
e2-threeshift-50c-02,threeshift,50,2,50,2,6,1,0.12,0.04,196.992693470958,41.280594064456366,51.663198815243604,63.57938097050011,86.05627616281478,20.895308068328216,29.67708590920615,34.979256428004085,58.011590882747726,8.504232573249105,17.98089156045217,69.11705334551885,117.02908489318543,158.52740413576856,76.56068557321258,31.762301419017167,62.53909746768208,76.96381940399309,104.17244704298251,38.48190970199654,465.2,708.1,5.511827777777778,5.373333333333333,15.506666666666666,4,3,hybrid_support,scored_candidates
e2-threeshift-50c-03,threeshift,50,3,50,2,6,1,0.12,0.04,205.83766816051624,39.81227716618081,54.280834061695906,66.31614236401306,84.83093371935976,29.24712248692816,37.602833827833344,41.963632663594595,49.427748699981265,9.393023188409574,17.813412820873243,69.06899724581572,113.49704155730448,158.58835033303708,63.69297502999019,9.225326891991418,65.70778522931597,80.27671120046844,102.68915115229306,40.13835560023422,490.22,766.5,5.522827777777778,5.407708333333333,16.340666666666667,4,3,hybrid_support,scored_candidates
e2-threeshift-75c-01,threeshift,75,1,75,2,8,1,0.10666666666666667,0.02666666666666667,259.68026523333515,36.919979429967185,52.66314959560174,70.45108813987137,109.93897028870016,15.740243156253973,29.92012552764726,51.60579327397696,79.14776869830064,7.07974093795105,14.699695098046602,78.53727223383939,132.87063356311134,207.50547833331484,90.73074574169806,11.642429560126182,63.749553280519805,85.28212671538391,133.0828159318885,42.641063357691955,466.46666666666664,770.6,5.537407407407407,5.377777777777778,15.548888888888888,6,5,hybrid_support,scored_candidates
e2-threeshift-75c-02,threeshift,75,2,75,2,8,1,0.10666666666666667,0.02666666666666667,231.39692758543555,36.889950104720704,46.472630353511924,60.60936579933791,99.22774399874764,23.528713452583844,35.722043582646236,47.13553808970414,85.43180351473917,7.210708168113584,14.259298393855158,69.38008051966861,122.1604300651422,194.27768133958622,51.484125834063065,7.088565665330328,56.25583444129096,73.36857031897122,120.11671161958469,36.68428515948561,446.7733333333333,737.6,5.536455555555556,5.372222222222222,14.892444444444443,6,5,hybrid_support,scored_candidates
e2-threeshift-75c-03,threeshift,75,3,75,2,8,1,0.10666666666666667,0.02666666666666667,250.18193388147154,39.839074550256555,55.47402081334331,61.31922227200287,90.84436073232277,23.97278199460797,39.24247735001829,57.478436520916965,75.45878388297812,7.210708168113584,17.421753913181007,74.0370718456808,127.16488239876016,206.83362857508303,58.99360236732277,19.240398317399773,67.15215616006844,74.22786250664274,109.96849712201112,37.11393125332137,449.0133333333333,720.2,5.524218518518519,5.383055555555556,14.96711111111111,5,5,hybrid_support,scored_candidates
e2-vanilla-100c-01,vanilla,100,1,100,1,11,1,0.11,0.01,265.2690537368918,72.16050482566888,85.44755129272968,92.42449494606201,101.11805599544377,17.683636204331705,30.83521463678035,38.37325466111732,67.35011648235955,7.470743139936593,15.78932518648793,80.2634955653873,143.56160389931176,200.5363384526757,0.0,14.366642462043808,103.43557621705095,111.88127391228413,122.40496339099506,55.940636956142065,469.49,768.4000000000001,5.568877777777778,5.4307638888888885,15.649666666666667,7,7,hybrid_support,scored_candidates
e2-vanilla-100c-02,vanilla,100,2,100,1,11,1,0.11,0.01,269.7826668418729,71.09911434441995,84.87953399922995,92.6705260940129,103.21861665758169,25.252152133884934,37.91679117425425,64.52211553960167,101.50334541110111,8.332628839834353,17.511946394428158,80.83965743138991,143.77966186539004,204.34319794722825,0.0,8.436395170480104,102.74798253922728,112.17909840427525,124.9477244084848,56.089549202137626,438.24,718.0,5.493841666666667,5.356527777777778,14.608,7,6,hybrid_support,scored_candidates
e2-vanilla-100c-03,vanilla,100,3,100,1,11,1,0.11,0.01,233.8049112332023,65.30578842913403,78.10949800727683,85.34904706437231,98.95671499655191,14.023813440883506,22.193100214418486,37.30063782834875,85.8673154087456,6.0413770229094625,15.478037980298462,58.19617015063206,113.87199424151432,176.87343232367036,0.0,6.928202654729437,94.55274975322435,103.31633533225302,119.78862684021392,51.65816766612651,442.1,742.3000000000001,5.513386111111111,5.403333333333333,14.736666666666668,7,6,hybrid_support,scored_candidates
e2-vanilla-10c-01,vanilla,10,1,10,1,2,1,0.2,0.1,128.24969216308708,61.67452595584946,83.31282061814461,88.96050058223176,94.39929680223524,50.56321775733605,83.31282061814461,88.96050058223176,94.39929680223524,18.992282017066128,30.137164646490415,57.06559102083147,89.41615368275968,109.57362996258041,0.0,25.627283563928504,100.85145187348176,107.68805541023578,114.27180195922607,53.84402770511789,567.1,768.1,5.595,5.423125,18.903333333333332,1,1,hybrid_support,scored_candidates
e2-vanilla-10c-02,vanilla,10,2,10,1,2,1,0.2,0.1,188.85609566723681,68.22757543048108,82.0084619729457,83.83512134203156,85.26379865651366,58.92553302149152,78.14002852770386,82.93063983895772,85.26379865651366,27.593967053753854,43.95910409776909,79.57724020077661,125.30220123778354,168.71572004727625,0.0,54.592284618356096,99.27250565420815,101.48370494002955,103.21314082222854,50.74185247001478,445.8,688.0,5.537027777777777,5.408541666666666,14.860000000000001,1,1,hybrid_support,scored_candidates
e2-vanilla-10c-03,vanilla,10,3,10,1,2,1,0.2,0.1,175.86846661983867,52.8596838583452,76.40585271030005,94.0719048536204,98.86646993494661,49.193639835045325,76.40585271030005,94.0719048536204,98.86646993494661,28.375860609021895,30.60585043679943,76.47840028957523,129.3755243401448,144.66101529144888,0.0,52.56274718883422,92.49046089536617,113.87548896556535,119.67938380391077,56.937744482782676,554.1,807.8,5.527055555555556,5.455416666666666,18.470000000000002,1,1,hybrid_support,scored_candidates
e2-vanilla-150c-01,vanilla,150,1,150,1,16,1,0.10666666666666667,0.006666666666666667,239.23258743020295,49.97690231697672,68.50284299703213,82.0787797982094,97.54690711053068,12.370325736578009,24.110202783408656,38.95660174028026,78.66910777368457,5.372099074325959,11.41721461998503,65.3116129254974,117.81949156879008,185.259190338733,0.0,6.052747088074968,82.92374597874607,99.35762646416049,118.08203269164225,49.678813232080245,470.98,764.2,5.547711111111111,5.376736111111111,15.699333333333334,10,10,hybrid_support,scored_candidates
e2-vanilla-150c-02,vanilla,150,2,150,1,16,1,0.10666666666666667,0.006666666666666667,268.411597030866,65.05686746770363,84.003158102576,92.89147137931838,100.54457979785933,17.277061715579222,22.672619480875184,33.61212025814033,65.53249285664707,6.799579197340082,14.70938089627545,79.03716891968803,139.758431332037,198.50736407748835,0.0,17.316697342651686,101.68711602542177,112.44655607336304,121.71076162574265,56.22327803668152,468.52666666666664,751.1999999999999,5.521414814814815,5.3566666666666665,15.617555555555555,10,10,hybrid_support,scored_candidates
e2-vanilla-150c-03,vanilla,150,3,150,1,16,1,0.10666666666666667,0.006666666666666667,222.4741926265148,51.15827654930326,69.28884625051084,89.59092241703746,101.57180167987963,11.948759068876898,19.058265705243954,26.78133708826575,57.91248996804144,4.597415196213142,10.903201671972552,55.45637114856507,104.84290081825141,177.65148349749657,0.0,1.2560984677962201,83.87521501679404,108.4511907459641,122.95422952695299,54.22559537298205,449.52666666666664,750.5999999999999,5.548120370370371,5.412083333333333,14.984222222222222,10,9,hybrid_support,scored_candidates
e2-vanilla-15c-01,vanilla,15,1,15,1,2,1,0.13333333333333333,0.06666666666666667,222.78006673397354,73.00086976145559,92.01291711331561,97.85872464183535,102.96783841088438,42.751401828142434,85.30166708404806,95.32484992530728,98.41020007210737,12.392621623308765,55.56064831570632,82.07770826416879,149.61166008972563,199.91516319039857,0.0,48.73665282364496,111.38305260992703,118.45949261339686,124.64415348038442,59.22974630669843,481.26666666666665,770.1999999999999,5.543722222222223,5.343194444444444,16.04222222222222,2,0,hybrid_support,scored_candidates
