arm,completed_stage_count,execution_status,feasible_cross_candidate_count,full_day_actual_total_emissions_kg,full_day_completed_customer_count,full_day_completed_demand,full_day_cross_site_customer_count,full_day_depot_profit_json,full_day_execution_solution_sha256,full_day_net_profit,full_day_predicted_total_emissions_kg,full_day_total_cost,full_day_total_revenue,minimum_stage_bilateral_profit_ratio,network,responsibility_condition,stream_seed
full,3,PASS,5,3768.884919510857,322,146441.42014345838,0,"{""D0"": 6092.030225185007, ""D1"": 7868.328459435038}",1f6eb7e7519b8e3fa49b2c282487e589708c9c999dc12b4bc3dab1d5cce4de33,13960.358684620045,3745.59385338084,13769.78863374524,27730.147318365285,1.0,N322,geographic,2
no_cooperation,3,PASS,0,3768.884919510857,322,146441.42014345838,0,"{""D0"": 6092.030225185007, ""D1"": 7868.328459435038}",1f6eb7e7519b8e3fa49b2c282487e589708c9c999dc12b4bc3dab1d5cce4de33,13960.358684620045,3745.59385338084,13769.78863374524,27730.147318365285,1.0,N322,geographic,2
no_participation,3,PASS,5,3790.7832269374057,322,146407.9986358427,0,"{""D0"": 6092.030225185007, ""D1"": 7869.30801578837}",6353b3ad4224c00f4c1ce502d2e0f85e318e271beda6a0219c94679b1efde5bb,13961.338240973377,3767.7618269259306,13762.480380709801,27723.818621683175,0.9991361066279697,N322,geographic,2
simple_insertion,3,PASS,0,3768.884919510857,322,146441.42014345838,0,"{""D0"": 6092.030225185007, ""D1"": 7868.328459435038}",1f6eb7e7519b8e3fa49b2c282487e589708c9c999dc12b4bc3dab1d5cce4de33,13960.358684620045,3745.59385338084,13769.78863374524,27730.147318365285,1.0,N322,geographic,2
full,3,PASS,6,3812.8596413936652,322,146637.04776427557,0,"{""D0"": 6084.500308262482, ""D1"": 7696.469318917761}",66c7f9194fa76f3fbda8dc9a5d753c5eb46e4a7268aac36d92ff31d9b96be109,13780.969627180242,3788.6968348812607,13986.22173746299,27767.19136464323,1.0,N322,geographic,3
no_cooperation,3,PASS,0,3812.8596413936652,322,146637.04776427557,0,"{""D0"": 6084.500308262482, ""D1"": 7696.469318917761}",66c7f9194fa76f3fbda8dc9a5d753c5eb46e4a7268aac36d92ff31d9b96be109,13780.969627180242,3788.6968348812607,13986.22173746299,27767.19136464323,1.0,N322,geographic,3
no_participation,3,PASS,6,3809.4956073246,322,146637.04776427557,1,"{""D0"": 6108.234333148593, ""D1"": 7677.467322769903}",e7327f252fecc0d8d6447079c9fdc0dab3317abeb60d17308d60dd761b6994f6,13785.701655918496,3785.6888580200684,13981.489708724734,27767.19136464323,0.9975809855381762,N322,geographic,3
simple_insertion,3,PASS,0,3815.4740219017076,322,146637.04776427557,0,"{""D0"": 6084.500308262482, ""D1"": 7641.846044812092}",0cfbaadafae45e50794e948e75f348a8988603c072625cfcb5c6d9a2c18a2875,13726.346353074574,3790.8087146418666,14040.84501156866,27767.19136464323,0.9999727581935706,N322,geographic,3
full,3,PASS,6,3782.1835370588396,323,147200.1740254556,0,"{""D0"": 5920.256906140826, ""D1"": 7898.104167267926}",24dc3101e385a040007923709ea2db85be94d6b63412bf9373fafb3e30bb18c6,13818.361073408752,3757.588309431742,14055.463880051533,27873.824953460287,1.0,N322,geographic,4
no_cooperation,3,PASS,0,3782.1835370588396,323,147200.1740254556,0,"{""D0"": 5920.256906140826, ""D1"": 7898.104167267926}",24dc3101e385a040007923709ea2db85be94d6b63412bf9373fafb3e30bb18c6,13818.361073408752,3757.588309431742,14055.463880051533,27873.824953460287,1.0,N322,geographic,4
no_participation,3,PASS,6,3782.1835370588396,323,147200.1740254556,0,"{""D0"": 5920.256906140826, ""D1"": 7898.104167267926}",24dc3101e385a040007923709ea2db85be94d6b63412bf9373fafb3e30bb18c6,13818.361073408752,3757.588309431742,14055.463880051533,27873.824953460287,1.0,N322,geographic,4
simple_insertion,3,PASS,0,3782.1835370588396,323,147200.1740254556,0,"{""D0"": 5920.256906140826, ""D1"": 7898.104167267926}",24dc3101e385a040007923709ea2db85be94d6b63412bf9373fafb3e30bb18c6,13818.361073408752,3757.588309431742,14055.463880051533,27873.824953460287,1.0,N322,geographic,4
full,3,PASS,5,3843.7467332434708,324,147228.7912887978,0,"{""D0"": 6070.34903886644, ""D1"": 7684.057581550364}",450367a37b0882613ff5cfd3dd1f91c697ea1675bd104b50e8361cc5d532c84d,13754.406620416805,3819.507743156198,14124.837298029952,27879.24391844676,1.0,N322,geographic,5
no_cooperation,3,PASS,0,3843.7467332434708,324,147228.7912887978,0,"{""D0"": 6070.34903886644, ""D1"": 7684.057581550364}",450367a37b0882613ff5cfd3dd1f91c697ea1675bd104b50e8361cc5d532c84d,13754.406620416805,3819.507743156198,14124.837298029952,27879.24391844676,1.0,N322,geographic,5
no_participation,3,PASS,5,3843.7467332434708,324,147228.7912887978,0,"{""D0"": 6070.34903886644, ""D1"": 7684.057581550364}",450367a37b0882613ff5cfd3dd1f91c697ea1675bd104b50e8361cc5d532c84d,13754.406620416805,3819.507743156198,14124.837298029952,27879.24391844676,1.0,N322,geographic,5
simple_insertion,3,PASS,0,3843.372642896622,324,147228.7912887978,0,"{""D0"": 6065.942045178363, ""D1"": 7684.057581550364}",ef59bb4835c545025b14ecc050da3f12882bc7d061260bfa07e932a4d9716a05,13749.999626728728,3819.1336528093493,14129.244291718032,27879.24391844676,0.9992891133549205,N322,geographic,5
full,3,PASS,5,4566.393264312981,322,146409.6225845676,0,"{""D0"": 5073.872971247636, ""D1"": 7125.303410072785}",c325a80c65785496cfac47e02e7abe0cfa03fac3f2f032fde0938ae8c5a5d27a,12199.17638132042,4536.376714269461,15524.949751293301,27724.12613261372,1.0,N322,historical_mixed,1
no_cooperation,3,PASS,0,4557.743526288218,322,146409.6225845676,0,"{""D0"": 5085.33770224619, ""D1"": 7125.303410072785}",431671b3f3703a13c505e0312a8820467d4d52c9fe28fe514cf74bc4327c692b,12210.641112318976,4527.726976244699,15513.485020294747,27724.12613261372,1.0,N322,historical_mixed,1
no_participation,3,PASS,5,4626.928096582318,322,146409.6225845676,3,"{""D0"": 5230.4055038546885, ""D1"": 6953.6844666711195}",4c51404dd74941f1f0524373bfcf0df4735ad1bbbfaa42568b6d5f8fd0b5c208,12184.089970525809,4596.854109288069,15540.036162087914,27724.126132613717,0.9920447024892735,N322,historical_mixed,1
simple_insertion,3,PASS,0,4619.479042631654,323,147111.6225845676,0,"{""D0"": 5259.201119077532, ""D1"": 7047.223011394058}",2ca502b5f3bcd773d0d07cf8666670dac6656ca54b80b5f5165ae385680a3b33,12306.42413047159,4589.706825902566,15550.632722142138,27857.05685261373,0.9968810313362612,N322,historical_mixed,1
full,3,PASS,5,4539.114447954349,322,146441.42014345838,1,"{""D0"": 5136.084217727313, ""D1"": 6963.896906446366}",0177a899a4c52d27804bf5f836b115f0b513cfe05e810476ed5faea37e81a11f,12099.981124173679,4509.250208121267,15630.166194191595,27730.147318365274,1.0,N322,historical_mixed,2
no_cooperation,3,PASS,0,4560.119728857911,322,146441.42014345838,0,"{""D0"": 5112.6813689433, ""D1"": 6961.901253658999}",5c3a6b5e2cf857c0d8dc3cf7cc04b5c365e89515a2787460116aad7c1928c920,12074.582622602298,4530.255489024828,15655.564695762978,27730.147318365278,1.0,N322,historical_mixed,2
no_participation,3,PASS,5,4566.292056919642,322,146441.42014345838,4,"{""D0"": 5157.841566432038, ""D1"": 6997.305022499784}",cfb82edb1556124ab3b633b2593d969074f7b4ca1b9002f1c2c7ab57dd6f16c2,12155.146588931822,4536.922824228208,15575.00072943346,27730.147318365278,0.9931462563471363,N322,historical_mixed,2
simple_insertion,3,PASS,0,4623.026707696701,322,146407.9986358427,0,"{""D0"": 5112.214595265312, ""D1"": 6990.642649228577}",7e7772e9daa9660f3b04de4874949fb819aef5f9a633d6bb2d7f71fdbca4bc0f,12102.857244493889,4592.977998344763,15620.961377189285,27723.81862168317,0.9975086133027105,N322,historical_mixed,2
full,3,PASS,6,4522.739064499618,322,146637.04776427557,1,"{""D0"": 5447.5629748860865, ""D1"": 6944.045459900184}",2654d014a2b62692e380189e0ba422121e982b125f5622c04d36eecf9e65137d,12391.60843478627,4492.342033560878,15375.58292985695,27767.19136464322,1.0,N322,historical_mixed,3
no_cooperation,3,PASS,0,4599.585665499429,322,146637.04776427557,0,"{""D0"": 5191.526487386847, ""D1"": 6803.573353479382}",086d754792e67361d0659d8ee5cf8d18e4c27609f0b529059281ecc1afa65e37,11995.099840866229,4569.973152891403,15772.091523776995,27767.191364643222,1.0,N322,historical_mixed,3
no_participation,3,PASS,6,4520.795014280707,322,146637.04776427557,3,"{""D0"": 5597.496201634165, ""D1"": 6896.426119684105}",0eb6caba425254f7d8960991e7dff8af370659b11710a28ba95849f22ebf94c8,12493.92232131827,4491.145068977339,15273.269043324946,27767.191364643215,0.9965801021290954,N322,historical_mixed,3
simple_insertion,3,PASS,0,4599.585665499429,322,146637.04776427557,0,"{""D0"": 5191.526487386847, ""D1"": 6803.573353479382}",086d754792e67361d0659d8ee5cf8d18e4c27609f0b529059281ecc1afa65e37,11995.099840866229,4569.973152891403,15772.091523776995,27767.191364643222,0.9998531100773945,N322,historical_mixed,3
full,3,PASS,6,4518.498648631096,322,146398.1740254556,1,"{""D0"": 5315.47408338624, ""D1"": 6975.151578410647}",095ce52d8b50aeb0138fb7e801ad01c1ad92dc1c1aa33a08646ebbfea50b7e02,12290.625661796887,4488.139194618508,15431.332571663384,27721.95823346027,1.0,N322,historical_mixed,4
no_cooperation,3,PASS,0,4491.871494229532,322,146398.1740254556,0,"{""D0"": 5184.534854178732, ""D1"": 7078.244956652334}",39200f2ff58dbfdda86bb73ff3f51406fdf5c4e360bc83341191e676019d71e7,12262.779810831065,4463.092524271486,15459.178422629211,27721.958233460275,1.0,N322,historical_mixed,4
no_participation,3,PASS,6,4502.912954893166,322,146398.1740254556,3,"{""D0"": 5459.4996471927025, ""D1"": 6927.056827491195}",8f9b6b7085d7845e48a8a4565f1912e3e9ce9caf338ba82b58d576ea743cff6b,12386.556474683897,4473.055218643397,15335.401758776376,27721.95823346027,0.9958793576066135,N322,historical_mixed,4
simple_insertion,3,PASS,0,4491.871494229532,322,146398.1740254556,0,"{""D0"": 5184.534854178732, ""D1"": 7078.244956652334}",39200f2ff58dbfdda86bb73ff3f51406fdf5c4e360bc83341191e676019d71e7,12262.779810831065,4463.092524271486,15459.178422629211,27721.958233460275,1.0,N322,historical_mixed,4
full,3,PASS,5,4640.794744049663,323,146910.7912887978,0,"{""D0"": 5278.0005356742, ""D1"": 7043.948819654563}",078c1278b95ed01080d86fcd389e308ef3b62a476dd63daf4e14a80f38328a4c,12321.949355328763,4612.437988844783,15497.078083117987,27819.02743844675,1.0,N322,historical_mixed,5
no_cooperation,3,PASS,0,4604.240039482099,323,146910.7912887978,0,"{""D0"": 5323.926709483307, ""D1"": 7043.948819654563}",d82d51d3d73b5d2f004de1af279d9e457b28707f9b8f65c62e3640011224f984,12367.87552913787,4575.883284277219,15451.151909308881,27819.02743844675,1.0,N322,historical_mixed,5
no_participation,3,PASS,5,4627.9536384699995,324,147548.7912887978,3,"{""D0"": 5502.875233966866, ""D1"": 7024.013622152666}",f5c0fb988efd3d1860dc76a7b0d62d7831d6b897400477fb6a112f780b515d23,12526.888856119533,4597.921553749998,15412.95026232722,27939.839118446747,0.9939204989309316,N322,historical_mixed,5
simple_insertion,3,PASS,0,4610.639199659579,323,146910.7912887978,0,"{""D0"": 5232.8022587206, ""D1"": 7013.422330280167}",4167458421fcba0d660aa198b482bc70178cf0ada7b42e7a3100c4ae2fe00bd2,12246.224589000767,4581.290923093825,15572.80284944598,27819.02743844675,0.99577023596406,N322,historical_mixed,5
