instance_id,arm,seed,requested_iterations,actual_iterations,runtime_seconds,initial_cost,best_cost,cost_change_pct,feasible,customers_served,customers_total,demand_served,demand_total,total_emissions_kg,used_cv,used_ev,mechanism_calls,mechanism_improvements,decoded_candidates,rejected_candidates
cn-prd-50c-01-V2-LOCATIONS,FULL_PROBLEM_COMPONENTS_NO_CHARGE,11,100,100,55.14521824999247,2020.7252944015852,1813.6006621772292,-10.25001432892409,True,50,50,12223.0,12223.0,173.14850836195754,4,1,20,17,22,38
cn-prd-50c-01-V2-LOCATIONS,FULL_PROBLEM_COMPONENTS_WITH_CHARGE,11,100,100,321.74847458297154,2020.7252944015852,1813.6006621772292,-10.25001432892409,True,50,50,12223.0,12223.0,173.14850836195754,4,1,20,17,22,38
