run_id,instance,condition,seed,arm,status,evaluations,expected_evaluations,start_sha256,expected_start_sha256,solution_payload_exact,metric_max_abs_diff,metric_diffs_json,violation_count,cost_component_error,solution_path,solution_file_sha256,certificate_path,certificate_file_sha256
L-main-threeshift-10c-01__geographic__seed1__ownership_fixed,L-main-threeshift-10c-01,geographic,1,ownership_fixed,PASS,4000,4000,bd790d5bcdab9fdd8581362d3fb6070089850efcdef8744190bdf5776db188bf,bd790d5bcdab9fdd8581362d3fb6070089850efcdef8744190bdf5776db188bf,True,0.0,"{""E_cv_direct"": 0.0, ""E_ev_indirect"": 0.0, ""E_total"": 0.0, ""cost_carbon"": 0.0, ""cost_elec"": 0.0, ""cost_fix"": 0.0, ""cost_fuel"": 0.0, ""cost_km"": 0.0, ""cost_occ"": 0.0, ""cost_transship"": 0.0, ""distance_total"": 0.0, ""electricity_kwh"": 0.0, ""total_cost"": 0.0}",0,1.1368683772161603e-13,baselines/e3_ablation/e3_medium_paired_cost_formal_20260715/compatibility/endpoint_probe_solutions/L-main-threeshift-10c-01__geographic__seed1__ownership_fixed.json,4e7dd4ef59e3123ea9b84d440f3d2474d3ea521d3075b915cc1490a86731475b,baselines/e3_ablation/e3_medium_paired_cost_formal_20260715/compatibility/endpoint_probe_certificates/L-main-threeshift-10c-01__geographic__seed1__ownership_fixed.json,74675cd3ded2907bd75f89c975a5a15e64100512b4e0213b979d34d6a6483bee
L-main-threeshift-10c-01__geographic__seed1__reassignment_allowed,L-main-threeshift-10c-01,geographic,1,reassignment_allowed,PASS,4000,4000,bd790d5bcdab9fdd8581362d3fb6070089850efcdef8744190bdf5776db188bf,bd790d5bcdab9fdd8581362d3fb6070089850efcdef8744190bdf5776db188bf,True,0.0,"{""E_cv_direct"": 0.0, ""E_ev_indirect"": 0.0, ""E_total"": 0.0, ""cost_carbon"": 0.0, ""cost_elec"": 0.0, ""cost_fix"": 0.0, ""cost_fuel"": 0.0, ""cost_km"": 0.0, ""cost_occ"": 0.0, ""cost_transship"": 0.0, ""distance_total"": 0.0, ""electricity_kwh"": 0.0, ""total_cost"": 0.0}",0,1.1368683772161603e-13,baselines/e3_ablation/e3_medium_paired_cost_formal_20260715/compatibility/endpoint_probe_solutions/L-main-threeshift-10c-01__geographic__seed1__reassignment_allowed.json,4b9c5b9d8941317db84a4ec78d83a42c3ccca23e03c7fe622cbb61ce9609c0ea,baselines/e3_ablation/e3_medium_paired_cost_formal_20260715/compatibility/endpoint_probe_certificates/L-main-threeshift-10c-01__geographic__seed1__reassignment_allowed.json,b53f163f11325636aa19320f59dd0551b7dc1025ca5e18998dee1a8f919123d6
L-main-threeshift-10c-01__mixed__seed1__ownership_fixed,L-main-threeshift-10c-01,mixed,1,ownership_fixed,PASS,4000,4000,f97ea8bb46c7532bdf054b99b0765cd74e89b3f006f15bc0de9e20375fb596a4,f97ea8bb46c7532bdf054b99b0765cd74e89b3f006f15bc0de9e20375fb596a4,True,0.0,"{""E_cv_direct"": 0.0, ""E_ev_indirect"": 0.0, ""E_total"": 0.0, ""cost_carbon"": 0.0, ""cost_elec"": 0.0, ""cost_fix"": 0.0, ""cost_fuel"": 0.0, ""cost_km"": 0.0, ""cost_occ"": 0.0, ""cost_transship"": 0.0, ""distance_total"": 0.0, ""electricity_kwh"": 0.0, ""total_cost"": 0.0}",0,1.1368683772161603e-13,baselines/e3_ablation/e3_medium_paired_cost_formal_20260715/compatibility/endpoint_probe_solutions/L-main-threeshift-10c-01__mixed__seed1__ownership_fixed.json,1f7afe5bd6a226487a5b509698caa9fe2acb87bcce7534ca32bf0562a5e00660,baselines/e3_ablation/e3_medium_paired_cost_formal_20260715/compatibility/endpoint_probe_certificates/L-main-threeshift-10c-01__mixed__seed1__ownership_fixed.json,7cb106a976acd2ca63958428d6fe681dff9696070fe90a9777f8a2af1fdad98a
L-main-threeshift-10c-01__mixed__seed1__reassignment_allowed,L-main-threeshift-10c-01,mixed,1,reassignment_allowed,PASS,4000,4000,f97ea8bb46c7532bdf054b99b0765cd74e89b3f006f15bc0de9e20375fb596a4,f97ea8bb46c7532bdf054b99b0765cd74e89b3f006f15bc0de9e20375fb596a4,True,0.0,"{""E_cv_direct"": 0.0, ""E_ev_indirect"": 0.0, ""E_total"": 0.0, ""cost_carbon"": 0.0, ""cost_elec"": 0.0, ""cost_fix"": 0.0, ""cost_fuel"": 0.0, ""cost_km"": 0.0, ""cost_occ"": 0.0, ""cost_transship"": 0.0, ""distance_total"": 0.0, ""electricity_kwh"": 0.0, ""total_cost"": 0.0}",0,1.1368683772161603e-13,baselines/e3_ablation/e3_medium_paired_cost_formal_20260715/compatibility/endpoint_probe_solutions/L-main-threeshift-10c-01__mixed__seed1__reassignment_allowed.json,d5f4f0aaacf12d8270e56c2cc358885bcd32d9f2ebd69b6536089df3f441e35f,baselines/e3_ablation/e3_medium_paired_cost_formal_20260715/compatibility/endpoint_probe_certificates/L-main-threeshift-10c-01__mixed__seed1__reassignment_allowed.json,b53f163f11325636aa19320f59dd0551b7dc1025ca5e18998dee1a8f919123d6
