instance_id,arm,carbon_price_cny_per_kg,source_identity,seed,iterations,runtime_seconds,scalar_objective_cny,economic_cost_cny,total_emissions_kg,cv_direct_emissions_kg,ev_indirect_emissions_kg,used_cv,used_ev,electricity_kwh,customers_served,customers_total,demand_served,demand_total,individual_fingerprint
cn-jjj-50c-01-V2-LOCATIONS,NO_CARBON_PRICE,0.0,economic-cost control,11,100,142.57589912496042,2174.616996043627,2174.616996043627,207.51458593689193,164.80490097012415,42.70968496676777,5,2,63.878071615291326,50,50,13264.0,13264.0,b3542d8e87a0b47cfbfde77d00fe9394693f90524dffc22c7fb822b7fda800d4
cn-jjj-50c-01-V2-LOCATIONS,CEA_2025_06_30_CLOSE,0.07502,"Shanghai Environment and Energy Exchange, 2025-06-30 close",11,100,169.81294654199155,2174.8212641467094,2159.5679613647985,203.32315091856384,165.52414758187237,37.799003336691456,5,2,57.5129460487526,50,50,13264.0,13264.0,c621ac8bbebc6f0819d2f7bf168c1c9259334cc2d3fdade9fd670e4f5180e559
cn-jjj-50c-01-V2-LOCATIONS,CHEN_2023_BASE,0.5,"Chen et al. (2023), SETP 43(12), Table 6",11,50,229.94608733296627,2260.729148178334,2159.431210228732,202.59587589920363,164.15700733195655,38.438868567247084,5,2,58.590704564089734,50,50,13264.0,13264.0,e86f48042f31dc03e8fb7fd5df97c2f7884d334576fec23940ee53c25a6e0d96
cn-jjj-50c-01-V2-LOCATIONS,CHEN_2023_ROUTE_EXAMPLE,2.2,"Chen et al. (2023), SETP 43(12), Fig. 4",11,100,176.69004912499804,2587.5105876526254,2173.6228203446367,188.1308033218131,156.89729119446164,31.233512127351442,5,2,70.16882383803906,50,50,13264.0,13264.0,cf2ccdae28aa0f173018c4e7d5c8a755dd351127599c4be76481dfb9d1235ab6
cn-jjj-50c-01-V2-LOCATIONS,CHEN_2023_SENSITIVITY_MAX,5.0,"Chen et al. (2023), SETP 43(12), Section 5.2.2",11,29,182.98979083402082,4177.750592019438,2653.1091017260264,304.9282980586824,260.02380143480036,44.90449662388205,5,2,64.38498104366505,50,50,13264.0,13264.0,cc6cf976538f8054c35a931c4bde648eab82b393115a4cdfd44228c3d405937e
