algorithm,evidence_role,reason,status
SKIPPED_STAGE_C,SKIPPED,"best_validation_gain=12.072%, final_validation_gain=8.688%, recent_slope=0.449225, stable_keep=False, finite_losses=True, kl_ok=True, zero_violations=True, entropy_floor_ok=True",HALT_POLICY_UNSTABLE_V2
