instance,seed,runtime_budget_seconds,objective,bks,gap_percent,iterations,solver_runtime_seconds,end_to_end_seconds,complete,feasible,independent_valid
PR11B,1,8.5,4916658,4814803,2.115455191001584,11102,8.50028666696744,8.712302708008792,true,true,true
PR11B,1,60.0,4837382,4814803,0.46894961226866394,87603,60.00037974998122,60.73602445801953,true,true,true
PR11B,1,300.0,4825131,4814803,0.21450514174723245,442244,300.0011581669678,300.79294595803367,true,true,true
PR17B,1,8.5,4915358,4771155,3.0223918527065248,10354,8.500978750002105,8.875664583989419,true,true,true
PR17B,1,60.0,4822213,4771155,1.0701392010949131,84546,60.00012920901645,60.745505708036944,true,true,true
PR17B,1,300.0,4805505,4771155,0.7199514582946897,417753,300.0001301249722,300.93685491697397,true,true,true
PR21B,1,8.5,4991610,4822337,3.510186036355402,10231,8.500778625020757,8.879718624986708,true,true,true
PR21B,1,60.0,4899192,4822337,1.5937293474097725,82579,60.00173454097239,60.29706541704945,true,true,true
PR21B,1,300.0,4870916,4822337,1.0073746401381736,419010,300.0006673329626,300.79071608302183,true,true,true
