pair_id,instance,condition,seed,start_sha256,start_certificate_sha256,data_fingerprint_sha256,contract_sha256,arm,allow_reassignment,eval_budget,same_start_group,random_seed,random_control
L-main-threeshift-10c-01__medium__seed1,L-main-threeshift-10c-01,medium,1,87ae845777db85e0ccf6590228c2ee80a2c7806f0b394dc1f74606d6ae691d75,58773d943adcc24f0b193795330ee7bfaec31ec8b3b0f702520fd0a7df50e164,917c2a779ae537f64bb713b11faac6b1dac43640409fd586f9b96d55cdade42a,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-10c-01__medium__seed1,1,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-10c-01__medium__seed1,L-main-threeshift-10c-01,medium,1,87ae845777db85e0ccf6590228c2ee80a2c7806f0b394dc1f74606d6ae691d75,58773d943adcc24f0b193795330ee7bfaec31ec8b3b0f702520fd0a7df50e164,917c2a779ae537f64bb713b11faac6b1dac43640409fd586f9b96d55cdade42a,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-10c-01__medium__seed1,1,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-10c-01__medium__seed2,L-main-threeshift-10c-01,medium,2,87ae845777db85e0ccf6590228c2ee80a2c7806f0b394dc1f74606d6ae691d75,58773d943adcc24f0b193795330ee7bfaec31ec8b3b0f702520fd0a7df50e164,917c2a779ae537f64bb713b11faac6b1dac43640409fd586f9b96d55cdade42a,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-10c-01__medium__seed2,2,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-10c-01__medium__seed2,L-main-threeshift-10c-01,medium,2,87ae845777db85e0ccf6590228c2ee80a2c7806f0b394dc1f74606d6ae691d75,58773d943adcc24f0b193795330ee7bfaec31ec8b3b0f702520fd0a7df50e164,917c2a779ae537f64bb713b11faac6b1dac43640409fd586f9b96d55cdade42a,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-10c-01__medium__seed2,2,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-10c-01__medium__seed3,L-main-threeshift-10c-01,medium,3,87ae845777db85e0ccf6590228c2ee80a2c7806f0b394dc1f74606d6ae691d75,58773d943adcc24f0b193795330ee7bfaec31ec8b3b0f702520fd0a7df50e164,917c2a779ae537f64bb713b11faac6b1dac43640409fd586f9b96d55cdade42a,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-10c-01__medium__seed3,3,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-10c-01__medium__seed3,L-main-threeshift-10c-01,medium,3,87ae845777db85e0ccf6590228c2ee80a2c7806f0b394dc1f74606d6ae691d75,58773d943adcc24f0b193795330ee7bfaec31ec8b3b0f702520fd0a7df50e164,917c2a779ae537f64bb713b11faac6b1dac43640409fd586f9b96d55cdade42a,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-10c-01__medium__seed3,3,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-15c-01__medium__seed1,L-main-threeshift-15c-01,medium,1,352f77febb20a287a469458e5d3bc9fcf9d89b2f8cea87acafed24e50e4950b2,f29d589cf955c7a5fd2e98810db822c82d442b5097092617a719140d07dec78a,99b6216380d97c9f69bbafe5932fe84d1335745cf0e0a09186d65af7d828ecc3,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-15c-01__medium__seed1,1,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-15c-01__medium__seed1,L-main-threeshift-15c-01,medium,1,352f77febb20a287a469458e5d3bc9fcf9d89b2f8cea87acafed24e50e4950b2,f29d589cf955c7a5fd2e98810db822c82d442b5097092617a719140d07dec78a,99b6216380d97c9f69bbafe5932fe84d1335745cf0e0a09186d65af7d828ecc3,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-15c-01__medium__seed1,1,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-15c-01__medium__seed2,L-main-threeshift-15c-01,medium,2,352f77febb20a287a469458e5d3bc9fcf9d89b2f8cea87acafed24e50e4950b2,f29d589cf955c7a5fd2e98810db822c82d442b5097092617a719140d07dec78a,99b6216380d97c9f69bbafe5932fe84d1335745cf0e0a09186d65af7d828ecc3,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-15c-01__medium__seed2,2,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-15c-01__medium__seed2,L-main-threeshift-15c-01,medium,2,352f77febb20a287a469458e5d3bc9fcf9d89b2f8cea87acafed24e50e4950b2,f29d589cf955c7a5fd2e98810db822c82d442b5097092617a719140d07dec78a,99b6216380d97c9f69bbafe5932fe84d1335745cf0e0a09186d65af7d828ecc3,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-15c-01__medium__seed2,2,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-15c-01__medium__seed3,L-main-threeshift-15c-01,medium,3,352f77febb20a287a469458e5d3bc9fcf9d89b2f8cea87acafed24e50e4950b2,f29d589cf955c7a5fd2e98810db822c82d442b5097092617a719140d07dec78a,99b6216380d97c9f69bbafe5932fe84d1335745cf0e0a09186d65af7d828ecc3,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-15c-01__medium__seed3,3,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-15c-01__medium__seed3,L-main-threeshift-15c-01,medium,3,352f77febb20a287a469458e5d3bc9fcf9d89b2f8cea87acafed24e50e4950b2,f29d589cf955c7a5fd2e98810db822c82d442b5097092617a719140d07dec78a,99b6216380d97c9f69bbafe5932fe84d1335745cf0e0a09186d65af7d828ecc3,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-15c-01__medium__seed3,3,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-20c-01__medium__seed1,L-main-threeshift-20c-01,medium,1,62fc81e2da0f40f98c2ae14ec4b7260cf7a2151ab219423ae2871c261a43198b,d9f6cc751c43ea66ad16026ebcd8097057876b82c22f87e571566235e05b357a,bc3d89d97d30c6e97c1cfbdda4634692d2565a62132392bcd4a0e6faaf6211a6,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-20c-01__medium__seed1,1,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-20c-01__medium__seed1,L-main-threeshift-20c-01,medium,1,62fc81e2da0f40f98c2ae14ec4b7260cf7a2151ab219423ae2871c261a43198b,d9f6cc751c43ea66ad16026ebcd8097057876b82c22f87e571566235e05b357a,bc3d89d97d30c6e97c1cfbdda4634692d2565a62132392bcd4a0e6faaf6211a6,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-20c-01__medium__seed1,1,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-20c-01__medium__seed2,L-main-threeshift-20c-01,medium,2,62fc81e2da0f40f98c2ae14ec4b7260cf7a2151ab219423ae2871c261a43198b,d9f6cc751c43ea66ad16026ebcd8097057876b82c22f87e571566235e05b357a,bc3d89d97d30c6e97c1cfbdda4634692d2565a62132392bcd4a0e6faaf6211a6,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-20c-01__medium__seed2,2,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-20c-01__medium__seed2,L-main-threeshift-20c-01,medium,2,62fc81e2da0f40f98c2ae14ec4b7260cf7a2151ab219423ae2871c261a43198b,d9f6cc751c43ea66ad16026ebcd8097057876b82c22f87e571566235e05b357a,bc3d89d97d30c6e97c1cfbdda4634692d2565a62132392bcd4a0e6faaf6211a6,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-20c-01__medium__seed2,2,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-20c-01__medium__seed3,L-main-threeshift-20c-01,medium,3,62fc81e2da0f40f98c2ae14ec4b7260cf7a2151ab219423ae2871c261a43198b,d9f6cc751c43ea66ad16026ebcd8097057876b82c22f87e571566235e05b357a,bc3d89d97d30c6e97c1cfbdda4634692d2565a62132392bcd4a0e6faaf6211a6,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-20c-01__medium__seed3,3,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-20c-01__medium__seed3,L-main-threeshift-20c-01,medium,3,62fc81e2da0f40f98c2ae14ec4b7260cf7a2151ab219423ae2871c261a43198b,d9f6cc751c43ea66ad16026ebcd8097057876b82c22f87e571566235e05b357a,bc3d89d97d30c6e97c1cfbdda4634692d2565a62132392bcd4a0e6faaf6211a6,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-20c-01__medium__seed3,3,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-25c-01__medium__seed1,L-main-threeshift-25c-01,medium,1,c642c7c8e30581e277a66e897fbcda5b60f7c3ee53eb69246bedb28ec2733f36,4c221002d3dfbc83b11dafef6d8d9094ac36b94f56712060988d3ed9cb1b08e2,b3cac723a3d9a1ba4ff2056a787162938a640e463ee7be06767ea7ecea8ba3ff,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-25c-01__medium__seed1,1,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-25c-01__medium__seed1,L-main-threeshift-25c-01,medium,1,c642c7c8e30581e277a66e897fbcda5b60f7c3ee53eb69246bedb28ec2733f36,4c221002d3dfbc83b11dafef6d8d9094ac36b94f56712060988d3ed9cb1b08e2,b3cac723a3d9a1ba4ff2056a787162938a640e463ee7be06767ea7ecea8ba3ff,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-25c-01__medium__seed1,1,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-25c-01__medium__seed2,L-main-threeshift-25c-01,medium,2,c642c7c8e30581e277a66e897fbcda5b60f7c3ee53eb69246bedb28ec2733f36,4c221002d3dfbc83b11dafef6d8d9094ac36b94f56712060988d3ed9cb1b08e2,b3cac723a3d9a1ba4ff2056a787162938a640e463ee7be06767ea7ecea8ba3ff,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-25c-01__medium__seed2,2,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-25c-01__medium__seed2,L-main-threeshift-25c-01,medium,2,c642c7c8e30581e277a66e897fbcda5b60f7c3ee53eb69246bedb28ec2733f36,4c221002d3dfbc83b11dafef6d8d9094ac36b94f56712060988d3ed9cb1b08e2,b3cac723a3d9a1ba4ff2056a787162938a640e463ee7be06767ea7ecea8ba3ff,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-25c-01__medium__seed2,2,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-25c-01__medium__seed3,L-main-threeshift-25c-01,medium,3,c642c7c8e30581e277a66e897fbcda5b60f7c3ee53eb69246bedb28ec2733f36,4c221002d3dfbc83b11dafef6d8d9094ac36b94f56712060988d3ed9cb1b08e2,b3cac723a3d9a1ba4ff2056a787162938a640e463ee7be06767ea7ecea8ba3ff,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-25c-01__medium__seed3,3,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-25c-01__medium__seed3,L-main-threeshift-25c-01,medium,3,c642c7c8e30581e277a66e897fbcda5b60f7c3ee53eb69246bedb28ec2733f36,4c221002d3dfbc83b11dafef6d8d9094ac36b94f56712060988d3ed9cb1b08e2,b3cac723a3d9a1ba4ff2056a787162938a640e463ee7be06767ea7ecea8ba3ff,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-25c-01__medium__seed3,3,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-50c-01__medium__seed1,L-main-threeshift-50c-01,medium,1,b9f394eb933fb7b49e04a0b6a0f53cfe514751528edd21e8df3333d2c35b983c,c7d99974daa6c27874fae8df7b3db1c78933bd8aa74d56994a56ef860df7dc35,2fa4d5b8d33f16c46c0cc19ff9a8b82b6b671f17653cd2e989e6011e63c70f51,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-50c-01__medium__seed1,1,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-50c-01__medium__seed1,L-main-threeshift-50c-01,medium,1,b9f394eb933fb7b49e04a0b6a0f53cfe514751528edd21e8df3333d2c35b983c,c7d99974daa6c27874fae8df7b3db1c78933bd8aa74d56994a56ef860df7dc35,2fa4d5b8d33f16c46c0cc19ff9a8b82b6b671f17653cd2e989e6011e63c70f51,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-50c-01__medium__seed1,1,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-50c-01__medium__seed2,L-main-threeshift-50c-01,medium,2,b9f394eb933fb7b49e04a0b6a0f53cfe514751528edd21e8df3333d2c35b983c,c7d99974daa6c27874fae8df7b3db1c78933bd8aa74d56994a56ef860df7dc35,2fa4d5b8d33f16c46c0cc19ff9a8b82b6b671f17653cd2e989e6011e63c70f51,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-50c-01__medium__seed2,2,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-50c-01__medium__seed2,L-main-threeshift-50c-01,medium,2,b9f394eb933fb7b49e04a0b6a0f53cfe514751528edd21e8df3333d2c35b983c,c7d99974daa6c27874fae8df7b3db1c78933bd8aa74d56994a56ef860df7dc35,2fa4d5b8d33f16c46c0cc19ff9a8b82b6b671f17653cd2e989e6011e63c70f51,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-50c-01__medium__seed2,2,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-50c-01__medium__seed3,L-main-threeshift-50c-01,medium,3,b9f394eb933fb7b49e04a0b6a0f53cfe514751528edd21e8df3333d2c35b983c,c7d99974daa6c27874fae8df7b3db1c78933bd8aa74d56994a56ef860df7dc35,2fa4d5b8d33f16c46c0cc19ff9a8b82b6b671f17653cd2e989e6011e63c70f51,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-50c-01__medium__seed3,3,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-50c-01__medium__seed3,L-main-threeshift-50c-01,medium,3,b9f394eb933fb7b49e04a0b6a0f53cfe514751528edd21e8df3333d2c35b983c,c7d99974daa6c27874fae8df7b3db1c78933bd8aa74d56994a56ef860df7dc35,2fa4d5b8d33f16c46c0cc19ff9a8b82b6b671f17653cd2e989e6011e63c70f51,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-50c-01__medium__seed3,3,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-75c-01__medium__seed1,L-main-threeshift-75c-01,medium,1,96bb02453e75fd84467e1810361c274a3515ed047e8bef864c7870f5ecf260a9,5683a0f9270042c3b63d4a5cb3b3027c06bfdb873e5fd311257f98de8c3ac32f,61855c1b673b96c41449df2181ac1b408829325856c32d8893d1cd2489f1d295,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-75c-01__medium__seed1,1,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-75c-01__medium__seed1,L-main-threeshift-75c-01,medium,1,96bb02453e75fd84467e1810361c274a3515ed047e8bef864c7870f5ecf260a9,5683a0f9270042c3b63d4a5cb3b3027c06bfdb873e5fd311257f98de8c3ac32f,61855c1b673b96c41449df2181ac1b408829325856c32d8893d1cd2489f1d295,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-75c-01__medium__seed1,1,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-75c-01__medium__seed2,L-main-threeshift-75c-01,medium,2,96bb02453e75fd84467e1810361c274a3515ed047e8bef864c7870f5ecf260a9,5683a0f9270042c3b63d4a5cb3b3027c06bfdb873e5fd311257f98de8c3ac32f,61855c1b673b96c41449df2181ac1b408829325856c32d8893d1cd2489f1d295,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-75c-01__medium__seed2,2,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-75c-01__medium__seed2,L-main-threeshift-75c-01,medium,2,96bb02453e75fd84467e1810361c274a3515ed047e8bef864c7870f5ecf260a9,5683a0f9270042c3b63d4a5cb3b3027c06bfdb873e5fd311257f98de8c3ac32f,61855c1b673b96c41449df2181ac1b408829325856c32d8893d1cd2489f1d295,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-75c-01__medium__seed2,2,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-75c-01__medium__seed3,L-main-threeshift-75c-01,medium,3,96bb02453e75fd84467e1810361c274a3515ed047e8bef864c7870f5ecf260a9,5683a0f9270042c3b63d4a5cb3b3027c06bfdb873e5fd311257f98de8c3ac32f,61855c1b673b96c41449df2181ac1b408829325856c32d8893d1cd2489f1d295,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-75c-01__medium__seed3,3,same seed and staged seed rule; not draw-by-draw equality
