instance,condition,seed_count,mean_raw_search_saving_pct,mean_selected_saving_pct,raw_strict_win_count,selected_strict_win_count,open_fallback_count,mean_raw_open_cross_site_customer_count,mean_selected_open_cross_site_customer_count,mean_raw_open_cross_site_demand_kg,mean_selected_open_cross_site_demand_kg
L-main-threeshift-10c-01,medium,3,16.995572828868127,16.995572828868127,3,3,0,5.333333333333333,5.333333333333333,1858.0,1858.0
L-main-threeshift-15c-01,medium,3,16.169248059143232,16.169248059143232,3,3,0,9.666666666666666,9.666666666666666,3763.0,3763.0
L-main-threeshift-20c-01,medium,3,33.13223098865857,33.13223098865857,3,3,0,16.666666666666668,16.666666666666668,6108.0,6108.0
L-main-threeshift-25c-01,medium,3,24.610185714195023,24.610185714195023,3,3,0,17.666666666666668,17.666666666666668,8287.666666666666,8287.666666666666
L-main-threeshift-50c-01,medium,3,30.343688544200187,30.343688544200187,3,3,0,34.333333333333336,34.333333333333336,16029.666666666666,16029.666666666666
L-main-threeshift-75c-01,medium,3,19.05357954327721,19.05357954327721,3,3,0,35.666666666666664,35.666666666666664,16283.666666666666,16283.666666666666
L-main-threeshift-100c-01,medium,3,19.700287400412982,19.700287400412982,3,3,0,45.0,45.0,19381.333333333332,19381.333333333332
L-main-threeshift-150c-01,medium,3,12.841677026863062,12.841677026863062,3,3,0,68.33333333333333,68.33333333333333,30231.0,30231.0
L-main-threeshift-200c-01,medium,3,7.35594954563581,7.35594954563581,2,2,0,62.666666666666664,62.666666666666664,27690.666666666668,27690.666666666668
