instance_id,region,size_layer,customer_count,seed,status,feasible_rate,final_cost,violation_count,battery_violation_count,time_window_violation_count,capacity_violation_count,fleet_violation_count,other_violation_count,ev_customer_count,served_customer_count,ev_customer_share,ev_route_count,route_count,ev_route_share,charging_action_count,cpu_seconds,wallclock_seconds,peak_rss_mib,pid,start_method,selected_source,view_stop_iterations_json,view_last_improvements_json,view_l_over_s_json,price_binding_json,witness_path,witness_sha256,error_type,error_message
cn-cy-100c-01-V2-LOCATIONS,cy,medium,100,1,PASS,1.0,4910.526480592996,0,0,0,0,0,0,30,100,0.3,5,17,0.29411764705882354,5,153.640281,339.2027094999794,99.703125,5182,spawn,history_expanded_time_limited_mip_recombination,"{""cv_only"": 9739, ""mechanism_ev"": 7589, ""naive_ev"": 4213}","{""cv_only"": 6739, ""mechanism_ev"": 4589, ""naive_ev"": 1213}","{""cv_only"": 0.6919601601807167, ""mechanism_ev"": 0.6046910001317697, ""naive_ev"": 0.2879183479705673}","{""chengdu"": 7.48, ""chongqing"": 7.5}",baselines/e2_rerun_unified_01_20260727/vehicle_feasibility_preflight/tasks/cn-cy-100c-01-V2-LOCATIONS/solution_witness.json,d67f650b5cd7e4c385f1fa25d3cd7295a204daba7dd1830c72ac99b3ab79c9b5,,
cn-cy-200c-01-V2-LOCATIONS,cy,large,200,1,PASS,1.0,8884.567331534634,0,0,0,0,0,0,65,200,0.325,9,32,0.28125,9,632.256703,1404.934793124994,160.0,5271,spawn,best_exact_hgs_parent,"{""cv_only"": 10198, ""mechanism_ev"": 15547, ""naive_ev"": 17214}","{""cv_only"": 7198, ""mechanism_ev"": 12547, ""naive_ev"": 14214}","{""cv_only"": 0.7058246715042165, ""mechanism_ev"": 0.8070367273428958, ""naive_ev"": 0.8257232485186476}","{""chengdu"": 7.48, ""chongqing"": 7.5}",baselines/e2_rerun_unified_01_20260727/vehicle_feasibility_preflight/tasks/cn-cy-200c-01-V2-LOCATIONS/solution_witness.json,6e526c5a3907596f265ae98273a84ff98978a3cbf30d092221225708788d0693,,
cn-cy-25c-01-V2-LOCATIONS,cy,small,25,1,PASS,1.0,1246.955610999284,0,0,0,0,0,0,7,25,0.28,1,4,0.25,1,25.550045,68.1012899579946,97.796875,5167,spawn,best_exact_hgs_parent,"{""cv_only"": 3004, ""mechanism_ev"": 3004, ""naive_ev"": 3039}","{""cv_only"": 4, ""mechanism_ev"": 4, ""naive_ev"": 39}","{""cv_only"": 0.0013315579227696406, ""mechanism_ev"": 0.0013315579227696406, ""naive_ev"": 0.012833168805528134}","{""chongqing"": 7.5}",baselines/e2_rerun_unified_01_20260727/vehicle_feasibility_preflight/tasks/cn-cy-25c-01-V2-LOCATIONS/solution_witness.json,37c73bf8c90c5c05e06092aba0e33030714c4fb721dd8c708d497111312c5bf7,,
cn-jjj-100c-01-V2-LOCATIONS,jjj,medium,100,1,PASS,1.0,4670.384556068821,0,0,0,0,0,0,32,100,0.32,5,16,0.3125,6,285.781043,703.6042204579862,190.359375,5000,spawn,best_exact_hgs_parent,"{""cv_only"": 5787, ""mechanism_ev"": 13372, ""naive_ev"": 8639}","{""cv_only"": 2787, ""mechanism_ev"": 10372, ""naive_ev"": 5639}","{""cv_only"": 0.4815966822187662, ""mechanism_ev"": 0.7756506132216572, ""naive_ev"": 0.6527375853686769}","{""beijing"": 7.48, ""tianjin"": 7.43}",baselines/e2_rerun_unified_01_20260727/vehicle_feasibility_preflight/tasks/cn-jjj-100c-01-V2-LOCATIONS/solution_witness.json,e266652eed1bdbe015c41435d489a498204bec2b7521e704647965e27a434aed,,
cn-jjj-200c-01-V2-LOCATIONS,jjj,large,200,1,PASS,1.0,9052.051693584492,0,0,0,0,0,0,67,200,0.335,10,33,0.30303030303030304,10,815.511018,1770.1735477920156,195.15625,4998,spawn,best_exact_hgs_parent,"{""cv_only"": 19093, ""mechanism_ev"": 16015, ""naive_ev"": 14965}","{""cv_only"": 16093, ""mechanism_ev"": 13015, ""naive_ev"": 11965}","{""cv_only"": 0.8428743518567015, ""mechanism_ev"": 0.8126756166094287, ""naive_ev"": 0.7995322418977614}","{""beijing"": 7.48, ""shijiazhuang"": 7.43, ""tianjin"": 7.43}",baselines/e2_rerun_unified_01_20260727/vehicle_feasibility_preflight/tasks/cn-jjj-200c-01-V2-LOCATIONS/solution_witness.json,a50688c9007ccbb471a54d0af7345b08f010c2000b4c23e13b6e350519125fb6,,
cn-jjj-25c-01-V2-LOCATIONS,jjj,small,25,1,PASS,1.0,1208.7518088631364,0,0,0,0,0,0,8,25,0.32,1,4,0.25,1,24.377623,67.56223091599531,99.015625,4997,spawn,best_exact_hgs_parent,"{""cv_only"": 3005, ""mechanism_ev"": 3140, ""naive_ev"": 3061}","{""cv_only"": 5, ""mechanism_ev"": 140, ""naive_ev"": 61}","{""cv_only"": 0.0016638935108153079, ""mechanism_ev"": 0.044585987261146494, ""naive_ev"": 0.0199281280627246}","{""beijing"": 7.48}",baselines/e2_rerun_unified_01_20260727/vehicle_feasibility_preflight/tasks/cn-jjj-25c-01-V2-LOCATIONS/solution_witness.json,5a0be208702730747550d83fe0163df942780f9e961d67d26ec6c1e7cb8bcfda,,
cn-prd-100c-01-V2-LOCATIONS,prd,medium,100,1,PASS,1.0,4009.5274888820245,0,0,0,0,0,0,40,100,0.4,5,15,0.3333333333333333,5,118.634407,274.7412290830107,103.109375,4999,spawn,history_expanded_time_limited_mip_recombination,"{""cv_only"": 4688, ""mechanism_ev"": 5368, ""naive_ev"": 6431}","{""cv_only"": 1688, ""mechanism_ev"": 2368, ""naive_ev"": 3431}","{""cv_only"": 0.36006825938566556, ""mechanism_ev"": 0.44113263785394935, ""naive_ev"": 0.5335095630539574}","{""guangzhou"": 7.44, ""shenzhen"": 7.44}",baselines/e2_rerun_unified_01_20260727/vehicle_feasibility_preflight/tasks/cn-prd-100c-01-V2-LOCATIONS/solution_witness.json,f3f7109f307985f3c2aa7e4df5789a653c7cbaf57563308fcdf5b5bb4a91a60d,,
cn-prd-200c-01-V2-LOCATIONS,prd,large,200,1,PASS,1.0,8865.394196460125,0,0,0,0,0,0,69,200,0.345,11,33,0.3333333333333333,11,1069.8947,2052.7820100829995,183.171875,4996,spawn,best_exact_hgs_parent,"{""cv_only"": 20331, ""mechanism_ev"": 22187, ""naive_ev"": 30605}","{""cv_only"": 17331, ""mechanism_ev"": 19187, ""naive_ev"": 27605}","{""cv_only"": 0.8524420835177807, ""mechanism_ev"": 0.8647856853112182, ""naive_ev"": 0.9019768011762784}","{""dongguan"": 7.44, ""foshan"": 7.44, ""guangzhou"": 7.44, ""shenzhen"": 7.44}",baselines/e2_rerun_unified_01_20260727/vehicle_feasibility_preflight/tasks/cn-prd-200c-01-V2-LOCATIONS/solution_witness.json,18fff6086f91e55d8de4546b5b40d487623e4e6ef69df10ba60f90f870e5da91,,
cn-prd-25c-01-V2-LOCATIONS,prd,small,25,1,PASS,1.0,987.6209147063066,0,0,0,0,0,0,14,25,0.56,2,4,0.5,2,30.740775,84.85871145798592,95.40625,4995,spawn,best_exact_hgs_parent,"{""cv_only"": 3354, ""mechanism_ev"": 3463, ""naive_ev"": 3691}","{""cv_only"": 354, ""mechanism_ev"": 463, ""naive_ev"": 691}","{""cv_only"": 0.10554561717352415, ""mechanism_ev"": 0.13369910482240832, ""naive_ev"": 0.18721213763207803}","{""shenzhen"": 7.44}",baselines/e2_rerun_unified_01_20260727/vehicle_feasibility_preflight/tasks/cn-prd-25c-01-V2-LOCATIONS/solution_witness.json,71fa86bac51127325008fb1addab3eb8e48caaf877f56aedd86f5215dfafbe01,,
