arm,count,exception_message,exception_type,failure_category,arm_null_objective_count,pct_of_arm_null
L100_control,1,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0001:D_guangzhou:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0002:D_guangzhou:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0003:D_guangzhou:initial load 1875.000000 exceeds Q=1735.000000; CAPACITY:CH81-0004:D_guangzhou:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0005:D_shenzhen:initial load 1737.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0005:C040:late by 31.483 s (due l=57668.566, start=57700.049); CAPACITY:CH81-0006:D_shenzhen:initial load 1736.000000 exceeds Q=1735.000000",ValueError,LEGITIMATE_INFEASIBLE,184,0.5434782608695652
L100_control,1,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0001:D_guangzhou:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0002:D_guangzhou:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0003:D_guangzhou:initial load 1875.000000 exceeds Q=1735.000000; CAPACITY:CH81-0004:D_shenzhen:initial load 1737.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0004:C041:late by 647.860 s (due l=48634.504, start=49282.364); TIME_WINDOW:CH81-0004:C047:late by 1494.055 s (due l=49033.709, start=50527.764); TIME_WINDOW:CH81-0004:C044:late by 229.060 s (due l=60097.923, start=60326.983); CAPACITY:CH81-0005:D_shenzhen:initial load 1736.000000 exceeds Q=1735.000000",ValueError,LEGITIMATE_INFEASIBLE,184,0.5434782608695652
L100_control,1,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0001:D_guangzhou:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0002:D_guangzhou:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0003:D_guangzhou:initial load 1875.000000 exceeds Q=1735.000000; CAPACITY:CH81-0005:D_shenzhen:initial load 1736.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0005:C027:late by 457.637 s (due l=62841.926, start=63299.562); CAPACITY:CH81-0006:D_shenzhen:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0007:D_shenzhen:initial load 1737.000000 exceeds Q=1735.000000",ValueError,LEGITIMATE_INFEASIBLE,184,0.5434782608695652
L100_control,1,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0001:D_guangzhou:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0002:D_guangzhou:initial load 1736.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0002:C022:late by 1410.305 s (due l=45583.890, start=46994.194); CAPACITY:CH81-0003:D_guangzhou:initial load 1875.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0003:C013:late by 36.799 s (due l=60037.056, start=60073.854); CAPACITY:CH81-0004:D_shenzhen:initial load 1737.000000 exceeds Q=1735.000000; CAPACITY:CH81-0005:D_shenzhen:initial load 1736.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0006:C026:late by 1216.417 s (due l=62578.319, start=63794.736)",ValueError,LEGITIMATE_INFEASIBLE,184,0.5434782608695652
L100_control,1,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0001:D_guangzhou:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0002:D_guangzhou:initial load 1737.000000 exceeds Q=1735.000000; CAPACITY:CH81-0003:D_guangzhou:initial load 1874.000000 exceeds Q=1735.000000; CAPACITY:CH81-0004:D_shenzhen:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0005:D_shenzhen:initial load 1737.000000 exceeds Q=1735.000000; CAPACITY:CH81-0007:D_shenzhen:initial load 1736.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0007:C027:late by 457.637 s (due l=62841.926, start=63299.562); TIME_WINDOW:CH81-0007:C031:late by 720.834 s (due l=63396.328, start=64117.162)",ValueError,LEGITIMATE_INFEASIBLE,184,0.5434782608695652
L100_control,1,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0001:D_guangzhou:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0002:D_guangzhou:initial load 1737.000000 exceeds Q=1735.000000; CAPACITY:CH81-0003:D_guangzhou:initial load 1874.000000 exceeds Q=1735.000000; CAPACITY:CH81-0004:D_shenzhen:initial load 1737.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0004:C040:late by 635.909 s (due l=57668.566, start=58304.475); CAPACITY:CH81-0005:D_shenzhen:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0006:D_shenzhen:initial load 1736.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0006:C027:late by 457.637 s (due l=62841.926, start=63299.562)",ValueError,LEGITIMATE_INFEASIBLE,184,0.5434782608695652
L100_control,1,China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0001:D_guangzhou:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0002:D_guangzhou:initial load 1805.000000 exceeds Q=1735.000000; CAPACITY:CH81-0003:D_guangzhou:initial load 1806.000000 exceeds Q=1735.000000; CAPACITY:CH81-0004:D_shenzhen:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0005:D_shenzhen:initial load 1737.000000 exceeds Q=1735.000000; CAPACITY:CH81-0006:D_shenzhen:initial load 1736.000000 exceeds Q=1735.000000,ValueError,LEGITIMATE_INFEASIBLE,184,0.5434782608695652
L100_control,1,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0001:D_guangzhou:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0002:D_guangzhou:initial load 1805.000000 exceeds Q=1735.000000; CAPACITY:CH81-0003:D_guangzhou:initial load 1806.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0003:C005:late by 808.959 s (due l=57124.180, start=57933.139); CAPACITY:CH81-0005:D_shenzhen:initial load 1737.000000 exceeds Q=1735.000000; CAPACITY:CH81-0006:D_shenzhen:initial load 1737.000000 exceeds Q=1735.000000; CAPACITY:CH81-0007:D_shenzhen:initial load 1736.000000 exceeds Q=1735.000000",ValueError,LEGITIMATE_INFEASIBLE,184,0.5434782608695652
L100_control,1,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0001:D_guangzhou:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0002:D_guangzhou:initial load 1805.000000 exceeds Q=1735.000000; CAPACITY:CH81-0003:D_guangzhou:initial load 1806.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0004:C027:late by 457.637 s (due l=62841.926, start=63299.562); CAPACITY:CH81-0005:D_shenzhen:initial load 1737.000000 exceeds Q=1735.000000; CAPACITY:CH81-0006:D_shenzhen:initial load 1737.000000 exceeds Q=1735.000000; CAPACITY:CH81-0007:D_shenzhen:initial load 1736.000000 exceeds Q=1735.000000",ValueError,LEGITIMATE_INFEASIBLE,184,0.5434782608695652
L100_control,1,China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0001:D_guangzhou:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0002:D_guangzhou:initial load 1875.000000 exceeds Q=1735.000000; CAPACITY:CH81-0003:D_guangzhou:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0004:D_shenzhen:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0005:D_shenzhen:initial load 1736.000000 exceeds Q=1735.000000; CAPACITY:CH81-0006:D_shenzhen:initial load 1737.000000 exceeds Q=1735.000000,ValueError,LEGITIMATE_INFEASIBLE,184,0.5434782608695652
