task_id,instance_id,region,tier,seed,HGS-F_cost,HGS-F_cpu_seconds,HGS-E_cost,HGS-E_cpu_seconds,HGS-M_cost,HGS-M_cpu_seconds,MV-HGS-SP_cost,MV-HGS-SP_cpu_seconds,HGS-F_emissions_kg,HGS-E_emissions_kg,HGS-M_emissions_kg,MV-HGS-SP_emissions_kg,protected_stage_1_cost,improvement_over_protected_stage_1,best_current_single_view_cost,route_fusion_incremental_improvement,selected_source,base_source,stage_1_iterations_per_view,stage_2_iterations_per_view,total_iterations_per_view,search_complete_candidate_attempts,budget_padding_rechecks,budget_padding_reference_arm,complete_candidate_attempts,historical_population_snapshot_count,historical_population_candidate_references,historical_quality_selected_count,historical_diversity_selected_count,base_route_pool_size,expanded_route_pool_size,base_mip_status,base_mip_incumbent_available,base_mip_objective,base_mip_dual_bound,base_mip_gap,expanded_mip_status,expanded_mip_incumbent_available,expanded_mip_objective,expanded_mip_dual_bound,expanded_mip_gap,mip_time_limit_seconds_per_stage,HGS-F_curve_points,HGS-F_strict_decreases,HGS-E_curve_points,HGS-E_strict_decreases,HGS-M_curve_points,HGS-M_strict_decreases,MV-HGS-SP_curve_points,MV-HGS-SP_strict_decreases,wallclock_safety_triggered,all_charging_on_registered_date,all_depot_charging_finishes_before_departure,all_depot_fleet_caps_respected,warm_route_types_preserved,history_archive_ledger_complete,all_independently_feasible,witness_sha256,trajectory_sha256,input_manifest_sha256,responsibility_map_sha256,status
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed4,cn-cy-100c-02-V2-LOCATIONS,cy,100,4,4908.635560767924,134.5677808750188,4915.886988646323,137.72538333400735,4915.840966647817,164.23445512598846,4908.635560767924,439.2821164999914,435.2791771882972,436.73757353411264,436.7093866367605,435.2791771882972,4916.798708359254,8.163147591330016,4908.635560767924,0.0,two_stage_best_parent,stage_1_base_pool_mip,5000,20000,25000,280,0,HGS-F,280,120,5083,72,72,158,349,OPTIMAL,True,4916.798708359253,4916.798708359253,0.0,OPTIMAL,True,4908.635560767923,4908.635560767923,0.0,30.0,13,12,16,15,22,21,22,21,False,True,True,True,True,True,True,5f6845e4df57c60bb3becebe0e3fa7d226e0aa4b33422ca68318a6d8479db322,cd12710ef479812ed0b261989bf4f23cdb122d13c497eecf9d2ce3e7f6ca8336,8a481ba09207e95d5ce60ada686b13ada11b641953624012364a20bc72a2c16c,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,PASS
