B_battery_kwh,active_flags,actual_evals,best_penalized_obj,carbon_price,category,charging_action_count,commit_hash,composition,cost_elec,cost_occ,cv_route_count,depot_action_count,depot_charging_energy_share,depot_charging_kwh,depot_charging_kwh_audit,depot_peak_capacity,depot_peak_concurrent_at_one_depot,depot_peak_headroom,depot_peak_slot,depot_peak_station_id,depot_peak_utilization,depot_station_slots_at_capacity,elapsed_seconds,ev_route_count,ev_route_share,ev_routes_with_depot_charge,ev_routes_with_public_charge,eval_budget,instance,public_action_count,public_charge_ev_route_share,public_charging_energy_share,public_charging_kwh_audit,public_peak_capacity,public_peak_concurrent_at_one_station,public_peak_slot,public_peak_station_id,public_peak_utilization,public_station_slots_at_capacity,route_count,runtime_cap_seconds,seed,solution_path,solver_reported_feasible,station_capacity_violation_count,station_charge_vehicle_count_max,station_charging_kwh,station_slots_over_capacity,status,subprocess_returncode,subprocess_stderr_tail,subprocess_stdout_tail,task_timeout_seconds,total_cost,total_depot_peak_concurrent_all_depots,total_public_peak_concurrent_all_stations,unique_depot_charge_stations,unique_public_charge_stations,v_speed_ms,variant,violation_count
280.0,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",300,9768.430526318592,0.05034,multidepot,47,3806df34,balanced_mixed,556.0051800925257,0.0,28,47,1.0,3000.5676205748828,3000.5676205748823,200,24,176,7,D1,0.12,0,59.26254629099276,47,0.6266666666666667,47,0,300,e2-multidepot-200c-01,0,0.0,0.0,0.0,,0,,,,0,75,90.0,1,baselines/e2_alns/charging_infrastructure_operational_pilot_data/solutions/multidepot__e2-multidepot-200c-01__free_mixed__seed1__eval300.json,True,0,24,0.0,0,OK,0,,,,9768.430526318592,46,0,2,0,25.0,free_mixed,0
280.0,,,,0.05034,multidepot,,3806df34,timeout,,,0,,,,,,,,,,,,120.00726191699505,0,0.0,,,300,e2-multidepot-200c-01,,,,,,,,,,,0,90.0,1,,,,,,,TIMEOUT,,,,120.0,inf,,,,,25.0,ev_shell,
280.0,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",300,9237.06258638272,0.05034,threeshift,47,3806df34,balanced_mixed,537.5677049313124,0.0,22,47,1.0,2901.0669451231115,2901.0669451231115,91,15,76,7,D0,0.16483516483516483,0,44.20116954203695,47,0.6811594202898551,47,0,300,e2-threeshift-200c-01,0,0.0,0.0,0.0,,0,,,,0,69,90.0,1,baselines/e2_alns/charging_infrastructure_operational_pilot_data/solutions/threeshift__e2-threeshift-200c-01__free_mixed__seed1__eval300.json,True,0,25,0.0,0,OK,0,,,,9237.06258638272,29,0,2,0,25.0,free_mixed,0
280.0,,,,0.05034,threeshift,,3806df34,timeout,,,0,,,,,,,,,,,,120.00775708304718,0,0.0,,,300,e2-threeshift-200c-01,,,,,,,,,,,0,90.0,1,,,,,,,TIMEOUT,,,,120.0,inf,,,,,25.0,ev_shell,
280.0,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",300,10845.718190384829,0.05034,vanilla,63,3806df34,ev_heavy_mixed,884.4140265536649,0.0,12,63,1.0,4772.876559922639,4772.876559922637,200,62,138,8,D0,0.31,0,118.50216312502744,63,0.84,63,0,300,e2-vanilla-200c-01,0,0.0,0.0,0.0,,0,,,,0,75,90.0,1,baselines/e2_alns/charging_infrastructure_operational_pilot_data/solutions/vanilla__e2-vanilla-200c-01__free_mixed__seed1__eval300.json,True,0,63,0.0,0,OK,0,,,,10845.718190384829,62,0,1,0,25.0,free_mixed,0
280.0,,,,0.05034,vanilla,,3806df34,timeout,,,0,,,,,,,,,,,,120.00483566703042,0,0.0,,,300,e2-vanilla-200c-01,,,,,,,,,,,0,90.0,1,,,,,,,TIMEOUT,,,,120.0,inf,,,,,25.0,ev_shell,
