implementation,instance,seed,iterations,runtime_seconds,cost,complete,feasible,completed_clients,total_clients,completed_delivery,total_delivery,no_duplicate_clients
frozen_pyvrp,PR11B,11,24135,261.66747383296024,4845,True,True,360,360,4700,4700,True
