mismatch_share,cross_site_fee_gbp_per_customer,source,n,mean_search_cost,mean_saving_pct_vs_measurement_start,strict_wins,mean_cross_site_customers,mean_cooperation_physical_total,mean_min_profit_ratio,factorial_complete,note
0.00,0.0,v11_friction_axis_200c.csv,5,12818.061721,,5,1.8,28.0,1.008604,false,"v11 zero-mismatch friction-axis source; savings not recomputed here because its adopted/fallback pairing is a separate sealed exhibit"
0.00,10.0,v11_friction_axis_200c.csv,5,12853.244350,,5,1.2,28.0,1.005921,false,"v11 friction axis; not a full mismatch-by-fee factorial"
0.00,25.0,v11_friction_axis_200c.csv,5,12897.724398,,2,0.4,28.0,1.005068,false,"v11 friction axis; not a full mismatch-by-fee factorial"
0.00,50.0,v11_friction_axis_200c.csv,5,12859.173819,,4,1.2,28.0,1.004132,false,"v11 friction axis; not a full mismatch-by-fee factorial"
0.00,95.0,v11_friction_axis_200c.csv,5,12877.770717,,4,1.0,28.0,1.004794,false,"v11 friction axis; not a full mismatch-by-fee factorial"
0.25,0.0,e3_mismatch_formal_20260713_25/raw_runs.csv,10,13211.737223,16.552646,10,108.2,27.9,1.098001,false,"formal mismatch axis at zero fee; saving is versus the measurement-only independent start"
0.50,0.0,e3_mismatch_formal_20260713_50/raw_runs.csv,10,13145.423762,24.719286,10,217.9,28.0,1.085907,false,"formal mismatch axis at zero fee; saving is versus the measurement-only independent start"
