actual_evals,algorithm,best_obj,bundle,candidate_scores,current_obj,eval_budget,feasible,pomo_group,pomo_rollout,repair_delta_count,reward_sum,scale,seed,steps,violation_count,wall_time_seconds,worker_integrity_ok,worker_numpy_version,worker_python_executable
120,learned_destroy,541.0533231320359,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,542.4480474996636,120,True,46,3,39844,100.0,25c,188,120,0,7.890999999945052,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,498.6415866178501,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,498.6415866178501,120,True,47,0,39845,85.0,25c,189,120,0,8.155999999959022,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,498.19253290475,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,500.43434234099584,120,True,47,1,36068,90.0,25c,190,120,0,7.75,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,498.05676639200647,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,498.05676639200647,120,True,47,2,36082,71.0,25c,191,120,0,7.625,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,523.5412056091019,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,525.2220357547573,120,True,47,3,34134,78.0,25c,192,120,0,7.218999999924563,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,599.496443728531,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,604.5060484463535,120,True,48,0,43404,90.0,25c,193,120,0,8.405999999959022,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,580.0348872908723,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,580.0348872908723,120,True,48,1,38814,99.0,25c,194,120,0,9.311999999918044,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,588.9655449599253,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,590.0449283560225,120,True,48,2,37619,67.0,25c,195,120,0,10.704000000027008,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,599.496443728531,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,602.0830412570454,120,True,48,3,43120,88.0,25c,196,120,0,8.295999999972992,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,509.5940136084921,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,513.0156580693966,120,True,49,0,41305,119.0,25c,197,120,0,8.281000000075437,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,491.06702434642335,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,491.7507458509307,120,True,49,1,38263,132.0,25c,198,120,0,7.75,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,511.5305747614965,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,513.4473559830084,120,True,49,2,35851,87.0,25c,199,120,0,7.718999999924563,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,519.4170769391519,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,520.905699347104,120,True,49,3,33316,130.0,25c,200,120,0,7.359000000054948,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,476.6538579805703,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,476.6538579805703,120,True,50,0,34753,61.0,25c,201,120,0,7.515999999945052,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,476.6538579805703,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,476.87285168865594,120,True,50,1,35952,42.0,25c,202,120,0,7.828000000095926,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,477.50780704679084,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,477.50780704679084,120,True,50,2,34997,74.0,25c,203,120,0,7.952999999979511,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,471.53933335579967,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,472.9515523683932,120,True,50,3,36872,59.0,25c,204,120,0,7.797000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,584.0589864274266,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,584.0589864274266,120,True,51,0,43580,71.0,25c,205,120,0,9.15700000000652,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,581.7884847402839,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,585.1150743443508,120,True,51,1,35963,107.0,25c,206,120,0,12.405999999959022,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,602.7573848535474,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,604.916300376051,120,True,51,2,45751,127.0,25c,207,120,0,9.23499999998603,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,608.9917214882084,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,614.4223169062041,120,True,51,3,44664,123.0,25c,208,120,0,8.906000000075437,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,524.9112017186586,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,530.4018422017508,120,True,52,0,43956,89.0,25c,209,120,0,9.109000000054948,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,536.6156455197017,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,536.6156455197017,120,True,52,1,50422,149.0,25c,210,120,0,9.795999999972992,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,534.3281019563966,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,536.016814317796,120,True,52,2,45524,81.0,25c,211,120,0,9.891000000061467,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,534.3281019563966,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,534.3281019563966,120,True,52,3,45852,95.0,25c,212,120,0,10.327999999979511,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,544.3708780497373,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,544.8138150697562,120,True,53,0,44096,115.0,25c,213,120,0,8.704000000027008,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,590.294445605415,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,591.6025892857297,120,True,53,1,50766,95.0,25c,214,120,0,9.562000000034459,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,530.9130202070953,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,535.8649664402361,120,True,53,2,38783,62.0,25c,215,120,0,8.312999999965541,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,523.2295765577192,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,523.2295765577192,120,True,53,3,36843,80.0,25c,216,120,0,7.625,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,599.7657681885344,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,601.1809370066682,120,True,54,0,54670,116.0,25c,217,120,0,10.343999999924563,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,599.496443728531,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,600.8088133868889,120,True,54,1,46323,131.0,25c,218,120,0,9.109000000054948,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,580.7302743239975,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,583.6600656929132,120,True,54,2,46078,144.0,25c,219,120,0,12.390999999945052,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,596.7680184649283,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,600.5337214232605,120,True,54,3,49021,125.0,25c,220,120,0,9.234000000054948,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,510.4113762107171,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,510.4113762107171,120,True,55,0,43566,117.0,25c,221,120,0,8.172000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,557.3603351459036,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,557.3821861998413,120,True,55,1,51196,80.0,25c,222,120,0,9.094000000040978,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,522.2163868975468,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,522.2163868975468,120,True,55,2,37676,70.0,25c,223,120,0,7.843999999924563,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,505.3743263473665,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,505.3743263473665,120,True,55,3,43024,135.0,25c,224,120,0,8.75,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,477.2888133387052,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,477.2888133387052,120,True,56,0,36460,55.0,25c,225,120,0,7.969000000040978,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,470.91713693960816,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,470.91713693960816,120,True,56,1,35491,43.0,25c,226,120,0,11.905999999959022,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,476.6538579805703,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,476.6538579805703,120,True,56,2,38603,71.0,25c,227,120,0,8.390999999945052,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,459.6443676777208,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,459.6443676777208,120,True,56,3,36686,146.0,25c,228,120,0,13.780999999959022,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,597.0876030776216,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,597.6210866685092,120,True,57,0,50751,176.0,25c,229,120,0,9.640999999945052,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,586.3481724256338,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,587.3772588145729,120,True,57,1,47505,119.0,25c,230,120,0,11.531000000075437,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,583.5835450975594,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,583.6900704011165,120,True,57,2,43700,141.0,25c,231,120,0,12.343999999924563,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,597.0876030776216,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,603.562757925796,120,True,57,3,46478,168.0,25c,232,120,0,9.01500000001397,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,533.5761517182082,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,537.0468447172442,120,True,58,0,42502,109.0,25c,233,120,0,9.875,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,534.4601164005927,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,538.0692802965198,120,True,58,1,46597,157.0,25c,234,120,0,10.391000000061467,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,516.2514680693318,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,516.2514680693318,120,True,58,2,45196,114.0,25c,235,120,0,10.609000000054948,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,528.7283992879013,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,528.7283992879013,120,True,58,3,44362,70.0,25c,236,120,0,9.031000000075437,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,498.05676639200647,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,498.6415866178501,120,True,59,0,37931,121.0,25c,237,120,0,8.108999999938533,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,530.0175818061825,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,530.0175818061825,120,True,59,1,39078,52.0,25c,238,120,0,8.077999999979511,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,523.5412056091019,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,523.5412056091019,120,True,59,2,38138,110.0,25c,239,120,0,8.141000000061467,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,502.8035839386477,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,509.09209790563483,120,True,59,3,39565,98.0,25c,240,120,0,8.390999999945052,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,599.5264884062378,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,601.4367424129806,120,True,60,0,50658,124.0,25c,241,120,0,9.625,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,580.7302743239975,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,580.7302743239975,120,True,60,1,44971,132.0,25c,242,120,0,13.515999999945052,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,599.7657681885344,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,603.5199259155689,120,True,60,2,51001,129.0,25c,243,120,0,9.795999999972992,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,580.0348872908723,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,580.0348872908723,120,True,60,3,45181,129.0,25c,244,120,0,9.422000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,510.4960343730914,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,510.4960343730914,120,True,61,0,45249,118.0,25c,245,120,0,9.031000000075437,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,489.4663717664625,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,492.8555193844106,120,True,61,1,37495,86.0,25c,246,120,0,8.234000000054948,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,557.3603351459036,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,557.6387405082356,120,True,61,2,46825,89.0,25c,247,120,0,8.905999999959022,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,516.5367080212875,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,516.5367080212875,120,True,61,3,33772,140.0,25c,248,120,0,7.469000000040978,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,476.6538579805703,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,476.6538579805703,120,True,62,0,37058,19.0,25c,249,120,0,8.23499999998603,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,472.12611103280034,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,472.91187177620066,120,True,62,1,42982,131.0,25c,250,120,0,8.85999999998603,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,476.6538579805703,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,479.21990204681475,120,True,62,2,35631,50.0,25c,251,120,0,7.281000000075437,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,471.53933335579967,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,471.53933335579967,120,True,62,3,38000,74.0,25c,252,120,0,7.967999999993481,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,597.2421416251854,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,597.6138849152643,120,True,63,0,46996,161.0,25c,253,120,0,8.921999999904074,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,584.7811703251351,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,584.8036205878082,120,True,63,1,41488,142.0,25c,254,120,0,10.906000000075437,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,584.8801059966152,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,585.5037668632306,120,True,63,2,41964,161.0,25c,255,120,0,8.672000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,575.6593631109595,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,577.4901739721031,120,True,63,3,40632,153.0,25c,256,120,0,11.5,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,518.620034244606,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,519.4054149530612,120,True,64,0,50167,133.0,25c,257,120,0,13.422000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,521.1914728830434,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,521.1914728830434,120,True,64,1,48846,111.0,25c,258,120,0,10.530999999959022,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,532.1109492370811,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,532.1109492370811,120,True,64,2,54602,154.0,25c,259,120,0,9.687999999965541,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,521.2458332776039,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,521.6771709846873,120,True,64,3,55178,113.0,25c,260,120,0,11.73499999998603,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,509.8287328945096,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,509.8287328945096,120,True,65,0,44595,149.0,25c,261,120,0,8.64000000001397,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,525.3639245950288,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,528.5645378348954,120,True,65,1,46520,159.0,25c,262,120,0,8.844000000040978,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,498.05676639200647,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,498.05676639200647,120,True,65,2,51503,113.0,25c,263,120,0,9.48499999998603,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,525.3639245950288,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,527.9208001721089,120,True,65,3,48723,164.0,25c,264,120,0,9.234000000054948,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,600.6204406070096,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,606.3417519242008,120,True,66,0,60600,123.0,25c,265,120,0,10.452999999979511,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,596.0512251638877,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,596.0512251638877,120,True,66,1,56967,115.0,25c,266,120,0,10.125,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,600.3044163022452,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,602.5128159141289,120,True,66,2,57245,137.0,25c,267,120,0,10.108999999938533,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,580.4609498639941,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,585.3640323591907,120,True,66,3,53219,145.0,25c,268,120,0,14.297000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,509.4864318056962,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,509.4864318056962,120,True,67,0,50230,129.0,25c,269,120,0,9.327999999979511,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,489.4779555215712,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,489.4779555215712,120,True,67,1,47986,146.0,25c,270,120,0,8.968999999924563,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,490.6523830992112,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,494.072362177692,120,True,67,2,45599,133.0,25c,271,120,0,8.812000000034459,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,518.7992192018963,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,526.4635601531523,120,True,67,3,45341,84.0,25c,272,120,0,8.73499999998603,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,471.31405959013097,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,474.1168879518517,120,True,68,0,47474,100.0,25c,273,120,0,9.452999999979511,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,471.77740642158267,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,473.18962543417615,120,True,68,1,45104,87.0,25c,274,120,0,8.781000000075437,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,471.53933335579967,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,472.9515523683932,120,True,68,2,46874,81.0,25c,275,120,0,9.155999999959022,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,470.91713693960816,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,474.3792696609044,120,True,68,3,43816,93.0,25c,276,120,0,10.718999999924563,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,597.096361473374,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,597.3407576972016,120,True,69,0,58114,178.0,25c,277,120,0,10.09299999999348,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,599.2467059831508,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,599.2467059831508,120,True,69,1,57441,100.0,25c,278,120,0,9.952999999979511,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,587.1217225990271,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,587.1217225990271,120,True,69,2,53581,184.0,25c,279,120,0,13.297000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,580.2822903998276,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,580.2822903998276,120,True,69,3,62009,179.0,25c,280,120,0,10.64000000001397,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,531.1775656757864,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,531.1775656757864,120,True,70,0,58135,152.0,25c,281,120,0,10.327999999979511,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,515.5249710786933,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,515.5249710786933,120,True,70,1,51789,160.0,25c,282,120,0,14.562000000034459,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,508.8459681926181,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,513.3248595084931,120,True,70,2,44328,115.0,25c,283,120,0,14.844000000040978,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,528.7798549872597,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,533.9828508394611,120,True,70,3,54406,47.0,25c,284,120,0,9.593999999924563,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,503.18899813861293,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,503.18899813861293,120,True,71,0,47853,130.0,25c,285,120,0,9.031000000075437,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
