algorithm,evidence_role,reason,status
SKIPPED_STAGE_C,SKIPPED,"best_validation_gain=11.507%, final_validation_gain=2.410%, gain_slope=-0.102373, finite_losses=True, kl_ok=False, zero_violations=True, entropy_floor_ok=True",HALT_POLICY_UNSTABLE
